#TSV
#============Begin of sheet============
@Sheet=PlaySkillInfo-摩托艇
skillid	level	技能描述	前置状态	跳转状态	IsTown	IsAngry	前置条件	前置条件参数1	前置条件参数2	group1	group2	group3	group4	FireModeName	SkillAttack	SkillAttrAttack	SkillSpecialAttack	AttackInfo	耐力	怒气	SP1	SP2	斩味消耗	技能启动时效果类型	start参数1	start参数2	eventname	技能触发效果类型	trigger参数1	trigger参数2	技能结束时效果类型	stop参数1	stop参数2	FSM处理类型	FSM处理参数	costshiji	param1
100020401	1	摩托艇加速				0													10					开启耐力衰减	5						结束耐力衰减						
100020402	1	奥义				1														10000																	
#============End of sheet============

#============Begin of sheet============
@Sheet=PlayerSkillInfo-双剑
skillid	level	技能描述	前置状态	跳转状态	IsTown	IsAngry	前置条件	前置条件参数1	前置条件参数2	group1	group2	group3	group4	FireModeName	SkillAttack	SkillAttrAttack	SkillSpecialAttack	SkillSpecialAttack_Poison	SkillSpecialAttack_Sleep	SkillSpecialAttack_Paraylze	SkillSpecialAttack_Dynamite	AttackInfo	耐力	怒气	SP1	SP2	斩味消耗	增加鬼人槽	技能启动时效果类型	start参数1	start参数2	eventname	技能触发效果类型	trigger参数1	trigger参数2	技能结束时效果类型	stop参数1	stop参数2	FSM处理类型	FSM处理参数
100905103	1	武士道防御反击		Bushido_CounterAttack		0								Bushido_Stab_Up	1	1.5	1	1	1	1	1	Bushido_Stab_Up										Cast	改变铳枪子弹	2						
100905103	1	武士道防御反击		Bushido_CounterAttack		0								Bushido_Stab_Up	1	1.5	1	1	1	1	1	Bushido_Stab_Up										Shell	播放特效	90602						
100905103	2	武士道防御反击（龙焰刃）		Bushido_CounterAttack		0	存在Buff	19102		902				Bushido_Stab_UpHB	1	1.5	1	1	1	1	1	Bushido_Stab_Up					10000		上Buff	50901		End	下Buff	50901		下Buff	50901			
100905103	2	武士道防御反击（龙焰刃）		Bushido_CounterAttack		0				902				Bushido_Stab_UpHB	1	1.5	1	1	1	1	1	Bushido_Stab_Up							上Buff	10990		End	下Buff	10990		下Buff	10990			
100905103	2	武士道防御反击（龙焰刃）		Bushido_CounterAttack		0				902				Bushido_Stab_UpHB	1	1.5	1	1	1	1	1	Bushido_Stab_Up							上Buff	10009		End	下Buff	10009		下Buff	10009			
100905103	2	武士道防御反击（龙焰刃）		Bushido_CounterAttack		0				902				Bushido_Stab_UpHB	1	1.5	1	1	1	1	1	Bushido_Stab_Up										Cast	改变铳枪子弹	2						
100905103	2	武士道防御反击（龙焰刃）		Bushido_CounterAttack		0				902				Bushido_Stab_UpHB	1	1.5	1	1	1	1	1	Bushido_Stab_Up										Shell	播放特效	90602						
#============End of sheet============

#============Begin of sheet============
@Sheet=PlayerSkillInfo-长枪
skillid	level	技能描述	前置状态	跳转状态	IsTown	IsAngry	前置条件	前置条件参数1	前置条件参数2	group1	group2	group3	group4	FireModeName	SkillAttack	SkillAttrAttack	SkillSpecialAttack	SkillSpecialAttack_Poison	SkillSpecialAttack_Sleep	SkillSpecialAttack_Paraylze	SkillSpecialAttack_Dynamite	AttackInfo	耐力	怒气	SP1	SP2	斩味消耗	技能启动时效果类型	start参数1	start参数2	eventname	技能触发效果类型	trigger参数1	trigger参数2	技能结束时效果类型	stop参数1	stop参数2	FSM处理类型	FSM处理参数
100300101	1	前方刺击01		COMBAT_Stab_Front_1		0								Lance_Stab_Front_1	1	1	1	1	1	1	1	Lance_Stab_Front_1					9000	上Buff	10930		End	下Buff	10930		下Buff	10930			
100300101	1	前方刺击01		COMBAT_Stab_Front_1		0								Lance_Stab_Front_1	1	1	1	1	1	1	1	Lance_Stab_Front_1						上Buff	50301		End	下Buff	50301		下Buff	50301			
100300102	1	前方刺击02		COMBAT_Stab_Front_2		0								Lance_Stab_Front_2	1	1	1	1	1	1	1	Lance_Stab_Front_2					9000	上Buff	10930		End	下Buff	10930		下Buff	10930			
100300102	1	前方刺击02		COMBAT_Stab_Front_2		0								Lance_Stab_Front_2	1	1	1	1	1	1	1	Lance_Stab_Front_2						上Buff	50301		End	下Buff	50301		下Buff	50301			
100300103	1	前方刺击03		COMBAT_Stab_Front_3		0								Lance_Stab_Front_3	1	1	1	1	1	1	1	Lance_Stab_Front_3					9000	上Buff	10930		End	下Buff	10930		下Buff	10930			
100300103	1	前方刺击03		COMBAT_Stab_Front_3		0								Lance_Stab_Front_3	1	1	1	1	1	1	1	Lance_Stab_Front_3						上Buff	50301		End	下Buff	50301		下Buff	50301			
100300103	2	前方刺击03		COMBAT_Stab_Front_3		0	存在Buff	19030007						Lance_Stab_Front_3Enhanced	1	1	1	1	1	1	1	Lance_Stab_Front_3					9000	上Buff	10930		End	下Buff	10930		下Buff	10930			
100300103	2	前方刺击03		COMBAT_Stab_Front_3		0								Lance_Stab_Front_3Enhanced	1	1	1	1	1	1	1	Lance_Stab_Front_3						上Buff	50301		End	下Buff	50301		下Buff	50301			
100300104	1	上方刺击01		COMBAT_Stab_Up_1		0								Lance_Stab_Up_1	1	1	1	1	1	1	1	Lance_Stab_Up_1					9000	上Buff	10930		End	下Buff	10930		下Buff	10930			
100300104	1	上方刺击01		COMBAT_Stab_Up_1		0								Lance_Stab_Up_1	1	1	1	1	1	1	1	Lance_Stab_Up_1						上Buff	50301		End	下Buff	50301		下Buff	50301			
100300105	1	上方刺击02		COMBAT_Stab_Up_2		0								Lance_Stab_Up_2	1	1	1	1	1	1	1	Lance_Stab_Up_2					9000	上Buff	10930		End	下Buff	10930		下Buff	10930			
100300105	1	上方刺击02		COMBAT_Stab_Up_2		0								Lance_Stab_Up_2	1	1	1	1	1	1	1	Lance_Stab_Up_2						上Buff	50301		End	下Buff	50301		下Buff	50301			
100300106	1	上方刺击03		COMBAT_Stab_Up_3		0								Lance_Stab_Up_3	1	1	1	1	1	1	1	Lance_Stab_Up_3					9000	上Buff	10930		End	下Buff	10930		下Buff	10930			
100300106	1	上方刺击03		COMBAT_Stab_Up_3		0								Lance_Stab_Up_3	1	1	1	1	1	1	1	Lance_Stab_Up_3						上Buff	50301		End	下Buff	50301		下Buff	50301			
100300106	2	上方刺击03		COMBAT_Stab_Up_3		0	存在Buff	19030007						Lance_Stab_Up_3Enhanced	1	1	1	1	1	1	1	Lance_Stab_Up_3					9000	上Buff	10930		End	下Buff	10930		下Buff	10930			
100300106	2	上方刺击03		COMBAT_Stab_Up_3		0								Lance_Stab_Up_3Enhanced	1	1	1	1	1	1	1	Lance_Stab_Up_3						上Buff	50301		End	下Buff	50301		下Buff	50301			
100300107	1	前冲盾击A01		COMBAT_StepComboShield_1		0	不存在Buff	19120		302				Lance_StepComboShield_1	1	1	1	1	1	1	1	Lance_StepComboShield_1	20					上Buff	10930		End	下Buff	10930		下Buff	10930			
100300107	1	前冲盾击A01		COMBAT_StepComboShield_1		0	存在Buff	19000000		302				Lance_StepComboShield_1	1	1	1	1	1	1	1	Lance_StepComboShield_1						上Buff	50301		End	下Buff	50301		下Buff	50301			
100300107	1	前冲盾击A01		COMBAT_StepComboShield_1		0				302				Lance_StepComboShield_1	1	1	1	1	1	1	1	Lance_StepComboShield_1						上Buff	10009		End	下Buff	10009		下Buff	10009			
100300107	1	前冲盾击A01		COMBAT_StepComboShield_1		0				302				Lance_StepComboShield_1	1	1	1	1	1	1	1	Lance_StepComboShield_1						上Buff	10996						下Buff	10996			
100300107	1	前冲盾击A01		COMBAT_StepComboShield_1		0				302				Lance_StepComboShield_1	1	1	1	1	1	1	1	Lance_StepComboShield_1						上Buff	59985						下Buff	59985			
100300107	2	前冲盾击A01（无防御硬直）		COMBAT_StepComboShield_1		0	存在Buff	19030004		302				Lance_StepComboShield_1	1	1	1	1	1	1	1	Lance_StepComboShield_1	20					上Buff	10930		End	下Buff	10930		下Buff	10930			
100300107	2	前冲盾击A01（无防御硬直）		COMBAT_StepComboShield_1		0	不存在Buff	19120		302				Lance_StepComboShield_1	1	1	1	1	1	1	1	Lance_StepComboShield_1						上Buff	50301		End	下Buff	50301		下Buff	50301			
100300107	2	前冲盾击A01（无防御硬直）		COMBAT_StepComboShield_1		0				302				Lance_StepComboShield_1	1	1	1	1	1	1	1	Lance_StepComboShield_1						上Buff	19108		End	下Buff	19108		下Buff	19108			
100300107	2	前冲盾击A01（无防御硬直）		COMBAT_StepComboShield_1		0				302				Lance_StepComboShield_1	1	1	1	1	1	1	1	Lance_StepComboShield_1						上Buff	10009		End	下Buff	10009		下Buff	10009			
100300107	2	前冲盾击A01（无防御硬直）		COMBAT_StepComboShield_1		0				302				Lance_StepComboShield_1	1	1	1	1	1	1	1	Lance_StepComboShield_1						上Buff	10996						下Buff	10996			
100300107	2	前冲盾击A01（无防御硬直）		COMBAT_StepComboShield_1		0				302				Lance_StepComboShield_1	1	1	1	1	1	1	1	Lance_StepComboShield_1						上Buff	59985						下Buff	59985			
100300116	1	前冲盾击A01（突进中）		COMBAT_StepComboShield_1		0	存在Buff	19030003		302				Lance_StepComboShield_1	1	1	1	1	1	1	1	Lance_StepComboShield_1	20					上Buff	10930		End	下Buff	10930		下Buff	10930			
100300116	1	前冲盾击A01（突进中）		COMBAT_StepComboShield_1		0				302				Lance_StepComboShield_1	1	1	1	1	1	1	1	Lance_StepComboShield_1						上Buff	50301		End	下Buff	50301		下Buff	50301			
100300116	1	前冲盾击A01（突进中）		COMBAT_StepComboShield_1		0				302				Lance_StepComboShield_1	1	1	1	1	1	1	1	Lance_StepComboShield_1						上Buff	10009		End	下Buff	10009		下Buff	10009			
100300116	1	前冲盾击A01（突进中）		COMBAT_StepComboShield_1		0				302				Lance_StepComboShield_1	1	1	1	1	1	1	1	Lance_StepComboShield_1						上Buff	10996						下Buff	10996			
100300116	1	前冲盾击A01（突进中）		COMBAT_StepComboShield_1		0				302				Lance_StepComboShield_1	1	1	1	1	1	1	1	Lance_StepComboShield_1						上Buff	59985						下Buff	59985			
100300116	2	前冲盾击A01（突进中，无防御硬直）		COMBAT_StepComboShield_1		0	存在Buff	19030003		302				Lance_StepComboShield_1	1	1	1	1	1	1	1	Lance_StepComboShield_1	20					上Buff	10930		End	下Buff	10930		下Buff	10930			
100300116	2	前冲盾击A01（突进中，无防御硬直）		COMBAT_StepComboShield_1		0	存在Buff	19030004		302				Lance_StepComboShield_1	1	1	1	1	1	1	1	Lance_StepComboShield_1						上Buff	50301		End	下Buff	50301		下Buff	50301			
100300116	2	前冲盾击A01（突进中，无防御硬直）		COMBAT_StepComboShield_1		0				302				Lance_StepComboShield_1	1	1	1	1	1	1	1	Lance_StepComboShield_1						上Buff	19108		End	下Buff	19108		下Buff	19108			
100300116	2	前冲盾击A01（突进中，无防御硬直）		COMBAT_StepComboShield_1		0				302				Lance_StepComboShield_1	1	1	1	1	1	1	1	Lance_StepComboShield_1						上Buff	10009		End	下Buff	10009		下Buff	10009			
100300116	2	前冲盾击A01（突进中，无防御硬直）		COMBAT_StepComboShield_1		0				302				Lance_StepComboShield_1	1	1	1	1	1	1	1	Lance_StepComboShield_1						上Buff	10996						下Buff	10996			
100300116	2	前冲盾击A01（突进中，无防御硬直）		COMBAT_StepComboShield_1		0				302				Lance_StepComboShield_1	1	1	1	1	1	1	1	Lance_StepComboShield_1						上Buff	59985						下Buff	59985			
100300117	1	前冲盾击A01（侧移后）		COMBAT_StepComboShield_1		0	存在Buff	19030001		302				Lance_StepComboShield_1	1	1	1	1	1	1	1	Lance_StepComboShield_1	20					上Buff	10930		End	下Buff	10930		下Buff	10930			
100300117	1	前冲盾击A01（侧移后）		COMBAT_StepComboShield_1		0				302				Lance_StepComboShield_1	1	1	1	1	1	1	1	Lance_StepComboShield_1						上Buff	50301		End	下Buff	50301		下Buff	50301			
100300117	1	前冲盾击A01（侧移后）		COMBAT_StepComboShield_1		0				302				Lance_StepComboShield_1	1	1	1	1	1	1	1	Lance_StepComboShield_1						上Buff	10009		End	下Buff	10009		下Buff	10009			
100300117	1	前冲盾击A01（侧移后）		COMBAT_StepComboShield_1		0				302				Lance_StepComboShield_1	1	1	1	1	1	1	1	Lance_StepComboShield_1						上Buff	10996						下Buff	10996			
100300117	1	前冲盾击A01（侧移后）		COMBAT_StepComboShield_1		0				302				Lance_StepComboShield_1	1	1	1	1	1	1	1	Lance_StepComboShield_1						上Buff	59985						下Buff	59985			
100300117	2	前冲盾击A01（侧移后，无防御硬直）		COMBAT_StepComboShield_1		0	存在Buff	19030001		302				Lance_StepComboShield_1	1	1	1	1	1	1	1	Lance_StepComboShield_1	20					上Buff	10930		End	下Buff	10930		下Buff	10930			
100300117	2	前冲盾击A01（侧移后，无防御硬直）		COMBAT_StepComboShield_1		0	存在Buff	19030004		302				Lance_StepComboShield_1	1	1	1	1	1	1	1	Lance_StepComboShield_1						上Buff	50301		End	下Buff	50301		下Buff	50301			
100300117	2	前冲盾击A01（侧移后，无防御硬直）		COMBAT_StepComboShield_1		0				302				Lance_StepComboShield_1	1	1	1	1	1	1	1	Lance_StepComboShield_1						上Buff	19108		End	下Buff	19108		下Buff	19108			
100300117	2	前冲盾击A01（侧移后，无防御硬直）		COMBAT_StepComboShield_1		0				302				Lance_StepComboShield_1	1	1	1	1	1	1	1	Lance_StepComboShield_1						上Buff	10009		End	下Buff	10009		下Buff	10009			
100300117	2	前冲盾击A01（侧移后，无防御硬直）		COMBAT_StepComboShield_1		0				302				Lance_StepComboShield_1	1	1	1	1	1	1	1	Lance_StepComboShield_1						上Buff	10996						下Buff	10996			
100300117	2	前冲盾击A01（侧移后，无防御硬直）		COMBAT_StepComboShield_1		0				302				Lance_StepComboShield_1	1	1	1	1	1	1	1	Lance_StepComboShield_1						上Buff	59985						下Buff	59985			
100300108	1	前冲盾击A02		COMBAT_StepComboShield_2		0	存在Buff	19000000		302				Lance_StepComboShield_2	1	1	1	1	1	1	1	Lance_StepComboShield_2	20					上Buff	10930		End	下Buff	10930		下Buff	10930			
100300108	1	前冲盾击A02		COMBAT_StepComboShield_2		0				302				Lance_StepComboShield_2	1	1	1	1	1	1	1	Lance_StepComboShield_2						上Buff	50301		End	下Buff	50301		下Buff	50301			
100300108	1	前冲盾击A02		COMBAT_StepComboShield_2		0				302				Lance_StepComboShield_2	1	1	1	1	1	1	1	Lance_StepComboShield_2						上Buff	10009		End	下Buff	10009		下Buff	10009			
100300108	1	前冲盾击A02		COMBAT_StepComboShield_2		0				302				Lance_StepComboShield_2	1	1	1	1	1	1	1	Lance_StepComboShield_2						上Buff	10996						下Buff	10996			
100300108	1	前冲盾击A02		COMBAT_StepComboShield_2		0				302				Lance_StepComboShield_2	1	1	1	1	1	1	1	Lance_StepComboShield_2						上Buff	59985						下Buff	59985			
100300108	2	前冲盾击A02（无防御硬直）		COMBAT_StepComboShield_2		0	存在Buff	19030004		302				Lance_StepComboShield_2	1	1	1	1	1	1	1	Lance_StepComboShield_2	20					上Buff	10930		End	下Buff	10930		下Buff	10930			
100300108	2	前冲盾击A02（无防御硬直）		COMBAT_StepComboShield_2		0				302				Lance_StepComboShield_2	1	1	1	1	1	1	1	Lance_StepComboShield_2						上Buff	50301		End	下Buff	50301		下Buff	50301			
100300108	2	前冲盾击A02（无防御硬直）		COMBAT_StepComboShield_2		0				302				Lance_StepComboShield_2	1	1	1	1	1	1	1	Lance_StepComboShield_2						上Buff	19108		End	下Buff	19108		下Buff	19108			
100300108	2	前冲盾击A02（无防御硬直）		COMBAT_StepComboShield_2		0				302				Lance_StepComboShield_2	1	1	1	1	1	1	1	Lance_StepComboShield_2						上Buff	10009		End	下Buff	10009		下Buff	10009			
100300108	2	前冲盾击A02（无防御硬直）		COMBAT_StepComboShield_2		0				302				Lance_StepComboShield_2	1	1	1	1	1	1	1	Lance_StepComboShield_2						上Buff	10996						下Buff	10996			
100300108	2	前冲盾击A02（无防御硬直）		COMBAT_StepComboShield_2		0				302				Lance_StepComboShield_2	1	1	1	1	1	1	1	Lance_StepComboShield_2						上Buff	59985						下Buff	59985			
100300109	1	前冲盾击A03		COMBAT_StepComboShield_3		0	存在Buff	19000000		302				Lance_StepComboShield_3	1	1	1	1	1	1	1	Lance_StepComboShield_3	20					上Buff	10930		End	下Buff	10930		下Buff	10930			
100300109	1	前冲盾击A03		COMBAT_StepComboShield_3		0				302				Lance_StepComboShield_3	1	1	1	1	1	1	1	Lance_StepComboShield_3						上Buff	50301		End	下Buff	50301		下Buff	50301			
100300109	1	前冲盾击A03		COMBAT_StepComboShield_3		0				302				Lance_StepComboShield_3	1	1	1	1	1	1	1	Lance_StepComboShield_3						上Buff	10009		End	下Buff	10009		下Buff	10009			
100300109	1	前冲盾击A03		COMBAT_StepComboShield_3		0				302				Lance_StepComboShield_3	1	1	1	1	1	1	1	Lance_StepComboShield_3						上Buff	10996						下Buff	10996			
100300109	1	前冲盾击A03		COMBAT_StepComboShield_3		0				302				Lance_StepComboShield_3	1	1	1	1	1	1	1	Lance_StepComboShield_3						上Buff	59985						下Buff	59985			
100300109	2	前冲盾击A03（无防御硬直）		COMBAT_StepComboShield_3		0	存在Buff	19030004		302				Lance_StepComboShield_3	1	1	1	1	1	1	1	Lance_StepComboShield_3	20					上Buff	10930		End	下Buff	10930		下Buff	10930			
100300109	2	前冲盾击A03（无防御硬直）		COMBAT_StepComboShield_3		0				302				Lance_StepComboShield_3	1	1	1	1	1	1	1	Lance_StepComboShield_3						上Buff	50301		End	下Buff	50301		下Buff	50301			
100300109	2	前冲盾击A03（无防御硬直）		COMBAT_StepComboShield_3		0				302				Lance_StepComboShield_3	1	1	1	1	1	1	1	Lance_StepComboShield_3						上Buff	19108		End	下Buff	19108		下Buff	19108			
100300109	2	前冲盾击A03（无防御硬直）		COMBAT_StepComboShield_3		0				302				Lance_StepComboShield_3	1	1	1	1	1	1	1	Lance_StepComboShield_3						上Buff	10009		End	下Buff	10009		下Buff	10009			
100300109	2	前冲盾击A03（无防御硬直）		COMBAT_StepComboShield_3		0				302				Lance_StepComboShield_3	1	1	1	1	1	1	1	Lance_StepComboShield_3						上Buff	10996						下Buff	10996			
100300109	2	前冲盾击A03（无防御硬直）		COMBAT_StepComboShield_3		0				302				Lance_StepComboShield_3	1	1	1	1	1	1	1	Lance_StepComboShield_3						上Buff	59985						下Buff	59985			
100300110	1	防御刺击		COMBAT_Stab_Defense		0	不存在Buff	19120						Lance_Stab_Defense	1	1	1	1	1	1	1	Lance_Stab_Defense						上Buff	10930		End	下Buff	10930		下Buff	10930			
100300110	1	防御刺击		COMBAT_Stab_Defense		0								Lance_Stab_Defense	1	1	1	1	1	1	1	Lance_Stab_Defense						上Buff	50301		End	下Buff	50301		下Buff	50301			
100300110	1	防御刺击		COMBAT_Stab_Defense		0								Lance_Stab_Defense	1	1	1	1	1	1	1	Lance_Stab_Defense													获得BUFF	19120			
100300111	1	前方刺击（拔刀）		COMBAT_Stab_Front_FromHolstered		0				301				Lance_Stab_Front_FromHolstered	1	1	1	1	1	1	1	Lance_Stab_Front_FromHolstered					9000	上Buff	10930		End	下Buff	10930		下Buff	10930			
100300111	1	前方刺击（拔刀）		COMBAT_Stab_Front_FromHolstered		0				301				Lance_Stab_Front_FromHolstered	1	1	1	1	1	1	1	Lance_Stab_Front_FromHolstered						上Buff	50301		End	下Buff	50301		下Buff	50301			
100300112	1	上方刺击（拔刀）		COMBAT_Stab_Up_FromHolstered		0				301				Lance_Stab_Up_FromHolstered	1	1	1	1	1	1	1	Lance_Stab_Up_FromHolstered					9000	上Buff	10930		End	下Buff	10930		下Buff	10930			
100300112	1	上方刺击（拔刀）		COMBAT_Stab_Up_FromHolstered		0				301				Lance_Stab_Up_FromHolstered	1	1	1	1	1	1	1	Lance_Stab_Up_FromHolstered						上Buff	50301		End	下Buff	50301		下Buff	50301			
100300113	1	前冲盾击B01		COMBAT_StepComboStab_1		0	存在Buff	19000000		302				Lance_StepComboStab_1	1	1	1	1	1	1	1	Lance_StepComboStab_1					6000	上Buff	10930		End	下Buff	10930		下Buff	10930			
100300113	1	前冲盾击B01		COMBAT_StepComboStab_1		0				302				Lance_StepComboStab_1	1	1	1	1	1	1	1	Lance_StepComboStab_1						上Buff	50301		End	下Buff	50301		下Buff	50301			
100300114	1	前冲盾击B02		COMBAT_StepComboStab_2		0	存在Buff	19000000		302				Lance_StepComboStab_2	1	1	1	1	1	1	1	Lance_StepComboStab_2					6000	上Buff	10930		End	下Buff	10930		下Buff	10930			
100300114	1	前冲盾击B02		COMBAT_StepComboStab_2		0				302				Lance_StepComboStab_2	1	1	1	1	1	1	1	Lance_StepComboStab_2						上Buff	50301		End	下Buff	50301		下Buff	50301			
100300115	1	前冲盾击B03		COMBAT_StepComboStab_3		0	存在Buff	19000000		302				Lance_StepComboStab_3	1	1	1	1	1	1	1	Lance_StepComboStab_3					6000	上Buff	10930		End	下Buff	10930		下Buff	10930			
100300115	1	前冲盾击B03		COMBAT_StepComboStab_3		0				302				Lance_StepComboStab_3	1	1	1	1	1	1	1	Lance_StepComboStab_3						上Buff	50301		End	下Buff	50301		下Buff	50301			
100300201	1	突进		COMBAT_Stab_Charge		0	耐力	1						Lance_Stab_Charge	0.4	0.42	1	1	1	1	1	Lance_Stab_Charge					3500	上Buff	10930		End	下Buff	10930		下Buff	10930			
100300201	1	突进		COMBAT_Stab_Charge		0								Lance_Stab_Charge	0.4	0.42	1	1	1	1	1	Lance_Stab_Charge						上Buff	50301		End	下Buff	50301		下Buff	50301			
100300201	1	突进		COMBAT_Stab_Charge		0								Lance_Stab_Charge	0.4	0.42	1	1	1	1	1	Lance_Stab_Charge						上Buff	19106		End	下Buff	19106		下Buff	19106			
100300201	1	突进		COMBAT_Stab_Charge		0								Lance_Stab_Charge	0.4	0.42	1	1	1	1	1	Lance_Stab_Charge						蓄力开始	2						蓄力结束	1000 9999999			
100300201	2	突进		COMBAT_Stab_Charge		0	存在Buff	19030005						Lance_Stab_Charge_Enhanced	0.4	0.33	1	1	1	1	1	Lance_Stab_Charge					3500	上Buff	10930		End	下Buff	10930		下Buff	10930			
100300201	2	突进		COMBAT_Stab_Charge		0	耐力	1						Lance_Stab_Charge_Enhanced	0.4	0.33	1	1	1	1	1	Lance_Stab_Charge						上Buff	50301		End	下Buff	50301		下Buff	50301			
100300201	2	突进		COMBAT_Stab_Charge		0								Lance_Stab_Charge_Enhanced	0.4	0.33	1	1	1	1	1	Lance_Stab_Charge						上Buff	19106		End	下Buff	19106		下Buff	19106			
100300201	2	突进		COMBAT_Stab_Charge		0								Lance_Stab_Charge_Enhanced	0.4	0.33	1	1	1	1	1	Lance_Stab_Charge						蓄力开始	2						蓄力结束	1000 9999999			
100300202	1	突进终结刺击		COMBAT_Stab_ChargeFinish		0								Lance_Stab_ChargeFinish	1	1	1	1	1	1	1	Lance_Stab_ChargeFinish					16000	上Buff	10930		End	下Buff	10930		下Buff	10930			
100300202	1	突进终结刺击		COMBAT_Stab_ChargeFinish		0								Lance_Stab_ChargeFinish	1	1	1	1	1	1	1	Lance_Stab_ChargeFinish						上Buff	50301		End	下Buff	50301		下Buff	50301			
100300202	1	突进终结刺击		COMBAT_Stab_ChargeFinish		0								Lance_Stab_ChargeFinish	1	1	1	1	1	1	1	Lance_Stab_ChargeFinish						上Buff	10009		End	下Buff	10009		下Buff	10009			
100300203	1	突进取消		COMBAT_Stab_ChargeStop		0									1	1	1	1	1	1	1							上Buff	10930		End	下Buff	10930		下Buff	10930			
100300204	1	突进开始		COMBAT_Stab_ChargeStart		0	不存在Buff	19120							1	1	1	1	1	1	1							上Buff	50301		End	下Buff	50301		下Buff	50301			
100300204	1	突进开始		COMBAT_Stab_ChargeStart		0	耐力	1							1	1	1	1	1	1	1							上Buff	10930		End	下Buff	10930		下Buff	10930			
100300204	2	突进开始		COMBAT_Stab_ChargeStart		0	存在Buff	19030003							1	1	1	1	1	1	1							上Buff	50301		End	下Buff	50301		下Buff	50301			
100300204	2	突进开始		COMBAT_Stab_ChargeStart		0	不存在Buff	19120							1	1	1	1	1	1	1							上Buff	10930		End	下Buff	10930		下Buff	10930			
100300204	2	突进开始		COMBAT_Stab_ChargeStart		0	耐力	1							1	1	1	1	1	1	1							上Buff	19119		End	下Buff	19119		下Buff	19119			
100300208	1	突进开始（快速进入）		COMBAT_Stab_ChargeStart		0	存在Buff	19030003							1	1	1	1	1	1	1							上Buff	50301		End	下Buff	50301		下Buff	50301			
100300208	1	突进开始（快速进入）		COMBAT_Stab_ChargeStart		0									1	1	1	1	1	1	1							上Buff	10930		End	下Buff	10930		下Buff	10930			
100300208	1	突进开始（快速进入）		COMBAT_Stab_ChargeStart		0									1	1	1	1	1	1	1							上Buff	19119		End	下Buff	19119		下Buff	19119			
100300205	1	突进弹刀		COMBAT_ChargeRebound		0									1	1	1	1	1	1	1						3500	蓄力开始	2						蓄力结束	1000 9999999			
100300205	1	突进弹刀		COMBAT_ChargeRebound		0									1	1	1	1	1	1	1																		
100300206	1	突进转向-左		COMBAT_ChargeTurnLeft		0	存在Buff	19000000		1					1	1	1	1	1	1	1		20					上Buff	50301		End	下Buff	50301		下Buff	50301			
100300206	1	突进转向-左		COMBAT_ChargeTurnLeft		0				1					1	1	1	1	1	1	1							上Buff	10930		End	下Buff	10930		下Buff	10930			
100300206	1	突进转向-左		COMBAT_ChargeTurnLeft		0				1					1	1	1	1	1	1	1							上Buff	10996						下Buff	10996			
100300207	1	突进转向-右		COMBAT_ChargeTurnRight		0	存在Buff	19000000		1					1	1	1	1	1	1	1		20					上Buff	50301		End	下Buff	50301		下Buff	50301			
100300207	1	突进转向-右		COMBAT_ChargeTurnRight		0				1					1	1	1	1	1	1	1							上Buff	10930		End	下Buff	10930		下Buff	10930			
100300207	1	突进转向-右		COMBAT_ChargeTurnRight		0				1					1	1	1	1	1	1	1							上Buff	10996						下Buff	10996			
100300206	2	突进转向-左（减少消耗）		COMBAT_ChargeTurnLeft		0	存在Buff	19030005		1					1	1	1	1	1	1	1		10					上Buff	50301		End	下Buff	50301		下Buff	50301			
100300206	2	突进转向-左（减少消耗）		COMBAT_ChargeTurnLeft		0				1					1	1	1	1	1	1	1							上Buff	10930		End	下Buff	10930		下Buff	10930			
100300206	2	突进转向-左（减少消耗）		COMBAT_ChargeTurnLeft		0				1					1	1	1	1	1	1	1							上Buff	10996						下Buff	10996			
100300207	2	突进转向-右（减少消耗）		COMBAT_ChargeTurnRight		0	存在Buff	19030005		1					1	1	1	1	1	1	1		10					上Buff	50301		End	下Buff	50301		下Buff	50301			
100300207	2	突进转向-右（减少消耗）		COMBAT_ChargeTurnRight		0				1					1	1	1	1	1	1	1							上Buff	10930		End	下Buff	10930		下Buff	10930			
100300207	2	突进转向-右（减少消耗）		COMBAT_ChargeTurnRight		0				1					1	1	1	1	1	1	1							上Buff	10996						下Buff	10996			
100300209	1	突进转向-左前		COMBAT_ChargeTurnLeft		0	存在Buff	19030005		1					1	1	1	1	1	1	1		10					上Buff	50301		End	下Buff	50301		下Buff	50301			
100300209	1	突进转向-左前		COMBAT_ChargeTurnLeft		0				1					1	1	1	1	1	1	1							上Buff	10930		End	下Buff	10930		下Buff	10930			
100300209	1	突进转向-左前		COMBAT_ChargeTurnLeft		0				1					1	1	1	1	1	1	1							上Buff	10996						下Buff	10996			
100300210	1	突进转向-右前		COMBAT_ChargeTurnRight		0	存在Buff	19030005		1					1	1	1	1	1	1	1		10					上Buff	50301		End	下Buff	50301		下Buff	50301			
100300210	1	突进转向-右前		COMBAT_ChargeTurnRight		0				1					1	1	1	1	1	1	1							上Buff	10930		End	下Buff	10930		下Buff	10930			
100300210	1	突进转向-右前		COMBAT_ChargeTurnRight		0				1					1	1	1	1	1	1	1							上Buff	10996						下Buff	10996			
100300301	1	防御反击-开始		COMBAT_CounterAttackStart		0	不存在Buff	19120							1	1	1	1	1	1	1							上Buff	50301		End	下Buff	50301		下Buff	50301			
