#TSV
#============Begin of sheet============
@Sheet=EquipRelation
装备ID	关联属性1	关联属性2	关联属性3	关联属性4	关联属性5	关联属性6	随机关联属性组1	概率1	随机关联属性组2	概率2	随机关联属性组3	概率3	随机关联属性组4	概率4	随机关联属性组5	概率5	随机关联属性组6	概率6
75000	0	0	0	0	0	0	1	100	2	5		0	0	0	0	0	0	0
75001	0	0	0	0	0	0	1	100	2	5		0						
75002	0	0	0	0	0	0	1	100	2	5		0						
75003	0	0	0	0	0	0	1	100	2	5		0						
75004	0	0	0	0	0	0	1	100	2	5		0						
75005	0	0	0	0	0	0	1	100	2	5		0						
75006	0	0	0	0	0	0	1	100	2	5		0						
75007	0	0	0	0	0	0	1	100	2	5		0						
75008	0	0	0	0	0	0	1	100	2	5		0						
75009	0	0	0	0	0	0	1	100	2	10		0						
75010	0	0	0	0	0	0	1	100	2	10		0						
75011	0	0	0	0	0	0	1	100	2	10		0						
75012	0	0	0	0	0	0	1	100	2	10		0						
75013	0	0	0	0	0	0	1	100	2	10		0						
75014	0	0	0	0	0	0	1	100	2	10		0						
75015	0	0	0	0	0	0	1	100	2	10		0						
75016	0	0	0	0	0	0	1	100	2	10		0						
75017	0	0	0	0	0	0	1	100	2	10		0						
75018	0	0	0	0	0	0	1	100	2	10		0						
75019	0	0	0	0	0	0	1	100	2	10		0						
75020	0	0	0	0	0	0	1	100	2	10		0						
75021	0	0	0	0	0	0	1	100	2	20		0						
75022	0	0	0	0	0	0	1	100	2	5		0						
75023	0	0	0	0	0	0	1	100	2	5		0						
75024	0	0	0	0	0	0	1	100	2	5		0						
75025	0	0	0	0	0	0	1	100	2	5		0						
75026	0	0	0	0	0	0	1	100	2	5		0						
75027	0	0	0	0	0	0	1	100	2	5		0						
75028	0	0	0	0	0	0	1	100	2	5		0						
75029	0	0	0	0	0	0	1	100	2	5		0						
75030	0	0	0	0	0	0	1	100	2	5		0						
75031	0	0	0	0	0	0	1	100	2	10		0						
75032	0	0	0	0	0	0	1	100	2	10		0						
75033	0	0	0	0	0	0	1	100	2	10		0						
75034	0	0	0	0	0	0	1	100	2	10		0						
75035	0	0	0	0	0	0	1	100	2	10		0						
75036	0	0	0	0	0	0	1	100	2	10		0						
75037	0	0	0	0	0	0	1	100	2	10		0						
75038	0	0	0	0	0	0	1	100	2	10		0						
75039	0	0	0	0	0	0	1	100	2	10		0						
75040	0	0	0	0	0	0	1	100	2	10		0						
75041	0	0	0	0	0	0	1	100	2	10		0						
75042	0	0	0	0	0	0	1	100	2	10		0						
75043	0	0	0	0	0	0	1	100	2	20		0						
75044	0	0	0	0	0	0	1	100	2	15		0						
#============End of sheet============

#============Begin of sheet============
@Sheet=EquipRelationAttr
关联属性编号	关联属性组	关联属性概率	生效条件类型	生效条件参数1	生效条件参数2	效果BUFF1	效果BUFF2	效果BUFF3	效果BUFF4	效果BUFF5	属性名称	属性说明	index	装备（R2）	远程（R2）
1875	2	100	2	2	25						暴击	【防御】超过25，获得效果：暴击	116		
1876	2	100	2	3	20						暴击	【见切】超过20，获得效果：暴击	116		
1877	2	100	2	10	25						暴击	【剥取】超过25，获得效果：暴击	116		
1878	2	100	2	12	25						暴击	【体力】超过25，获得效果：暴击	116		
1879	2	100	2	17	20						暴击	【麻痹抵抗】超过20，获得效果：暴击	116		
1880	2	100	2	22	20						暴击	【底力】超过20，获得效果：暴击	116		
1881	2	100	2	27	25						暴击	【贯通弹解放】超过25，获得效果：暴击	116		
1882	2	100	2	30	25						暴击	【散弹增加】超过25，获得效果：暴击	116		
1883	2	100	2	31	20						暴击	【气绝抗性】超过20，获得效果：暴击	116		
1884	2	100	2	33	20						暴击	【特殊攻击】超过20，获得效果：暴击	116		
1885	2	100	2	34	12						暴击	【榴弹增加】超过12，获得效果：暴击	116		
1886	2	100	2	41	12						暴击	【睡眠耐性】超过12，获得效果：暴击	116		
1887	2	100	2	45	20						暴击	【防御能力】超过20，获得效果：暴击	116		
1888	2	100	2	57	20						暴击	【抗风压】超过20，获得效果：暴击	116		
1889	2	100	2	64	15						暴击	【伏击】超过15，获得效果：暴击	116		
1890	2	100	2	65	20						暴击	【毒抗性】超过20，获得效果：暴击	116		
1891	2	100	2	5	12						业物	【速食】超过12，获得效果：业物	127		
1892	2	100	2	9	20						业物	【千里眼】超过20，获得效果：业物	127		
1893	2	100	2	11	15						业物	【观察眼】超过15，获得效果：业物	127		
1894	2	100	2	15	15						业物	【回复力】超过15，获得效果：业物	127		
1895	2	100	2	19	20						业物	【加护】超过20，获得效果：业物	127		
1896	2	100	2	20	12						业物	【全抗增加】超过12，获得效果：业物	127		
1897	2	100	2	23	20						业物	【气候】超过20，获得效果：业物	127		
1898	2	100	2	25	15						业物	【一起吃】超过15，获得效果：业物	127		
1899	2	100	2	28	20						业物	【饥饿感】超过20，获得效果：业物	127		
1900	2	100	2	29	15						业物	【体术】超过15，获得效果：业物	127		
1901	2	100	2	35	15						业物	【团队之星】超过15，获得效果：业物	127		
1902	2	100	2	36	15						业物	【高速设置】超过15，获得效果：业物	127		
1903	2	100	2	37	15						业物	【通常弹强化】超过15，获得效果：业物	127		
1904	2	100	2	38	15						业物	【震地减轻】超过15，获得效果：业物	127		
1905	2	100	2	39	20						业物	【强韧】超过20，获得效果：业物	127		
1906	2	100	2	40	15						业物	【荷尔蒙】超过15，获得效果：业物	127		
1907	2	100	2	42	15						业物	【眠弹追加】超过15，获得效果：业物	127		
1908	2	100	2	43	15						业物	【气息】超过15，获得效果：业物	127		
1909	2	100	2	47	15						业物	【耐力回复】超过15，获得效果：业物	127		
1910	2	100	2	49	15						业物	【麻弹追加】超过15，获得效果：业物	127		
1911	2	100	2	50	15						业物	【根性】超过15，获得效果：业物	127		
1912	2	100	2	51	15						业物	【挑战者】超过15，获得效果：业物	127		
1913	2	100	2	52	15						业物	【抗菌】超过15，获得效果：业物	127		
1914	2	100	2	55	13						业物	【耐泥雪】超过13，获得效果：业物	127		
1915	2	100	2	61	15						业物	【广域化】超过15，获得效果：业物	127		
1916	2	100	2	63	15						业物	【贯通强化】超过15，获得效果：业物	127		
1917	2	100	2	66	15						业物	【毒弹追加】超过15，获得效果：业物	127		
1918	2	100	2	69	12						业物	【采集】超过12，获得效果：业物	127		
1919	2	100	2	70	15						业物	【散射强化】超过15，获得效果：业物	127		
1920	2	100	2	1	20						业物	【攻击】超过20，获得效果：业物	127		
1921	2	100	2	2	25						业物	【防御】超过25，获得效果：业物	127		
1922	2	100	2	3	20						业物	【见切】超过20，获得效果：业物	127		
1923	2	100	2	10	25						业物	【剥取】超过25，获得效果：业物	127		
1924	2	100	2	12	25						业物	【体力】超过25，获得效果：业物	127		
1925	2	100	2	17	20						业物	【麻痹抵抗】超过20，获得效果：业物	127		
1926	2	100	2	22	20						业物	【底力】超过20，获得效果：业物	127		
1927	2	100	2	27	25						业物	【贯通弹解放】超过25，获得效果：业物	127		
1928	2	100	2	30	25						业物	【散弹增加】超过25，获得效果：业物	127		
1929	2	100	2	31	20						业物	【气绝抗性】超过20，获得效果：业物	127		
1930	2	100	2	33	20						业物	【特殊攻击】超过20，获得效果：业物	127		
1931	2	100	2	34	12						业物	【榴弹增加】超过12，获得效果：业物	127		
1932	2	100	2	41	12						业物	【睡眠耐性】超过12，获得效果：业物	127		
1933	2	100	2	45	20						业物	【防御能力】超过20，获得效果：业物	127		
1934	2	100	2	57	20						业物	【抗风压】超过20，获得效果：业物	127		
1935	2	100	2	64	15						业物	【伏击】超过15，获得效果：业物	127		
1936	2	100	2	65	20						业物	【毒抗性】超过20，获得效果：业物	127		
1937	2	100	2	5	12						雪域猎人	【速食】超过12，获得效果：雪域猎人	128		
1938	2	100	2	9	20						雪域猎人	【千里眼】超过20，获得效果：雪域猎人	128		
1939	2	100	2	11	15						雪域猎人	【观察眼】超过15，获得效果：雪域猎人	128		
1940	2	100	2	15	15						雪域猎人	【回复力】超过15，获得效果：雪域猎人	128		
1941	2	100	2	19	20						雪域猎人	【加护】超过20，获得效果：雪域猎人	128		
1942	2	100	2	20	12						雪域猎人	【全抗增加】超过12，获得效果：雪域猎人	128		
1943	2	100	2	23	20						雪域猎人	【气候】超过20，获得效果：雪域猎人	128		
1944	2	100	2	25	15						雪域猎人	【一起吃】超过15，获得效果：雪域猎人	128		
1945	2	100	2	28	20						雪域猎人	【饥饿感】超过20，获得效果：雪域猎人	128		
1946	2	100	2	29	15						雪域猎人	【体术】超过15，获得效果：雪域猎人	128		
1947	2	100	2	35	15						雪域猎人	【团队之星】超过15，获得效果：雪域猎人	128		
1948	2	100	2	36	15						雪域猎人	【高速设置】超过15，获得效果：雪域猎人	128		
1949	2	100	2	37	15						雪域猎人	【通常弹强化】超过15，获得效果：雪域猎人	128		
1950	2	100	2	38	15						雪域猎人	【震地减轻】超过15，获得效果：雪域猎人	128		
1951	2	100	2	39	20						雪域猎人	【强韧】超过20，获得效果：雪域猎人	128		
1952	2	100	2	40	15						雪域猎人	【荷尔蒙】超过15，获得效果：雪域猎人	128		
1953	2	100	2	42	15						雪域猎人	【眠弹追加】超过15，获得效果：雪域猎人	128		
1954	2	100	2	43	15						雪域猎人	【气息】超过15，获得效果：雪域猎人	128		
1955	2	100	2	47	15						雪域猎人	【耐力回复】超过15，获得效果：雪域猎人	128		
1956	2	100	2	49	15						雪域猎人	【麻弹追加】超过15，获得效果：雪域猎人	128		
1957	2	100	2	50	15						雪域猎人	【根性】超过15，获得效果：雪域猎人	128		
1958	2	100	2	51	15						雪域猎人	【挑战者】超过15，获得效果：雪域猎人	128		
1959	2	100	2	52	15						雪域猎人	【抗菌】超过15，获得效果：雪域猎人	128		
1960	2	100	2	55	13						雪域猎人	【耐泥雪】超过13，获得效果：雪域猎人	128		
1961	2	100	2	61	15						雪域猎人	【广域化】超过15，获得效果：雪域猎人	128		
1962	2	100	2	63	15						雪域猎人	【贯通强化】超过15，获得效果：雪域猎人	128		
1963	2	100	2	66	15						雪域猎人	【毒弹追加】超过15，获得效果：雪域猎人	128		
1964	2	100	2	69	12						雪域猎人	【采集】超过12，获得效果：雪域猎人	128		
1965	2	100	2	70	15						雪域猎人	【散射强化】超过15，获得效果：雪域猎人	128		
1966	2	100	2	1	20						雪域猎人	【攻击】超过20，获得效果：雪域猎人	128		
1967	2	100	2	2	25						雪域猎人	【防御】超过25，获得效果：雪域猎人	128		
1968	2	100	2	3	20						雪域猎人	【见切】超过20，获得效果：雪域猎人	128		
1969	2	100	2	10	25						雪域猎人	【剥取】超过25，获得效果：雪域猎人	128		
1970	2	100	2	12	25						雪域猎人	【体力】超过25，获得效果：雪域猎人	128		
1971	2	100	2	17	20						雪域猎人	【麻痹抵抗】超过20，获得效果：雪域猎人	128		
1972	2	100	2	22	20						雪域猎人	【底力】超过20，获得效果：雪域猎人	128		
1973	2	100	2	27	25						雪域猎人	【贯通弹解放】超过25，获得效果：雪域猎人	128		
1974	2	100	2	30	25						雪域猎人	【散弹增加】超过25，获得效果：雪域猎人	128		
1975	2	100	2	31	20						雪域猎人	【气绝抗性】超过20，获得效果：雪域猎人	128		
1976	2	100	2	33	20						雪域猎人	【特殊攻击】超过20，获得效果：雪域猎人	128		
1977	2	100	2	34	12						雪域猎人	【榴弹增加】超过12，获得效果：雪域猎人	128		
1978	2	100	2	41	12						雪域猎人	【睡眠耐性】超过12，获得效果：雪域猎人	128		
1979	2	100	2	45	20						雪域猎人	【防御能力】超过20，获得效果：雪域猎人	128		
1980	2	100	2	57	20						雪域猎人	【抗风压】超过20，获得效果：雪域猎人	128		
1981	2	100	2	64	15						雪域猎人	【伏击】超过15，获得效果：雪域猎人	128		
1982	2	100	2	65	20						雪域猎人	【毒抗性】超过20，获得效果：雪域猎人	128		
1983	2	100	2	5	12						水属攻强化	【速食】超过12，获得效果：水属攻强化	132		
1984	2	100	2	9	20						水属攻强化	【千里眼】超过20，获得效果：水属攻强化	132		
1985	2	100	2	11	15						水属攻强化	【观察眼】超过15，获得效果：水属攻强化	132		
1986	2	100	2	15	15						水属攻强化	【回复力】超过15，获得效果：水属攻强化	132		
1987	2	100	2	19	20						水属攻强化	【加护】超过20，获得效果：水属攻强化	132		
1988	2	100	2	20	12						水属攻强化	【全抗增加】超过12，获得效果：水属攻强化	132		
1989	2	100	2	23	20						水属攻强化	【气候】超过20，获得效果：水属攻强化	132		
1990	2	100	2	25	15						水属攻强化	【一起吃】超过15，获得效果：水属攻强化	132		
1991	2	100	2	28	20						水属攻强化	【饥饿感】超过20，获得效果：水属攻强化	132		
1992	2	100	2	29	15						水属攻强化	【体术】超过15，获得效果：水属攻强化	132		
1993	2	100	2	35	15						水属攻强化	【团队之星】超过15，获得效果：水属攻强化	132		
1994	2	100	2	36	15						水属攻强化	【高速设置】超过15，获得效果：水属攻强化	132		
1995	2	100	2	37	15						水属攻强化	【通常弹强化】超过15，获得效果：水属攻强化	132		
1996	2	100	2	38	15						水属攻强化	【震地减轻】超过15，获得效果：水属攻强化	132		
1997	2	100	2	39	20						水属攻强化	【强韧】超过20，获得效果：水属攻强化	132		
1998	2	100	2	40	15						水属攻强化	【荷尔蒙】超过15，获得效果：水属攻强化	132		
1999	2	100	2	42	15						水属攻强化	【眠弹追加】超过15，获得效果：水属攻强化	132		
2000	2	100	2	43	15						水属攻强化	【气息】超过15，获得效果：水属攻强化	132		
2001	2	100	2	47	15						水属攻强化	【耐力回复】超过15，获得效果：水属攻强化	132		
2002	2	100	2	49	15						水属攻强化	【麻弹追加】超过15，获得效果：水属攻强化	132		
2003	2	100	2	50	15						水属攻强化	【根性】超过15，获得效果：水属攻强化	132		
2004	2	100	2	51	15						水属攻强化	【挑战者】超过15，获得效果：水属攻强化	132		
2005	2	100	2	52	15						水属攻强化	【抗菌】超过15，获得效果：水属攻强化	132		
2006	2	100	2	55	13						水属攻强化	【耐泥雪】超过13，获得效果：水属攻强化	132		
2007	2	100	2	61	15						水属攻强化	【广域化】超过15，获得效果：水属攻强化	132		
2008	2	100	2	63	15						水属攻强化	【贯通强化】超过15，获得效果：水属攻强化	132		
2009	2	100	2	66	15						水属攻强化	【毒弹追加】超过15，获得效果：水属攻强化	132		
2010	2	100	2	69	12						水属攻强化	【采集】超过12，获得效果：水属攻强化	132		
2011	2	100	2	70	15						水属攻强化	【散射强化】超过15，获得效果：水属攻强化	132		
2012	2	100	2	1	20						水属攻强化	【攻击】超过20，获得效果：水属攻强化	132		
2013	2	100	2	2	25						水属攻强化	【防御】超过25，获得效果：水属攻强化	132		
2014	2	100	2	3	20						水属攻强化	【见切】超过20，获得效果：水属攻强化	132		
2015	2	100	2	10	25						水属攻强化	【剥取】超过25，获得效果：水属攻强化	132		
2016	2	100	2	12	25						水属攻强化	【体力】超过25，获得效果：水属攻强化	132		
2017	2	100	2	17	20						水属攻强化	【麻痹抵抗】超过20，获得效果：水属攻强化	132		
2018	2	100	2	22	20						水属攻强化	【底力】超过20，获得效果：水属攻强化	132		
2019	2	100	2	27	25						水属攻强化	【贯通弹解放】超过25，获得效果：水属攻强化	132		
2020	2	100	2	30	25						水属攻强化	【散弹增加】超过25，获得效果：水属攻强化	132		
2021	2	100	2	31	20						水属攻强化	【气绝抗性】超过20，获得效果：水属攻强化	132		
2022	2	100	2	33	20						水属攻强化	【特殊攻击】超过20，获得效果：水属攻强化	132		
2023	2	100	2	34	12						水属攻强化	【榴弹增加】超过12，获得效果：水属攻强化	132		
2024	2	100	2	41	12						水属攻强化	【睡眠耐性】超过12，获得效果：水属攻强化	132		
2025	2	100	2	45	20						水属攻强化	【防御能力】超过20，获得效果：水属攻强化	132		
2026	2	100	2	57	20						水属攻强化	【抗风压】超过20，获得效果：水属攻强化	132		
2027	2	100	2	64	15						水属攻强化	【伏击】超过15，获得效果：水属攻强化	132		
2028	2	100	2	65	20						水属攻强化	【毒抗性】超过20，获得效果：水属攻强化	132		
2029	2	100	2	5	12						雷属攻强化	【速食】超过12，获得效果：雷属攻强化	134		
2030	2	100	2	9	20						雷属攻强化	【千里眼】超过20，获得效果：雷属攻强化	134		
2031	2	100	2	11	15						雷属攻强化	【观察眼】超过15，获得效果：雷属攻强化	134		
2032	2	100	2	15	15						雷属攻强化	【回复力】超过15，获得效果：雷属攻强化	134		
2033	2	100	2	19	20						雷属攻强化	【加护】超过20，获得效果：雷属攻强化	134		
2034	2	100	2	20	12						雷属攻强化	【全抗增加】超过12，获得效果：雷属攻强化	134		
2035	2	100	2	23	20						雷属攻强化	【气候】超过20，获得效果：雷属攻强化	134		
2036	2	100	2	25	15						雷属攻强化	【一起吃】超过15，获得效果：雷属攻强化	134		
2037	2	100	2	28	20						雷属攻强化	【饥饿感】超过20，获得效果：雷属攻强化	134		
2038	2	100	2	29	15						雷属攻强化	【体术】超过15，获得效果：雷属攻强化	134		
2039	2	100	2	35	15						雷属攻强化	【团队之星】超过15，获得效果：雷属攻强化	134		
2040	2	100	2	36	15						雷属攻强化	【高速设置】超过15，获得效果：雷属攻强化	134		
2041	2	100	2	37	15						雷属攻强化	【通常弹强化】超过15，获得效果：雷属攻强化	134		
2042	2	100	2	38	15						雷属攻强化	【震地减轻】超过15，获得效果：雷属攻强化	134		
2043	2	100	2	39	20						雷属攻强化	【强韧】超过20，获得效果：雷属攻强化	134		
2044	2	100	2	40	15						雷属攻强化	【荷尔蒙】超过15，获得效果：雷属攻强化	134		
2045	2	100	2	42	15						雷属攻强化	【眠弹追加】超过15，获得效果：雷属攻强化	134		
2046	2	100	2	43	15						雷属攻强化	【气息】超过15，获得效果：雷属攻强化	134		
2047	2	100	2	47	15						雷属攻强化	【耐力回复】超过15，获得效果：雷属攻强化	134		
2048	2	100	2	49	15						雷属攻强化	【麻弹追加】超过15，获得效果：雷属攻强化	134		
2049	2	100	2	50	15						雷属攻强化	【根性】超过15，获得效果：雷属攻强化	134		
2050	2	100	2	51	15						雷属攻强化	【挑战者】超过15，获得效果：雷属攻强化	134		
2051	2	100	2	52	15						雷属攻强化	【抗菌】超过15，获得效果：雷属攻强化	134		
2052	2	100	2	55	13						雷属攻强化	【耐泥雪】超过13，获得效果：雷属攻强化	134		
2053	2	100	2	61	15						雷属攻强化	【广域化】超过15，获得效果：雷属攻强化	134		
2054	2	100	2	63	15						雷属攻强化	【贯通强化】超过15，获得效果：雷属攻强化	134		
2055	2	100	2	66	15						雷属攻强化	【毒弹追加】超过15，获得效果：雷属攻强化	134		
2056	2	100	2	69	12						雷属攻强化	【采集】超过12，获得效果：雷属攻强化	134		
2057	2	100	2	70	15						雷属攻强化	【散射强化】超过15，获得效果：雷属攻强化	134		
2058	2	100	2	1	20						雷属攻强化	【攻击】超过20，获得效果：雷属攻强化	134		
2059	2	100	2	2	25						雷属攻强化	【防御】超过25，获得效果：雷属攻强化	134		
2060	2	100	2	3	20						雷属攻强化	【见切】超过20，获得效果：雷属攻强化	134		
2061	2	100	2	10	25						雷属攻强化	【剥取】超过25，获得效果：雷属攻强化	134		
2062	2	100	2	12	25						雷属攻强化	【体力】超过25，获得效果：雷属攻强化	134		
2063	2	100	2	17	20						雷属攻强化	【麻痹抵抗】超过20，获得效果：雷属攻强化	134		
2064	2	100	2	22	20						雷属攻强化	【底力】超过20，获得效果：雷属攻强化	134		
2065	2	100	2	27	25						雷属攻强化	【贯通弹解放】超过25，获得效果：雷属攻强化	134		
2066	2	100	2	30	25						雷属攻强化	【散弹增加】超过25，获得效果：雷属攻强化	134		
2067	2	100	2	31	20						雷属攻强化	【气绝抗性】超过20，获得效果：雷属攻强化	134		
2068	2	100	2	33	20						雷属攻强化	【特殊攻击】超过20，获得效果：雷属攻强化	134		
2069	2	100	2	34	12						雷属攻强化	【榴弹增加】超过12，获得效果：雷属攻强化	134		
2070	2	100	2	41	12						雷属攻强化	【睡眠耐性】超过12，获得效果：雷属攻强化	134		
2071	2	100	2	45	20						雷属攻强化	【防御能力】超过20，获得效果：雷属攻强化	134		
2072	2	100	2	57	20						雷属攻强化	【抗风压】超过20，获得效果：雷属攻强化	134		
2073	2	100	2	64	15						雷属攻强化	【伏击】超过15，获得效果：雷属攻强化	134		
2074	2	100	2	65	20						雷属攻强化	【毒抗性】超过20，获得效果：雷属攻强化	134		
2075	2	100	2	5	12						冰属攻强化	【速食】超过12，获得效果：冰属攻强化	136		
2076	2	100	2	9	20						冰属攻强化	【千里眼】超过20，获得效果：冰属攻强化	136		
2077	2	100	2	11	15						冰属攻强化	【观察眼】超过15，获得效果：冰属攻强化	136		
2078	2	100	2	15	15						冰属攻强化	【回复力】超过15，获得效果：冰属攻强化	136		
2079	2	100	2	19	20						冰属攻强化	【加护】超过20，获得效果：冰属攻强化	136		
2080	2	100	2	20	12						冰属攻强化	【全抗增加】超过12，获得效果：冰属攻强化	136		
2081	2	100	2	23	20						冰属攻强化	【气候】超过20，获得效果：冰属攻强化	136		
2082	2	100	2	25	15						冰属攻强化	【一起吃】超过15，获得效果：冰属攻强化	136		
2083	2	100	2	28	20						冰属攻强化	【饥饿感】超过20，获得效果：冰属攻强化	136		
2084	2	100	2	29	15						冰属攻强化	【体术】超过15，获得效果：冰属攻强化	136		
2085	2	100	2	35	15						冰属攻强化	【团队之星】超过15，获得效果：冰属攻强化	136		
2086	2	100	2	36	15						冰属攻强化	【高速设置】超过15，获得效果：冰属攻强化	136		
2087	2	100	2	37	15						冰属攻强化	【通常弹强化】超过15，获得效果：冰属攻强化	136		
2088	2	100	2	38	15						冰属攻强化	【震地减轻】超过15，获得效果：冰属攻强化	136		
2089	2	100	2	39	20						冰属攻强化	【强韧】超过20，获得效果：冰属攻强化	136		
2090	2	100	2	40	15						冰属攻强化	【荷尔蒙】超过15，获得效果：冰属攻强化	136		
2091	2	100	2	42	15						冰属攻强化	【眠弹追加】超过15，获得效果：冰属攻强化	136		
2092	2	100	2	43	15						冰属攻强化	【气息】超过15，获得效果：冰属攻强化	136		
2093	2	100	2	47	15						冰属攻强化	【耐力回复】超过15，获得效果：冰属攻强化	136		
2094	2	100	2	49	15						冰属攻强化	【麻弹追加】超过15，获得效果：冰属攻强化	136		
2095	2	100	2	50	15						冰属攻强化	【根性】超过15，获得效果：冰属攻强化	136		
2096	2	100	2	51	15						冰属攻强化	【挑战者】超过15，获得效果：冰属攻强化	136		
2097	2	100	2	52	15						冰属攻强化	【抗菌】超过15，获得效果：冰属攻强化	136		
2098	2	100	2	55	13						冰属攻强化	【耐泥雪】超过13，获得效果：冰属攻强化	136		
2099	2	100	2	61	15						冰属攻强化	【广域化】超过15，获得效果：冰属攻强化	136		
2100	2	100	2	63	15						冰属攻强化	【贯通强化】超过15，获得效果：冰属攻强化	136		
2101	2	100	2	66	15						冰属攻强化	【毒弹追加】超过15，获得效果：冰属攻强化	136		
2102	2	100	2	69	12						冰属攻强化	【采集】超过12，获得效果：冰属攻强化	136		
2103	2	100	2	70	15						冰属攻强化	【散射强化】超过15，获得效果：冰属攻强化	136		
2104	2	100	2	1	20						冰属攻强化	【攻击】超过20，获得效果：冰属攻强化	136		
2105	2	100	2	2	25						冰属攻强化	【防御】超过25，获得效果：冰属攻强化	136		
2106	2	100	2	3	20						冰属攻强化	【见切】超过20，获得效果：冰属攻强化	136		
2107	2	100	2	10	25						冰属攻强化	【剥取】超过25，获得效果：冰属攻强化	136		
2108	2	100	2	12	25						冰属攻强化	【体力】超过25，获得效果：冰属攻强化	136		
2109	2	100	2	17	20						冰属攻强化	【麻痹抵抗】超过20，获得效果：冰属攻强化	136		
2110	2	100	2	22	20						冰属攻强化	【底力】超过20，获得效果：冰属攻强化	136		
2111	2	100	2	27	25						冰属攻强化	【贯通弹解放】超过25，获得效果：冰属攻强化	136		
2112	2	100	2	30	25						冰属攻强化	【散弹增加】超过25，获得效果：冰属攻强化	136		
2113	2	100	2	31	20						冰属攻强化	【气绝抗性】超过20，获得效果：冰属攻强化	136		
2114	2	100	2	33	20						冰属攻强化	【特殊攻击】超过20，获得效果：冰属攻强化	136		
2115	2	100	2	34	12						冰属攻强化	【榴弹增加】超过12，获得效果：冰属攻强化	136		
2116	2	100	2	41	12						冰属攻强化	【睡眠耐性】超过12，获得效果：冰属攻强化	136		
2117	2	100	2	45	20						冰属攻强化	【防御能力】超过20，获得效果：冰属攻强化	136		
2118	2	100	2	57	20						冰属攻强化	【抗风压】超过20，获得效果：冰属攻强化	136		
2119	2	100	2	64	15						冰属攻强化	【伏击】超过15，获得效果：冰属攻强化	136		
2120	2	100	2	65	20						冰属攻强化	【毒抗性】超过20，获得效果：冰属攻强化	136		
2121	2	100	2	5	12						沙漠修行者	【速食】超过12，获得效果：沙漠修行者	139		
2122	2	100	2	9	20						沙漠修行者	【千里眼】超过20，获得效果：沙漠修行者	139		
2123	2	100	2	11	15						沙漠修行者	【观察眼】超过15，获得效果：沙漠修行者	139		
2124	2	100	2	15	15						沙漠修行者	【回复力】超过15，获得效果：沙漠修行者	139		
2125	2	100	2	19	20						沙漠修行者	【加护】超过20，获得效果：沙漠修行者	139		
2126	2	100	2	20	12						沙漠修行者	【全抗增加】超过12，获得效果：沙漠修行者	139		
2127	2	100	2	23	20						沙漠修行者	【气候】超过20，获得效果：沙漠修行者	139		
2128	2	100	2	25	15						沙漠修行者	【一起吃】超过15，获得效果：沙漠修行者	139		
2129	2	100	2	28	20						沙漠修行者	【饥饿感】超过20，获得效果：沙漠修行者	139		
2130	2	100	2	29	15						沙漠修行者	【体术】超过15，获得效果：沙漠修行者	139		
2131	2	100	2	35	15						沙漠修行者	【团队之星】超过15，获得效果：沙漠修行者	139		
2132	2	100	2	36	15						沙漠修行者	【高速设置】超过15，获得效果：沙漠修行者	139		
2133	2	100	2	37	15						沙漠修行者	【通常弹强化】超过15，获得效果：沙漠修行者	139		
2134	2	100	2	38	15						沙漠修行者	【震地减轻】超过15，获得效果：沙漠修行者	139		
2135	2	100	2	39	20						沙漠修行者	【强韧】超过20，获得效果：沙漠修行者	139		
2136	2	100	2	40	15						沙漠修行者	【荷尔蒙】超过15，获得效果：沙漠修行者	139		
2137	2	100	2	42	15						沙漠修行者	【眠弹追加】超过15，获得效果：沙漠修行者	139		
2138	2	100	2	43	15						沙漠修行者	【气息】超过15，获得效果：沙漠修行者	139		
2139	2	100	2	47	15						沙漠修行者	【耐力回复】超过15，获得效果：沙漠修行者	139		
2140	2	100	2	49	15						沙漠修行者	【麻弹追加】超过15，获得效果：沙漠修行者	139		
2141	2	100	2	50	15						沙漠修行者	【根性】超过15，获得效果：沙漠修行者	139		
2142	2	100	2	51	15						沙漠修行者	【挑战者】超过15，获得效果：沙漠修行者	139		
2143	2	100	2	52	15						沙漠修行者	【抗菌】超过15，获得效果：沙漠修行者	139		
2144	2	100	2	55	13						沙漠修行者	【耐泥雪】超过13，获得效果：沙漠修行者	139		
2145	2	100	2	61	15						沙漠修行者	【广域化】超过15，获得效果：沙漠修行者	139		
2146	2	100	2	63	15						沙漠修行者	【贯通强化】超过15，获得效果：沙漠修行者	139		
2147	2	100	2	66	15						沙漠修行者	【毒弹追加】超过15，获得效果：沙漠修行者	139		
2148	2	100	2	69	12						沙漠修行者	【采集】超过12，获得效果：沙漠修行者	139		
2149	2	100	2	70	15						沙漠修行者	【散射强化】超过15，获得效果：沙漠修行者	139		
2150	2	100	2	1	20						沙漠修行者	【攻击】超过20，获得效果：沙漠修行者	139		
2151	2	100	2	2	25						沙漠修行者	【防御】超过25，获得效果：沙漠修行者	139		
2152	2	100	2	3	20						沙漠修行者	【见切】超过20，获得效果：沙漠修行者	139		
2153	2	100	2	10	25						沙漠修行者	【剥取】超过25，获得效果：沙漠修行者	139		
2154	2	100	2	12	25						沙漠修行者	【体力】超过25，获得效果：沙漠修行者	139		
2155	2	100	2	17	20						沙漠修行者	【麻痹抵抗】超过20，获得效果：沙漠修行者	139		
2156	2	100	2	22	20						沙漠修行者	【底力】超过20，获得效果：沙漠修行者	139		
