#TSV
#============Begin of sheet============
@Sheet=防具
总表ID	物品名称	说明	物品等级	稀有度	图标ID	离开副本是否保留	材质	RANK	物品主类	物品中类	物品子类	绑定类型	拥有上限	携带上限	堆叠上限	农场精算点数	可否摧毁	购买价格	出售价格	是否商城道具	可否分解	物品过期时间	模型资源(男)	模型资源(女)	角色等级需求	种族需求	星级职业需求	星级等级需求	需求技能1ID	需求技能1等级MIN	需求技能1等级MAX	需求技能2ID	需求技能2等级MIN	需求技能2等级MAX	猎团等级需求	宠物等级需求	性别需求	可否升级Rank	Rank升级规则	可否升级等级	等级升级规则	可否升级	可否强化	可强化等级	可突破等级	突破所需强化等级	近远程类型	武器长度	初始孔数	最大孔数	攻击力	防御力	会心等级	最大斩味值	红色斩味数值	橙色斩味数值	黄色斩味数值	绿色斩味数值	蓝色斩味数值	白色斩味数值	紫色斩味数值	铜色斩味数值	银色斩味数值	金色斩味数值	耐久度	附加生命	水属性攻击力	火属性攻击力	雷属性攻击力	龙属性攻击力	冰属性攻击力	毒附加	眠附加	麻附加	爆破附加	水抗性	火抗性	雷抗性	龙抗性	冰抗性	力量	爆发	运气	体力	附加属性基因1ID	附加属性基因2ID	附加属性基因3ID	附加属性基因4ID	附加属性基因5ID	附加属性基因6ID	装备被动技1ID	值1	装备被动技2ID	值2	装备被动技3ID	值3	装备被动技4ID	值4	装备被动技5ID	值5	装备被动技6ID	值6	可否被偷窃	随机被动技大组	排序参数	强化规则	染色规则	物品过期Tag	商城索引ID	是否投放	高跟鞋	套装ID	是否被幻化	是否幻化	幻化消耗	淬炼规则	淬炼等级上限	是否允许退火	升级消耗规则	等级提升上限	粘合剂id	粘合剂数量	是否为残兵	解绑道具	解绑道具数量	护石熔炼规则	直升规则集	攻击力成长	防御力成长	附加生命成长	水属性攻击力成长	火属性攻击力成长	雷属性攻击力成长	龙属性攻击力成长	冰属性攻击力成长	水抗性成长	火抗性成长	雷抗性成长	龙抗性成长	冰抗性成长	力量成长	爆发成长	运气成长	体力成长	毒附加成长	眠附加成长	麻附加成长	爆破附加成长
65960	紫毒鸟护腿·R	远程猎人装备,使用紫毒鸟的素材打造的腿部防具，类似鸟爪的头部帮助固定地面。	1	13	ep_zdn_04	1	0	1	2	2	5	2	0	0	1	0	0	250000	500	0	0	0	512258	522258	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1					1		2	3		64.8																								0	-5	3	0	1											19	4	61	2	115	3	53	2	181	2	0	0								Y			1	1	1				60119	150							1085;1090;1095;1100;1105;1110;1115;1120;3010;3020;3030;3040;3050;3060;3070;3080;3090;3095;3100;3105;3110;3115;3120;3125;3130;3135;3140;3145;3150;3155;3160;3165;3170;3175;3180		0.48																			
65961	电龙头盔·R	使用电龙素材打造的头部防具，似乎具有不错的御寒能力？	1	13	ep_dl_01	1	0	1	2	2	1	2	0	0	1	0	0	250000	500	0	0	0	111058	121058	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1					0		2	3		108																								2	-6	4	-2	2											183	2	11	5	66	3	15	3	19	-2	0	0								Y			1	1	1				60114	150							1085;1090;1095;1100;1105;1110;1115;1120;3010;3020;3030;3040;3050;3060;3070;3080;3090;3095;3100;3105;3110;3115;3120;3125;3130;3135;3140;3145;3150;3155;3160;3165;3170;3175;3180		0.8																			
65962	电龙腕甲·R	使用电龙素材打造的腕部防具，在挥击时保护手腕免受伤害。	1	13	ep_dl_03	1	0	1	2	2	2	2	0	0	1	0	0	250000	500	0	0	0	211058	221058	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1					0		2	3		108																								2	-6	4	-2	2											183	2	11	4	66	3	15	3	19	-2	0	0								Y			1	1	1				60114	150							1085;1090;1095;1100;1105;1110;1115;1120;3010;3020;3030;3040;3050;3060;3070;3080;3090;3095;3100;3105;3110;3115;3120;3125;3130;3135;3140;3145;3150;3155;3160;3165;3170;3175;3180		0.8																			
65963	电龙铠甲·R	使用电龙素材打造的胸部防具，看似材质柔软却有极强的防护能力。	1	13	ep_dl_02	1	0	1	2	2	3	2	0	0	1	0	0	250000	500	0	0	0	311058	321058	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1					0		2	3		108																								2	-7	5	-2	2											183	2	11	2	66	4	15	3	19	-2	0	0								Y			1	1	1				60114	150							1085;1090;1095;1100;1105;1110;1115;1120;3010;3020;3030;3040;3050;3060;3070;3080;3090;3095;3100;3105;3110;3115;3120;3125;3130;3135;3140;3145;3150;3155;3160;3165;3170;3175;3180		0.8																			
65964	电龙腰甲·R	使用电龙素材打造的腰部防具，在韧性和腿部移动能力方面都制作的相当精良。	1	13	ep_dl_05	1	0	1	2	2	4	2	0	0	1	0	0	250000	500	0	0	0	411058	421058	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1					0		2	3		108																								2	-6	4	-2	2											183	2	11	4	66	3	15	3	19	-2	0	0								Y			1	1	1				60114	150							1085;1090;1095;1100;1105;1110;1115;1120;3010;3020;3030;3040;3050;3060;3070;3080;3090;3095;3100;3105;3110;3115;3120;3125;3130;3135;3140;3145;3150;3155;3160;3165;3170;3175;3180		0.8																			
65965	电龙腿甲·R	使用电龙素材打造的腿部防具，在猎人疾驰时提供最好的保护措施。	1	13	ep_dl_04	1	0	1	2	2	5	2	0	0	1	0	0	250000	500	0	0	0	511058	521058	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1					0		2	3		108																								2	-6	4	-2	2											183	2	11	5	66	3	15	3	19	-2	0	0								Y			1	1	1				60114	150							1085;1090;1095;1100;1105;1110;1115;1120;3010;3020;3030;3040;3050;3060;3070;3080;3090;3095;3100;3105;3110;3115;3120;3125;3130;3135;3140;3145;3150;3155;3160;3165;3170;3175;3180		0.8																			
65966	电龙战帽·R	远程猎人装备,使用电龙的素材打造,头部提供了一定的瞄准辅助功能。	1	13	ep_dl_01	1	0	1	2	2	1	2	0	0	1	0	0	250000	500	0	0	0	112058	122058	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1					1		2	3		64.8																								2	-5	3	-2	2											183	2	11	5	66	3	15	3	19	-2	0	0								Y			1	1	1				60114	150							1085;1090;1095;1100;1105;1110;1115;1120;3010;3020;3030;3040;3050;3060;3070;3080;3090;3095;3100;3105;3110;3115;3120;3125;3130;3135;3140;3145;3150;3155;3160;3165;3170;3175;3180		0.48																			
65967	电龙护手·R	远程猎人装备,使用电龙的素材打造,拥有能够提供简单防护的坚硬保护装置。	1	13	ep_dl_03	1	0	1	2	2	2	2	0	0	1	0	0	250000	500	0	0	0	212058	222058	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1					1		2	3		64.8																								1	-5	3	-1	1											183	2	11	4	66	3	15	3	19	-2	0	0								Y			1	1	1				60114	150							1085;1090;1095;1100;1105;1110;1115;1120;3010;3020;3030;3040;3050;3060;3070;3080;3090;3095;3100;3105;3110;3115;3120;3125;3130;3135;3140;3145;3150;3155;3160;3165;3170;3175;3180		0.48																			
65968	电龙护甲·R	远程猎人装备,使用电龙的素材打造,是猎人征服电龙最好的证明。	1	13	ep_dl_02	1	0	1	2	2	3	2	0	0	1	0	0	250000	500	0	0	0	312058	322058	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1					1		2	3		64.8																								2	-5	4	-2	2											183	2	11	2	66	4	15	3	19	-2	0	0								Y			1	1	1				60114	150							1085;1090;1095;1100;1105;1110;1115;1120;3010;3020;3030;3040;3050;3060;3070;3080;3090;3095;3100;3105;3110;3115;3120;3125;3130;3135;3140;3145;3150;3155;3160;3165;3170;3175;3180		0.48																			
65969	电龙护腰·R	远程猎人装备,使用电龙素材打造的装备,由于材质的关系,似乎异常的柔软。	1	13	ep_dl_05	1	0	1	2	2	4	2	0	0	1	0	0	250000	500	0	0	0	412058	422058	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1					1		2	3		64.8																								2	-5	4	-2	2											183	2	11	4	66	3	15	3	19	-2	0	0								Y			1	1	1				60114	150							1085;1090;1095;1100;1105;1110;1115;1120;3010;3020;3030;3040;3050;3060;3070;3080;3090;3095;3100;3105;3110;3115;3120;3125;3130;3135;3140;3145;3150;3155;3160;3165;3170;3175;3180		0.48																			
65970	电龙护腿·R	远程猎人装备,使用电龙素材打造的装备,穿着后舒适感十足,深受猎人喜爱。	1	13	ep_dl_04	1	0	1	2	2	5	2	0	0	1	0	0	250000	500	0	0	0	512058	522058	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1					1		2	3		64.8																								1	-5	3	-1	1											183	2	11	5	66	3	15	3	19	-2	0	0								Y			1	1	1				60114	150							1085;1090;1095;1100;1105;1110;1115;1120;3010;3020;3030;3040;3050;3060;3070;3080;3090;3095;3100;3105;3110;3115;3120;3125;3130;3135;3140;3145;3150;3155;3160;3165;3170;3175;3180		0.48																			
65971	眠鸟头盔·R	使用眠鸟素材打造的头部防具，使用了较多的眠鸟毛加工,防御能力出众,造型也非常独特。	1	13	ep_mn_01	1	0	1	2	2	1	2	0	0	1	0	0	250000	500	0	0	0	111060	121060	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1					0		2	3		108																								2	-4	0	2	0											20	2	32	3	48	2	44	3	53	-2	0	0								Y			1	1	1				60116	150							1085;1090;1095;1100;1105;1110;1115;1120;3010;3020;3030;3040;3050;3060;3070;3080;3090;3095;3100;3105;3110;3115;3120;3125;3130;3135;3140;3145;3150;3155;3160;3165;3170;3175;3180		0.8																			
65972	眠鸟腕甲·R	使用眠鸟素材打造的腕部防具，具有足够的韧度让猎人更为舒适的挥舞手中的武器。	1	13	ep_mn_03	1	0	1	2	2	2	2	0	0	1	0	0	250000	500	0	0	0	211060	221060	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1					0		3	3		108																								2	-4	0	2	0											20	2	32	2	48	2	44	1	53	-2	0	0								Y			1	1	1				60116	150							1085;1090;1095;1100;1105;1110;1115;1120;3010;3020;3030;3040;3050;3060;3070;3080;3090;3095;3100;3105;3110;3115;3120;3125;3130;3135;3140;3145;3150;3155;3160;3165;3170;3175;3180		0.8																			
65973	眠鸟铠甲·R	使用眠鸟素材打造的胸部防具，对关键部位的保护力度足够。	1	13	ep_mn_02	1	0	1	2	2	3	2	0	0	1	0	0	250000	500	0	0	0	311060	321060	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1					0		1	3		108																								2	-5	0	2	0											20	2	32	4	48	2	44	2	95	2	53	-2								Y			1	1	1				60116	150							1085;1090;1095;1100;1105;1110;1115;1120;3010;3020;3030;3040;3050;3060;3070;3080;3090;3095;3100;3105;3110;3115;3120;3125;3130;3135;3140;3145;3150;3155;3160;3165;3170;3175;3180		0.8																			
65974	眠鸟腰甲·R	使用眠鸟素材打造的腰部防具，移动和回避性能较为优异。	1	13	ep_mn_05	1	0	1	2	2	4	2	0	0	1	0	0	250000	500	0	0	0	411060	421060	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1					0		3	3		108																								2	-4	0	2	0											20	2	32	3	48	2	44	3	53	-2	0	0								Y			1	1	1				60116	150							1085;1090;1095;1100;1105;1110;1115;1120;3010;3020;3030;3040;3050;3060;3070;3080;3090;3095;3100;3105;3110;3115;3120;3125;3130;3135;3140;3145;3150;3155;3160;3165;3170;3175;3180		0.8																			
65975	眠鸟腿甲·R	使用眠鸟素材打造的腿部防具，即便受到钢铁般的攻击也丝毫不会有划痕。	1	13	ep_mn_04	1	0	1	2	2	5	2	0	0	1	0	0	250000	500	0	0	0	511060	521060	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1					0		1	3		108																								2	-4	0	2	0											20	2	32	3	48	2	44	1	95	3	53	-2								Y			1	1	1				60116	150							1085;1090;1095;1100;1105;1110;1115;1120;3010;3020;3030;3040;3050;3060;3070;3080;3090;3095;3100;3105;3110;3115;3120;3125;3130;3135;3140;3145;3150;3155;3160;3165;3170;3175;3180		0.8																			
65976	眠鸟战帽·R	远程猎人装备,使用眠鸟的素材打造,使用了较多的眠鸟之毛,射击能够防护面部。	1	13	ep_mn_01	1	0	1	2	2	1	2	0	0	1	0	0	250000	500	0	0	0	112060	122060	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1					1		2	3		64.8																								2	-3	0	2	0											20	2	32	3	48	2	44	3	53	-2	0	0								Y			1	1	1				60116	150							1085;1090;1095;1100;1105;1110;1115;1120;3010;3020;3030;3040;3050;3060;3070;3080;3090;3095;3100;3105;3110;3115;3120;3125;3130;3135;3140;3145;3150;3155;3160;3165;3170;3175;3180		0.48																			
65977	眠鸟护手·R	远程猎人装备,使用眠鸟的素材打造,轻便耐用是其最大的特点。	1	13	ep_mn_03	1	0	1	2	2	2	2	0	0	1	0	0	250000	500	0	0	0	212060	222060	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1					1		3	3		64.8																								1	-3	0	1	0											20	2	32	2	48	2	44	1	53	-2	0	0								Y			1	1	1				60116	150							1085;1090;1095;1100;1105;1110;1115;1120;3010;3020;3030;3040;3050;3060;3070;3080;3090;3095;3100;3105;3110;3115;3120;3125;3130;3135;3140;3145;3150;3155;3160;3165;3170;3175;3180		0.48																			
65978	眠鸟护甲·R	远程猎人装备,使用眠鸟的素材打造,为了便捷性能而只针对关键部位做了保护。	1	13	ep_mn_02	1	0	1	2	2	3	2	0	0	1	0	0	250000	500	0	0	0	312060	322060	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1					1		1	3		64.8																								2	-4	0	2	0											20	2	32	4	48	2	44	2	95	2	53	-2								Y			1	1	1				60116	150							1085;1090;1095;1100;1105;1110;1115;1120;3010;3020;3030;3040;3050;3060;3070;3080;3090;3095;3100;3105;3110;3115;3120;3125;3130;3135;3140;3145;3150;3155;3160;3165;3170;3175;3180		0.48																			
65979	眠鸟护腰·R	远程猎人装备,使用眠鸟的素材打造,为猎人的下蹲、翻滚与回避提供足够的施展空间。	1	13	ep_mn_05	1	0	1	2	2	4	2	0	0	1	0	0	250000	500	0	0	0	412060	422060	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1					1		3	3		64.8																								2	-4	0	2	0											20	2	32	3	48	2	44	3	53	-2	0	0								Y			1	1	1				60116	150							1085;1090;1095;1100;1105;1110;1115;1120;3010;3020;3030;3040;3050;3060;3070;3080;3090;3095;3100;3105;3110;3115;3120;3125;3130;3135;3140;3145;3150;3155;3160;3165;3170;3175;3180		0.48																			
65980	眠鸟护腿·R	远程猎人装备,使用眠鸟的素材打造,回避性能优越,防御也相当不错。	1	13	ep_mn_04	1	0	1	2	2	5	2	0	0	1	0	0	250000	500	0	0	0	512060	522060	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1					1		1	3		64.8																								1	-3	0	1	0											20	2	32	3	48	2	44	1	95	3	53	-2								Y			1	1	1				60116	150							1085;1090;1095;1100;1105;1110;1115;1120;3010;3020;3030;3040;3050;3060;3070;3080;3090;3095;3100;3105;3110;3115;3120;3125;3130;3135;3140;3145;3150;3155;3160;3165;3170;3175;3180		0.48																			
65981	雪狮子王头盔·R	使用雪狮子王素材打造的头部防具，具有不错的保暖性能。	1	13	ep_xszw_01	1	0	1	2	2	1	2	0	0	1	0	0	250000	500	0	0	0	111062	121062	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1					0		2	3		108																								4	-4	0	0	4											17	3	86	3	42	2	26	3	19	-2	0	0								Y			1	1	1				60121	150							1085;1090;1095;1100;1105;1110;1115;1120;3010;3020;3030;3040;3050;3060;3070;3080;3090;3095;3100;3105;3110;3115;3120;3125;3130;3135;3140;3145;3150;3155;3160;3165;3170;3175;3180		0.8																			
65982	雪狮子王腕甲·R	使用雪狮子王素材打造的腕部防具，有一定的抗冲击能力。	1	13	ep_xszw_03	1	0	1	2	2	2	2	0	0	1	0	0	250000	500	0	0	0	211062	221062	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1					0		3	3		108																								4	-4	0	0	4											17	3	86	1	42	2	26	3	19	-2	0	0								Y			1	1	1				60121	150							1085;1090;1095;1100;1105;1110;1115;1120;3010;3020;3030;3040;3050;3060;3070;3080;3090;3095;3100;3105;3110;3115;3120;3125;3130;3135;3140;3145;3150;3155;3160;3165;3170;3175;3180		0.8																			
65983	雪狮子王铠甲·R	使用雪狮子王素材打造的胸部防具，高级猎人必备的装备。	1	13	ep_xszw_02	1	0	1	2	2	3	2	0	0	1	0	0	250000	500	0	0	0	311062	321062	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1					0		2	3		108																								5	-5	0	0	5											17	3	86	3	42	2	26	3	19	-2	0	0								Y			1	1	1				60121	150							1085;1090;1095;1100;1105;1110;1115;1120;3010;3020;3030;3040;3050;3060;3070;3080;3090;3095;3100;3105;3110;3115;3120;3125;3130;3135;3140;3145;3150;3155;3160;3165;3170;3175;3180		0.8																			
65984	雪狮子王腰甲·R	使用雪狮子王素材打造的腰部防具，能提供一定的保暖。	1	13	ep_xszw_05	1	0	1	2	2	4	2	0	0	1	0	0	250000	500	0	0	0	411062	421062	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1					0		2	3		108																								4	-4	0	0	4											17	3	86	2	42	2	26	3	19	-2	0	0								Y			1	1	1				60121	150							1085;1090;1095;1100;1105;1110;1115;1120;3010;3020;3030;3040;3050;3060;3070;3080;3090;3095;3100;3105;3110;3115;3120;3125;3130;3135;3140;3145;3150;3155;3160;3165;3170;3175;3180		0.8																			
65985	雪狮子王腿甲·R	使用雪狮子王素材打造的腿部防具，穿着后在雪地疾驰也不会滑倒。	1	13	ep_xszw_04	1	0	1	2	2	5	2	0	0	1	0	0	250000	500	0	0	0	511062	521062	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1					0		3	3		108																								4	-4	0	0	4											17	3	86	1	42	2	26	3	19	-2	0	0								Y			1	1	1				60121	150							1085;1090;1095;1100;1105;1110;1115;1120;3010;3020;3030;3040;3050;3060;3070;3080;3090;3095;3100;3105;3110;3115;3120;3125;3130;3135;3140;3145;3150;3155;3160;3165;3170;3175;3180		0.8																			
65986	雪狮子王战帽·R	远程猎人装备,使用雪狮子王的素材打造的头部防具，似乎具有异域风情。	1	13	ep_xszw_01	1	0	1	2	2	1	2	0	0	1	0	0	250000	500	0	0	0	112062	122062	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1					1		2	3		64.8																								3	-3	0	0	3											17	3	86	3	42	2	26	3	19	-2	0	0								Y			1	1	1				60121	150							1085;1090;1095;1100;1105;1110;1115;1120;3010;3020;3030;3040;3050;3060;3070;3080;3090;3095;3100;3105;3110;3115;3120;3125;3130;3135;3140;3145;3150;3155;3160;3165;3170;3175;3180		0.48																			
65987	雪狮子王护手·R	远程猎人装备,使用雪狮子王的素材打造的腕部防具，松软的皮毛格外舒适。	1	13	ep_xszw_03	1	0	1	2	2	2	2	0	0	1	0	0	250000	500	0	0	0	212062	222062	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1					1		3	3		64.8																								3	-3	0	0	3											17	3	86	1	42	2	26	3	19	-2	0	0								Y			1	1	1				60121	150							1085;1090;1095;1100;1105;1110;1115;1120;3010;3020;3030;3040;3050;3060;3070;3080;3090;3095;3100;3105;3110;3115;3120;3125;3130;3135;3140;3145;3150;3155;3160;3165;3170;3175;3180		0.48																			
65988	雪狮子王护甲·R	远程猎人装备,使用雪狮子王的素材打造的胸部防具，添加了额外的装饰。	1	13	ep_xszw_02	1	0	1	2	2	3	2	0	0	1	0	0	250000	500	0	0	0	312062	322062	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1					1		2	3		64.8																								4	-4	0	0	4											17	3	86	3	42	2	26	3	19	-2	0	0								Y			1	1	1				60121	150							1085;1090;1095;1100;1105;1110;1115;1120;3010;3020;3030;3040;3050;3060;3070;3080;3090;3095;3100;3105;3110;3115;3120;3125;3130;3135;3140;3145;3150;3155;3160;3165;3170;3175;3180		0.48																			
65989	雪狮子王护腰·R	远程猎人装备,使用雪狮子王的素材打造的腰部防具，鲜艳的颜色夺人眼球。	1	13	ep_xszw_05	1	0	1	2	2	4	2	0	0	1	0	0	250000	500	0	0	0	412062	422062	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1					1		2	3		64.8																								4	-4	0	0	4											17	3	86	2	42	2	26	3	19	-2	0	0								Y			1	1	1				60121	150							1085;1090;1095;1100;1105;1110;1115;1120;3010;3020;3030;3040;3050;3060;3070;3080;3090;3095;3100;3105;3110;3115;3120;3125;3130;3135;3140;3145;3150;3155;3160;3165;3170;3175;3180		0.48																			
65990	雪狮子王护腿·R	远程猎人装备,使用雪狮子王的素材打造的腿部防具，奇特的造型和实用性兼备。	1	13	ep_xszw_04	1	0	1	2	2	5	2	0	0	1	0	0	250000	500	0	0	0	512062	522062	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1					1		3	3		64.8																								3	-3	0	0	3											17	3	86	1	42	2	26	3	19	-2	0	0								Y			1	1	1				60121	150							1085;1090;1095;1100;1105;1110;1115;1120;3010;3020;3030;3040;3050;3060;3070;3080;3090;3095;3100;3105;3110;3115;3120;3125;3130;3135;3140;3145;3150;3155;3160;3165;3170;3175;3180		0.48																			
65991	红电龙头盔·R	使用红电龙素材制造的头部防具，这可真的不是在模仿红电龙。	1	13	ep_hdl_01	1	0	1	2	2	1	2	0	0	1	0	0	250000	500	0	0	0	111206	121206	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1					0		2	3		108																								-6	2	6	0	2											123	2	66	2	53	3	115	4	0	0	0	0								Y			1	1	1				60132	150							1085;1090;1095;1100;1105;1110;1115;1120;3010;3020;3030;3040;3050;3060;3070;3080;3090;3095;3100;3105;3110;3115;3120;3125;3130;3135;3140;3145;3150;3155;3160;3165;3170;3175;3180		0.8																			
65992	红电龙腕甲·R	使用红电龙素材制造的腕部防具，这样材质的腕甲并不常见。	1	13	ep_hdl_03	1	0	1	2	2	2	2	0	0	1	0	0	250000	500	0	0	0	211206	221206	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1					0		3	3		108																								-6	2	6	0	2											123	2	66	1	53	3	115	2	0	0	0	0								Y			1	1	1				60132	150							1085;1090;1095;1100;1105;1110;1115;1120;3010;3020;3030;3040;3050;3060;3070;3080;3090;3095;3100;3105;3110;3115;3120;3125;3130;3135;3140;3145;3150;3155;3160;3165;3170;3175;3180		0.8																			
65993	红电龙铠甲·R	使用红电龙素材打造的胸部防具，采用了有良好防御性能的素材制作。	1	13	ep_hdl_02	1	0	1	2	2	3	2	0	0	1	0	0	250000	500	0	0	0	311206	321206	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1					0		3	3		108																								-7	2	7	0	2											123	2	66	4	53	3	115	3	0	0	0	0								Y			1	1	1				60132	150							1085;1090;1095;1100;1105;1110;1115;1120;3010;3020;3030;3040;3050;3060;3070;3080;3090;3095;3100;3105;3110;3115;3120;3125;3130;3135;3140;3145;3150;3155;3160;3165;3170;3175;3180		0.8																			
65994	红电龙腰甲·R	使用红电龙素材打造的腰部防具，多层的设计很有层次感。	1	13	ep_hdl_05	1	0	1	2	2	4	2	0	0	1	0	0	250000	500	0	0	0	411206	421206	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1					0		2	3		108																								-6	2	6	0	2											123	2	66	4	53	3	115	3	0	0	0	0								Y			1	1	1				60132	150							1085;1090;1095;1100;1105;1110;1115;1120;3010;3020;3030;3040;3050;3060;3070;3080;3090;3095;3100;3105;3110;3115;3120;3125;3130;3135;3140;3145;3150;3155;3160;3165;3170;3175;3180		0.8																			
65995	红电龙腿甲·R	使用红电龙素材打造的腿部防具，能像红电龙一般飞跃起来。	1	13	ep_hdl_04	1	0	1	2	2	5	2	0	0	1	0	0	250000	500	0	0	0	511206	521206	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1					0		2	3		108																								-6	2	6	0	2											123	2	66	4	53	3	115	3	0	0	0	0								Y			1	1	1				60132	150							1085;1090;1095;1100;1105;1110;1115;1120;3010;3020;3030;3040;3050;3060;3070;3080;3090;3095;3100;3105;3110;3115;3120;3125;3130;3135;3140;3145;3150;3155;3160;3165;3170;3175;3180		0.8																			
65996	红电龙战帽·R	远程猎人装备，使用红电龙的素材打造，组装了眼罩来增加射击的精确度。	1	13	ep_hdl_01	1	0	1	2	2	1	2	0	0	1	0	0	250000	500	0	0	0	112206	122206	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1					1		2	3		64.8																								-5	2	5	0	2											123	2	66	2	53	3	115	4	0	0	0	0								Y			1	1	1				60132	150							1085;1090;1095;1100;1105;1110;1115;1120;3010;3020;3030;3040;3050;3060;3070;3080;3090;3095;3100;3105;3110;3115;3120;3125;3130;3135;3140;3145;3150;3155;3160;3165;3170;3175;3180		0.48																			
65997	红电龙护手·R	远程猎人装备，使用红电龙的素材打造，工匠特意采用了并不对称的制作方法。	1	13	ep_hdl_03	1	0	1	2	2	2	2	0	0	1	0	0	250000	500	0	0	0	212206	222206	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1					1		3	3		64.8																								-5	1	5	0	1											123	2	66	1	53	3	115	2	0	0	0	0								Y			1	1	1				60132	150							1085;1090;1095;1100;1105;1110;1115;1120;3010;3020;3030;3040;3050;3060;3070;3080;3090;3095;3100;3105;3110;3115;3120;3125;3130;3135;3140;3145;3150;3155;3160;3165;3170;3175;3180		0.48																			
65998	红电龙护甲·R	远程猎人装备，使用红电龙的素材打造，胸前也贴心的增加了弹夹。	1	13	ep_hdl_02	1	0	1	2	2	3	2	0	0	1	0	0	250000	500	0	0	0	312206	322206	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1					1		3	3		64.8																								-5	2	5	0	2											123	2	66	4	53	3	115	3	0	0	0	0								Y			1	1	1				60132	150							1085;1090;1095;1100;1105;1110;1115;1120;3010;3020;3030;3040;3050;3060;3070;3080;3090;3095;3100;3105;3110;3115;3120;3125;3130;3135;3140;3145;3150;3155;3160;3165;3170;3175;3180		0.48																			
65999	红电龙护腰·R	远程猎人装备，使用红电龙的素材打造，对射手的保护很出众。	1	13	ep_hdl_05	1	0	1	2	2	4	2	0	0	1	0	0	250000	500	0	0	0	412206	422206	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1					1		2	3		64.8																								-5	2	5	0	2											123	2	66	4	53	3	115	3	0	0	0	0								Y			1	1	1				60132	150							1085;1090;1095;1100;1105;1110;1115;1120;3010;3020;3030;3040;3050;3060;3070;3080;3090;3095;3100;3105;3110;3115;3120;3125;3130;3135;3140;3145;3150;3155;3160;3165;3170;3175;3180		0.48																			
66000	红电龙护腿·R	远程猎人装备，使用红电龙的素材打造，深受进阶猎人喜爱。	1	13	ep_hdl_04	1	0	1	2	2	5	2	0	0	1	0	0	250000	500	0	0	0	512206	522206	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1					1		2	3		64.8																								-5	1	5	0	1											123	2	66	4	53	3	115	3	0	0	0	0								Y			1	1	1				60132	150							1085;1090;1095;1100;1105;1110;1115;1120;3010;3020;3030;3040;3050;3060;3070;3080;3090;3095;3100;3105;3110;3115;3120;3125;3130;3135;3140;3145;3150;3155;3160;3165;3170;3175;3180		0.48																			
