#TSV
#============Begin of sheet============
@Sheet=关卡评价奖励
奖励ID	评价	物品1	数量1	物品2	数量2	物品3	数量3	物品4	数量4
208015	120	0	50	0	0	100811	2	2	1	2	1	1	5	5		0	80	5						
208016	120	0	50	0	0	100821	2	2	1	2	1	1	5	5		0	80	5						
208017	120	0	50	0	0	100801	2	2	1	2	1	1	5	5		0	80	5						
208018	120	0	50	0	0	100821	2	2	1	2	1	1	5	5		0	80	5						
208019	120	0	50	0	0	100801	2	2	1	2	1	1	5	5		0	80	5						
210004	120	0	50	0	0	101011	2	2	1	2	1	1	5	5		0	80	5						
210005	120	0	50	0	0	101011	2	2	1	2	1	1	5	5		0	80	5						
210006	120	0	50	0	0	101021	2	2	1	2	1	1	5	5		0	80	5						
210007	120	0	50	0	0	101011	2	2	1	2	1	1	5	5		0	80	5						
210008	120	0	50	0	0	101021	2	2	1	2	1	1	5	5		0	80	5						
210009	120	0	50	0	0	101021	2	2	1	2	1	1	5	5		0	80	5						
210010	120	0	50	0	0	101011	2	2	1	2	1	1	5	5		0	80	5						
210011	120	0	50	0	0	101021	2	2	1	2	1	1	5	5		0	80	5						
210012	120	0	50	0	0	101001	2	2	1	2	1	1	5	5		0	80	5						
210013	120	0	50	0	0	101021	2	2	1	2	1	1	5	5		0	80	5						
210014	120	0	50	0	0	101001	2	2	1	2	1	1	5	5		0	80	5						
210015	120	0	50	0	0	101021	2	2	1	2	1	1	5	5		0	80	5						
211005	120	0	50	0	0	101111	2	2	1	2	1	1	5	5		0	80	5						
211006	120	0	50	0	0	101111	2	2	1	2	1	1	5	5		0	80	5						
211007	120	0	50	0	0	101001	2	2	1	2	1	1	5	5		0	80	5						
211008	120	0	50	0	0	101111	2	2	1	2	1	1	5	5		0	80	5						
211009	120	0	50	0	0	101101	2	2	1	2	1	1	5	5		0	80	5						
211010	120	0	50	0	0	101111	2	2	1	2	1	1	5	5		0	80	5						
211011	120	0	50	0	0	101101	2	2	1	2	1	1	5	5		0	80	5						
211012	120	0	50	0	0	101111	2	2	1	2	1	1	5	5		0	80	5						
211013	120	0	50	0	0	101101	2	2	1	2	1	1	5	5		0	80	5						
281047	120	0	50	0	0	0	0	0	1	2	1	1	5	5		0	80	5						
281048	120	0	50	0	0	0	0	0	1	2	1	1	5	5		0	80	5						
281049	120	0	50	0	0	0	0	0	1	2	1	1	5	5		0	80	5						
281050	120	0	50	0	0	0	0	0	1	2	1	1	5	5		0	80	5						
281051	120	0	50	0	0	0	0	0	1	2	1	1	5	5		0	80	5						
281052	120	0	50	0	0	0	0	0	1	2	1	1	5	5		0	80	5						
281053	120	0	50	0	0	0	0	0	1	2	1	1	5	5		0	80	5						
281054	120	0	50	0	0	0	0	0	1	2	1	1	5	5		0	80	5						
281055	120	0	50	0	0	0	0	0	1	2	1	1	5	5		0	80	5						
281056	120	0	50	0	0	0	0	0	1	2	1	1	5	5		0	80	5						
281057	120	0	50	0	0	0	0	0	1	2	1	1	5	5		0	80	5						
281058	120	0	50	0	0	0	0	0	1	2	1	1	5	5		0	80	5						
281059	120	0	50	0	0	0	0	0	1	2	1	1	5	5		0	80	5						
281060	120	0	50	0	0	0	0	0	1	2	1	1	5	5		0	80	5						
281061	120	0	50	0	0	0	0	0	1	2	1	1	5	5		0	80	5						
281062	120	0	50	0	0	0	0	0	1	2	1	1	5	5		0	80	5						
#============End of sheet============

#============Begin of sheet============
@Sheet=关卡失败结算表
关卡ID	奖励经验系数	奖励非绑定金钱系数	奖励绑定金钱系数	奖励农场点数系数	关卡固定奖励素材表ID	关卡随机奖励素材表ID	随机奖励素材min	随机奖励素材max	怪物基本素材min	怪物基本素材max	部位破坏素材min	部位破坏素材max	捕获素材min	捕获素材max	关卡评价奖励索引	关卡武器奖励索引	艾露猫经验系数	宠物亲密度	猎团竞技点数	等级奖励ID	VIP保底奖励ID
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0			
100101	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100102	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100103	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100111	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100112	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100113	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100151	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100152	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100153	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100154	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100155	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100156	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100157	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100159	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100160	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100161	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100163	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100164	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100165	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100166	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100167	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100168	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100169	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100170	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100171	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100172	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100173	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100174	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100175	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100176	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100177	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100178	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100179	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100180	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100181	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100182	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100183	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100184	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100185	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100186	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100187	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100188	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100189	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100191	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100198	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100199	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100201	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100202	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100203	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100211	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100212	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100213	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100221	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100222	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100223	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100251	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100252	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100253	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100254	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100255	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100256	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100257	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100258	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100259	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100260	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100261	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100262	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100263	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100264	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100265	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100266	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100267	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100268	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100269	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100270	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100271	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100272	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100273	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100274	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100275	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100276	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100277	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100278	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100279	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100280	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100281	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100282	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100283	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100284	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100285	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100286	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100287	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100288	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100289	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100299	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100301	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100302	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100303	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100311	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100312	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100313	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100321	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100322	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100323	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100331	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100332	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100333	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100351	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100352	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100353	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100354	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100355	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100356	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100357	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100358	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100359	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100360	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100361	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100362	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100363	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100364	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100365	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100366	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100367	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100368	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100369	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100370	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100371	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100372	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100373	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100374	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100375	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100376	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100377	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100378	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100379	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100380	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100381	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100382	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100383	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100384	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100385	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100386	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100387	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100388	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100389	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100398	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100399	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100401	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100402	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100403	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100411	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100412	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100413	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100421	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100422	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100423	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100431	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100432	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100433	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100451	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100452	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100453	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100454	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100455	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100456	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100457	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100458	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100459	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100460	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100461	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100462	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100463	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100464	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100466	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100467	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100468	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100469	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100470	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100471	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100472	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100473	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100474	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100475	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100476	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100477	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100478	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100479	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100480	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100481	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100482	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100483	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100484	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100485	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100486	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100487	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100488	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100489	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100499	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100501	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100502	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100503	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100511	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100512	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100513	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100521	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100522	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100523	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100551	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100552	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100553	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100554	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100555	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100556	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100557	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100558	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100559	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100560	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100561	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100562	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100563	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100564	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100565	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100566	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100567	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100568	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100569	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100570	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100571	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100572	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100573	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100574	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100575	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100576	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100577	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100578	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100579	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100580	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100581	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100582	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100583	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100584	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100585	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100586	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100587	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100588	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100589	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100599	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100601	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100602	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100603	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100611	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100612	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100613	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100621	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100622	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100623	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100651	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100652	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100653	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100654	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100655	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100656	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100657	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100658	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100659	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100660	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100661	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100662	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100663	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100664	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100665	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100666	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100667	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100668	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100669	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100670	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100671	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100672	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100673	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100674	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100675	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100676	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100677	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100678	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100679	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100680	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100681	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100682	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100683	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100684	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100685	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100686	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100687	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100688	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100689	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100699	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100701	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100702	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100703	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100711	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100712	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100713	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100721	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100722	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100723	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100731	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100732	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100733	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100741	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100742	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100743	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100751	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100752	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100753	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100754	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100755	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100756	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100757	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100758	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100759	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100760	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100761	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100762	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100763	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100764	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100765	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100766	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100767	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100768	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100769	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100770	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100771	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
