#TSV
#============Begin of sheet============
@Sheet=商城版本号
索引	当前版本号
1	13
#============End of sheet============

#============Begin of sheet============
@Sheet=打折卡
物品ID	折扣	折扣额度上限	商品范围
24959	90	50000	
24957	80	50000	
40273	70	50000	
40274	50	50000	
40275	10	50000	
40578	10	70000	
40579	20	70000	
40580	30	70000	
40581	40	70000	
40582	50	70000	
40583	60	70000	
40584	70	70000	
40585	80	70000	
40586	90	70000	
40605	10	100000	
40637	80	50000	
#============End of sheet============

#============Begin of sheet============
@Sheet=打折卡测试数据
物品ID	折扣	折扣额度上限	商品范围
2	95		
#============End of sheet============

#============Begin of sheet============
@Sheet=点券商城
索引ID	组ID	是否显示	图标ICON	女性图标ICON	结算类型	商品名称	物品ID	贩卖数量	类型	子类型	推荐区	销售标志	价格	优惠价格	会员价格	蓝钻会员价格	免费	会员免费	打折卡是否有效	是否可赠送/索取	是否购买自动使用	开始贩售时间	结束贩售时间	购买上限	限制周期	是否取消上架	功能名称	功能参数	BtlSvr不可购买	VIP等级限制	QQ会员限制	人物等级限制	增加VIP经验	排序参数	微信支付信息	是否是VIP物品	模型类型	模型信息	模型动作	性别限制
1446		1	masp025_we_t		猎币	清曜之澜	440633	1	武器	太刀	新品	最新	9800		8800				1	1														483			3	440633	1	0
1447		1	masp025_we_c		猎币	清曜之锤	440653	1	武器	锤子	新品	最新	9800		8800				1	1														482			3	440653	1	0
1448		1	mart_gift_masp025_we_t_se		点券	S级清曜之澜石板包	40576	1	功能	其他	新品	最新	58800		56800				1															481			3	440733	1	0
1449		1	mart_gift_masp025_we_c_se		点券	S级清曜之锤石板包	40577	1	功能	其他	新品	最新	58800		56800				1															480			3	440753	1	0
1450		1	mart_propcoupon18		点券	海之礼服兑换券	12064	1	功能	限购	新品,推荐	最新	6800		5800							2018/9/25 0:0:0	2018/10/22 23:59:59	1	永久									470					1	0
1451		1	ma080_u01_pl_m	ma080_u01_pl_f	点券	萌哒哒小兔纸	40587	1	人物服饰	其他	新品	最新	18800		16800				1	1	1													469			1	807213;807223;807233;807243;807253	1	0
1452		1	ma080_u01_01		点券	萌哒哒小兔纸（头部）	807213	1	人物服饰	头部	新品	最新	4180		3980							2018/9/25 0:0:0	2018/10/8 23:59:00											479			1	807213	1	0
1453		1	ma080_u01_03		点券	萌哒哒小兔纸（腕部）	807223	1	人物服饰	腕部	新品	最新	4180		3980							2018/9/25 0:0:0	2018/10/8 23:59:00											478			1	807223	1	0
1454		1	ma080_u01_02		点券	萌哒哒小兔纸（胸部）	807233	1	人物服饰	胸部	新品	最新	4180		3980							2018/9/25 0:0:0	2018/10/8 23:58:59											477			1	807233	1	0
1455		1	ma080_u01_05		点券	萌哒哒小兔纸（腰部）	807243	1	人物服饰	腰部	新品	最新	4180		3980							2018/9/25 0:0:0	2018/10/8 23:58:59											476			1	807243	1	0
1456		1	ma080_u01_04		点券	萌哒哒小兔纸（腿部）	807253	1	人物服饰	足部	新品	最新	4180		3980							2018/9/25 0:0:0	2018/10/8 23:58:59											475			1	807253	1	0
1457		1	masp007_we_d		猎币	鲔鱼大剑	441213	1	武器	大剑	新品	最新	9800		8800				1	1														474			3	441213	1	0
1458		1	masp024_we_n		猎币	皮皮虾大炮	441223	1	武器	弩	新品	最新	9800		8800				1	1														473			3	441223	1	0
1459		1	mart_gift_masp007_we_d_se		点券	S级鲔鱼大剑石板包	40588	1	功能	其他	新品	最新	58800		56800				1															472			3	441313	1	0
1460		1	mart_gift_masp024_we_n_se		点券	S级皮皮虾大炮石板包	40589	1	功能	其他	新品	最新	58800		56800				1															471			3	441323	1	0
1461		1	mart_propcoupon03		点券	狩神修罗场狩猎凭证（10个）	10774	10	功能	其他	抢购		6000		6000							2018/10/1 0:0:0	2018/10/8 23:59:00	5	永久									468				10774	1	0
1462		1	mart_vip		点券	VIP会员卡（90天）	40084	1	功能	辅助	抢购		2340		2340							2018/10/1 0:0:0	2018/10/8 23:59:00	1	永久				1					467		1				0
1463		1	mart_medcine_white_bigger		点券	古龙精华（10个）	40043	10	功能	恢复	抢购		1400		1400							2018/10/1 0:0:0	2018/10/8 23:59:00	5	永久									466						0
1464		1	mart_cat_scroll_bigger_3		点券	喵喵技能券（10个）	40315	10	功能	辅助	抢购		500		500							2018/10/1 0:0:0	2018/10/8 23:58:59	5	永久									465						0
1465		1	prop_jewel_08		点券	增殖玉3个	20006	3	功能	辅助	抢购		1340		1340							2018/10/1 0:0:0	2018/10/8 23:58:59	10	永久									464						0
1466		1	mart_propcoupon05		点券	修罗场大礼包	40518	1	功能	辅助	抢购		4400		4400							2018/10/1 0:0:0	2018/10/8 23:58:59	5	永久									463						0
1467		1	mart_trap_yellow_mart		点券	『大师』麻痹陷阱（10个）	4863	10	功能	辅助	抢购		1200		1200							2018/10/1 0:0:0	2018/10/8 23:58:59	5	永久									462						0
1468		1	mart_catticket_bigger		点券	猫车票（10个）	40099	10	功能	恢复	抢购		840		840							2018/10/1 0:0:0	2018/10/8 23:58:59	5	永久									461						0
1469		1	mart_vip_gift_bigger_2		点券	猫婆婆礼物盒	40323	1	功能	其他	抢购		2290		2290							2018/10/1 0:0:0	2018/10/8 23:58:59	3	永久									460						0
1470		1	mart_whetstone_bigger_2		点券	宗师砥石（10个）	40052	10	功能	增益	抢购		1250		1250							2018/10/1 0:0:0	2018/10/8 23:58:59	5	永久									459						0
1471		1	mart_partner		点券	赏金招募券（10个）	40300	10	功能	辅助	抢购		900		900							2018/10/1 0:0:0	2018/10/8 23:58:59	5	永久									458						0
1472		1	ma126_pl_m	ma126_pl_f	点券	蓝绒银丝甲	40593	1	人物服饰	其他	新品	最新	18800		16800				1	1	1													445			1	807413;807423;807433;807443;807453	1	0
1473		1	ma126_01		点券	蓝绒银丝甲（头部）	807413	1	人物服饰	头部	新品	最新	4180		3980							2018/10/9 0:0:0	2018/10/22 23:59:00											457			1	807413	1	0
1474		1	ma126_03		点券	蓝绒银丝甲（腕部）	807423	1	人物服饰	腕部	新品	最新	4180		3980							2018/10/9 0:0:0	2018/10/22 23:59:00											456			1	807423	1	0
1475		1	ma126_02		点券	蓝绒银丝甲（胸部）	807433	1	人物服饰	胸部	新品	最新	4180		3980							2018/10/9 0:0:0	2018/10/22 23:58:59											455			1	807433	1	0
1476		1	ma126_05		点券	蓝绒银丝甲（腰部）	807443	1	人物服饰	腰部	新品	最新	4180		3980							2018/10/9 0:0:0	2018/10/22 23:58:59											454			1	807443	1	0
1477		1	ma126_04		点券	蓝绒银丝甲（腿部）	807453	1	人物服饰	足部	新品	最新	4180		3980							2018/10/9 0:0:0	2018/10/22 23:58:59											453			1	807453	1	0
1478		1	ma127_we_d_se		点券	寒黎大剑·S	441513	1	武器	大剑	新品	最新	15800		13800				1	1														452			3	441513	1	0
1479		1	ma127_we_g_se		点券	寒黎战弓·S	441503	1	武器	弓	新品	最新	15800		13800				1	1														451			3	441503	1	0
1480		1	ma127_we_u_se		点券	寒黎铳枪·S	441573	1	武器	铳枪	新品	最新	15800		13800				1	1														450			3	441573	1	0
1481		1	ma127_we_p_se		点券	寒黎片手·S	441543	1	武器	片手	新品	最新	15800		13800				1	1														449			3	441543	1	0
1482		1	ma127_we_f_se		点券	寒黎之笛·S	441593	1	武器	笛子	新品	最新	15800		13800				1	1														448			3	441593	1	0
1483		1	mart_gift_ma127_d_se		点券	S级寒黎武器石板包	40591	1	功能	其他	新品	最新	56800		54800				1															447			3	441513	1	0
1484		1	mart_gift_ma127_d		猎币	寒黎武器龙晶随机包	40592	1	功能	其他	新品	最新	15800		13800				1															446			3	441403	1	0
1485		1	ma127_pl_m	ma127_pl_f	点券	日落红云甲	40596	1	人物服饰	其他	新品	最新	18800		16800				1	1	1	2018/10/23 0:0:0												432			1	807513;807523;807533;807543;807553	1	0
1486		1	ma127_01		点券	日落红云甲（头部）	807513	1	人物服饰	头部	新品	最新	4180		3980							2018/10/23 0:0:0	2018/11/5 23:59:00											444			1	807513	1	0
1487		1	ma127_03		点券	日落红云甲（腕部）	807523	1	人物服饰	腕部	新品	最新	4180		3980							2018/10/23 0:0:0	2018/11/5 23:59:00											443			1	807523	1	0
1488		1	ma127_02		点券	日落红云甲（胸部）	807533	1	人物服饰	胸部	新品	最新	4180		3980							2018/10/23 0:0:0	2018/11/5 23:58:59											442			1	807533	1	0
1489		1	ma127_05		点券	日落红云甲（腰部）	807543	1	人物服饰	腰部	新品	最新	4180		3980							2018/10/23 0:0:0	2018/11/5 23:58:59											441			1	807543	1	0
1490		1	ma127_04		点券	日落红云甲（腿部）	807553	1	人物服饰	足部	新品	最新	4180		3980							2018/10/23 0:0:0	2018/11/5 23:58:59											440			1	807553	1	0
1491		1	ma127_we_n		点券	寒黎之弩	441423	1	武器	弩	新品	最新	9800		8800				1	1		2018/10/23 0:0:0												439			3	441423	1	0
1492		1	ma127_we_t		点券	寒黎太刀	441433	1	武器	太刀	新品	最新	9800		8800				1	1		2018/10/23 0:0:0												438			3	441433	1	0
1493		1	ma127_we_q		点券	寒黎长枪	441483	1	武器	长枪	新品	最新	9800		8800				1	1		2018/10/23 0:0:0												437			3	441483	1	0
1494		1	ma127_we_s		点券	寒黎双刀	441463	1	武器	双刀	新品	最新	9800		8800				1	1		2018/10/23 0:0:0												436			3	441463	1	0
1495		1	ma127_we_c		点券	寒黎之锤	441453	1	武器	锤子	新品	最新	9800		8800				1	1		2018/10/23 0:0:0												435			3	441453	1	0
1496		1	mart_gift_y_ma127_t_se		点券	寒黎之殇石板包	40594	1	功能	其他	新品	最新	34800		33800				1															434			3	441523	1	0
1497		1	mart_gift_l_ma127_t_se		猎币	寒黎之魂龙晶包	40595	1	功能	其他	新品	最新	29800		28800				1															433			3	441523	1	0
1498		1	mart_propcoupon03		点券	狩神修罗场狩猎凭证（10个）	10774	10	功能	其他	抢购		6000		6000							2018/11/10 0:0:0	2018/11/12 23:59:00	5	永久									431				10774	1	0
1499		1	mart_medcine_white_bigger		点券	古龙精华（10个）	40043	10	功能	恢复	抢购		1400		1400							2018/11/10 0:0:0	2018/11/12 23:59:00	5	永久									430						0
1500		1	mart_trap_yellow_mart		点券	『大师』麻痹陷阱（10个）	4863	10	功能	辅助	抢购		1600		1600							2018/11/10 0:0:0	2018/11/12 23:59:00	5	永久									429						0
1501		1	mart_catticket_bigger		点券	猫车票（10个）	40099	10	功能	恢复	抢购		1600		1600							2018/11/10 0:0:0	2018/11/12 23:59:00	5	永久									428						0
1502		1	mart_horn_bigger_02		点券	世界传声筒（10个）	40063	10	功能	辅助	抢购		800		800							2018/11/10 0:0:0	2018/11/12 23:59:00	10	永久									427						0
1503		1	prop_food_ring		点券	喵喵铃铛	40313	1	功能	限购	抢购		10800		10800							2018/11/10 0:0:0	2018/11/12 23:59:00	1	永久									426						0
1504		1	prop_jewel_08		点券	增殖玉3个	20006	3	功能	辅助	抢购		1800		1800							2018/11/10 0:0:0	2018/11/12 23:59:00	10	永久									425						0
1505		1	mart_vip_gift_bigger_2		点券	猫婆婆礼物盒	40600	1	功能	其他	抢购		3160		3160							2018/11/10 0:0:0	2018/11/12 23:59:00	3	永久									424						0
1506		1	mart_propcoupon05		点券	修罗场大礼包	40518	1	功能	辅助	抢购		5600		5600							2018/11/10 0:0:0	2018/11/12 23:59:00	5	永久									423						0
1507		1	mart_cat_scroll_bigger_3		点券	喵喵技能券（10个）	40315	10	功能	辅助	抢购		500		500							2018/11/10 0:0:0	2018/11/12 23:59:00	5	永久									422						0
1508		1	mart_whetstone_bigger_2		点券	宗师砥石（10个）	40052	10	功能	增益	抢购		1250		1250							2018/11/10 0:0:0	2018/11/12 23:59:00	5	永久									421						0
1509		1	mart_partner		点券	赏金招募券（10个）	40300	10	功能	辅助	抢购		900		900							2018/11/10 0:0:0	2018/11/12 23:59:00	5	永久									420						0
1510		1	ma040_u01_pl_m	ma040_u01_pl_f	点券	街头风尚套装	40510	1	人物服饰	其他	抢购		18800	9800	18800							2018/11/10 0:0:0	2018/11/12 23:59:00	1	永久									400			1	804713;804723;804733;804743;804753	1	0
1511		1	ma050_u01_pl_m	ma050_u01_pl_f	点券	厨人工装套装	40509	1	人物服饰	其他	抢购		18800	9800	18800							2018/11/10 0:0:0	2018/11/12 23:59:00	1	永久									401			1	804613;804623;804633;804643;804653	1	0
1512		1	mabody001_u01_02		点券	单身汪T恤	796933	1	人物服饰	配饰	抢购		9800	5800	9800							2018/11/10 0:0:0	2018/11/12 23:59:00	1	永久									402			1	796933	1	0
1513		1	ma046_pl_m	ma046_pl_f	点券	管家女仆套装	40428	1	人物服饰	其他	抢购		20800	10800	20800							2018/11/10 0:0:0	2018/11/12 23:59:00	1	永久									403			1	797013;797023;797033;797043;797053	1	0
1514		1	ma104_pl_m	ma104_pl_f	点券	假面绅士套装	40455	1	人物服饰	其他	抢购		17800	8800	17800							2018/11/10 0:0:0	2018/11/12 23:59:00	1	永久									405			1	800113;800123;800133;800143;800153	1	0
1515		1	ma107_pl_m	ma107_pl_f	点券	探险者套装	40470	1	人物服饰	其他	抢购		16800	7800	16800							2018/11/10 0:0:0	2018/11/12 23:59:00	1	永久									406			1	801213;801223;801233;801243;801253	1	0
1516		1	ma108_pl_m	ma108_pl_f	点券	锦衣御卫套装	40479	1	人物服饰	其他	抢购		18800	9800	18800							2018/11/10 0:0:0	2018/11/12 23:59:00	1	永久									407			1	801713;801723;801733;801743;801753	1	0
1517		1	ma111_pl_m	ma111_pl_f	点券	异星殖装套装	40489	1	人物服饰	其他	抢购		18800	9800	18800							2018/11/10 0:0:0	2018/11/12 23:59:00	1	永久									408			1	750067	0	0
1518		1	ma103_we_t_se		点券	神罗正宗·S	432233	1	武器	太刀	抢购		18800	9800	18800							2018/11/10 0:0:0	2018/11/12 23:59:00	1	永久									409			3	432233	1	0
1519		1	ma114_we_g_se		点券	星尘晶弓·S	435403	1	武器	弓	抢购		18800	9800	18800							2018/11/10 0:0:0	2018/11/12 23:59:00	1	永久									410			3	435403	1	0
1520		1	ma117_we_x_se		点券	蛟龙之斩·S	438023	1	武器	斩斧	抢购		16800	7800	16800							2018/11/10 0:0:0	2018/11/12 23:59:00	1	永久									411			3	438023	1	0
1521		1	ma108_we_p_se		点券	绣春·雁翅·S	433043	1	武器	片手	抢购		16800	7800	16800							2018/11/10 0:0:0	2018/11/12 23:59:00	1	永久									412			3	433043	1	0
1522		1	mahat091_01		点券	缠棕斗笠	801913	1	人物服饰	配饰	抢购		5800	3080	5800							2018/11/10 0:0:0	2018/11/12 23:59:00	1	永久									413			1	801913	1	0
1523		1	ma110_we_s_se		点券	合璧望月·S	433863	1	武器	双刀	抢购		18800	9800	18800							2018/11/10 0:0:0	2018/11/12 23:59:00	1	永久									414			3	433863	1	0
1524		1	ma112_we_u_se		点券	掠夺铂铳·S	435273	1	武器	铳枪	抢购		18800	9800	18800							2018/11/10 0:0:0	2018/11/12 23:59:00	1	永久									415			3	435273	1	0
1525		1	ma112_we_q_se		点券	掠夺血矛·S	435283	1	武器	长枪	抢购		18800	9800	18800							2018/11/10 0:0:0	2018/11/12 23:59:00	1	永久									416			3	435283	1	0
1526		1	ma105_we_n_se		点券	湮灭弩炮·S	434823	1	武器	弩	抢购		18800	9800	18800							2018/11/10 0:0:0	2018/11/12 23:59:00	1	永久									417			3	434823	1	0
1527		1	ma115_we_c_se		点券	雪花晶锤·S	435853	1	武器	锤子	抢购		28800	12800	28800							2018/11/10 0:0:0	2018/11/12 23:59:00	1	永久									418			3	435853	1	0
1528		1	ma120_we_f_se		点券	阿瑞斯之鼓·S	438293	1	武器	笛子	抢购		18800	12800	18800							2018/11/10 0:0:0	2018/11/12 23:59:00	1	永久									419			3	438293	1	0
1529		1	ma011_we_c		猎币	苍月之锤	441653	1	武器	锤子	新品	最新	9800		8800				1	1		2018/11/6 0:0:0												399			3	441653	1	0
1530		1	ma011_we_u		猎币	苍月之枪	441673	1	武器	铳枪	新品	最新	9800		8800				1	1		2018/11/6 0:0:0												398			3	441673	1	0
1531		1	mart_gift_ma011_we_c_se		点券	S级苍月之锤石板包	40597	1	功能	其他	新品	最新	58800		56800				1															397			3	441753	1	0
1532		1	mart_gift_ma011_we_u_se		点券	S级苍月之枪石板包	40598	1	功能	其他	新品	最新	58800		56800				1															396			3	441773	1	0
1533		1	mart_gift_bigger		点券	收纳之书礼包	40599	1	功能	其他	新品	最新	8600		7600				1															395						0
1534		1	ma043_we_d_se		点券	瑶光次元斩·S	406813	1	武器	大剑	抢购		28800	12800	28800							2018/11/10 0:0:0	2018/11/12 23:59:00	1	永久									394			3	406813	1	0
1535		1	ma123_pl_m	ma123_pl_f	点券	素雪锦衣	40550	1	人物服饰	其他	抢购		19800	10800	19800							2018/11/10 0:0:0	2018/11/12 23:59:00	1	永久									393			1	805813;805823;805833;805843;805853	1	0
1536		1	ma126_we_d		猎币	陨星幻云剑	441613	1	武器	大剑	新品	最新	11800		10800				1	1														392			3	441613	1	0
1537		1	ma126_we_d_se		点券	陨星幻云剑·S	441713	1	武器	大剑	新品	最新	17800		16800				1	1														388			3	441713	1	0
1538		1	ma126_we_n		猎币	陨星幻日弩	441623	1	武器	弩	新品	最新	10800		9800				1	1														391			3	441623	1	0
1539		1	ma126_we_n_se		点券	陨星幻日弩·S	441723	1	武器	弩	新品	最新	16800		15800				1	1														387			3	441723	1	0
1540		1	ma126_we_g		猎币	陨星疾风弓	441603	1	武器	弓	新品	最新	11800		10800				1	1														390			3	441603	1	0
1541		1	ma126_we_g_se		点券	陨星疾风弓·S	441703	1	武器	弓	新品	最新	17800		16800				1	1														386			3	441703	1	0
1542		1	mart_gift_ma126_we_d_se		点券	陨星系列石板包	40601	1	功能	其他	新品	最新	59800		58800				1															385			3	441713	1	0
1543		1	mart_gift_ep_mabody003_02_se		点券	调查团披风石板惊喜包	40603	1	功能	其他	新品	最新	48000		45600				1															381			1	797633	1	0
1544		1	Mart_Coop_CommonPack01		点券	晶化粉尘包	40246	1	功能	辅助	新品,推荐	最新	300		280							2018/12/04 0:0:0	2018/12/24 23:59:00											383						0
1545		1	mart_gift_ep_mawst002_05_se		点券	调查团腰带石板惊喜包	40604	1	功能	其他	新品	最新	48000		45600				1															382			1	799343	1	0
1546		1	ma021_u01_pl_m	ma021_u01_pl_f	点券	黑色骑士套装	40602	1	人物服饰	其他	新品	最新	18800	16800	17800				1		1													380			1	807713;807723;807733;807743;807753	1	0
1547		1	ma094_pl_m	ma094_pl_f	点券	刀锋猎团套装	40434	1	人物服饰	其他	新品	最新	18800	12800	17800					1	1	2018/12/04 0:0:0	2018/12/24 23:59:00											384			1	797513;797523;797533;797543;797553	1	0
1548		1	Mart_vip_box01		点券	遗迹石板X200个（月特惠）	40018	200	功能	其他	新品,推荐	打折	32800		30800				1					1	每月									349						0
1549		1	Mart_vip_box01		点券	遗迹石板X100个（周特惠）	40018	100	功能	其他	新品,推荐	打折	21800		19800				1					1	每周									348						0
1550		1	mart_gift_yijishiban		点券	周年石板特惠（100个）	40018	100	功能	其他	新品,推荐	打折	25800	22800	24800							2018/12/25 0:0:0	2019/1/8 23:59:59	2	永久									347						0
1551		1	mart_gift_ma2017_we		点券	18年新衣礼包	40606	1	人物服饰	其他	新品,推荐	最新	100		100							2018/12/25 0:0:0	2019/1/8 23:59:59	3	永久									346			1	805513;805523;805533;805543;805553	1	0
1552		1	mart_gift_masp028_c		点券	圣诞节特制大餐	40607	1	功能	其他	新品	最新	6800		5800				1															345			3	433373	1	0
1553		1	mart_gift_soul_005		点券	驯鹿魂兽礼包	40608	1	功能	其他	新品	最新	3680		3280				1	1														344						
1554		1	ma015_we_x_se		点券	金色雪橇斧·S	421923	1	武器	斩斧	新品	打折	22800	8800	8800					1		2018/12/25 0:0:0	2018/12/30 23:59:59											379			3	421923	1	0
1555		1	ma015_we_p_se		点券	金星法杖·S	421843	1	武器	片手	新品	打折	12800	8800	8800					1		2018/12/25 0:0:0	2018/12/30 23:59:59											378			3	421843	1	0
1556		1	ma015_we_t_se		点券	圣诞糖果·S	421833	1	武器	太刀	新品	打折	12800	8800	8800					1		2018/12/25 0:0:0	2018/12/30 23:59:58											377			3	421833	1	0
1557		1	ma015_we_s_se		点券	双持铃铛·S	421863	1	武器	双刀	新品	打折	12800	8800	8800					1		2018/12/25 0:0:0	2018/12/30 23:59:58											376			3	421863	1	0
1558		1	ma015_we_u_se		点券	便携式烟囱·S	421873	1	武器	铳枪	新品	打折	12800	8800	8800					1		2018/12/25 0:0:0	2018/12/30 23:59:58											375			3	421873	1	0
1559		1	ma015_we_d_se		点券	圣诞树糖果·S	421813	1	武器	大剑	新品	打折	12800	8800	8800					1		2018/12/25 0:0:0	2018/12/30 23:59:58											374			3	421813	1	0
1560		1	ma015_we_f_se		点券	七彩铃铛·S	421893	1	武器	笛子	新品	打折	12800	8800	8800					1		2018/12/25 0:0:0	2018/12/30 23:59:58											373			3	421893	1	0
1561		1	ma015_we_c_se		点券	糖果曲奇·S	421853	1	武器	锤子	新品	打折	12800	8800	8800					1		2018/12/25 0:0:0	2018/12/30 23:59:58											372			3	421853	1	0
1562		1	ma015_we_g_se		点券	鹿角弹弓·S	421903	1	武器	弓	新品	打折	12800	8800	8800					1		2018/12/25 0:0:0	2018/12/30 23:59:58											371			3	421903	1	0
1563		1	ma015_we_n_se		点券	雪球发射器·S	421823	1	武器	弩	新品	打折	12800	8800	8800					1		2018/12/25 0:0:0	2018/12/30 23:59:58											370			3	421823	1	0
1564		1	ma015_we_q_se		点券	彩灯圣诞树·S	421883	1	武器	长枪	新品	打折	12800	8800	8800					1		2018/12/25 0:0:0	2018/12/30 23:59:58											369			3	421883	1	0
1565		1	ma048_pl_m	ma048_pl_f	点券	斯巴达勇士套装	40367	1	人物服饰	其他	抢购	打折	17800	10800	16800					1		2018/12/28 0:0:0	2019/1/2 23:59:59											357			1	781013;781023;781033;781043;781053;	1	0
1566		1	ma077_pl_m	ma077_pl_f	点券	狮鹫骑士套装	40398	1	人物服饰	其他	抢购	打折	17800	10800	16800					1		2018/12/28 0:0:0	2019/1/2 23:59:59											356			1	782713;782723;782733;782743;782753;	1	0
1567		1	ma017_pl_m	ma017_pl_f	点券	蔷薇骑士套装	40198	1	人物服饰	其他	抢购	打折	20800	12800	19800					1		2018/12/28 0:0:0	2019/1/2 23:59:58											355			1	762813;762823;762833;762843;762853	1	0
1568		1	ma021_pl_m	ma021_pl_f	点券	白色恋人套装	40219	1	人物服饰	其他	抢购	打折	18800	10800	17800					1		2018/12/28 0:0:0	2019/1/2 23:59:58											354			1	767013;767023;767033;767043;767053;	1	0
1569		1	ma115_pl_m	ma115_pl_f	点券	封龙套装	40495	1	人物服饰	其他	抢购	打折	18800	10800	17800					1		2018/12/28 0:0:0	2019/1/2 23:59:58											353			1	803313;803323;803333;803343;803353	1	0
1570		1	em046_u01_pl_m	em046_u01_pl_f	点券	星陨魔甲套装	40411	1	人物服饰	其他	抢购	打折	18800	10800	17800					1		2018/12/28 0:0:0	2019/1/2 23:59:58											352			1	796413;796423;796433;796443;796453;	1	0
1571		1	ma036_pl_m	ma036_pl_f	点券	落日流光套装	40193	1	人物服饰	其他	抢购	打折	19880	10800	18880					1		2018/12/28 0:0:0	2019/1/2 23:59:58											351			1	769213;769223;769233;769243;769253		0
1572		1	ma038_u01_pl_m	ma038_u01_pl_f	点券	烈焰红蝶套装	40233	1	人物服饰	其他	抢购	打折	18800	10800	17800					1		2018/12/28 0:0:0	2019/1/2 23:59:58											350			1	773413;773423;773433;773443;773453		0
1573		1	ma043_we_d_se		点券	瑶光次元斩·S	406813	1	武器	大剑	抢购	打折	28800	12800	28800					1		2018/12/28 0:0:0	2019/1/2 23:59:58											368			3	406813	1	0
1574		1	ma069_we_g_se		点券	天使之籁·S	416293	1	武器	笛子	抢购	打折	18800	11800	17800					1		2018/12/28 0:0:0	2019/1/2 23:59:58											367			3	416293	1	0
1575		1	ma059_we_g_se		点券	堕天使之羽·S	414703	1	武器	弓	抢购	打折	20800	11800	19800					1		2018/12/28 0:0:0	2019/1/2 23:59:58											366			3	414703	1	0
1576		1	ma059_we_s_se		点券	恶魔战刃·S	414663	1	武器	双刀	抢购	打折	19800	10800	18800					1		2018/12/28 0:0:0	2019/1/2 23:59:58											365			3	414663	1	0
1577		1	ma115_we_n_se		点券	冰岩加农·S	435823	1	武器	弩	抢购	打折	28800	14800	28800					1		2018/12/28 0:0:0	2019/1/2 23:59:58											364			3	435823	1	0
1578		1	ma115_we_c_se		点券	雪花晶锤·S	435853	1	武器	锤子	抢购	打折	28800	12800	28800					1		2018/12/28 0:0:0	2019/1/2 23:59:58											363			3	435853	1	0
1579		1	ma078_we_t_se		点券	真龙斩魂枪·S	418633	1	武器	太刀	抢购	打折	18800	9800	17800					1		2018/12/28 0:0:0	2019/1/2 23:59:58											362			3	418633	1	0
1580		1	ma119_we_u_se		点券	机甲铳枪·S	440573	1	武器	铳枪	抢购	打折	19800	10800	18800					1		2018/12/28 0:0:0	2019/1/2 23:59:58											361			3	440573	1	0
1581		1	ma048_we_q_se		点券	斯巴达长矛·S	416483	1	武器	长枪	抢购	打折	19800	10800	18800					1		2018/12/28 0:0:0	2019/1/2 23:59:58											360			3	416483	1	0
1582		1	ma117_we_x_se		点券	蛟龙之斩·S	438023	1	武器	斩斧	抢购	打折	16800	9800	16800					1		2018/12/28 0:0:0	2019/1/2 23:59:58											359			3	438023	1	0
1583		1	ma029_we_p_se		点券	法老诅咒·S	405843	1	武器	片手	抢购	打折	16800	9800	16800					1		2018/12/28 0:0:0	2019/1/2 23:59:58											358			3	405843	1	0
1584		1	mart_prop_ex_soul_01		猎币	魂值转移体验券	10881	1	功能	其他	新品	最新	9800		9800							2018/12/25 0:0:0	2019/1/28 23:59:00	1	永久									343				10881	1	0
1585		1	ma014_pl_m	ma014_pl_f	点券	雪流晶装套装	40609	1	人物服饰	其他	新品	最新	17800		15800				1															330			1	808113;808123;808133;808143;808153	1	0
1586		1	ma014_u01_pl_m	ma014_u01_pl_f	点券	赤焰晶装套装	40610	1	人物服饰	其他	新品	最新	17800		15800				1															331			1	808013;808023;808033;808043;808053	1	0
1587		1	masp019_we_d_se		点券	铁血钢锯·S折扣礼包	40611	1	武器	大剑	新品,推荐	打折	21800		18800							2019/1/8 0:0:0	2019/1/28 23:59:59	1	永久	1								332			3	428813	1	0
1588		1	masp019_we_c_se		点券	铁血钢锤·S折扣礼包	40612	1	武器	锤子	新品,推荐	打折	21800		18800							2019/1/8 0:0:0	2019/1/28 23:59:59	1	永久	1								333			3	428853	1	0
1589		1	mart_propcoupon03		点券	狩神修罗场狩猎凭证（10个）	10774	10	功能	其他	抢购		6000		6000							2019/1/8 0:0:0	2019/1/15 23:59:59	5	永久									342				10774	1	0
1590		1	mart_cat_scroll_bigger_3		点券	喵喵技能券（10个）	40315	10	功能	辅助	抢购		500		500							2019/1/8 0:0:0	2019/1/15 23:59:59	5	永久									341						0
1591		1	prop_jewel_08		点券	增殖玉3个	20006	3	功能	辅助	抢购		1340		1340							2019/1/8 0:0:0	2019/1/15 23:59:58	10	永久									340						0
1592		1	mart_propcoupon05		点券	修罗场大礼包	40518	1	功能	辅助	抢购		4400		4400							2019/1/8 0:0:0	2019/1/15 23:59:58	5	永久									339						0
1593		1	mart_trap_yellow_mart		点券	『大师』麻痹陷阱（10个）	4863	10	功能	辅助	抢购		1200		1200							2019/1/8 0:0:0	2019/1/15 23:59:58	5	永久									338						0
1594		1	mart_catticket_bigger		点券	猫车票（10个）	40099	10	功能	恢复	抢购		840		840							2019/1/8 0:0:0	2019/1/15 23:59:58	5	永久									337						0
1595		1	mart_partner		点券	赏金招募券（10个）	40300	10	功能	辅助	抢购		900		900							2019/1/8 0:0:0	2019/1/15 23:59:58	5	永久									336						0
