#TSV
#============Begin of sheet============
@Sheet=宠物装备打造
配方ID	配方名称	装备系列	搜索关键字	NpcID	UnlockLevelID	配方类型	锻造代币ID	锻造代币抵扣金额	锻造代币使用上限	装备类型	打造种类	使用等级	使用星级	远近类型	生成物品1ID	生成数量1	生成率1	生成物品2ID	生成数量2	生成率2	副产物ID	副产数量	副产生成率	消耗金钱	原料1ID	数量1	原料2ID	数量2	原料3ID	数量3	原料4ID	数量4	原料5ID	数量5	原料6ID	数量6	原料7ID	数量7	原料8ID	数量8	原料9ID	数量9	原料10ID	数量10
82030		夏洛克(头部)				1	0	0	0	2	10	1	0	1	802413	1	100							0	2690	13	2689	25	2688	17																																												
82031		夏洛克(腕部)				1	0	0	0	2	11	1	0	1	802423	1	100							0	2690	13	2689	25	2688	17																																												
82032		夏洛克(胸部)				1	0	0	0	2	12	1	0	1	802433	1	100							0	2690	13	2689	25	2688	17																																												
82033		夏洛克(腰部)				1	0	0	0	2	13	1	0	1	802443	1	100							0	2690	13	2689	25	2688	17																																												
82034		夏洛克(腿部)				1	0	0	0	2	14	1	0	1	802453	1	100							0	2690	13	2689	25	2688	17																																												
82035		霸龙头盔·S				1	21451	2000	8	1	10	1	1	1	66591	1	100		23435	霸龙的重甲	9	霸龙的重尾甲	9	32000	23449	9	23450	9	23453	5	23454	2	23451	1																																								
82036		霸龙臂甲·S				1	21451	2000	8	1	11	1	1	1	66592	1	100		23435	霸龙的重甲	9	霸龙的重尾甲	9	32000	23449	9	23450	9	23453	5	23454	2	23451	1																																								
82037		霸龙铠甲·S				1	21451	2000	8	1	12	1	1	1	66593	1	100		23435	霸龙的重甲	9	霸龙的重尾甲	9	32000	23449	9	23450	9	23453	5	23454	2	23451	1																																								
82038		霸龙腰甲·S				1	21451	2000	8	1	13	1	1	1	66594	1	100		23435	霸龙的重甲	9	霸龙的重尾甲	9	32000	23449	9	23450	9	23453	5	23454	1	23451	2																																								
82039		霸龙护胫·S				1	21451	2000	8	1	14	1	1	1	66595	1	100		23435	霸龙的重甲	9	霸龙的重尾甲	9	32000	23449	9	23450	9	23453	4	23454	2	23451	1																																								
82040		霸龙面甲·S				1	21451	2000	8	1	10	1	1	2	66596	1	100		23435	霸龙的重甲	9	霸龙的重尾甲	9	32000	23449	9	23450	9	23453	5	23454	2	23451	1																																								
82041		霸龙护手·S				1	21451	2000	8	1	11	1	1	2	66597	1	100		23435	霸龙的重甲	9	霸龙的重尾甲	9	32000	23449	9	23450	9	23453	5	23454	2	23451	1																																								
82042		霸龙链甲·S				1	21451	2000	8	1	12	1	1	2	66598	1	100		23435	霸龙的重甲	9	霸龙的重尾甲	9	32000	23449	9	23450	9	23453	5	23454	2	23451	1																																								
82043		霸龙甲裙·S				1	21451	2000	8	1	13	1	1	2	66599	1	100		23435	霸龙的重甲	9	霸龙的重尾甲	9	32000	23449	9	23450	9	23453	5	23454	1	23451	2																																								
82044		霸龙护膝·S				1	21451	2000	8	1	14	1	1	2	66600	1	100		23435	霸龙的重甲	9	霸龙的重尾甲	9	32000	23449	9	23450	9	23453	4	23454	2	23451	1																																								
82045		剑刹狼头盔·S				1	21451	2000	6	1	10	1	1	1	66611	1	100							24000	22713	9	22714	9	23132	5	23133	2	22717	1																																								
82046		剑刹狼臂甲·S				1	21451	2000	6	1	11	1	1	1	66612	1	100							24000	22713	9	22714	9	23132	5	23133	1	22717	2																																								
82047		剑刹狼铠甲·S				1	21451	2000	6	1	12	1	1	1	66613	1	100							24000	22713	9	22714	9	23132	5	23133	1	22717	1																																								
82048		剑刹狼腰甲·S				1	21451	2000	6	1	13	1	1	1	66614	1	100							24000	22713	9	22714	9	23132	5	23133	1	22717	1																																								
82049		剑刹狼护胫·S				1	21451	2000	6	1	14	1	1	1	66615	1	100							24000	22713	9	22714	9	23132	4	23133	2	22717	1																																								
82050		剑刹狼面甲·S				1	21451	2000	6	1	10	1	1	2	66616	1	100							24000	22713	9	22714	9	23132	5	23133	2	22717	1																																								
82051		剑刹狼护手·S				1	21451	2000	6	1	11	1	1	2	66617	1	100							24000	22713	9	22714	9	23132	5	23133	1	22717	2																																								
82052		剑刹狼链甲·S				1	21451	2000	6	1	12	1	1	2	66618	1	100							24000	22713	9	22714	9	23132	5	23133	1	22717	1																																								
82053		剑刹狼甲裙·S				1	21451	2000	6	1	13	1	1	2	66619	1	100							24000	22713	9	22714	9	23132	5	23133	1	22717	1																																								
82054		剑刹狼护膝·S				1	21451	2000	6	1	14	1	1	2	66620	1	100							24000	22713	9	22714	9	23132	4	23133	2	22717	1																																								
82055		蛮龙头饰·S				1	21451	2000	6	1	10	1	1	1	66631	1	100							24000	23462	9	23463	9	23468	5	23469	2	23464	1																																								
82056		蛮龙腕甲·S				1	21451	2000	6	1	11	1	1	1	66632	1	100							24000	23462	9	23463	9	23468	5	23469	1	23464	2																																								
82057		蛮龙铠甲·S				1	21451	2000	6	1	12	1	1	1	66633	1	100							24000	23462	9	23463	9	23468	5	23469	1	23464	1																																								
82058		蛮龙护裙·S				1	21451	2000	6	1	13	1	1	1	66634	1	100							24000	23462	9	23463	9	23468	5	23469	1	23464	1																																								
82059		蛮龙护腿·S				1	21451	2000	6	1	14	1	1	1	66635	1	100							24000	23462	9	23463	9	23468	4	23469	2	23464	1																																								
82060		蛮龙帽·S				1	21451	2000	6	1	10	1	1	2	66636	1	100							24000	23462	9	23463	9	23468	5	23469	2	23464	1																																								
82061		蛮龙手甲·S				1	21451	2000	6	1	11	1	1	2	66637	1	100							24000	23462	9	23463	9	23468	5	23469	1	23464	2																																								
82062		蛮龙轻甲·S				1	21451	2000	6	1	12	1	1	2	66638	1	100							24000	23462	9	23463	9	23468	5	23469	1	23464	1																																								
82063		蛮龙护腰·S				1	21451	2000	6	1	13	1	1	2	66639	1	100							24000	23462	9	23463	9	23468	5	23469	1	23464	1																																								
82064		蛮龙胫甲·S				1	21451	2000	6	1	14	1	1	2	66640	1	100							24000	23462	9	23463	9	23468	4	23469	2	23464	1																																								
36202		怒发铳枪	蛮龙铳枪R6			1	21451	2000	5	0	8	1	1	1	58735	1	100							20000	23465	6	23463	8	23468	4																																												
34202		怒发锤	蛮龙锤R6			1	21451	2000	5	0	20	1	1	1	54735	1	100							20000	23464	6	23463	8	23468	4																																												
30202		怒发大剑	蛮龙大剑R6			1	21451	2000	5	0	3	1	1	1	50735	1	100							20000	23467	6	23463	8	23468	4																																												
39202		怒发弓	蛮龙弓R6			1	21451	2000	5	0	5	1	1	1	59735	1	100							20000	23466	6	23463	8	23468	4																																												
31202		怒发弩	蛮龙弩R6			1	21451	2000	5	0	6	1	1	1	51735	1	100							20000	23466	6	23463	8	23468	4																																												
33202		怒发剑	蛮龙片手R6			1	21451	2000	5	0	1	1	1	1	53735	1	100							20000	23464	6	23463	8	23468	4																																												
38202		怒发笛	蛮龙狩猎笛R6			1	21451	2000	5	0	9	1	1	1	56735	1	100							20000	23464	6	23463	8	23468	4																																												
35202		怒发双	蛮龙双刀R6			1	21451	2000	5	0	4	1	1	1	55735	1	100							20000	23464	6	23463	8	23468	4																																												
32202		怒发刀	蛮龙太刀R6			1	21451	2000	5	0	2	1	1	1	52735	1	100							20000	23467	6	23463	8	23468	4																																												
37202		怒发枪	蛮龙长枪R6			1	21451	2000	5	0	7	1	1	1	57735	1	100							20000	23465	6	23463	8	23468	4																																												
40202		怒发斧	蛮龙斩斧R6			1	21451	2000	5	0	12	1	1	1	210735	1	100							20000	23465	6	23463	8	23468	4																																												
82065		白金骑士(头部)				1	0	0	0	2	10	1	0	1	803513	1	100							0	2690	13	2689	25	2688	17																																												
82066		白金骑士(腕部)				1	0	0	0	2	11	1	0	1	803523	1	100							0	2690	13	2689	25	2688	17																																												
82067		白金骑士(胸部)				1	0	0	0	2	12	1	0	1	803533	1	100							0	2690	13	2689	25	2688	17																																												
82068		白金骑士(腰部)				1	0	0	0	2	13	1	0	1	803543	1	100							0	2690	13	2689	25	2688	17																																												
82069		白金骑士(腿部)				1	0	0	0	2	14	1	0	1	803553	1	100							0	2690	13	2689	25	2688	17																																												
36203		劫·掣爪	劫龙铳枪R5			1	21451	2000	3	0	8	1	1	1	58736	1	100							15000	23478	6	23475	6	23479	3																																												
34203		劫·齿轮	劫龙锤R5			1	21451	2000	3	0	20	1	1	1	54736	1	100							15000	23478	6	23475	6	23479	3																																												
30203		劫·发动机	劫龙大剑R5			1	21451	2000	3	0	3	1	1	1	50736	1	100							15000	23477	6	23475	6	23479	3																																												
39203		劫·棘射	劫龙弓R5			1	21451	2000	3	0	5	1	1	1	59736	1	100							15000	23476	6	23475	6	23479	3																																												
31203		劫·隼	劫龙弩R5			1	21451	2000	3	0	6	1	1	1	51736	1	100							15000	23476	6	23475	6	23479	3																																												
33203		劫·屠夫	劫龙片手R5			1	21451	2000	3	0	1	1	1	1	53736	1	100							15000	23477	6	23475	6	23479	3																																												
38203		劫·爆音	劫龙狩猎笛R5			1	21451	2000	3	0	9	1	1	1	56736	1	100							15000	23478	6	23475	6	23479	3																																												
35203		劫·无影	劫龙双刀R5			1	21451	2000	3	0	4	1	1	1	55736	1	100							15000	23477	6	23475	6	23479	3																																												
32203		劫·械刃	劫龙太刀R5			1	21451	2000	3	0	2	1	1	1	52736	1	100							15000	23477	6	23475	6	23479	3																																												
37203		劫·刺枪	劫龙长枪R5			1	21451	2000	3	0	7	1	1	1	57736	1	100							15000	23478	6	23475	6	23479	3																																												
40203		劫·链锯	劫龙斩斧R5			1	21451	2000	3	0	12	1	1	1	210736	1	100							15000	23476	6	23475	6	23479	3																																												
82070		劫龙头盔·S	劫龙R9			1	21451	2000	1	1	10	1	1	1	66651	1	100							16000	23474	9	23475	8	23479	5	23480	1	23476	1																																								
82071		劫龙臂甲·S	劫龙R9			1	21451	2000	1	1	11	1	1	1	66652	1	100							16000	23474	9	23475	8	23479	5	23480	1	23476	1																																								
82072		劫龙铠甲·S	劫龙R9			1	21451	2000	1	1	12	1	1	1	66653	1	100							16000	23474	9	23475	8	23479	5	23480	1	23476	1																																								
82073		劫龙腰甲·S	劫龙R9			1	21451	2000	1	1	13	1	1	1	66654	1	100							16000	23474	9	23475	8	23479	4	23480	2	23476	1																																								
82074		劫龙护胫·S	劫龙R9			1	21451	2000	1	1	14	1	1	1	66655	1	100							16000	23474	9	23475	7	23479	5	23480	1	23476	2																																								
82075		劫龙面甲·S	劫龙R9			1	21451	2000	1	1	10	1	1	2	66656	1	100							16000	23474	9	23475	8	23479	5	23480	1	23476	1																																								
82076		劫龙护手·S	劫龙R9			1	21451	2000	1	1	11	1	1	2	66657	1	100							16000	23474	9	23475	8	23479	5	23480	1	23476	1																																								
82077		劫龙链甲·S	劫龙R9			1	21451	2000	1	1	12	1	1	2	66658	1	100							16000	23474	9	23475	8	23479	5	23480	1	23476	1																																								
82078		劫龙甲裙·S	劫龙R9			1	21451	2000	1	1	13	1	1	2	66659	1	100							16000	23474	9	23475	8	23479	4	23480	2	23476	1																																								
82079		劫龙护膝·S	劫龙R9			1	21451	2000	1	1	14	1	1	2	66660	1	100							16000	23474	9	23475	7	23479	5	23480	1	23476	2																																								
82080		复古歌者(头部)				1	0	0	0	2	10	1	0	1	804513	1	100							0	2690	13	2689	25	2688	17																																												
82081		复古歌者(腕部)				1	0	0	0	2	11	1	0	1	804523	1	100							0	2690	13	2689	25	2688	17																																												
82082		复古歌者(胸部)				1	0	0	0	2	12	1	0	1	804533	1	100							0	2690	13	2689	25	2688	17																																												
82083		复古歌者(腰部)				1	0	0	0	2	13	1	0	1	804543	1	100							0	2690	13	2689	25	2688	17																																												
82084		复古歌者(腿部)				1	0	0	0	2	14	1	0	1	804553	1	100							0	2690	13	2689	25	2688	17																																												
82085		瑞狮丰年(头部)				1	0	0	0	2	10	1	0	1	804813	1	100							0	2690	13	2689	25	2688	17																																												
82086		瑞狮丰年(腕部)				1	0	0	0	2	11	1	0	1	804823	1	100							0	2690	13	2689	25	2688	17																																												
82087		瑞狮丰年(胸部)				1	0	0	0	2	12	1	0	1	804833	1	100							0	2690	13	2689	25	2688	17																																												
82088		瑞狮丰年(腰部)				1	0	0	0	2	13	1	0	1	804843	1	100							0	2690	13	2689	25	2688	17																																												
82089		瑞狮丰年(腿部)				1	0	0	0	2	14	1	0	1	804853	1	100							0	2690	13	2689	25	2688	17																																												
82090		冥雷头盔·S	冥雷龙			1	21451	2000	8	1	10	1	1	1	66671	1	100		23435	冥雷龙的重甲	9	冥雷龙的重尾甲	9	32000	23496	9	23497	9	23502	5	23503	2	23498	1																																								
82091		冥雷腕甲·S	冥雷龙			1	21451	2000	8	1	11	1	1	1	66672	1	100		23435	冥雷龙的重甲	9	冥雷龙的重尾甲	9	32000	23496	9	23497	9	23502	5	23503	2	23498	1																																								
82092		冥雷铠甲·S	冥雷龙			1	21451	2000	8	1	12	1	1	1	66673	1	100		23435	冥雷龙的重甲	9	冥雷龙的重尾甲	9	32000	23496	9	23497	9	23502	5	23503	2	23498	1																																								
82093		冥雷护裙·S	冥雷龙			1	21451	2000	8	1	13	1	1	1	66674	1	100		23435	冥雷龙的重甲	9	冥雷龙的重尾甲	9	32000	23496	9	23497	9	23502	5	23503	1	23498	2																																								
82094		冥雷护腿·S	冥雷龙			1	21451	2000	8	1	14	1	1	1	66675	1	100		23435	冥雷龙的重甲	9	冥雷龙的重尾甲	9	32000	23496	9	23497	9	23502	4	23503	2	23498	1																																								
82095		冥雷战帽·S	冥雷龙			1	21451	2000	8	1	10	1	1	2	66676	1	100		23435	冥雷龙的重甲	9	冥雷龙的重尾甲	9	32000	23496	9	23497	9	23502	5	23503	2	23498	1																																								
82096		冥雷手甲·S	冥雷龙			1	21451	2000	8	1	11	1	1	2	66677	1	100		23435	冥雷龙的重甲	9	冥雷龙的重尾甲	9	32000	23496	9	23497	9	23502	5	23503	2	23498	1																																								
82097		冥雷轻甲·S	冥雷龙			1	21451	2000	8	1	12	1	1	2	66678	1	100		23435	冥雷龙的重甲	9	冥雷龙的重尾甲	9	32000	23496	9	23497	9	23502	5	23503	2	23498	1																																								
82098		冥雷护腰·S	冥雷龙			1	21451	2000	8	1	13	1	1	2	66679	1	100		23435	冥雷龙的重甲	9	冥雷龙的重尾甲	9	32000	23496	9	23497	9	23502	5	23503	1	23498	2																																								
82099		冥雷胫甲·S	冥雷龙			1	21451	2000	8	1	14	1	1	2	66680	1	100		23435	冥雷龙的重甲	9	冥雷龙的重尾甲	9	32000	23496	9	23497	9	23502	4	23503	2	23498	1																																								
82100		稻荷【武士盔】·S	冰狐龙			1	21451	2000	6	1	10	1	1	1	66731	1	100							24000	23508	9	23509	9	23513	5	23514	2	23512	1																																								
82101		稻荷【笼手】·S	冰狐龙			1	21451	2000	6	1	11	1	1	1	66732	1	100							24000	23508	9	23509	9	23513	5	23514	1	23512	2																																								
82102		稻荷【铠衣】·S	冰狐龙			1	21451	2000	6	1	12	1	1	1	66733	1	100							24000	23508	9	23509	9	23513	5	23514	1	23512	1																																								
82103		稻荷【腰具】·S	冰狐龙			1	21451	2000	6	1	13	1	1	1	66734	1	100							24000	23508	9	23509	9	23513	5	23514	1	23512	1																																								
82104		稻荷【腿甲】·S	冰狐龙			1	21451	2000	6	1	14	1	1	1	66735	1	100							24000	23508	9	23509	9	23513	4	23514	2	23512	1																																								
82105		玉藻【御面】·S	冰狐龙			1	21451	2000	6	1	10	1	1	2	66736	1	100							24000	23508	9	23509	9	23513	5	23514	2	23512	1																																								
82106		玉藻【笼手】·S	冰狐龙			1	21451	2000	6	1	11	1	1	2	66737	1	100							24000	23508	9	23509	9	23513	5	23514	1	23512	2																																								
82107		玉藻【胸甲】·S	冰狐龙			1	21451	2000	6	1	12	1	1	2	66738	1	100							24000	23508	9	23509	9	23513	5	23514	1	23512	1																																								
82108		玉藻【腰具】·S	冰狐龙			1	21451	2000	6	1	13	1	1	2	66739	1	100							24000	23508	9	23509	9	23513	5	23514	1	23512	1																																								
82109		玉藻【腿甲】·S	冰狐龙			1	21451	2000	6	1	14	1	1	2	66740	1	100							24000	23508	9	23509	9	23513	4	23514	2	23512	1																																								
36207		冰狐烈铳枪	冰狐龙			1	21451	2000	5	0	8	1	1	1	58742	1	100							20000	23510	6	23509	8	23513	4																																												
34207		冰狐陷阱	冰狐龙			1	21451	2000	5	0	20	1	1	1	54742	1	100							20000	23510	6	23509	8	23513	4																																												
30207		冰狐大剑	冰狐龙			1	21451	2000	5	0	3	1	1	1	50742	1	100							20000	23511	6	23509	8	23513	4																																												
39207		冰狐箭弓	冰狐龙			1	21451	2000	5	0	5	1	1	1	59742	1	100							20000	23512	6	23509	8	23513	4																																												
31207		冰狐之道	冰狐龙			1	21451	2000	5	0	6	1	1	1	51742	1	100							20000	23512	6	23509	8	23513	4																																												
33207		冰狐之光	冰狐龙			1	21451	2000	5	0	1	1	1	1	53742	1	100							20000	23511	6	23509	8	23513	4																																												
38207		冰狐笛	冰狐龙			1	21451	2000	5	0	9	1	1	1	56742	1	100							20000	23510	6	23509	8	23513	4																																												
35207		冰狐诱惑	冰狐龙			1	21451	2000	5	0	4	1	1	1	55742	1	100							20000	23511	6	23509	8	23513	4																																												
32207		冰狐太刀	冰狐龙			1	21451	2000	5	0	2	1	1	1	52742	1	100							20000	23511	6	23509	8	23513	4																																												
37207		冰狐枪	冰狐龙			1	21451	2000	5	0	7	1	1	1	57742	1	100							20000	23510	6	23509	8	23513	4																																												
40207		冰狐斩斧	冰狐龙			1	21451	2000	5	0	12	1	1	1	210742	1	100							20000	23512	6	23509	8	23513	4																																												
82110		碎龙头盔·S				1	21451	2000	8	1	10	1	1	1	66691	1	100		23435	冥雷龙的重甲	9	冥雷龙的重尾甲	9	32000	23485	9	23486	9	23490	5	23491	2	23487	1																																								
82111		碎龙腕甲·S				1	21451	2000	8	1	11	1	1	1	66692	1	100		23435	冥雷龙的重甲	9	冥雷龙的重尾甲	9	32000	23485	9	23486	9	23490	5	23491	2	23487	1																																								
82112		碎龙铠甲·S				1	21451	2000	8	1	12	1	1	1	66693	1	100		23435	冥雷龙的重甲	9	冥雷龙的重尾甲	9	32000	23485	9	23486	9	23490	5	23491	2	23487	1																																								
82113		碎龙腰甲·S				1	21451	2000	8	1	13	1	1	1	66694	1	100		23435	冥雷龙的重甲	9	冥雷龙的重尾甲	9	32000	23485	9	23486	9	23490	5	23491	1	23487	2																																								
82114		碎龙重靴·S				1	21451	2000	8	1	14	1	1	1	66695	1	100		23435	冥雷龙的重甲	9	冥雷龙的重尾甲	9	32000	23485	9	23486	9	23490	4	23491	2	23487	1																																								
82115		碎龙战帽·S				1	21451	2000	8	1	10	1	1	2	66696	1	100		23435	冥雷龙的重甲	9	冥雷龙的重尾甲	9	32000	23485	9	23486	9	23490	5	23491	2	23487	1																																								
82116		碎龙护手·S				1	21451	2000	8	1	11	1	1	2	66697	1	100		23435	冥雷龙的重甲	9	冥雷龙的重尾甲	9	32000	23485	9	23486	9	23490	5	23491	2	23487	1																																								
82117		碎龙链甲·S				1	21451	2000	8	1	12	1	1	2	66698	1	100		23435	冥雷龙的重甲	9	冥雷龙的重尾甲	9	32000	23485	9	23486	9	23490	5	23491	2	23487	1																																								
82118		碎龙甲裙·S				1	21451	2000	8	1	13	1	1	2	66699	1	100		23435	冥雷龙的重甲	9	冥雷龙的重尾甲	9	32000	23485	9	23486	9	23490	5	23491	1	23487	2																																								
82119		碎龙轻靴·S				1	21451	2000	8	1	14	1	1	2	66700	1	100		23435	冥雷龙的重甲	9	冥雷龙的重尾甲	9	32000	23485	9	23486	9	23490	4	23491	2	23487	1																																								
36205		迪欧斯铳枪	碎龙铳枪R7			1	21451	2000	8	0	8	1	1	1	58744	1	100							32000	23489	6	23486	9	23490	5																																												
34205		迪欧斯之尾	碎龙锤R7			1	21451	2000	8	0	20	1	1	1	54744	1	100							32000	23489	6	23486	9	23490	5																																												
30205		迪欧斯大剑	碎龙大剑R7			1	21451	2000	8	0	3	1	1	1	50744	1	100							32000	23488	6	23486	9	23490	5																																												
39205		迪欧斯之弓	碎龙弓R7			1	21451	2000	8	0	5	1	1	1	59744	1	100							32000	23487	6	23486	9	23490	5																																												
31205		迪欧斯冲击	碎龙弩R7			1	21451	2000	8	0	6	1	1	1	51744	1	100							32000	23487	6	23486	9	23490	5																																												
33205		迪欧斯短剑	碎龙片手R7			1	21451	2000	8	0	1	1	1	1	53744	1	100							32000	23488	6	23486	9	23490	5																																												
38205		迪欧斯之铃	碎龙狩猎笛R7			1	21451	2000	8	0	9	1	1	1	56744	1	100							32000	23489	6	23486	9	23490	5																																												
35205		迪欧斯之刃	碎龙双刀R7			1	21451	2000	8	0	4	1	1	1	55744	1	100							32000	23488	6	23486	9	23490	5																																												
32205		迪欧斯之剑	碎龙太刀R7			1	21451	2000	8	0	2	1	1	1	52744	1	100							32000	23488	6	23486	9	23490	5																																												
37205		欧迪斯穿刺者	碎龙长枪R7			1	21451	2000	8	0	7	1	1	1	57744	1	100							32000	23489	6	23486	9	23490	5																																												
40205		迪欧斯之斧	碎龙斩斧R7			1	21451	2000	8	0	12	1	1	1	210744	1	100							32000	23489	6	23486	9	23490	5																																												
82120		炎王王冠·S	炎王龙			1	21451	2000	8	1	10	1	1	1	66711	1	100		23435	冥雷龙的重甲	9	冥雷龙的重尾甲	9	32000	23519	9	23520	9	23524	5	23525	2	23521	1																																								
82121		炎王腕甲·S	炎王龙			1	21451	2000	8	1	11	1	1	1	66712	1	100		23435	冥雷龙的重甲	9	冥雷龙的重尾甲	9	32000	23519	9	23520	9	23524	5	23525	2	23521	1																																								
82122		炎王铠甲·S	炎王龙			1	21451	2000	8	1	12	1	1	1	66713	1	100		23435	冥雷龙的重甲	9	冥雷龙的重尾甲	9	32000	23519	9	23520	9	23524	5	23525	2	23521	1																																								
82123		炎王腰甲·S	炎王龙			1	21451	2000	8	1	13	1	1	1	66714	1	100		23435	冥雷龙的重甲	9	冥雷龙的重尾甲	9	32000	23519	9	23520	9	23524	5	23525	1	23521	2																																								
82124		炎王重靴·S	炎王龙			1	21451	2000	8	1	14	1	1	1	66715	1	100		23435	冥雷龙的重甲	9	冥雷龙的重尾甲	9	32000	23519	9	23520	9	23524	4	23525	2	23521	1																																								
82125		炎王面具·S	炎王龙			1	21451	2000	8	1	10	1	1	2	66716	1	100		23435	冥雷龙的重甲	9	冥雷龙的重尾甲	9	32000	23519	9	23520	9	23524	5	23525	2	23521	1																																								
82126		炎王护手·S	炎王龙			1	21451	2000	8	1	11	1	1	2	66717	1	100		23435	冥雷龙的重甲	9	冥雷龙的重尾甲	9	32000	23519	9	23520	9	23524	5	23525	2	23521	1																																								
82127		炎王链甲·S	炎王龙			1	21451	2000	8	1	12	1	1	2	66718	1	100		23435	冥雷龙的重甲	9	冥雷龙的重尾甲	9	32000	23519	9	23520	9	23524	5	23525	2	23521	1																																								
82128		炎王裙甲·S	炎王龙			1	21451	2000	8	1	13	1	1	2	66719	1	100		23435	冥雷龙的重甲	9	冥雷龙的重尾甲	9	32000	23519	9	23520	9	23524	5	23525	1	23521	2																																								
82129		炎王轻靴·S	炎王龙			1	21451	2000	8	1	14	1	1	2	66720	1	100		23435	冥雷龙的重甲	9	冥雷龙的重尾甲	9	32000	23519	9	23520	9	23524	4	23525	2	23521	1																																								
36206		炎王猛袭	炎王龙铳枪R7			1	21451	2000	8	0	8	1	1	1	58743	1	100							32000	23521	6	23520	9	23524	5																																												
34206		炎王大锤	炎王龙锤R7			1	21451	2000	8	0	20	1	1	1	54743	1	100							32000	23521	6	23520	9	23524	5																																												
30206		黑曜石之刃	炎王龙大剑R7			1	21451	2000	8	0	3	1	1	1	50743	1	100							32000	23522	6	23520	9	23524	5																																												
39206		勇气与希望之凄弓	炎王龙弓R7			1	21451	2000	8	0	5	1	1	1	59743	1	100							32000	23523	6	23520	9	23524	5																																												
31206		炎王大炮	炎王龙弩R7			1	21451	2000	8	0	6	1	1	1	51743	1	100							32000	23523	6	23520	9	23524	5																																												
33206		炎王短剑	炎王龙片手R7			1	21451	2000	8	0	1	1	1	1	53743	1	100							32000	23522	6	23520	9	23524	5																																												
38206		炎王之弦	炎王龙狩猎笛R7			1	21451	2000	8	0	9	1	1	1	56743	1	100							32000	23521	6	23520	9	23524	5																																												
35206		炎王双刀	炎王龙双刀R7			1	21451	2000	8	0	4	1	1	1	55743	1	100							32000	23522	6	23520	9	23524	5																																												
32206		帝王刀	炎王龙太刀R7			1	21451	2000	8	0	2	1	1	1	52743	1	100							32000	23522	6	23520	9	23524	5																																												
37206		炎王怒吼	炎王龙长枪R7			1	21451	2000	8	0	7	1	1	1	57743	1	100							32000	23521	6	23520	9	23524	5																																												
40206		炎王虹弧	炎王龙斩斧R7			1	21451	2000	8	0	12	1	1	1	210743	1	100							32000	23523	6	23520	9	23524	5																																												
82130		女帝头盔·S	炎妃龙			1	21451	2000	8	1	10	1	1	1	66751	1	100		23435	冥雷龙的重甲	9	冥雷龙的重尾甲	9	32000	23530	9	23531	9	23535	5	23536	2	23532	1																																								
82131		女帝腕甲·S	炎妃龙			1	21451	2000	8	1	11	1	1	1	66752	1	100		23435	冥雷龙的重甲	9	冥雷龙的重尾甲	9	32000	23530	9	23531	9	23535	5	23536	2	23532	1																																								
82132		女帝铠甲·S	炎妃龙			1	21451	2000	8	1	12	1	1	1	66753	1	100		23435	冥雷龙的重甲	9	冥雷龙的重尾甲	9	32000	23530	9	23531	9	23535	5	23536	2	23532	1																																								
82133		女帝护裙·S	炎妃龙			1	21451	2000	8	1	13	1	1	1	66754	1	100		23435	冥雷龙的重甲	9	冥雷龙的重尾甲	9	32000	23530	9	23531	9	23535	5	23536	1	23532	2																																								
82134		女帝护腿·S	炎妃龙			1	21451	2000	8	1	14	1	1	1	66755	1	100		23435	冥雷龙的重甲	9	冥雷龙的重尾甲	9	32000	23530	9	23531	9	23535	4	23536	2	23532	1																																								
82135		女帝面甲·S	炎妃龙			1	21451	2000	8	1	10	1	1	2	66756	1	100		23435	冥雷龙的重甲	9	冥雷龙的重尾甲	9	32000	23530	9	23531	9	23535	5	23536	2	23532	1																																								
82136		女帝手甲·S	炎妃龙			1	21451	2000	8	1	11	1	1	2	66757	1	100		23435	冥雷龙的重甲	9	冥雷龙的重尾甲	9	32000	23530	9	23531	9	23535	5	23536	2	23532	1																																								
82137		女帝轻甲·S	炎妃龙			1	21451	2000	8	1	12	1	1	2	66758	1	100		23435	冥雷龙的重甲	9	冥雷龙的重尾甲	9	32000	23530	9	23531	9	23535	5	23536	2	23532	1																																								
82138		女帝护腰·S	炎妃龙			1	21451	2000	8	1	13	1	1	2	66759	1	100		23435	冥雷龙的重甲	9	冥雷龙的重尾甲	9	32000	23530	9	23531	9	23535	5	23536	1	23532	2																																								
82139		女帝胫甲·S	炎妃龙			1	21451	2000	8	1	14	1	1	2	66760	1	100		23435	冥雷龙的重甲	9	冥雷龙的重尾甲	9	32000	23530	9	23531	9	23535	4	23536	2	23532	1																																								
82140		迎春纳福(头部)				1	0	0	0	2	10	1	0	1	804913	1	100							0	2690	13	2689	25	2688	17																																												
82141		迎春纳福(腕部)				1	0	0	0	2	11	1	0	1	804923	1	100							0	2690	13	2689	25	2688	17																																												
82142		迎春纳福(胸部)				1	0	0	0	2	12	1	0	1	804933	1	100							0	2690	13	2689	25	2688	17																																												
82143		迎春纳福(腰部)				1	0	0	0	2	13	1	0	1	804943	1	100							0	2690	13	2689	25	2688	17																																												
82144		迎春纳福(腿部)				1	0	0	0	2	14	1	0	1	804953	1	100							0	2690	13	2689	25	2688	17																																												
36208		炎妃咆哮	炎妃龙铳枪R7			1	21451	2000	8	0	8	1	1	1	58745	1	100							32000	23532	6	23531	9	23535	5																																												
