#TSV
#============Begin of sheet============
@Sheet=人物普通buff10~12
13028002	散弹追加+1						1																							人物子弹属性修饰	ShotgunLv2ClipSize	值修改	1																		
13028002	散弹追加+1						1																							人物子弹属性修饰	ShotgunLv3ClipSize	值修改	1																		
13028002	榴弹追加+1						1																							人物子弹属性修饰	ExplosiveLv1ClipSize	值修改	1																		
13028002	榴弹追加+1						1																							人物子弹属性修饰	ExplosiveLv2ClipSize	值修改	1																		
13028002	榴弹追加+1						1																							人物子弹属性修饰	ExplosiveLv3ClipSize	值修改	1																		
13028002	水冷弹+1						1																							人物子弹属性修饰	WaterClipSize	值修改	1																		
13028002	火焰弹+1						1																							人物子弹属性修饰	FireClipSize	值修改	1																		
13028002	电击弹+1						1																							人物子弹属性修饰	ElectricClipSize	值修改	1																		
13028002	灭龙弹+1						1																							人物子弹属性修饰	DragonClipSize	值修改	1																		
13028002	冰结弹+1						1																							人物子弹属性修饰	IceClipSize	值修改	1																		
13028002	猛毒弹+1						1																							人物子弹属性修饰	PoisonClipSize	值修改	1																		
13028002	致眠弹+1						1																							人物子弹属性修饰	SleepClipSize	值修改	1																		
13028002	麻痹弹+1						1																							人物子弹属性修饰	ParalysisClipSize	值修改	1																		
13030000	炮术师						1											13030000	3											指定buff时间修饰	值修改	-10000	19104																		
13030001	炮术师						1		施放指定技能组	903								13030001	3											给子弹上buff	16090004																				
13030001	炮术师						1		施放指定技能组	904																																									
13030002	炮术王						1											13030000	2											指定buff时间修饰	值修改	-20000	19104																		
13030003	炮术王						1		施放指定技能组	903								13030001	2											给子弹上buff	16090005																				
13030003	炮术王						1		施放指定技能组	904																																									
13030030	活性化		1				1																EOT触发	立即触发				1000		固定加血	3													1							
13030031	强走		1				1																							耐力消耗免疫											buff24										
13030031	强走		1																		1	1								人物属性修饰	CurStaReduce	百分比修改	-100																		
13030032	吸血						1																							吸血	0	5	1																		
13030033	宗师						1																							人物属性修饰	PlayerCrit	值修改	30																		
13030034	宗师						1																暴击时							伤害结果修饰	伤害	百分比修改	50																		
13030035	超根性						1		当HP处于某区间时	64	150																			根性	值修改	1																			
13030036	集中+3						1																							鬼人槽增加修饰	百分比修改	50																			
13030037	慢热计时						1																EOT触发	延迟触发				10000		获得BUFF	13030038																				
13030038	慢热效果		1						携带某ID基因时	13030037				时间更新,次数叠加		100					1	1								人物属性修饰	PlayerAtk	值修改	5								buff08										
13030039	飞毛腿		1				1																							人物属性修饰	CharSpeed	百分比修改	20																		
13030040	复仇心						1																被击中时		100					获得BUFF	13030041																				
13030041	复仇心		1					10000						时间更新,次数不变																人物属性修饰	PlayerAtk	百分比修改	20								buff08										
13030042	连击						1																技能命中时		100					获得BUFF	13030043																				
13030043	连击		1					5000						时间更新,次数叠加		3														人物属性修饰	PlayerAtk	百分比修改	10								buff08										
13030044	女神的祝福						1		不存在某ID基因时	15000000													被伤害结果修饰		30			1000		被伤害结果修饰	伤害	百分比修改	-90	60																	
13030045	女神的祝福				霸体		1																							人物属性修饰	AttackLevelDef	值修改	13																		
13030046	拔刀灭气						1		施放指定技能组	101													命中带气绝的部位							伤害结果修饰	气绝值	值修改	300	19986																	
13030047	拔刀灭气						1		施放指定技能组	106													命中带气绝的部位							伤害结果修饰	气绝值	值修改	500	19986																	
13030048	拔刀灭气						1		施放指定技能组	201													命中带气绝的部位							伤害结果修饰	气绝值	值修改	200	19986																	
13030048	拔刀灭气						1		施放指定技能组	401													命中带气绝的部位																												
13030048	拔刀灭气						1		施放指定技能组	601													命中带气绝的部位																												
13030048	拔刀灭气						1		施放指定技能组	701													命中带气绝的部位																												
13030048	拔刀灭气						1		施放指定技能组	301													命中带气绝的部位																												
13030048	拔刀灭气						1		施放指定技能组	800													命中带气绝的部位																												
13030048	拔刀灭气						1		施放指定技能组	901													命中带气绝的部位																												
13030048	拔刀灭气						1		施放指定技能组	1101													命中带气绝的部位																												
13030048	拔刀灭气						1		施放指定技能组	1201													命中带气绝的部位																												
13030050	机会主义						1																							人物属性修饰	CritDmg	百分比修改	10																		
13030051	冷静						1		同区有BOSS愤怒																					人物属性修饰	CharDefence	百分比修改	10																		
13030052	属攻强化						1																							人物属性修饰	WaterAttack	百分比修改	6																		
13030052	属攻强化						1																							人物属性修饰	FireAttack	百分比修改	6																		
13030052	属攻强化						1																							人物属性修饰	LightningAttack	百分比修改	6																		
13030052	属攻强化						1																							人物属性修饰	DragonAttack	百分比修改	6																		
13030052	属攻强化						1																							人物属性修饰	IceAttack	百分比修改	6																		
13030053	属攻强化						1																							人物属性修饰	WaterAttack	百分比修改	12																		
13030053	属攻强化						1																							人物属性修饰	FireAttack	百分比修改	12																		
13030053	属攻强化						1																							人物属性修饰	LightningAttack	百分比修改	12																		
13030053	属攻强化						1																							人物属性修饰	DragonAttack	百分比修改	12																		
13030053	属攻强化						1																							人物属性修饰	IceAttack	百分比修改	12																		
13030054	属攻强化						1																							人物属性修饰	WaterAttack	百分比修改	18																		
13030054	属攻强化						1																							人物属性修饰	FireAttack	百分比修改	18																		
13030054	属攻强化						1																							人物属性修饰	LightningAttack	百分比修改	18																		
13030054	属攻强化						1																							人物属性修饰	DragonAttack	百分比修改	18																		
13030054	属攻强化						1																							人物属性修饰	IceAttack	百分比修改	18																		
13030055	生存者						1		当HP处于某百分比区间时	0	40																			人物属性修饰	PlayerAtk	百分比修改	-30											68;69							
13030055	生存者						1																							人物属性修饰	CharDefence	百分比修改	30											68;69							
13030056	药神守护						1																指定技能施放	200100001						获得BUFF	13030057																				
13030056	药神守护						1																指定技能施放	200100003																											
13030056	药神守护						1																指定技能施放	200100016																											
13030057	守护		1					5000						时间更新,次数不变							1	1	被伤害结果修饰		100					被伤害结果修饰	伤害	百分比修改	-100	60							buff05										
13030058	团队精神						1																							被伤害结果根据区域人数修饰	伤害	百分比修改	-5	-10																	
13030067	奥义积攒速度+10%						1																							增加玩家怒气	全部	百分比修改	10																		
13030068	全属性异常免疫						1																							免疫	免疫指定buff	19177																			
13030068	全属性异常免疫						1																							免疫	免疫指定buff	19178																			
13030068	全属性异常免疫						1																							免疫	免疫指定buff	19179																			
13030068	全属性异常免疫						1																							免疫	免疫指定buff	19180																			
13030068	全属性异常免疫						1																							免疫	免疫指定buff	19181																			
13030068	全属性异常免疫						1																							免疫	免疫指定buff	19182																			
13030068	全属性异常免疫						1																							免疫	免疫指定buff	19183																			
13030068	全属性异常免疫						1																							免疫	免疫指定buff	19184																			
13030068	全属性异常免疫						1																							免疫	免疫指定buff	19185																			
13030195	参悟+1						1											13030195	2				EOT触发	立即触发				99999999		增加怒气	3000																				
13030196	参悟+2						1											13030195	1				EOT触发	立即触发				99999999		增加怒气	4500																				
13030100	化蝶+1						1											13030100	2											人物属性修饰	RageSpeed	百分比修改	10																		
13030101	化蝶+2						1											13030100	1											人物属性修饰	RageSpeed	百分比修改	15																		
13030102	化蝶-1						1											13030100	3											人物属性修饰	RageSpeed	百分比修改	-10																		
13030110	热力+1						1		携带某类型基因时	燃烧								13030110	2				EOT触发	立即触发				1000		获得BUFF	13030113																				
13030111	热力+2						1		携带某类型基因时	燃烧								13030110	1				EOT触发	立即触发				1000		获得BUFF	13030114																				
13030112	畏热+1						1		携带某类型基因时	燃烧								13030110	3											人物属性修饰	PlayerAtk	百分比修改	-30																		
13030113	热力攻击+3%							30000						时间更新,次数叠加		5														人物属性修饰	PlayerAtk	百分比修改	3																		
13030114	热力攻击+4.5%							30000						时间更新,次数叠加		5														人物属性修饰	PlayerAtk	百分比修改	4.5																		
13030120	寒体+1						1		携带某ID基因时	60023								13030120	2											人物属性修饰	CharDefence	百分比修改	50																		
13030121	寒体+2						1		携带某ID基因时	60023								13030120	1											人物属性修饰	CharDefence	百分比修改	50																		
13030121	寒体+2						1																EOT触发	立即触发				1000		固定加血	2																				
13030122	寒体-1						1		携带某ID基因时	60023								13030120	3											人物属性修饰	CharDefence	百分比修改	-50																		
13030130	夜行猎人+1						1		副本时辰	4		0						13030130	2											人物属性修饰	PlayerAtk	百分比修改	9																		
13030130	夜行猎人+1						1		副本时辰	8		0																																							
13030131	夜行猎人+2						1		副本时辰	4		0						13030130	1											人物属性修饰	PlayerAtk	百分比修改	15																		
13030131	夜行猎人+2						1		副本时辰	8		0																																							
13030132	畏暗-1						1		副本时辰	4		0						13030130	3											人物属性修饰	PlayerAtk	百分比修改	-9																		
13030132	畏暗-1						1		副本时辰	8		0																																							
13030140	日行猎人+1						1		副本时辰	1		0						13030140	2											人物属性修饰	PlayerAtk	百分比修改	9																		
13030140	日行猎人+1						1		副本时辰	2		0																																							
13030141	日行猎人+2						1		副本时辰	1		0						13030140	1											人物属性修饰	PlayerAtk	百分比修改	15																		
13030141	日行猎人+2						1		副本时辰	2		0																																							
13030142	畏日-1						1		副本时辰	1		0						13030140	3											人物属性修饰	PlayerAtk	百分比修改	-9																		
13030142	畏日-1						1		副本时辰	2		0																																							
13030150	毒牙+1						1		携带某类型基因时	毒								13030150	2				EOT触发	立即触发				1000		获得BUFF	13030153																				
13030151	毒牙+2						1		携带某类型基因时	毒								13030150	1				EOT触发	立即触发				1000		获得BUFF	13030154																				
13030152	毒牙-1						1		携带某类型基因时	毒								13030150	3											人物属性修饰	PlayerAtk	百分比修改	-30																		
13030153	毒牙攻击+2%													时间更新,次数叠加		5														人物属性修饰	PlayerAtk	百分比修改	2																		
13030154	毒牙攻击+3%													时间更新,次数叠加		5														人物属性修饰	PlayerAtk	百分比修改	3																		
13030160	争斗者+1						1		同区有BOSS愤怒									13030160	2											人物属性修饰	WaterAttack	百分比修改	30																		
13030160	争斗者+1						1		同区有BOSS愤怒									13030160	2											人物属性修饰	FireAttack	百分比修改	30																		
13030160	争斗者+1						1		同区有BOSS愤怒									13030160	2											人物属性修饰	LightningAttack	百分比修改	30																		
13030160	争斗者+1						1		同区有BOSS愤怒									13030160	2											人物属性修饰	DragonAttack	百分比修改	30																		
13030160	争斗者+1						1		同区有BOSS愤怒									13030160	2											人物属性修饰	IceAttack	百分比修改	30																		
13030161	争斗者+2						1		同区有BOSS愤怒									13030160	1											人物属性修饰	WaterAttack	百分比修改	45																		
13030161	争斗者+2						1		同区有BOSS愤怒									13030160	1											人物属性修饰	FireAttack	百分比修改	45																		
13030161	争斗者+2						1		同区有BOSS愤怒									13030160	1											人物属性修饰	LightningAttack	百分比修改	45																		
13030161	争斗者+2						1		同区有BOSS愤怒									13030160	1											人物属性修饰	DragonAttack	百分比修改	45																		
13030161	争斗者+2						1		同区有BOSS愤怒									13030160	1											人物属性修饰	IceAttack	百分比修改	45																		
13030162	争斗者-1						1		同区有BOSS愤怒									13030160	3											人物属性修饰	WaterAttack	百分比修改	-30																		
13030162	争斗者-1						1		同区有BOSS愤怒									13030160	3											人物属性修饰	FireAttack	百分比修改	-30																		
13030162	争斗者-1						1		同区有BOSS愤怒									13030160	3											人物属性修饰	LightningAttack	百分比修改	-30																		
13030162	争斗者-1						1		同区有BOSS愤怒									13030160	3											人物属性修饰	DragonAttack	百分比修改	-30																		
13030162	争斗者-1						1		同区有BOSS愤怒									13030160	3											人物属性修饰	IceAttack	百分比修改	-30																		
13030170	协调组+1						1		同区有BOSS愤怒									13030170	2											人物属性修饰	WaterRes	值修改	10																		
13030170	协调组+1						1		同区有BOSS愤怒									13030170	2											人物属性修饰	FireRes	值修改	10																		
13030170	协调组+1						1		同区有BOSS愤怒									13030170	2											人物属性修饰	LightningRes	值修改	10																		
13030170	协调组+1						1		同区有BOSS愤怒									13030170	2											人物属性修饰	DragonRes	值修改	10																		
13030170	协调组+1						1		同区有BOSS愤怒									13030170	2											人物属性修饰	IceRes	值修改	10																		
13030171	协调组+2						1		同区有BOSS愤怒									13030170	1											人物属性修饰	WaterRes	值修改	15																		
13030171	协调组+2						1		同区有BOSS愤怒									13030170	1											人物属性修饰	FireRes	值修改	15																		
13030171	协调组+2						1		同区有BOSS愤怒									13030170	1											人物属性修饰	LightningRes	值修改	15																		
13030171	协调组+2						1		同区有BOSS愤怒									13030170	1											人物属性修饰	DragonRes	值修改	15																		
13030171	协调组+2						1		同区有BOSS愤怒									13030170	1											人物属性修饰	IceRes	值修改	15																		
13030172	协调组-1						1		同区有BOSS愤怒									13030170	3											人物属性修饰	WaterRes	值修改	-10																		
13030172	协调组-1						1		同区有BOSS愤怒									13030170	3											人物属性修饰	FireRes	值修改	-10																		
13030172	协调组-1						1		同区有BOSS愤怒									13030170	3											人物属性修饰	LightningRes	值修改	-10																		
13030172	协调组-1						1		同区有BOSS愤怒									13030170	3											人物属性修饰	DragonRes	值修改	-10																		
13030172	协调组-1						1		同区有BOSS愤怒									13030170	3											人物属性修饰	IceRes	值修改	-10																		
13030173	弹药节约						1																							几率子弹消耗修饰	百分比修改	-100	80																		
13030174	自愈						1																被击中时		100					获得BUFF	13030175																				
13030175	自愈							20000						时间更新,次数不变									EOT触发	立即触发				1000		固定加血	1										buff72										
13030176	超会心						1																暴击时							伤害结果修饰	伤害	百分比修改	12																		
13030177	研磨师						1																																												
13030178	斩味不消耗							60000						时间更新,次数不变																斩味消耗修饰	百分比修改	-100									buff02										
13030179	猫车守护						1						battle										EOT触发	延迟触发				120000		获得BUFF	10036																				
13030180	不运						1																							怪物素材幸运奖励	-1																				
13030181	幸运						1																							怪物素材幸运奖励	1																				
13030182	强运						1																							怪物素材幸运奖励	2																				
13030183	激运						1																							怪物素材幸运奖励	3																				
13030184	铁壁				霸体		1																							人物属性修饰	AttackLevelDef	值修改	6																		
13030185	铁面皮						1																							免疫	免疫指定buff	19128																			
13030185	铁面皮						1																							免疫	免疫指定buff	19207																			
13030186	连射						1																							人物属性修饰	RecoilLevel	值修改	2																		
13030187	受身的心得						1																																												
13030188	饿狼						1		当耐力上限处于某区间时	0	35																			人物属性修饰	CharEvadeTime	值修改	80																		
13030188	饿狼						1		当耐力上限处于某区间时	0	35																			人物属性修饰	PVEDef	值修改	10																		
13030188	饿狼						1		当耐力上限处于某区间时	0	35																			人物属性修饰	PVPDef	值修改	10																		
13030188	饿狼						1		当耐力上限处于某区间时	0	35																			人物属性修饰	PlayerAtk	百分比修改	10																		
13030189	属性特效						1																							属性肉质伤害修饰	0.2	百分比修改	30																		
13030190	追击						1											13030190	1											异常状态伤害修饰	麻痹	百分比修改	15																		
13030190	追击						1											13030190	1											异常状态伤害修饰	毒	百分比修改	5																		
13030190	追击						1											13030190	1											异常状态伤害修饰	被眠	百分比修改	15																		
13030190	追击						1											13030190	1											异常状态伤害修饰	失衡	百分比修改	15																		
13030190	追击						1											13030190	1											异常状态伤害修饰	倒地	百分比修改	5																		
13030190	追击						1											13030190	1											异常状态伤害修饰	气绝	百分比修改	15																		
13030191	药物节约						1																							消耗物概率免消耗	20	7794																			
13030192	爆破攻击强化小						1											13030192	3											伤害结果修饰	爆破积蓄值	百分比修改	5																		
13030193	爆破攻击强化中						1											13030192	2											伤害结果修饰	爆破积蓄值	百分比修改	10																		
13030194	爆破攻击强化大						1											13030192	1											伤害结果修饰	爆破积蓄值	百分比修改	15																		
13030197	爆破弱化						1											13030192	4											伤害结果修饰	爆破积蓄值	百分比修改	-10																		
13030198	关卡强运						1																							怪物素材幸运奖励	3										buff210		关卡素材奖励增加3个								
13030199	关卡激运						1																							怪物素材幸运奖励	5										buff208		关卡素材奖励增加5个								
13030200	HP增加点						1																							人物属性修饰	CharMaxHP	值修改	20								buff212		体力上限增加20								
13030201	HP增加点						1																							人物属性修饰	CharMaxHP	值修改	30								buff211		体力上限增加30								
13030202	猎团强运						1																							怪物素材幸运奖励	3										buff209		关卡素材+3，剥取+1								
13030202	猎团强运						1																							剥取次数修饰	值修改	1	boss								buff209										
13030203	猎团激运						1																							怪物素材幸运奖励	5										buff207		关卡素材+5，剥取+2								
13030203	猎团激运						1																							剥取次数修饰	值修改	2	boss								buff207										
13030204	剥取强运						1																							剥取次数修饰	值修改	1	boss								buff214		剥取次数增加1次								
13030205	剥取激运						1																							剥取次数修饰	值修改	2	boss								buff213		剥取次数增加2次								
13030206	城镇达人						1						town																												buff216		城镇移动速度提升10%								
13030206	城镇达人						1		施放指定技能	100006601			town																	人物属性修饰	CharSpeed	百分比修改	10																		
13030206	城镇达人						1						town																	人物属性修饰	CharAnimSpeed	百分比修改	10																		
13030207	城镇飞人						1						town																												buff215		城镇移动速度提升20%								
13030207	城镇飞人						1		施放指定技能	100006601			town																	人物属性修饰	CharSpeed	百分比修改	20																		
13030207	城镇飞人						1						town																	人物属性修饰	CharAnimSpeed	百分比修改	20																		
#============End of sheet============

#============Begin of sheet============
@Sheet=道具buff14
基因ID	name	type	增益标志	基因类型1	基因类型2	group	是否被动Buff	持续时间	有效状态	状态参数1	状态参数2	生效状态	有效地区	叠加类别	叠加类型	叠加上限	部位叠加	互斥标志	互斥优先级	下线保留	死亡清除	离开副本清除	触发条件	触发参数	触发几率	触发次数	触发特效	触发CD	CD组	效果类型	效果参数1	效果参数2	效果参数3	效果参数4	打断是否生效	结束时效果类型	结束时效果参数1	结束时效果参数2	结束时效果参数3	结束时效果参数4	Icon	Icon显示信息	基因tips	开启特效	开启提示	关闭特效	关闭提示	中断特效	中断提示	音效	异常受击状态Flag
13001	热饮		1					600000						时间更新,次数不变							1	1								指定buff效果免疫	10006										buff17		一定时间内抗寒				3201				
13002	冷饮		1					600000						时间更新,次数不变							1	1								指定buff效果免疫	10005										buff16		一定时间内耐热				3200				
13003	强走		1					120000						时间更新,次数不变							1	1								耐力消耗免疫											buff24		一定时间内耐力不消耗	47	3202		3203				
13003	强走		1											时间更新,次数不变							1	1								人物属性修饰	CurStaReduce	百分比修改	-100																		
13004	千里眼		1					30000														1								探知													一定时间内可以在小地图上看到怪物								
13005	回复		1					180000						时间更新,次数不变							1	1								人物属性修饰	CharRejuPer	百分比修改	100								buff15		一定时间内回复力上升								
13007	隐藏		1											时间更新,次数不变							1	1								对怪物隐身											buff04		怪物看不到你了								
13008	恶臭			臭				60000						保留旧的				13008	1		1	1								不能使用道具	1										buff14		臭味让你不想吃任何东西	16							
13008	恶臭																	13008	1		1	1								不能使用道具	2																				
13009	娜西卡的祝福【冒险者】		1					3600000	在指定关卡类型内	冒险				时间更新,次数不变						1	0	1								关卡奖励修饰	经验	百分比修改	100								buff59		在【巡猎模式】中，获得双倍结算经验和金钱。该效果在离开狩猎场后消失								
13009	娜西卡的祝福【冒险者】		1											时间更新,次数不变						1	0	1								关卡奖励修饰	绑定金	百分比修改	100								buff59		在【巡猎模式】中，获得双倍结算经验和金钱。该效果在离开狩猎场后消失								
13009	娜西卡的祝福【冒险者】		1											时间更新,次数不变						1	0	1								关卡奖励修饰	非绑定金	百分比修改	100								buff59		在【巡猎模式】中，获得双倍结算经验和金钱。该效果在离开狩猎场后消失								
13010	娜西卡的祝福【娱乐家】		1					3600000	在指定关卡类型内	休闲				时间更新,次数不变						1	0	1								关卡奖励修饰	经验	百分比修改	100								buff60		在【喵喵异闻录】中，获得双倍结算经验和金钱。该效果在离开狩猎场后消失								
13010	娜西卡的祝福【娱乐家】		1											时间更新,次数不变						1	0	1								关卡奖励修饰	绑定金	百分比修改	100								buff60		在【喵喵异闻录】中，获得双倍结算经验和金钱。该效果在离开狩猎场后消失								
13010	娜西卡的祝福【娱乐家】		1											时间更新,次数不变						1	0	1								关卡奖励修饰	非绑定金	百分比修改	100								buff60		在【喵喵异闻录】中，获得双倍结算经验和金钱。该效果在离开狩猎场后消失								
13011	娜西卡的祝福【挑战者】		1					3600000	在指定关卡类型内	委托				时间更新,次数不变						1	0	1								关卡奖励修饰	经验	百分比修改	100								buff61		在【公会委托】及【连续狩猎挑战】中，获得双倍结算经验和金钱。该效果在离开狩猎场后消失								
13011	娜西卡的祝福【挑战者】		1											时间更新,次数不变						1	0	1								关卡奖励修饰	绑定金	百分比修改	100								buff61		在【公会委托】及【连续狩猎挑战】中，获得双倍结算经验和金钱。该效果在离开狩猎场后消失								
13011	娜西卡的祝福【挑战者】		1											时间更新,次数不变						1	0	1								关卡奖励修饰	非绑定金	百分比修改	100								buff61		在【公会委托】及【连续狩猎挑战】中，获得双倍结算经验和金钱。该效果在离开狩猎场后消失								
13012	娜西卡的祝福【猎人】		1					3600000	在指定关卡类型内	普通				时间更新,次数不变						1	0	1								关卡奖励修饰	经验	百分比修改	100								buff62		在任意难度【普通狩猎场】中，获得双倍结算经验和金钱。该效果在离开狩猎场后消失								
13012	娜西卡的祝福【猎人】		1											时间更新,次数不变						1	0	1								关卡奖励修饰	绑定金	百分比修改	100								buff62		在任意难度【普通狩猎场】中，获得双倍结算经验和金钱。该效果在离开狩猎场后消失								
13012	娜西卡的祝福【猎人】		1											时间更新,次数不变						1	0	1								关卡奖励修饰	非绑定金	百分比修改	100								buff62		在任意难度【普通狩猎场】中，获得双倍结算经验和金钱。该效果在离开狩猎场后消失								
13991	元气		1					60000						时间更新,次数不变							1	1								伤害计算因子修饰	威力值	百分比修改	20								buff08		潜在的力量被唤起了！	611;711							
13992	狂乱		1					30000						时间更新,次数不变							1	1								伤害结果修饰	伤害	百分比修改	50								buff08		渴望着更多的痛苦								
13993	守护		1					60000						时间更新,次数不变							1	1								被伤害结果修饰	伤害	百分比修改	-50	60							buff05		总觉得似乎有什么在守护着自己	626;726							
13994	战鬼		1					30000						时间更新,次数不变							1	1								人物属性修饰	CritLevel	值修改	9999								buff03		内心充斥着杀戮的渴望	604;704							
13995	名研		1					60000						时间更新,次数不变							1	1								攻击不弹刀											buff02		武器状态超完美	613;713							
13996	集中		1					30000						时间更新,次数不变							1	1								人物属性修饰	RageSpeed	百分比修改	200								buff47		明镜止水	601;701							
13997	激昂		1					30000						时间更新,次数不变							1	1								伤害计算因子修饰	威力值	百分比修改	30								buff08		浑身涌出了无法形容的力量！	611;711							
13998								10000												1	1	1								自动标记																					
13999								10000												1	1	1								自动标记																					
13100	鬼人效果		1					300000						时间更新,次数不变				13100	8		1	1								人物属性修饰	PlayerAtk	百分比修改	2								buff08		你的攻击提升了！								
13101	鬼人效果		1					300000						时间更新,次数不变				13100	7		1	1								人物属性修饰	PlayerAtk	百分比修改	5								buff08		你的攻击提升了！								
13102	鬼人效果		1					300000						时间更新,次数不变				13100	6		1	1								人物属性修饰	PlayerAtk	百分比修改	8								buff08		你的攻击提升了！								
13103	鬼人效果		1					300000						时间更新,次数不变				13100	5		1	1								人物属性修饰	PlayerAtk	百分比修改	11								buff08		你的攻击提升了！								
13104	鬼人效果		1					300000						时间更新,次数不变				13100	4		1	1								人物属性修饰	PlayerAtk	百分比修改	15								buff08		你的攻击提升了！								
13105	鬼人效果		1					300000						时间更新,次数不变				13100	3		1	1								人物属性修饰	PlayerAtk	百分比修改	15								buff08		你的攻击提升了！								
13106	鬼人效果		1					300000						时间更新,次数不变				13100	2		1	1								人物属性修饰	PlayerAtk	百分比修改	15								buff08		你的攻击提升了！								
13107	鬼人效果		1					300000						时间更新,次数不变				13100	1		1	1								人物属性修饰	PlayerAtk	百分比修改	15								buff08		你的攻击提升了！								
13109	特供鬼人效果		1					86400000						时间叠加,次数不变		20		13100	1	2										人物属性修饰	PlayerAtk	值修改	70								buff08		你的攻击提升了！								
13120	硬化效果		1			13033		300000						时间更新,次数不变				13120	8		1	1								人物属性修饰	CharDefence	百分比修改	5								buff05		你的防御提升了！								
13121	硬化效果		1			13033		300000						时间更新,次数不变				13120	7		1	1								人物属性修饰	CharDefence	百分比修改	8								buff05		你的防御提升了！								
13122	硬化效果		1			13033		300000						时间更新,次数不变				13120	6		1	1								人物属性修饰	CharDefence	百分比修改	11								buff05		你的防御提升了！								
13123	硬化效果		1			13033		300000						时间更新,次数不变				13120	5		1	1								人物属性修饰	CharDefence	百分比修改	15								buff05		你的防御提升了！								
13124	硬化效果		1			13033		300000						时间更新,次数不变				13120	4		1	1								人物属性修饰	CharDefence	百分比修改	20								buff05		你的防御提升了！								
13125	硬化效果		1			13033		300000						时间更新,次数不变				13120	3		1	1								人物属性修饰	CharDefence	百分比修改	20								buff05		你的防御提升了！								
13126	硬化效果		1			13033		300000						时间更新,次数不变				13120	2		1	1								人物属性修饰	CharDefence	百分比修改	20								buff05		你的防御提升了！								
13127	硬化效果		1			13033		300000						时间更新,次数不变				13120	1		1	1								人物属性修饰	CharDefence	百分比修改	20								buff05		你的防御提升了！								
13140	回复速度增加效果		1					300000						时间更新,次数不变				13140	6		1	1								人物属性修饰	CharRejuPer	值修改	158								buff15		你的回复速度提升了！								
13141	回复速度增加效果		1					300000						时间更新,次数不变				13140	5		1	1								人物属性修饰	CharRejuPer	值修改	325								buff15		你的回复速度提升了！								
13142	回复速度增加效果		1					300000						时间更新,次数不变				13140	4		1	1								人物属性修饰	CharRejuPer	值修改	492								buff15		你的回复速度提升了！								
13143	回复速度增加效果		1					300000						时间更新,次数不变				13140	3		1	1								人物属性修饰	CharRejuPer	值修改	658								buff15		你的回复速度提升了！								
13144	回复速度增加效果		1					300000						时间更新,次数不变				13140	2		1	1								人物属性修饰	CharRejuPer	值修改	825								buff15		你的回复速度提升了！								
13145	回复速度增加效果		1					300000						时间更新,次数不变				13140	1		1	1								人物属性修饰	CharRejuPer	值修改	992								buff15		你的回复速度提升了！								
13160	最大生命增加效果		1					300000						时间更新,次数不变				13160	7		1	1								人物属性修饰	CharMaxHP	值修改	5								buff48		你的最大生命提升了！							a	
13161	最大生命增加效果		1					300000						时间更新,次数不变				13160	6		1	1								人物属性修饰	CharMaxHP	值修改	10								buff48		你的最大生命提升了！							a	
13162	最大生命增加效果		1					3600000						时间更新,次数不变				13160	5		1	1								人物属性修饰	CharMaxHP	值修改	15								buff48		你的最大生命提升了！							a	
13163	最大生命增加效果		1					3600000						时间更新,次数不变				13160	4		1	1								人物属性修饰	CharMaxHP	值修改	20								buff48		你的最大生命提升了！							a	
13164	最大生命增加效果		1					3600000						时间更新,次数不变				13160	3		1	1								人物属性修饰	CharMaxHP	值修改	20								buff48		你的最大生命提升了！							a	
13165	最大生命增加效果		1					3600000						时间更新,次数不变				13160	2		1	1								人物属性修饰	CharMaxHP	值修改	20								buff48		你的最大生命提升了！							a	
13166	最大生命百分比增加效果		1					3600000						时间更新,次数不变				13160	1		1	1								人物属性修饰	CharMaxHP	百分比修改	20								buff48		你的最大生命提升了！							a	
13180	会心一击增加效果		1					3600000						时间更新,次数不变				13180	6		1	1								人物属性修饰	CritLevel	值修改	5								buff03		你的会心一击等级提升了！								
13181	会心一击增加效果		1					3600000						时间更新,次数不变				13180	5		1	1								人物属性修饰	CritLevel	值修改	10								buff03		你的会心一击等级提升了！								
13182	会心一击增加效果		1					3600000						时间更新,次数不变				13180	4		1	1								人物属性修饰	CritLevel	值修改	15								buff03		你的会心一击等级提升了！								
13183	会心一击增加效果		1					3600000						时间更新,次数不变				13180	3		1	1								人物属性修饰	CritLevel	值修改	20								buff03		你的会心一击等级提升了！								
13184	会心一击增加效果		1					3600000						时间更新,次数不变				13180	2		1	1								人物属性修饰	CritLevel	值修改	30								buff03		你的会心一击等级提升了！								
13185	会心一击增加效果		1					3600000						时间更新,次数不变				13180	1		1	1								人物属性修饰	CritLevel	值修改	40								buff03		你的会心一击等级提升了！								
13020	会心伤害增加效果		1					3600000						时间更新,次数不变							1	1								人物属性修饰	CritDmg	值修改	10								buff03		你的会心一击等级提升了！								
13200	火抗性增加效果		1					3600000						时间更新,次数不变				13200	5		1	1								人物属性修饰	FireRes	值修改	20								buff54		你的火属性抗性提升了！								
13201	火抗性增加效果		1					3600000						时间更新,次数不变				13200	4		1	1								人物属性修饰	FireRes	值修改	30								buff54		你的火属性抗性提升了！								
13202	火抗性增加效果		1					3600000						时间更新,次数不变				13200	3		1	1								人物属性修饰	FireRes	值修改	45								buff54		你的火属性抗性提升了！								
