#TSV
#============Begin of sheet============
@Sheet=messagebox
提示ID	提示内容	提示框类型	模态类型	标题栏内容	按钮1内容	按钮2内容	按钮3内容	关闭此UI默认执行的按钮功能	倒计时时间	参数1	文字颜色	分组	特殊确认功能
5465	{字符串}→？？？											
5466	您当前装备的武器类型不符合要求，请按照关卡要求更换武器	3	8	1	10							
5467	排行榜奖励											
5468	押运次数不足	1	1	3	8							
5469	恭喜您研究成功！本次研究获得报酬[{物品名称}]X{数量}	1	1									
5470	"<FONT COLOR=\"\#30ff30\">解锁香猪魂兽可存储超出上限的银币</FONT>"		12									
5471	"本场获取的银币已成功存入香猪魂兽中<FONT COLOR=\"\#30ff30\">({数值}/{数值})</FONT>，每周还可免费取出<FONT COLOR=\"\#30ff30\">{数值}</FONT>次"		12									
5472	"<FONT COLOR=\"\#30ff30\">香猪魂兽已到达银币储量上限，请及时取出或扩容</FONT>"		12									
5473	"每周可免费取出<FONT COLOR=\"\#30ff30\">3</FONT>次<br>储量不足时还可使用<FONT COLOR=\"\#30ff30\">香猪扩容券</FONT>进行扩容"											
5474	请先解锁香猪魂兽	3	8	1	8							
5475	魂兽已扩容至上限，请将魂兽提升至70级	3	8	1	8							
5476	魂兽已扩容至最大上限，无法继续扩容	3	8	1	8							
5477	扩容成功！	3	8	1	1							
5478	香猪魂兽的银币储量已达到上限，请及时取出	3	8	1	8							
5479	"是否花费<FONT COLOR=\"\#30ff30\">{数值}</FONT>猎币<br><FONT COLOR=\"\#30ff30\">{字符串}</FONT>的经验转移到<FONT COLOR=\"\#30ff30\">{字符串}</FONT>中？"											
5480	魂值转移成功！	3	8	1	8							
5481	将魂值全部转移到别的魂兽中去！<br>转移的魂值越多 需要花费的猎币也会随之增加<br>因等级获得的功能和外观在魂值转以后不会保留											
5482	"将<FONT COLOR=\"\#30ff30\">{字符串}</FONT>的魂值转移至："											
5483	素材打包券数量不足	1	1	3	8							
5484	使用素材打包券时只能单人狩猎	1	1	3	8							
5485	您的点券/猎币不足，请充值后进行购买	3	8	1	8							
5486	当天任务未完成，完成后方可进行购买	3	8	1	8							
5487	当前已达到最大购买量	3	8	1	8							
5488	当前面板有尚未领取的奖励，请放弃后进行购买	3	8	1	8							
5489	啊哦~背包/仓库空间不足，清理后再来吧！	1	1	3	8							
5490	抱歉啦，今日刷新次数已用完，请明日继续吧！	1	1	3	8							
5491	操作失败，请重试	1	1	3	8							
5492	抱歉啦，投入素材类型有误，请重新投放吧！	1	1	3	8							
5493	恭喜猎人获得本次报酬[{物品名称}]X{数量}	3	6									
5494	VIP{数量}玩家今日免费刷新次数{数量}/{数量}											
5495	每种研究类型的奖励每日可以手动刷新{数量}次，每次消耗{数量}点券，<br>VIP玩家每日额外享受免费手动刷新次数。											
5496	抱歉啦，您的素材点数投入不足，无法进行研究哦！	1	1	3	8							
5497	抱歉啦，您的{货币}不足，无法进行研究哦！	1	1	3	8							
5498	抱歉啦，今日研究次数已用完，请明日再来吧！	1	1	3	8							
5499	恭喜猎人本场狩猎获得碎片“感”X1	1	1	3	8							
5500	恭喜猎人本场狩猎获得碎片“谢”X1	1	1	3	8							
5501	任意狩猎场											
5502	任意冒险模式狩猎场											
5503	任意喵喵异闻录											
5504	任意大型怪物狩猎											
5505	任意层千狩试炼											
5506	该模式正式名称未定，预留ID，暂不使用											
5507	该模式正式名称未定，预留ID，暂不使用											
5508	该模式正式名称未定，预留ID，暂不使用											
5509	任意武器训练											
5510	该模式正式名称未定，预留ID，暂不使用											
5511	该模式正式名称未定，预留ID，暂不使用											
5512	狩神争霸											
5513	猎王对决											
5514	星光大道											
5515	武器觉醒											
5516	护石精铸											
5517	获得称号:{字符串}											
5518	精铸次数达到{数值}											
5519	全身技能点数达到{数值}											
5520	{字符串}技能点数达到{数值}											
5521	精铸{数值}次解锁											
5522	今日剩余{数值}次优惠											
5523	金钱不够，无法精铸	1	1	3	8							
5524	道具不够，无法精铸	1	1	3	8							
5525	被动技全部锁定，无法精铸	1	1	3	8							
5526	恭喜你，精铸成功!	1	1	3	8							
5527	已经达到最高级，无法进行武器觉醒	1	1	3	8							
5528	金钱不够，无法进行武器觉醒	1	1	3	8							
5529	武器觉醒成功	1	1	3	8							
5530	待拆解的物品格子已满	1	1	3	8							
5531	该物品无法被拆解	1	1	3	8							
5532	物品拆解成功	1	1	3	8							
5533	无											
5534	觉醒等级：											
5535	"【觉醒规则】\n1.武器觉醒等级提升后可在战斗中触发武器觉醒效果\n2.觉醒能够短时提升对应属性的攻击力及会心\n3.点满炉火可提升觉醒等级，等级越高觉醒越强\n4.武器可觉醒的次数是有限的，用完后记得回来重置\n"											
5536	"精铸方法：\n将护石放入精铸栏内点击界面下方精铸按钮即可完成精铸\n\n精铸规则：\n每次精铸均会消耗金币/银币与晶化粉尘（晶化粉尘可通过拆解护石获得）\n护石固有被动技条目越多消耗的金钱越多。\n每次精铸，均会随机改变护石固有被动技能的激活条件。\n护石的隐藏被动技将在精铸次数达到一定数量出现。\n\n被动技激活规则：\n要激活护石被动技需满足其激活条件。"											
5537	武器点火成功	1	1	3	8							
5538	武器觉醒失败	1	1	3	8							
5539	武器点火失败	1	1	3	8							
5540	奖励关卡信息已过期！	10	8	5	8							
5541	您今天进入激运狩猎场的次数已经用完！	10	8	5	8							
5542	只有护石类装备方能精铸	1	1	3	8							
5543	{人物名称}赠送{物品名称}给你，双方亲密度增加{数值}点	1	1	3	8							
5544	你成功赠送{物品名称}给{人物名称}, 双方亲密度增加{数值}点	1	1	3	8							
5545	{人物名称}成功赠送{物品名称}给{人物名称},双方亲密度增加{数值}点	1	1	3	8							
5546	未找到名为{人物名称}的在线玩家	1	1	3	8							
5547	您与目标距离过远	1	1	3	8							
5548	{人物名称}对{人物名称}使用了{物品名称}！	1	1									
5549	{人物名称}使用了{物品名称}！	1	1									
5550	护石系统内部错误{数值}	1	1	3	8							
5551	点击即可觉醒到[{字符串}]											
5552	恭喜你的[{字符串}]获得了[{字符串}]	1	1	3	8							
5553	[{字符串}]疾风般完成了[{字符串}]的狩猎，暂居疾风狩猎祭榜首！	18	4									
5554	[疾风狩猎祭]											
5555	NPC名称											
5556	恭喜您在疾风狩猎祭中获得了第{数值}名的好成绩！奖品已放置于附件中，请注意查收哦！											
5557	恭喜您在疾风狩猎祭中获得了第{数值}名的好成绩！可因您未能在规定时间内狩猎怪物，无法领取疾风狩猎大师奖，下次请再接再厉哦！											
5558	恭喜您可至主城【艾露游乐团】处领取疾风奖	10	1	5	1							
5559	恭喜您可至主城【艾露游乐团】处领取疾风奖	10	1	5	1							
5560	【疾风狩猎祭】正式开启，今日狩猎目标为【{字符串}】。	10	1	5	1							
5561	您处于组队状态，本次狩猎不计入疾风狩猎成绩	10	1	5	1							
5562	疾风狩猎祭预留5											
5563	CLEAR每个★级的委托来增加“每日可获得券”的数量											
5564	领取奖励											
5565	庄园福利											
5566	CLEAR奖励领取成功！	1	1	3	8							
5567	空余镶嵌位不足	1	1	3	8							
5568	疾风狩猎领奖	1	1	3	8							
5569	你进入了觉醒状态，能力大幅提高！	1	1									
5570	可觉醒至{数值}级觉醒【{字符串}】											
5571	物品已发送至您的仓库	10	1									
5572	拥有星级卡片{字符串}											
5573	人物造成伤害的能力，攻击力越高造成伤害越高。											
5574	攻击时所产生的额外属性伤害， 需要武器有对应的属性才有效果。											
5575	"会心率：{字符串}\n会心越高，造成会心伤害的概率也越高；\n若会心低于零，则会有一定概率减少造成的伤害。"											
5576	会心时所造成的伤害。											
5577	人物抵御伤害的能力，防御力越高受到的伤害越少。											
5578	"修正受到特定属性伤害，若属性耐性大于零。则可以减少受到的属性伤害；\n若属性耐性小于零，则会增加受到的属性伤害。"											
5579	人物的体力，为0时则进入力尽状态。											
5580	人物的耐力，猎人进行快跑，防御，翻滚时需要消耗耐力。											
5581	本周副本结算可获取的银币已达上限值，无法再获取银币	1	1	3	8							
5582	热气球航线图											
5583	"迎公测，天赋自动全习得。为答谢您之前已付出的努力，根据已习得的天赋数和剩余未使用的天赋书数，本次您获得了{数值}点狩魂点和{数值}点烈魂点的补偿（点数直接添加给狩魂石，可在\"狩魂石\"界面查询，快捷键F7）。详细补偿规则，可查阅官网说明。"											
5584	觉醒功能优化调整，成为一种奥义提供给猎人们。原武器拥有的觉醒能力将失去，为答谢您之前已付出的努力，根据您拥有的90级以上武器的觉醒层次，本次您获得了{数值}银币的补偿（银币直接添加进背包）。详细补偿规则，可查阅官网说明。											
5585	无序沙海可以开船啦，快点击猎团战界面参加吧！	21	1	3	8							
5586	这艘运输船已经到岸了，快去占领其他船吧	1	1	3	8							
5587	战斗过程中船已到岸，抢夺失败	1	1	3	8							
5588	有人登上了你的运输船，请小心应对	1	1	3	8							
5589	当心，有人占领了你的运输船	1	1	3	8							
5590	您当前的猎团侦查数量已达到最大值	1	1	3	8							
5591	您不需要对自己猎团使用情报探查	1	1	3	8							
5592	目标不可抢夺	1	1	3	8							
5593	无法占领这个目标	1	1	3	8							
5594	当前不在开船时间，请在周五、周六、周日的20-22点进行开船操作	1	1	3	8							
5595	队伍中有人抢夺次数不足，请检查次数	1	1	3	8							
5596	无序沙海仅在周五、周六、周日开启，请在活动开启时使用。	1	1	3	8							
5597	该道具已达今日最大使用次数上限	1	1	3	8							
5598	您的周猎团贡献度不足，无法开船	1	1	3	8							
5599	恭喜猎人本场狩猎获得碎片“有”X1	1	1	3	8							
5600	疾风狩猎活动已正式开始！猎杀对应怪物即可获得丰厚活动奖励	1	1	18	1							
5601	疾风狩猎活动已圆满结束！	1	1	18	1							
5602	大湖狩猎祭活动已正式开始！今日通关更可获得双倍金钱奖励！请至主城猫猫区报名参与活动！	1	1	18	1							
5603	大湖狩猎祭活动圆满结束！	1	1	18	1							
5604	狩猎场限时狂欢活动已开启，活动期间所有普通狩猎关卡均可获得双倍经验与金钱奖励！赶快行动吧！	1	1	18	1							
5605	狩猎场限时狂欢活动已圆满结束！	1	1	18	1							
5606	技魂觉醒！雷欧的委托已正式上线！活动期间通关任意普通关卡均有概率获得上古武器的残片！集齐一定数量残片可至雷欧处兑换神秘武器！	1	1	18	1							
5607	技魂觉醒！雷欧的委托 活动已结束！	1	1	18	1							
5608	商会的委托 活动期间通关任意普通关卡均有概率获得商会的幸运币！集齐一定数量幸运币可兑换商会的宝箱！	1	1	18	1							
5609	商会的委托 活动已结束！	1	1	18	1							
5610	粉尘收集大作战 活动已开启！活动期间通关任意普通关卡均有概率获得粉尘宝箱！	1	1	18	1							
5611	粉尘收集大作战 活动已结束！	1	1	18	1							
5612	深渊巨口大作战 活动已开启！	1	1	18	1							
5613	深渊巨口大作战 活动已圆满结束！	1	1	18	1							
5614	心悦会员专属	1	1	18	1							
5615	已成功设置为跟随	1	1	10	1							
5616	狩魂兽的等级提升了	1	5	10	5							
5617	狩魂兽已达等级上限	1	1	10	5							
5618	进化用钱币或道具不足	1	1	10	5							
5619	等级未达上限无法进化	1	1	10	5							
5620	狩魂兽抗性过高无法继续喂食	1	1	10	5							
5621	已成功解锁了新交互动作	1	1	10	5							
5622	已成功解锁了新的形态	1	1	10	5							
5623	成功解锁了狩魂兽：{字符串}	1	1	10	5							
5624	狩魂兽尚未解锁，无法执行操作	1	1	10	5							
5625	狩魂兽解锁了新的外观	1	5	10	5							
5626	狩魂兽解锁了新的动作	1	5	10	5							
5627	狩魂兽的等级不足不能进化	1	8	10	8							
5628	恭喜！狩魂兽进化成功！	1	5	10	5							
5629	狩魂兽已解锁，无法重复解锁	1	1	3	8							
5630	狩魂兽解锁条件不足：狩魂石等级不足	1	1	3	8							
5631	已成功切换至该形象	1	1	10	5							
5632	狩魂兽形象未解锁，无法使用	1	1	3	8							
5650	QQ会员专属特权											
5651	MHO豪蓝专属特权											
5652	运营活动占用											
5653	运营活动占用											
5654	运营活动占用											
5655	玩家拒绝进入											
5656	技能点数达到特定值将触发对应的技能效果											
5657	当前未有人送您礼物哦！	10	1									
5658	白金奖杯											
5659	金奖杯											
5660	银奖杯											
5661	铜奖杯											
5662	持有量:											
5663	放弃											
5664	选狩猎包											
5665	快速匹配											
5666	出发											
5667	狩猎准备											
5668	关卡{字符串}游玩次数已用尽，无法再次进入	3	8									
5669	您的队友{字符串}关卡{字符串}游玩次数已用尽，无法再次进入	3	8									
5670	队员未满足进入条件需求											
5671	卸下技能珠（注意：请保持背包/仓库空间足够，否则就需要到邮件中收回技能珠了)											
5672	{字符串}目前不可采集。您可以支付精算点/庄园喵坷垃加速{字符串}的恢复速度。											
5673	未解锁此处的狩猎场	3	8									
5674												
5699	"距离下一次使用\"异常位置重置\"功能，还剩余 {字符串}分钟时间"	1	8									
5700	物品兑换											
5701	无限制次数											
5702	日剩余次数											
5703	周剩余次数											
5704	月剩余次数											
5705	抱歉，您暂不满足关卡进入条件	3	8									
5706	玩家有效性检查内部错误{数值}	3	8									
5707	请按报名的猎团队伍组队	3	8									
5708	您未接取相关的任务	3	8									
5709	您的队友{字符串}未接取相关的任务	3	8									
5710	您的背包里未携带足够的需求物品	3	8									
5711	您的队友{字符串}背包里未携带足够的需求物品	3	8									
5712	您没有足够的需求物品	3	8									
5713	您的队友{字符串}没有足够的需求物品	3	8									
5714	您没有足够的货币	3	8									
5715	您的队友{字符串}没有足够的货币	3	8									
5716	您没有足够的狩猎券	3	8									
5717	您的队友{字符串}没有足够的狩猎券	3	8									
5718	您的猎团等级不足	3	8									
5719	您的队友{字符串}猎团等级不足	3	8									
5720	您的人物等级不足	3	8									
5721	您的队友{字符串}人物等级不足	3	8									
5722	您的猎人星级不足	3	8									
5723	您的队友{字符串}猎人星级不足	3	8									
5724	您未完成需求的猎人星级卡片	3	8									
5725	您的队友{字符串}未完成需求的猎人星级卡片	3	8									
5726	您未解锁此关卡	3	8									
5727	您的队友{字符串}未解锁此关卡	3	8									
5728	只有队长才能选择匹配或出发	11	8									
5729	您未加入战队	3	8									
5730	您的队友{字符串}未加入战队	3	8									
5731	关卡游玩次数已用尽	3	8									
5732	您的队友{字符串}关卡游玩次数已用尽	3	8									
5733	玩家人数超过副本需求上限，无法进入	3	8									
5734	玩家人数未达到副本最小需求，无法进入	3	8									
5735	您还没有加入任何猎团	3	8									
5736	您的队友{字符串}还没有加入任何猎团	3	8									
5737	活动还未开始	3	8									
5738	匹配有效性检查内部错误{数值}	3	8									
5739	只有队长才能选择匹配或出发	11	8									
5740	玩家人数超过副本需求上限，无法进行匹配。	3	8									
5741	您处于匹配冷却时间，无法进行匹配。	3	8									
5742	您的队友{字符串}处于匹配冷却时间，队伍无法进行匹配。	3	8									
5743	关卡组有效性检查内部错误{数值}	3	8									
5744	{字符串}游玩次数已用尽	3	8									
5745	您的队友{字符串}{字符串}游玩次数已用尽	3	8									
5746	{字符串}游玩次数已用尽	3	8									
5747	您的队友{字符串}{字符串}游玩次数已用尽	3	8									
5748	您未解锁{字符串}	3	8									
5749	您的队友{字符串}未解锁{字符串}	3	8									
5750	您未解锁{字符串}	3	8									
5751	您的队友{字符串}未解锁{字符串}	3	8									
5752	您追踪的武器已超过上限！											
5753	随机艾露猫雇佣											
5754	您的猎人黄金星级不足	3	8									
5755	您的队友{字符串}猎人黄金星级不足	3	8									
5756	您的等级不足											
5757	您的背包里未携带足够的需求物品											
5758	您没有足够的需求物品											
5759	您的猎团等级不足											
5760	您的猎人星级不足											
5761	您未解锁需求的猎人星级卡片											
5762	您没有足够的货币											
5763	玩家人数未达到副本最小需求，无法进入											
5764	您未接取相关的任务											
5765	游玩次数已用尽											
5766	您未加入战队											
5767	您没有足够的狩猎券											
5768	您的猎人黄金星级不足											
5769	玩家人数超过副本需求上限，无法进入											
5770	{字符串}放弃了准备	1	1	3	8							
5771	不可派生											
5772	不可升级物品等级											
5773	找不到对应的ItemBox:{数值}配置	3	8									
5774	"需要材料<FONT COLOR=\"\#00FF00\" >{字符串}</FONT>数量不足"	10	1									
5775	礼包系统错误	3	8									
5776	礼包系统错误，无法开启此礼包，请检查是否有足够空间放置物品，部分物品是否达到或即将超过拥有上限	3	8									
5777	仓库已满无法打开	10	1									
5778	{字符串}达到拥有上限，请先处理	10	1									
5779	"该物品无法开启宝箱<FONT COLOR=\"\#00FF00\" >{字符串}</FONT>"	10	1									
5780	"扣除物品<FONT COLOR=\"\#00FF00\" >{字符串}</FONT>失败"	10	1									
5781	ItemBox:{数值}内部错误	3	8									
5782	装备突破											
5783	目标装备突破等级过高，无法进行转移	1	1	10	8							
5784	无法继续放入装备	1	1	10	8							
5785	完成关卡次数不足，无法领取奖励	3	8									
5786	当前状态无法进入。	3	8									
5787	本日剩余不安定环境次数											
5788	防具的突破等级无法进行转移	1	1	10	8							
5789	您前面还有{数量}名玩家正在排队	3	8	10	8							
5790	普通玩家需要等待{数量}分钟											
5791	您前面还有{数量}名VIP玩家正在排队											
5792	VIP会员需要等待{数量}分钟											
5793	队友{字符串}还在副本中	3	8									
5794	本关还能使用{数量}次猫车票	5	1	10	8							
5795	进度：	3	8									
5796	本周的活跃度：{数量}点	3	8									
5797	活跃度的说明	3	8									
5798	微信支付请求失败。	1	8	3	8							
5799	微信支付失败。	1	8	3	8							
5800	宝藏被梅拉露族偷了喵！	10	1									
5801	这个宝藏已经获取了喵！	10	1									
5802	工具用完了喵！请明天再来喵！	10	1									
5803	背包已满喵！放不下宝藏了喵！	10	1									
5804	当前为非城镇状态，无法购买此物品	1	8	3	8							
5805	您的等级不足，无法购买此物品	1	8	3	8							
5806	您不符合购买条件，无法购买此物品	1	8	3	8							
5807	您的VIP等级不足，无法购买此物品	1	8	3	8							
5808	猫猫宝藏											
5809	您的HR等级不足	3	8									
5810	您的队友{字符串}HR等级不足	3	8									
5811	队伍成员必须属于同一战队才能进入	3	8									
5812	队伍人数不满足赛制要求	3	8									
5813	此急速狩猎关卡当前未开放	3	8									
5814	此乱步奇面舞会关卡当前未开放	3	8									
5815	您正在匹配或处于副本中，不能退出战队	3	8									
5816	对方正在匹配或处于副本中，不能将其请出战队	3	8									
5817	您没有加入任何战队	3	8									
5818	您不在安全区域内，无法领取奖励	3	8									
5819	您当前没有奖励可以领取	3	8									
5820	领取奖励失败	3	8									
5821	需要达到{数量}级方可进入	10	1									
5822	您未装备任何武器，无法进入副本	3	8									
5823	您的队友{字符串}未装备任何武器，无法进入副本	3	8									
5824	您未装备任何武器，无法进入副本											
5825	距离狩猎结束还有10分钟，加油哦！	10	1	1	1							
5826	距离狩猎结束还有5分钟，加油哦！	10	1	1	1							
5827	日可胜利次数											
5828	周可胜利次数											
5829	月可胜利次数											
5830	可胜利次数已用尽											
5831	关卡可胜利次数已用尽	3	8									
5832	您的队友{字符串}关卡可胜利次数已用尽	3	8									
5833	{字符串}可胜利次数已用尽	3	8									
5834	您的队友{字符串}{字符串}可胜利次数已用尽	3	8									
5835	{字符串}可胜利次数已用尽	3	8									
5836	您的队友{字符串}{字符串}可胜利次数已用尽	3	8									
5837	您填写的答案不全，请重新填写	1	1	3	8							
5838	背包已满无法打开	10	1									
5839	仓库和背包已满无法打开	10	1									
5840	系统已收到您的举报请求	3	8	5	1							
5841	您在本次狩猎中贡献太小，猎人公会决定进行小小的惩罚	3	8									
5842	{人物名称}在划水，猎人公会已进行惩罚	3	8	5	1							
5843	契约金模式：无狩猎奖励，契约金狩猎成功后返还，失败或放弃扣除。											
5844	素材增幅券模式：在狩猎场结算时扣除，可在胜利后额外获得1倍数量的素材、经验与银币奖励											
5845	您没有足够的狩猎券与契约金	3	8									
5846	您的队友{字符串}没有足够的狩猎券与契约金	3	8									
5847	您没有足够的狩猎券与契约金											
5848	只能在城镇状态下进行交易	3	8									
5849	系统检测到您的游戏数据异常											
5850	【光复艾露王国】											
5851	极限狩猎											
5852	【猎人生活】											
5853	选择武器											
5854	退出教学											
5855	基础训练											
5856	进阶训练											
5857	退出训练											
5858	下一课题											
5859	开始练习											
5860	观看演示											
5861	挥剑攻击，持盾防御，作战方式平衡而灵巧，能够应对多种状况机动性地作战。在所有武器中具有最高的泛用性，因而极受猎人们欢迎。而在熟练之后，多种攻击方式的连续组合也能够弥补攻击力不足的缺点。	3	8									
5862	作为一款近战武器，双刀相比片手剑完全放弃了防御性能，而是将攻击速度特化到了极致。凭借多段攻击和特殊的回避动作贴身与怪物展开肉搏。当进入鬼人化状态之后，更是能使用“鬼人乱舞”给予怪物极大的伤害。但能够做到学会收放自如，对于猎人来说也是一门必修课。	3	8									
5863	长度凌驾一人的身高，在大范围内凭借恐怖的重量，每次斩击都能发挥极高破坏力；厚重宽阔的剑身又能够提供城墙般安定的防御，是诸多猎人的首选武器。不过，因其重量的拖累对机动性会有很大影响，能够驾驭它的人必然经过了重重试炼。	3	8									
5864	配合各色各样的特殊弹药与配件，在远距离以狙击技术进行战斗的武器。同时由于武器的轻便性能够灵活地在狩猎场移动，再配合精湛技术赋予的‘速射’‘暴射’和‘蓄能射击’等等多姿多彩的攻击模式，是在战场上最万能的远程武器。	3	8									
5865	兼具攻击范围和高机动性的武器、工房锻造技术发展的象征之一。伴随着每次攻击逐渐累积的‘练气’一旦蓄满，在刀刃上满盈的光辉能够提升攻击力和锋利度，无数猎人被这种充满魅力的特性所吸引。	3	8									
5866	极具攻击力与重量感的武器，挥舞大锤猛击怪物时似乎连大地也一并被震撼。大锤拥有恐怖的攻击能力，对怪物的气绝消耗性能也极为出色，蓄力攻击在使用得当时能对怪物造成巨大的伤害，但过长的硬直时间也对猎人释放蓄力攻击的时机有更高的要求，是崇尚暴力美学猎人的最爱。	3	8									
5867	同样作为远程武器，弓箭虽然射速不如弩炮，但也具有弩所不具备的优雅与从容，使用弓箭不需要在意弹药问题，瞄准射击的同时也能够进行移动，是狩猎场上最自由的猎人。对于高手来说运用不同的抛物线轨迹能和不同的‘属性瓶’的选择是发挥威力的关键。	3	8									
5868	攻击与辅助兼备的武器，通过攻击时发出的音色组合成不同的旋律给团队增加附加能力的同时，打击系供给系统还能是怪物进入气绝状态，但也不要忽略它沉重的本体的巨大破坏力	3	8									
5869	升级VIP{数量}还需要{数量}会员成长值											
5870	亲爱的猎人，为了保护广大猎人的利益，维护良好的狩猎氛围和游戏环境。如果您在游戏中发现疑似使用外挂、利用BUG、工作室等扰乱游戏正常进行的行为，还请在第一时间进行投诉举报。在进行举报的同时，还请详细说明举报内容（请填写异常行为表现的详细描述），以便我们能够及时、准确的对您的投诉举报进行处理，谢谢！	3	8	1	10							
5871	每次举报之后，需要间隔{数量}分钟才能进行下一次举报	3	8	1	10							
5872	举报信息已发送。	3	8	1	10							
5874	您输入的字数不符合要求。											
5875	"祝您在狩猎的世界中不断精进狩技，成功挑战各种强大的怪物，成为独挡一面的精英！\n感谢您对猎人公会的支持，祝您狩猎愉快！"											
5876	"祝您在狩猎的世界中不断精进狩技，成功挑战各种强大的怪物，成为独挡一面的精英！\n感谢您对猎人公会的支持，祝您狩猎愉快！"											
5877	"祝您在狩猎的世界中不断精进狩技，成功挑战各种强大的怪物，成为独挡一面的精英！\n感谢您对猎人公会的支持，祝您狩猎愉快！"											
5878	恭喜您成为铜牌猎人！											
5879	恭喜您成为银牌猎人！											
5880	恭喜您成为金牌猎人！											
5881	铜牌猎人											
5882	银牌猎人											
5883	金牌猎人											
5884	每日可免费进入{数值}次											
5885	请选择-艾露猫的技能	3	8									
5886	请选择-装备	3	8									
5887	请选择-装备/技能珠	3	8									
5888	请选择-种子	3	8									
5889	请选择-艾露猫	3	8									
5890	请选择-拆解物品	3	8									
5891	角色等级达到10级后可使用举报功能。	3	8	1	10							
5892	您已达到今日举报上限，举报信息提交失败。	3	8	1	10							
5893	少于{数值}分钟											
5894	邀请失败：对方已将你加入黑名单	1	1	3	8							
5895	需完成普通难度	1	1	3	8							
5896	需完成试炼难度	1	1	3	8							
5897	剩余免费次数：{数值}/{数值}次											
5898	请按Q收刀后再进行交互！	10	1									
5899	每交纳一个可兑换{数量}点积分											
5900	当前累积积分已打败{数量}%玩家	1										
5901	活动结束时，将根据玩家的成绩分配奖励	1										
5902	一起完成每日研究进度领取奖励！	1										
5903	请明天继续加油！	1										
5904	打败{数量}%玩家可获得	1										
5905	恭喜你！学会了新的招式！	10	1									
5906	你不是VIP，成为VIP即可开启一键出图功能	1	1	10	8							
5907	抢购商店											
5908	机密研究院											
5910	完美诠释攻防一体的武器，突刺型的攻击打点非常精准。由于长枪极为笨重，移动速度缓慢，所以精准的走位变得十分重要。巨大厚重的盾牌使其成为防御性能最好的武器之一，攻防一体的招式使其在近身缠斗中游刃有余。	3	8									
5911	长枪与铳器完美结合而成的武器，炮击无视怪物肉质，使其对应一些比较坚硬的怪物时十分有利，不同炮击种类对应着不用的流派，超大威力的龙击炮可以对怪物造成巨大伤害。斩击系与炮击交替的独特攻击形式被猎人们称之为：男人的浪漫。	3	8									
5912	新武器说明预留	3	8									
5913	新武器说明预留	3	8									
5914	新武器说明预留	3	8									
5915	新武器说明预留	3	8									
5916	新武器说明预留	3	8									
5917	新武器说明预留	3	8									
5918	新武器说明预留	3	8									
5919	新武器说明预留	3	8									
5920	新武器说明预留	3	8									
5921	{人物名称}投了赞成票	3	6									
5922	{人物名称}投了反对票	3	6									
5923	放弃关卡成功	3	6	5	1							
5924	放弃关卡失败	3	6	5	1							
5925	您已进行过投票	3	8									
5926	组队狩猎开始10分钟后才可投票放弃关卡											
5927	还未到可发起下次投票的时间											
5928	选择消耗物品											
5929	已选消耗物品											
5930	对方发起了放弃关卡投票	3	6									
5931	对方拒绝放弃关卡	3	6									
5932	对方放弃了关卡	3	6	5	1							
5933	形象修改成功！	11	1									
5934	没有进行任何形象修改	11	1									
5935	匹配中，不能进行重复匹配	3	8									
5936	点券不足，无法购买	11	1									
5937	您进入了持续力尽状态，无法获得本次狩猎奖励！	3	8	5	1							
5938	[废除]持续力尽状态无法发起投票											
5939	形象修改券											
5940	性别修改券											
5941	"<P ALIGN=\"Left\">可以重置角色形象</P>\n<P ALIGN=\"Left\">购买后即可在角色选择界面执行修改外形功能</P>"											
5942	"<P ALIGN=\"Left\">可以重置角色性别及形象</P>\n<P ALIGN=\"Left\">购买后即可在角色选择界面执行修改外形功能</P>"											
5943	功能暂未开放！	11	1									
5944	日奖励剩余数											
5945	乱步奇面舞会(自由)将在5月7日至5月15日开启。届时，欢迎各位猎人到大众酒场找“红翼的尤丽”参加比赛	1	1	3	8							
5946	毒异常攻击											
5947	眠异常攻击											
5948	麻异常攻击											
5949	已达到狩猎场使用次数上限，无法使用！	3	8									
5950	您所在的猎团的标识调整了。	3	8									
5951	装备物品等级不足，无法派生	3	8	1	10							
5952	物品等级到达{数量}级时解锁	3	8	1	10							
5953	放置的素材点数不足	3	8	1	10							
5954	确认是否要重置探宝？											
5955	消耗{数值}点券一次性获得所有奖励											
5956	已经开始探宝，无法重置	3	8									
5957	重置次数已达上限，无法重置	3	8									
5958	已经开始探宝，无法一键探宝	3	8									
5959	缺乏镶嵌必须的材料，无法继续	3	8	1	10							
5960	关卡已经开始啦，无法取消准备！	3	8	1	1							
5961	该场景中无法交易	3	8									
5962	该物品无法在场景中交易	3	8									
5963	队友{字符串}的武器等级或防具等级总和较低，无法使用匹配	3	8									
5964	{物品名称}不足，无法升级	3	8	1	10							
5965	狩猎场中只能食用1次猫饭	3	8	1	10							
5966	{字符串}使用了喵喵铃铛！在营地召唤出了咪兰尼！大家一起来食用猫饭吧！	3	8	1	10							
5967	有人对你消极地狩猎非常不满！再起吧！猎人！	3	8	1	10							
5968	这位教官已经离开了狩猎场，无法听到您的赞扬了！	1	1	3	8							
5969	{人物名称}感谢您的协助，为您点赞！	1	1	3	8							
5970	教官点赞嘉奖											
5971	猎人公会											
5972	您在教官身份时积极指导新猎人，获得他们的点赞，请收下这份额外感谢礼！											
5973	您累积获得点赞数：{数值}											
5974	已装备的武器的物品等级											
