#TSV
#============Begin of sheet============
@Sheet=装备升级信息
ID	目标索引	装备ID	提升后物品id	强化等级下降	Rank等级下降	需求猎人星级	需求强化等级	需求装备物品等级	派生代币ID	派生代币抵扣金额	派生代币使用上限	需求金钱	需求素材ID1	所需数量1	需求素材ID2	所需数量2	需求素材ID3	所需数量3	需求素材ID4	所需数量4	需求素材ID5	所需数量5	需求素材ID6	所需数量6	类型素材1	类型素材点数1	类型素材2	类型素材点数2	类型素材3	类型素材点数3	类型素材4	类型素材点数4	类型素材5	类型素材点数5	类型素材6	类型素材点数6	素材代币ID1	素材代币个数1	素材代币点数1	素材代币ID2	素材代币个数2	素材代币点数2	素材代币ID3	素材代币个数3	素材代币点数3	素材代币ID4	素材代币个数4	素材代币点数4	素材代币ID5	素材代币个数5	素材代币点数5	素材代币ID6	素材代币个数6	素材代币点数6
61221	65362	65362	66102	0	0	1	0	1	21451	2000	10	40000	22911	9	23296	5	23297	1	23298	1	22912	1																																
61222	65363	65363	66103	0	0	1	0	1	21451	2000	10	40000	22911	9	23296	5	23297	1	23298	1	22912	1																																
61223	65364	65364	66104	0	0	1	0	1	21451	2000	10	40000	22911	9	23296	4	23297	2	22912	1																																		
61224	65365	65365	66105	0	0	1	0	1	21451	2000	10	40000	22911	9	23296	4	23297	2	22912	1																																		
61225	65366	65366	66106	0	0	1	0	1	21451	2000	10	40000	22911	9	23296	5	23297	1	23298	1	22912	2																																
61226	65367	65367	66107	0	0	1	0	1	21451	2000	10	40000	22911	9	23296	5	23297	1	23298	1	22912	1																																
61227	65368	65368	66108	0	0	1	0	1	21451	2000	10	40000	22911	9	23296	5	23297	1	23298	1	22912	1																																
61228	65369	65369	66109	0	0	1	0	1	21451	2000	10	40000	22911	9	23296	4	23297	2	22912	1																																		
61229	65370	65370	66110	0	0	1	0	1	21451	2000	10	40000	22911	9	23296	4	23297	2	22912	1																																		
61440	65371	65371	66111	0	0	1	0	1	21451	2000	10	40000	22656	9	23299	5	23300	1	23301	1	22659	2																																
61441	65372	65372	66112	0	0	1	0	1	21451	2000	10	40000	22656	9	23299	5	23300	1	23301	1	22659	1																																
61442	65373	65373	66113	0	0	1	0	1	21451	2000	10	40000	22656	9	23299	5	23300	1	23301	1	22659	1																																
61443	65374	65374	66114	0	0	1	0	1	21451	2000	10	40000	22656	9	23299	4	23300	2	22659	1																																		
61444	65375	65375	66115	0	0	1	0	1	21451	2000	10	40000	22656	9	23299	4	23300	2	22659	1																																		
61445	65376	65376	66116	0	0	1	0	1	21451	2000	10	40000	22656	9	23299	5	23300	1	23301	1	22659	2																																
61446	65377	65377	66117	0	0	1	0	1	21451	2000	10	40000	22656	9	23299	5	23300	1	23301	1	22659	1																																
61447	65378	65378	66118	0	0	1	0	1	21451	2000	10	40000	22656	9	23299	5	23300	1	23301	1	22659	1																																
61448	65379	65379	66119	0	0	1	0	1	21451	2000	10	40000	22656	9	23299	4	23300	2	22659	1																																		
61449	65380	65380	66120	0	0	1	0	1	21451	2000	10	40000	22656	9	23299	4	23300	2	22659	1																																		
61940	65381	65381	66121	0	0	1	0	1	21451	2000	10	40000	23358	9	23361	5	23362	1	23363	1	23359	2																																
61941	65382	65382	66122	0	0	1	0	1	21451	2000	10	40000	23358	9	23361	5	23362	1	23363	1	23359	1																																
61942	65383	65383	66123	0	0	1	0	1	21451	2000	10	40000	23358	9	23361	5	23362	1	23363	1	23359	1																																
61943	65384	65384	66124	0	0	1	0	1	21451	2000	10	40000	23358	9	23361	4	23362	2	23359	1																																		
61944	65385	65385	66125	0	0	1	0	1	21451	2000	10	40000	23358	9	23361	4	23362	2	23359	1																																		
61945	65386	65386	66126	0	0	1	0	1	21451	2000	10	40000	23358	9	23361	5	23362	1	23363	1	23359	2																																
61946	65387	65387	66127	0	0	1	0	1	21451	2000	10	40000	23358	9	23361	5	23362	1	23363	1	23359	1																																
61947	65388	65388	66128	0	0	1	0	1	21451	2000	10	40000	23358	9	23361	5	23362	1	23363	1	23359	1																																
61948	65389	65389	66129	0	0	1	0	1	21451	2000	10	40000	23358	9	23361	4	23362	2	23359	1																																		
61949	65390	65390	66130	0	0	1	0	1	21451	2000	10	40000	23358	9	23361	4	23362	2	23359	1																																		
61510	65401	65401	66141	0	0	1	0	1	21451	2000	12	50000	22229	9	23302	5	23303	1	23304	1	22230	2																																
61511	65402	65402	66142	0	0	1	0	1	21451	2000	12	50000	22229	9	23302	5	23303	1	23304	1	22230	1																																
61512	65403	65403	66143	0	0	1	0	1	21451	2000	12	50000	22229	9	23302	5	23303	1	23304	1	22230	1																																
61513	65404	65404	66144	0	0	1	0	1	21451	2000	12	50000	22229	9	23302	4	23303	2	22230	1																																		
61514	65405	65405	66145	0	0	1	0	1	21451	2000	12	50000	22229	9	23302	4	23303	2	22230	1																																		
61515	65406	65406	66146	0	0	1	0	1	21451	2000	12	50000	22229	9	23302	5	23303	1	23304	1	22230	2																																
61516	65407	65407	66147	0	0	1	0	1	21451	2000	12	50000	22229	9	23302	5	23303	1	23304	1	22230	1																																
61517	65408	65408	66148	0	0	1	0	1	21451	2000	12	50000	22229	9	23302	5	23303	1	23304	1	22230	1																																
61518	65409	65409	66149	0	0	1	0	1	21451	2000	12	50000	22229	9	23302	4	23303	2	22230	1																																		
61519	65410	65410	66150	0	0	1	0	1	21451	2000	12	50000	22229	9	23302	4	23303	2	22230	1																																		
61520	65411	65411	66151	0	0	1	0	1	21451	2000	12	50000	22642	9	23114	5	23115	1	23116	1	22643	2																																
61521	65412	65412	66152	0	0	1	0	1	21451	2000	12	50000	22642	9	23114	5	23115	1	23116	1	22643	1																																
61522	65413	65413	66153	0	0	1	0	1	21451	2000	12	50000	22642	9	23114	5	23115	1	23116	1	22643	1																																
61523	65414	65414	66154	0	0	1	0	1	21451	2000	12	50000	22642	9	23114	4	23115	2	22643	1																																		
61524	65415	65415	66155	0	0	1	0	1	21451	2000	12	50000	22642	9	23114	4	23115	2	22643	1																																		
61525	65416	65416	66156	0	0	1	0	1	21451	2000	12	50000	22642	9	23114	5	23115	1	23116	1	22643	2																																
61526	65417	65417	66157	0	0	1	0	1	21451	2000	12	50000	22642	9	23114	5	23115	1	23116	1	22643	1																																
61527	65418	65418	66158	0	0	1	0	1	21451	2000	12	50000	22642	9	23114	5	23115	1	23116	1	22643	1																																
61528	65419	65419	66159	0	0	1	0	1	21451	2000	12	50000	22642	9	23114	4	23115	2	22643	1																																		
61529	65420	65420	66160	0	0	1	0	1	21451	2000	12	50000	22642	9	23114	4	23115	2	22643	1																																		
61480	65421	65421	66161	0	0	1	0	1	21451	2000	12	50000	22620	9	23117	5	23118	1	23119	1	22621	2																																
61481	65422	65422	66162	0	0	1	0	1	21451	2000	12	50000	22620	9	23117	5	23118	1	23119	1	22621	1																																
61482	65423	65423	66163	0	0	1	0	1	21451	2000	12	50000	22620	9	23117	5	23118	1	23119	1	22621	1																																
61483	65424	65424	66164	0	0	1	0	1	21451	2000	12	50000	22620	9	23117	4	23118	2	22621	1																																		
61484	65425	65425	66165	0	0	1	0	1	21451	2000	12	50000	22620	9	23117	4	23118	2	22621	1																																		
61485	65426	65426	66166	0	0	1	0	1	21451	2000	12	50000	22620	9	23117	5	23118	1	23119	1	22621	2																																
61486	65427	65427	66167	0	0	1	0	1	21451	2000	12	50000	22620	9	23117	5	23118	1	23119	1	22621	1																																
61487	65428	65428	66168	0	0	1	0	1	21451	2000	12	50000	22620	9	23117	5	23118	1	23119	1	22621	1																																
61488	65429	65429	66169	0	0	1	0	1	21451	2000	12	50000	22620	9	23117	4	23118	2	22621	1																																		
61489	65430	65430	66170	0	0	1	0	1	21451	2000	12	50000	22620	9	23117	4	23118	2	22621	1																																		
61490	65431	65431	66171	0	0	1	0	1	21451	2000	12	50000	22574	9	23305	5	23306	1	23307	1	22575	2																																
61491	65432	65432	66172	0	0	1	0	1	21451	2000	12	50000	22574	9	23305	5	23306	1	23307	1	22575	1																																
61492	65433	65433	66173	0	0	1	0	1	21451	2000	12	50000	22574	9	23305	5	23306	1	23307	1	22575	1																																
61493	65434	65434	66174	0	0	1	0	1	21451	2000	12	50000	22574	9	23305	4	23306	2	22575	1																																		
61494	65435	65435	66175	0	0	1	0	1	21451	2000	12	50000	22574	9	23305	4	23306	2	22575	1																																		
61495	65436	65436	66176	0	0	1	0	1	21451	2000	12	50000	22574	9	23305	5	23306	1	23307	1	22575	2																																
61496	65437	65437	66177	0	0	1	0	1	21451	2000	12	50000	22574	9	23305	5	23306	1	23307	1	22575	1																																
61497	65438	65438	66178	0	0	1	0	1	21451	2000	12	50000	22574	9	23305	5	23306	1	23307	1	22575	1																																
61498	65439	65439	66179	0	0	1	0	1	21451	2000	12	50000	22574	9	23305	4	23306	2	22575	1																																		
61499	65440	65440	66180	0	0	1	0	1	21451	2000	12	50000	22574	9	23305	4	23306	2	22575	1																																		
61540	65441	65441	66181	0	0	1	0	1	21451	2000	12	50000	22596	9	23120	5	23121	1	23122	1	22597	2																																
61541	65442	65442	66182	0	0	1	0	1	21451	2000	12	50000	22596	9	23120	5	23121	1	23122	1	22597	1																																
61542	65443	65443	66183	0	0	1	0	1	21451	2000	12	50000	22596	9	23120	5	23121	1	23122	1	22597	1																																
61543	65444	65444	66184	0	0	1	0	1	21451	2000	12	50000	22596	9	23120	4	23121	2	22597	1																																		
61544	65445	65445	66185	0	0	1	0	1	21451	2000	12	50000	22596	9	23120	4	23121	2	22597	1																																		
61545	65446	65446	66186	0	0	1	0	1	21451	2000	12	50000	22596	9	23120	5	23121	1	23122	1	22597	2																																
61546	65447	65447	66187	0	0	1	0	1	21451	2000	12	50000	22596	9	23120	5	23121	1	23122	1	22597	1																																
61547	65448	65448	66188	0	0	1	0	1	21451	2000	12	50000	22596	9	23120	5	23121	1	23122	1	22597	1																																
61548	65449	65449	66189	0	0	1	0	1	21451	2000	12	50000	22596	9	23120	4	23121	2	22597	1																																		
61549	65450	65450	66190	0	0	1	0	1	21451	2000	12	50000	22596	9	23120	4	23121	2	22597	1																																		
61550	65451	65451	66191	0	0	1	0	1	21451	2000	12	50000	22543	9	23308	5	23309	1	23310	1	22544	2																																
61551	65452	65452	66192	0	0	1	0	1	21451	2000	12	50000	22543	9	23308	5	23309	1	23310	1	22544	1																																
61552	65453	65453	66193	0	0	1	0	1	21451	2000	12	50000	22543	9	23308	5	23309	1	23310	1	22544	1																																
61553	65454	65454	66194	0	0	1	0	1	21451	2000	12	50000	22543	9	23308	4	23309	2	22544	1																																		
61554	65455	65455	66195	0	0	1	0	1	21451	2000	12	50000	22543	9	23308	4	23309	2	22544	1																																		
61555	65456	65456	66196	0	0	1	0	1	21451	2000	12	50000	22543	9	23308	5	23309	1	23310	1	22544	2																																
61556	65457	65457	66197	0	0	1	0	1	21451	2000	12	50000	22543	9	23308	5	23309	1	23310	1	22544	1																																
61557	65458	65458	66198	0	0	1	0	1	21451	2000	12	50000	22543	9	23308	5	23309	1	23310	1	22544	1																																
61558	65459	65459	66199	0	0	1	0	1	21451	2000	12	50000	22543	9	23308	4	23309	2	22544	1																																		
61559	65460	65460	66200	0	0	1	0	1	21451	2000	12	50000	22543	9	23308	4	23309	2	22544	1																																		
61500	65461	65461	66201	0	0	1	0	1	21451	2000	12	50000	22557	9	23311	5	23312	1	23313	1	22558	2																																
61501	65462	65462	66202	0	0	1	0	1	21451	2000	12	50000	22557	9	23311	5	23312	1	23313	1	22558	1																																
61502	65463	65463	66203	0	0	1	0	1	21451	2000	12	50000	22557	9	23311	5	23312	1	23313	1	22558	1																																
61503	65464	65464	66204	0	0	1	0	1	21451	2000	12	50000	22557	9	23311	4	23312	2	22558	1																																		
61504	65465	65465	66205	0	0	1	0	1	21451	2000	12	50000	22557	9	23311	4	23312	2	22558	1																																		
61505	65466	65466	66206	0	0	1	0	1	21451	2000	12	50000	22557	9	23311	5	23312	1	23313	1	22558	2																																
61506	65467	65467	66207	0	0	1	0	1	21451	2000	12	50000	22557	9	23311	5	23312	1	23313	1	22558	1																																
61507	65468	65468	66208	0	0	1	0	1	21451	2000	12	50000	22557	9	23311	5	23312	1	23313	1	22558	1																																
61508	65469	65469	66209	0	0	1	0	1	21451	2000	12	50000	22557	9	23311	4	23312	2	22558	1																																		
61509	65470	65470	66210	0	0	1	0	1	21451	2000	12	50000	22557	9	23311	4	23312	2	22558	1																																		
61380	65471	65471	66211	0	0	1	0	1	21451	2000	12	50000	22612	9	23406	5	23407	1	23408	1	22613	2																																
61381	65472	65472	66212	0	0	1	0	1	21451	2000	12	50000	22612	9	23406	5	23407	1	23408	1	22613	1																																
61382	65473	65473	66213	0	0	1	0	1	21451	2000	12	50000	22612	9	23406	5	23407	1	23408	1	22613	1																																
61383	65474	65474	66214	0	0	1	0	1	21451	2000	12	50000	22612	9	23406	4	23407	2	22613	1																																		
61384	65475	65475	66215	0	0	1	0	1	21451	2000	12	50000	22612	9	23406	4	23407	2	22613	1																																		
61385	65476	65476	66216	0	0	1	0	1	21451	2000	12	50000	22612	9	23406	5	23407	1	23408	1	22613	2																																
61386	65477	65477	66217	0	0	1	0	1	21451	2000	12	50000	22612	9	23406	5	23407	1	23408	1	22613	1																																
61387	65478	65478	66218	0	0	1	0	1	21451	2000	12	50000	22612	9	23406	5	23407	1	23408	1	22613	1																																
61388	65479	65479	66219	0	0	1	0	1	21451	2000	12	50000	22612	9	23406	4	23407	2	22613	1																																		
61389	65480	65480	66220	0	0	1	0	1	21451	2000	12	50000	22612	9	23406	4	23407	2	22613	1																																		
61470	65481	65481	66221	0	0	1	0	1	21451	2000	12	50000	22526	9	23123	5	23124	1	23125	1	22529	2																																
61471	65482	65482	66222	0	0	1	0	1	21451	2000	12	50000	22526	9	23123	5	23124	1	23125	1	22529	1																																
61472	65483	65483	66223	0	0	1	0	1	21451	2000	12	50000	22526	9	23123	5	23124	1	23125	1	22529	1																																
61473	65484	65484	66224	0	0	1	0	1	21451	2000	12	50000	22526	9	23123	4	23124	2	22529	1																																		
61474	65485	65485	66225	0	0	1	0	1	21451	2000	12	50000	22526	9	23123	4	23124	2	22529	1																																		
61475	65486	65486	66226	0	0	1	0	1	21451	2000	12	50000	22526	9	23123	5	23124	1	23125	1	22529	2																																
61476	65487	65487	66227	0	0	1	0	1	21451	2000	12	50000	22526	9	23123	5	23124	1	23125	1	22529	1																																
61477	65488	65488	66228	0	0	1	0	1	21451	2000	12	50000	22526	9	23123	5	23124	1	23125	1	22529	1																																
61478	65489	65489	66229	0	0	1	0	1	21451	2000	12	50000	22526	9	23123	4	23124	2	22529	1																																		
61479	65490	65490	66230	0	0	1	0	1	21451	2000	12	50000	22526	9	23123	4	23124	2	22529	1																																		
61660	65491	65491	66231	0	0	1	0	1	21451	2000	12	50000	22681	9	23126	5	23127	1	23128	1	22682	2																																
61661	65492	65492	66232	0	0	1	0	1	21451	2000	12	50000	22681	9	23126	5	23127	1	23128	1	22682	1																																
61662	65493	65493	66233	0	0	1	0	1	21451	2000	12	50000	22681	9	23126	5	23127	1	23128	1	22682	1																																
61663	65494	65494	66234	0	0	1	0	1	21451	2000	12	50000	22681	9	23126	4	23127	2	22682	1																																		
61664	65495	65495	66235	0	0	1	0	1	21451	2000	12	50000	22681	9	23126	4	23127	2	22682	1																																		
61665	65496	65496	66236	0	0	1	0	1	21451	2000	12	50000	22681	9	23126	5	23127	1	23128	1	22682	2																																
61666	65497	65497	66237	0	0	1	0	1	21451	2000	12	50000	22681	9	23126	5	23127	1	23128	1	22682	1																																
61667	65498	65498	66238	0	0	1	0	1	21451	2000	12	50000	22681	9	23126	5	23127	1	23128	1	22682	1																																
61668	65499	65499	66239	0	0	1	0	1	21451	2000	12	50000	22681	9	23126	4	23127	2	22682	1																																		
61669	65500	65500	66240	0	0	1	0	1	21451	2000	12	50000	22681	9	23126	4	23127	2	22682	1																																		
61670	65501	65501	66241	0	0	1	0	1	21451	2000	12	50000	22628	9	23317	5	23318	1	23319	1	22629	2																																
61671	65502	65502	66242	0	0	1	0	1	21451	2000	12	50000	22628	9	23317	5	23318	1	23319	1	22629	1																																
61672	65503	65503	66243	0	0	1	0	1	21451	2000	12	50000	22628	9	23317	5	23318	1	23319	1	22629	1																																
61673	65504	65504	66244	0	0	1	0	1	21451	2000	12	50000	22628	9	23317	4	23318	2	22629	1																																		
61674	65505	65505	66245	0	0	1	0	1	21451	2000	12	50000	22628	9	23317	4	23318	2	22629	1																																		
61675	65506	65506	66246	0	0	1	0	1	21451	2000	12	50000	22628	9	23317	5	23318	1	23319	1	22629	2																																
61676	65507	65507	66247	0	0	1	0	1	21451	2000	12	50000	22628	9	23317	5	23318	1	23319	1	22629	1																																
61677	65508	65508	66248	0	0	1	0	1	21451	2000	12	50000	22628	9	23317	5	23318	1	23319	1	22629	1																																
61678	65509	65509	66249	0	0	1	0	1	21451	2000	12	50000	22628	9	23317	4	23318	2	22629	1																																		
61679	65510	65510	66250	0	0	1	0	1	21451	2000	12	50000	22628	9	23317	4	23318	2	22629	1																																		
61530	65511	65511	66251	0	0	1	0	1	21451	2000	12	50000	22588	9	23129	5	23130	1	23131	1	22589	2																																
61531	65512	65512	66252	0	0	1	0	1	21451	2000	12	50000	22588	9	23129	5	23130	1	23131	1	22589	1																																
61532	65513	65513	66253	0	0	1	0	1	21451	2000	12	50000	22588	9	23129	5	23130	1	23131	1	22589	1																																
61533	65514	65514	66254	0	0	1	0	1	21451	2000	12	50000	22588	9	23129	4	23130	2	22589	1																																		
61534	65515	65515	66255	0	0	1	0	1	21451	2000	12	50000	22588	9	23129	4	23130	2	22589	1																																		
61535	65516	65516	66256	0	0	1	0	1	21451	2000	12	50000	22588	9	23129	5	23130	1	23131	1	22589	2																																
61536	65517	65517	66257	0	0	1	0	1	21451	2000	12	50000	22588	9	23129	5	23130	1	23131	1	22589	1																																
61537	65518	65518	66258	0	0	1	0	1	21451	2000	12	50000	22588	9	23129	5	23130	1	23131	1	22589	1																																
61538	65519	65519	66259	0	0	1	0	1	21451	2000	12	50000	22588	9	23129	4	23130	2	22589	1																																		
61539	65520	65520	66260	0	0	1	0	1	21451	2000	12	50000	22588	9	23129	4	23130	2	22589	1																																		
61340	65521	65521	66261	0	0	1	0	1	21451	2000	12	50000	22665	9	23320	5	23321	1	23322	1	22666	2																																
61341	65522	65522	66262	0	0	1	0	1	21451	2000	12	50000	22665	9	23320	5	23321	1	23322	1	22666	1																																
61342	65523	65523	66263	0	0	1	0	1	21451	2000	12	50000	22665	9	23320	5	23321	1	23322	1	22666	1																																
61343	65524	65524	66264	0	0	1	0	1	21451	2000	12	50000	22665	9	23320	4	23321	2	22666	1																																		
61344	65525	65525	66265	0	0	1	0	1	21451	2000	12	50000	22665	9	23320	4	23321	2	22666	1																																		
61345	65526	65526	66266	0	0	1	0	1	21451	2000	12	50000	22665	9	23320	5	23321	1	23322	1	22666	2																																
61346	65527	65527	66267	0	0	1	0	1	21451	2000	12	50000	22665	9	23320	5	23321	1	23322	1	22666	1																																
61347	65528	65528	66268	0	0	1	0	1	21451	2000	12	50000	22665	9	23320	5	23321	1	23322	1	22666	1																																
61348	65529	65529	66269	0	0	1	0	1	21451	2000	12	50000	22665	9	23320	4	23321	2	22666	1																																		
61349	65530	65530	66270	0	0	1	0	1	21451	2000	12	50000	22665	9	23320	4	23321	2	22666	1																																		
61650	65531	65531	66271	0	0	1	0	1	21451	2000	12	50000	22519	9	23135	5	23136	1	23137	1	22520	2																																
61651	65532	65532	66272	0	0	1	0	1	21451	2000	12	50000	22519	9	23135	5	23136	1	23137	1	22520	1																																
61652	65533	65533	66273	0	0	1	0	1	21451	2000	12	50000	22519	9	23135	5	23136	1	23137	1	22520	1																																
61653	65534	65534	66274	0	0	1	0	1	21451	2000	12	50000	22519	9	23135	4	23136	2	22520	1																																		
61654	65535	65535	66275	0	0	1	0	1	21451	2000	12	50000	22519	9	23135	4	23136	2	22520	1																																		
61655	65536	65536	66276	0	0	1	0	1	21451	2000	12	50000	22519	9	23135	5	23136	1	23137	1	22520	2																																
61656	65537	65537	66277	0	0	1	0	1	21451	2000	12	50000	22519	9	23135	5	23136	1	23137	1	22520	1																																
61657	65538	65538	66278	0	0	1	0	1	21451	2000	12	50000	22519	9	23135	5	23136	1	23137	1	22520	1																																
61658	65539	65539	66279	0	0	1	0	1	21451	2000	12	50000	22519	9	23135	4	23136	2	22520	1																																		
61659	65540	65540	66280	0	0	1	0	1	21451	2000	12	50000	22519	9	23135	4	23136	2	22520	1																																		
61740	65541	65541	66281	0	0	1	0	1	21451	2000	12	50000	22748	9	23138	5	23139	1	23140	1	22749	2																																
61741	65542	65542	66282	0	0	1	0	1	21451	2000	12	50000	22748	9	23138	5	23139	1	23140	1	22749	1																																
61742	65543	65543	66283	0	0	1	0	1	21451	2000	12	50000	22748	9	23138	5	23139	1	23140	1	22749	1																																
61743	65544	65544	66284	0	0	1	0	1	21451	2000	12	50000	22748	9	23138	4	23139	2	22749	1																																		
61744	65545	65545	66285	0	0	1	0	1	21451	2000	12	50000	22748	9	23138	4	23139	2	22749	1																																		
61745	65546	65546	66286	0	0	1	0	1	21451	2000	12	50000	22748	9	23138	5	23139	1	23140	1	22749	2																																
61746	65547	65547	66287	0	0	1	0	1	21451	2000	12	50000	22748	9	23138	5	23139	1	23140	1	22749	1																																
61747	65548	65548	66288	0	0	1	0	1	21451	2000	12	50000	22748	9	23138	5	23139	1	23140	1	22749	1																																
61748	65549	65549	66289	0	0	1	0	1	21451	2000	12	50000	22748	9	23138	4	23139	2	22749	1																																		
61749	65550	65550	66290	0	0	1	0	1	21451	2000	12	50000	22748	9	23138	4	23139	2	22749	1																																		
61780	65551	65551	66291	0	0	1	0	1	21451	2000	12	50000	22768	9	23141	5	23142	1	23143	1	22769	2																																
61781	65552	65552	66292	0	0	1	0	1	21451	2000	12	50000	22768	9	23141	5	23142	1	23143	1	22769	1																																
61782	65553	65553	66293	0	0	1	0	1	21451	2000	12	50000	22768	9	23141	5	23142	1	23143	1	22769	1																																
61783	65554	65554	66294	0	0	1	0	1	21451	2000	12	50000	22768	9	23141	4	23142	2	22769	1																																		
61784	65555	65555	66295	0	0	1	0	1	21451	2000	12	50000	22768	9	23141	4	23142	2	22769	1																																		
61785	65556	65556	66296	0	0	1	0	1	21451	2000	12	50000	22768	9	23141	5	23142	1	23143	1	22769	2																																
61786	65557	65557	66297	0	0	1	0	1	21451	2000	12	50000	22768	9	23141	5	23142	1	23143	1	22769	1																																
61787	65558	65558	66298	0	0	1	0	1	21451	2000	12	50000	22768	9	23141	5	23142	1	23143	1	22769	1																																
61788	65559	65559	66299	0	0	1	0	1	21451	2000	12	50000	22768	9	23141	4	23142	2	22769	1																																		
61789	65560	65560	66300	0	0	1	0	1	21451	2000	12	50000	22768	9	23141	4	23142	2	22769	1																																		
61910	65561	65561	66301	0	0	1	0	1	21451	2000	12	50000	22793	9	23144	5	23145	1	23146	1	22794	2																																
61911	65562	65562	66302	0	0	1	0	1	21451	2000	12	50000	22793	9	23144	5	23145	1	23146	1	22794	1																																
61912	65563	65563	66303	0	0	1	0	1	21451	2000	12	50000	22793	9	23144	5	23145	1	23146	1	22794	1																																
61913	65564	65564	66304	0	0	1	0	1	21451	2000	12	50000	22793	9	23144	4	23145	2	22794	1																																		
61914	65565	65565	66305	0	0	1	0	1	21451	2000	12	50000	22793	9	23144	4	23145	2	22794	1																																		
61915	65566	65566	66306	0	0	1	0	1	21451	2000	12	50000	22793	9	23144	5	23145	1	23146	1	22794	2																																
61916	65567	65567	66307	0	0	1	0	1	21451	2000	12	50000	22793	9	23144	5	23145	1	23146	1	22794	1																																
61917	65568	65568	66308	0	0	1	0	1	21451	2000	12	50000	22793	9	23144	5	23145	1	23146	1	22794	1																																
61918	65569	65569	66309	0	0	1	0	1	21451	2000	12	50000	22793	9	23144	4	23145	2	22794	1																																		
61919	65570	65570	66310	0	0	1	0	1	21451	2000	12	50000	22793	9	23144	4	23145	2	22794	1																																		
61770	65571	65571	66311	0	0	1	0	1	21451	2000	12	50000	22776	9	23158	5	23159	1	23160	1	22777	2																																
61771	65572	65572	66312	0	0	1	0	1	21451	2000	12	50000	22776	9	23158	5	23159	1	23160	1	22777	1																																
61772	65573	65573	66313	0	0	1	0	1	21451	2000	12	50000	22776	9	23158	5	23159	1	23160	1	22777	1																																
61773	65574	65574	66314	0	0	1	0	1	21451	2000	12	50000	22776	9	23158	4	23159	2	22777	1																																		
61774	65575	65575	66315	0	0	1	0	1	21451	2000	12	50000	22776	9	23158	4	23159	2	22777	1																																		
61775	65576	65576	66316	0	0	1	0	1	21451	2000	12	50000	22776	9	23158	5	23159	1	23160	1	22777	2																																
61776	65577	65577	66317	0	0	1	0	1	21451	2000	12	50000	22776	9	23158	5	23159	1	23160	1	22777	1																																
61777	65578	65578	66318	0	0	1	0	1	21451	2000	12	50000	22776	9	23158	5	23159	1	23160	1	22777	1																																
61778	65579	65579	66319	0	0	1	0	1	21451	2000	12	50000	22776	9	23158	4	23159	2	22777	1																																		
61779	65580	65580	66320	0	0	1	0	1	21451	2000	12	50000	22776	9	23158	4	23159	2	22777	1																																		
61810	65581	65581	66321	0	0	1	0	1	21451	2000	12	50000	22970	9	23161	5	23162	1	23163	1	22971	2																																
61811	65582	65582	66322	0	0	1	0	1	21451	2000	12	50000	22970	9	23161	5	23162	1	23163	1	22971	1																																
61812	65583	65583	66323	0	0	1	0	1	21451	2000	12	50000	22970	9	23161	5	23162	1	23163	1	22971	1																																
61813	65584	65584	66324	0	0	1	0	1	21451	2000	12	50000	22970	9	23161	4	23162	2	22971	1																																		
61814	65585	65585	66325	0	0	1	0	1	21451	2000	12	50000	22970	9	23161	4	23162	2	22971	1																																		
61815	65586	65586	66326	0	0	1	0	1	21451	2000	12	50000	22970	9	23161	5	23162	1	23163	1	22971	2																																
61816	65587	65587	66327	0	0	1	0	1	21451	2000	12	50000	22970	9	23161	5	23162	1	23163	1	22971	1																																
61817	65588	65588	66328	0	0	1	0	1	21451	2000	12	50000	22970	9	23161	5	23162	1	23163	1	22971	1																																
61818	65589	65589	66329	0	0	1	0	1	21451	2000	12	50000	22970	9	23161	4	23162	2	22971	1																																		
61819	65590	65590	66330	0	0	1	0	1	21451	2000	12	50000	22970	9	23161	4	23162	2	22971	1																																		
61950	65591	65591	66331	0	0	1	0	1	21451	2000	12	50000	23397	9	23400	5	23401	1	23402	1	23398	2																																
61951	65592	65592	66332	0	0	1	0	1	21451	2000	12	50000	23397	9	23400	5	23401	1	23402	1	23398	1																																
61952	65593	65593	66333	0	0	1	0	1	21451	2000	12	50000	23397	9	23400	5	23401	1	23402	1	23398	1																																
61953	65594	65594	66334	0	0	1	0	1	21451	2000	12	50000	23397	9	23400	4	23401	2	23398	1																																		
61954	65595	65595	66335	0	0	1	0	1	21451	2000	12	50000	23397	9	23400	4	23401	2	23398	1																																		
61955	65596	65596	66336	0	0	1	0	1	21451	2000	12	50000	23397	9	23400	5	23401	1	23402	1	23398	2																																
61956	65597	65597	66337	0	0	1	0	1	21451	2000	12	50000	23397	9	23400	5	23401	1	23402	1	23398	1																																
61957	65598	65598	66338	0	0	1	0	1	21451	2000	12	50000	23397	9	23400	5	23401	1	23402	1	23398	1																																
61958	65599	65599	66339	0	0	1	0	1	21451	2000	12	50000	23397	9	23400	4	23401	2	23398	1																																		
61959	65600	65600	66340	0	0	1	0	1	21451	2000	12	50000	23397	9	23400	4	23401	2	23398	1																																		
61930	65601	65601	66341	0	0	1	0	1	21451	2000	12	50000	23347	9	23351	5	23352	1	23353	1	23350	2																																
61931	65602	65602	66342	0	0	1	0	1	21451	2000	12	50000	23347	9	23351	5	23352	1	23353	1	23350	1																																
61932	65603	65603	66343	0	0	1	0	1	21451	2000	12	50000	23347	9	23351	5	23352	1	23353	1	23350	1																																
