#TSV
#============Begin of sheet============
@Sheet=亚种怪物武器模型ID
avatarid	partid	modelfile1	modelfile2	usecustomcolor	customcolor	texture	secondary_usecustomcolor	secondary_customcolor	secondary_texture	surfacetype	customeffect	effect_pos	effect_angle	effect_scale	effect_bone	effect_worlddir	customeffect_slave	effect_slave_pos	effect_slave_angle	effect_slave_scale	effect_slave_bone	effect_slave_worlddir
412681	4	Objects/characters/player/male/em044_pl_m_g/em044_pl_m_g_wst.chr		0	0,0,0	Objects/characters/player/male/em044_pl_m_g/em044_pl_m_g_wst.mtl	0	0,0,0		metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
512681	5	objects/characters/player/male/em044_pl_m_g/em044_pl_m_g_leg.chr		0	0,0,0	objects/characters/player/male/em044_pl_m_g/em044_pl_m_g_leg.mtl	0	0,0,0		metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
122681	1	Objects/characters/player/female/em044_pl_f_g/em044_pl_f_g_hat.chr		0	0,0,0	Objects/characters/player/female/em044_pl_f_g/em044_pl_f_g_hat.mtl	0	0,0,0		metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
222681	2	Objects/characters/player/female/em044_pl_f_g/em044_pl_f_g_arm.chr		0	0,0,0	Objects/characters/player/female/em044_pl_f_g/em044_pl_f_g_arm.mtl	0	0,0,0		metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
322681	3	Objects/characters/player/female/em044_pl_f_g/em044_pl_f_g_body.chr		0	0,0,0	Objects/characters/player/female/em044_pl_f_g/em044_pl_f_g_body.mtl	0	0,0,0		metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
422681	4	Objects/characters/player/female/em044_pl_f_g/em044_pl_f_g_wst.chr		0	0,0,0	Objects/characters/player/female/em044_pl_f_g/em044_pl_f_g_wst.mtl	0	0,0,0		metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
522681	5	objects/characters/player/female/em044_pl_f_g/em044_pl_f_g_leg.chr		0	0,0,0	objects/characters/player/female/em044_pl_f_g/em044_pl_f_g_leg.mtl	0	0,0,0		metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
111682	1	objects/characters/player/male/em021_pl_m_k/em021_pl_m_k_hat.chr		0	0,0,0	Objects/characters/player/male/em021_u02_pl_m_k/em021_u02_pl_m_k_hat.mtl	0	0,0,0		metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
211682	2	objects/characters/player/male/em021_pl_m_k/em021_pl_m_k_arm.chr		0	0,0,0	Objects/characters/player/male/em021_u02_pl_m_k/em021_u02_pl_m_k_arm.mtl	0	0,0,0		metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
311682	3	objects/characters/player/male/em021_pl_m_k/em021_pl_m_k_body.chr		0	0,0,0	Objects/characters/player/male/em021_u02_pl_m_k/em021_u02_pl_m_k_body.mtl	0	0,0,0		metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
411682	4	objects/characters/player/male/em021_pl_m_k/em021_pl_m_k_wst.chr		0	0,0,0	Objects/characters/player/male/em021_u02_pl_m_k/em021_u02_pl_m_k_wst.mtl	0	0,0,0		metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
511682	5	objects/characters/player/male/em021_pl_m_k/em021_pl_m_k_leg.chr		0	0,0,0	Objects/characters/player/male/em021_u02_pl_m_k/em021_u02_pl_m_k_leg.mtl	0	0,0,0		metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
121682	1	objects/characters/player/female/em021_pl_f_k/em021_pl_f_k_hat.chr		0	0,0,0	Objects/characters/player/female/em021_u02_pl_f_k/em021_u02_pl_f_k_hat.mtl	0	0,0,0		metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
221682	2	objects/characters/player/female/em021_pl_f_k/em021_pl_f_k_arm.chr		0	0,0,0	Objects/characters/player/female/em021_u02_pl_f_k/em021_u02_pl_f_k_arm.mtl	0	0,0,0		metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
321682	3	objects/characters/player/female/em021_pl_f_k/em021_pl_f_k_body.chr		0	0,0,0	Objects/characters/player/female/em021_u02_pl_f_k/em021_u02_pl_f_k_body.mtl	0	0,0,0		metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
421682	4	objects/characters/player/female/em021_pl_f_k/em021_pl_f_k_wst.chr		0	0,0,0	Objects/characters/player/female/em021_u02_pl_f_k/em021_u02_pl_f_k_wst.mtl	0	0,0,0		metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
521682	5	objects/characters/player/female/em021_pl_f_k/em021_pl_f_k_leg.chr		0	0,0,0	Objects/characters/player/female/em021_u02_pl_f_k/em021_u02_pl_f_k_leg.mtl	0	0,0,0		metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
112682	1	objects/characters/player/male/em021_pl_m_g/em021_pl_m_g_hat.chr		0	0,0,0	Objects/characters/player/male/em021_u02_pl_m_g/em021_u02_pl_m_g_hat.mtl	0	0,0,0		metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
212682	2	objects/characters/player/male/em021_pl_m_g/em021_pl_m_g_arm.chr		0	0,0,0	Objects/characters/player/male/em021_u02_pl_m_g/em021_u02_pl_m_g_arm.mtl	0	0,0,0		metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
312682	3	objects/characters/player/male/em021_pl_m_g/em021_pl_m_g_body.chr		0	0,0,0	Objects/characters/player/male/em021_u02_pl_m_g/em021_u02_pl_m_g_body.mtl	0	0,0,0		metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
412682	4	objects/characters/player/male/em021_pl_m_g/em021_pl_m_g_wst.chr		0	0,0,0	Objects/characters/player/male/em021_u02_pl_m_g/em021_u02_pl_m_g_wst.mtl	0	0,0,0		metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
512682	5	objects/characters/player/male/em021_pl_m_g/em021_pl_m_g_leg.chr		0	0,0,0	Objects/characters/player/male/em021_u02_pl_m_g/em021_u02_pl_m_g_leg.mtl	0	0,0,0		metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
122682	1	objects/characters/player/female/em021_pl_f_g/em021_pl_f_g_hat.chr		0	0,0,0	Objects/characters/player/female/em021_u02_pl_f_g/em021_u02_pl_f_g_hat.mtl	0	0,0,0		metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
222682	2	objects/characters/player/female/em021_pl_f_g/em021_pl_f_g_arm.chr		0	0,0,0	Objects/characters/player/female/em021_u02_pl_f_g/em021_u02_pl_f_g_arm.mtl	0	0,0,0		metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
322682	3	objects/characters/player/female/em021_pl_f_g/em021_pl_f_g_body.chr		0	0,0,0	Objects/characters/player/female/em021_u02_pl_f_g/em021_u02_pl_f_g_body.mtl	0	0,0,0		metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
422682	4	objects/characters/player/female/em021_pl_f_g/em021_pl_f_g_wst.chr		0	0,0,0	Objects/characters/player/female/em021_u02_pl_f_g/em021_u02_pl_f_g_wst.mtl	0	0,0,0		metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
522682	5	objects/characters/player/female/em021_pl_f_g/em021_pl_f_g_leg.chr		0	0,0,0	Objects/characters/player/female/em021_u02_pl_f_g/em021_u02_pl_f_g_leg.mtl	0	0,0,0		metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
111683	1	objects/characters/player/male/em039_pl_m_k/em039_pl_m_k_hat.chr		0	0,0,0	Objects/characters/player/male/em039_u01_pl_m_k/em039_u01_pl_m_k_hat.mtl	0	0,0,0		metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
211683	2	objects/characters/player/male/em039_pl_m_k/em039_pl_m_k_arm.chr		0	0,0,0	Objects/characters/player/male/em039_u01_pl_m_k/em039_u01_pl_m_k_arm.mtl	0	0,0,0		metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
311683	3	objects/characters/player/male/em039_pl_m_k/em039_pl_m_k_body.chr		0	0,0,0	Objects/characters/player/male/em039_u01_pl_m_k/em039_u01_pl_m_k_body.mtl	0	0,0,0		metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
411683	4	objects/characters/player/male/em039_pl_m_k/em039_pl_m_k_wst.chr		0	0,0,0	Objects/characters/player/male/em039_u01_pl_m_k/em039_u01_pl_m_k_wst.mtl	0	0,0,0		metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
511683	5	objects/characters/player/male/em039_pl_m_k/em039_pl_m_k_leg.chr		0	0,0,0	Objects/characters/player/male/em039_u01_pl_m_k/em039_u01_pl_m_k_leg.mtl	0	0,0,0		metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
121683	1	objects/characters/player/female/em039_pl_f_k/em039_pl_f_k_hat.chr		0	0,0,0	Objects/characters/player/female/em039_u01_pl_f_k/em039_u01_pl_f_k_hat.mtl	0	0,0,0		metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
221683	2	objects/characters/player/female/em039_pl_f_k/em039_pl_f_k_arm.chr		0	0,0,0	Objects/characters/player/female/em039_u01_pl_f_k/em039_u01_pl_f_k_arm.mtl	0	0,0,0		metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
321683	3	objects/characters/player/female/em039_pl_f_k/em039_pl_f_k_body.chr		0	0,0,0	Objects/characters/player/female/em039_u01_pl_f_k/em039_u01_pl_f_k_body.mtl	0	0,0,0		metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
421683	4	objects/characters/player/female/em039_pl_f_k/em039_pl_f_k_wst.chr		0	0,0,0	Objects/characters/player/female/em039_u01_pl_f_k/em039_u01_pl_f_k_wst.mtl	0	0,0,0		metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
521683	5	objects/characters/player/female/em039_pl_f_k/em039_pl_f_k_leg.chr		0	0,0,0	Objects/characters/player/female/em039_u01_pl_f_k/em039_u01_pl_f_k_leg.mtl	0	0,0,0		metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
112683	1	objects/characters/player/male/em039_pl_m_g/em039_pl_m_g_hat.chr		0	0,0,0	Objects/characters/player/male/em039_u01_pl_m_g/em039_u01_pl_m_g_hat.mtl	0	0,0,0		metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
212683	2	objects/characters/player/male/em039_pl_m_g/em039_pl_m_g_arm.chr		0	0,0,0	Objects/characters/player/male/em039_u01_pl_m_g/em039_u01_pl_m_g_arm.mtl	0	0,0,0		metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
312683	3	objects/characters/player/male/em039_pl_m_g/em039_pl_m_g_body.chr		0	0,0,0	Objects/characters/player/male/em039_u01_pl_m_g/em039_u01_pl_m_g_body.mtl	0	0,0,0		metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
412683	4	objects/characters/player/male/em039_pl_m_g/em039_pl_m_g_wst.chr		0	0,0,0	Objects/characters/player/male/em039_u01_pl_m_g/em039_u01_pl_m_g_wst.mtl	0	0,0,0		metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
512683	5	objects/characters/player/male/em039_pl_m_g/em039_pl_m_g_leg.chr		0	0,0,0	Objects/characters/player/male/em039_u01_pl_m_g/em039_u01_pl_m_g_leg.mtl	0	0,0,0		metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
122683	1	objects/characters/player/female/em039_pl_f_g/em039_pl_f_g_hat.chr		0	0,0,0	Objects/characters/player/female/em039_u01_pl_f_g/em039_u01_pl_f_g_hat.mtl	0	0,0,0		metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
222683	2	objects/characters/player/female/em039_pl_f_g/em039_pl_f_g_arm.chr		0	0,0,0	Objects/characters/player/female/em039_u01_pl_f_g/em039_u01_pl_f_g_arm.mtl	0	0,0,0		metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
322683	3	objects/characters/player/female/em039_pl_f_g/em039_pl_f_g_body.chr		0	0,0,0	Objects/characters/player/female/em039_u01_pl_f_g/em039_u01_pl_f_g_body.mtl	0	0,0,0		metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
422683	4	objects/characters/player/female/em039_pl_f_g/em039_pl_f_g_wst.chr		0	0,0,0	Objects/characters/player/female/em039_u01_pl_f_g/em039_u01_pl_f_g_wst.mtl	0	0,0,0		metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
522683	5	objects/characters/player/female/em039_pl_f_g/em039_pl_f_g_leg.chr		0	0,0,0	Objects/characters/player/female/em039_u01_pl_f_g/em039_u01_pl_f_g_leg.mtl	0	0,0,0		metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
111699	1	Objects/characters/player/male/em092_pl_m_k/em092_pl_m_k_hat.chr		0	0,0,0	Objects/characters/player/male/em092_pl_m_k/em092_pl_m_k_hat.mtl	0	0,0,0		metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
211699	2	Objects/characters/player/male/em092_pl_m_k/em092_pl_m_k_arm.chr		0	0,0,0	Objects/characters/player/male/em092_pl_m_k/em092_pl_m_k_arm.mtl	0	0,0,0		metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
311699	3	Objects/characters/player/male/em092_pl_m_k/em092_pl_m_k_body.chr		0	0,0,0	Objects/characters/player/male/em092_pl_m_k/em092_pl_m_k_body.mtl	0	0,0,0		metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
411699	4	Objects/characters/player/male/em092_pl_m_k/em092_pl_m_k_wst.chr		0	0,0,0	Objects/characters/player/male/em092_pl_m_k/em092_pl_m_k_wst.mtl	0	0,0,0		metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
511699	5	Objects/characters/player/male/em092_pl_m_k/em092_pl_m_k_leg.chr		0	0,0,0	Objects/characters/player/male/em092_pl_m_k/em092_pl_m_k_leg.mtl	0	0,0,0		metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
121699	1	Objects/characters/player/female/em092_pl_f_k/em092_pl_f_k_hat.chr		0	0,0,0	Objects/characters/player/female/em092_pl_f_k/em092_pl_f_k_hat.mtl	0	0,0,0		metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
221699	2	Objects/characters/player/female/em092_pl_f_k/em092_pl_f_k_arm.chr		0	0,0,0	Objects/characters/player/female/em092_pl_f_k/em092_pl_f_k_arm.mtl	0	0,0,0		metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
321699	3	Objects/characters/player/female/em092_pl_f_k/em092_pl_f_k_body.chr		0	0,0,0	Objects/characters/player/female/em092_pl_f_k/em092_pl_f_k_body.mtl	0	0,0,0		metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
421699	4	Objects/characters/player/female/em092_pl_f_k/em092_pl_f_k_wst.chr		0	0,0,0	Objects/characters/player/female/em092_pl_f_k/em092_pl_f_k_wst.mtl	0	0,0,0		metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
521699	5	Objects/characters/player/female/em092_pl_f_k/em092_pl_f_k_leg.chr		0	0,0,0	Objects/characters/player/female/em092_pl_f_k/em092_pl_f_k_leg.mtl	0	0,0,0		metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
112699	1	Objects/characters/player/male/em092_pl_m_g/em092_pl_m_g_hat.chr		0	0,0,0	Objects/characters/player/male/em092_pl_m_g/em092_pl_m_g_hat.mtl	0	0,0,0		metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
212699	2	Objects/characters/player/male/em092_pl_m_g/em092_pl_m_g_arm.chr		0	0,0,0	Objects/characters/player/male/em092_pl_m_g/em092_pl_m_g_arm.mtl	0	0,0,0		metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
312699	3	Objects/characters/player/male/em092_pl_m_g/em092_pl_m_g_body.chr		0	0,0,0	Objects/characters/player/male/em092_pl_m_g/em092_pl_m_g_body.mtl	0	0,0,0		metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
412699	4	Objects/characters/player/male/em092_pl_m_g/em092_pl_m_g_wst.chr		0	0,0,0	Objects/characters/player/male/em092_pl_m_g/em092_pl_m_g_wst.mtl	0	0,0,0		metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
512699	5	objects/characters/player/male/em092_pl_m_g/em092_pl_m_g_leg.chr		0	0,0,0	objects/characters/player/male/em092_pl_m_g/em092_pl_m_g_leg.mtl	0	0,0,0		metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
122699	1	Objects/characters/player/female/em092_pl_f_g/em092_pl_f_g_hat.chr		0	0,0,0	Objects/characters/player/female/em092_pl_f_g/em092_pl_f_g_hat.mtl	0	0,0,0		metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
222699	2	Objects/characters/player/female/em092_pl_f_g/em092_pl_f_g_arm.chr		0	0,0,0	Objects/characters/player/female/em092_pl_f_g/em092_pl_f_g_arm.mtl	0	0,0,0		metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
322699	3	Objects/characters/player/female/em092_pl_f_g/em092_pl_f_g_body.chr		0	0,0,0	Objects/characters/player/female/em092_pl_f_g/em092_pl_f_g_body.mtl	0	0,0,0		metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
422699	4	Objects/characters/player/female/em092_pl_f_g/em092_pl_f_g_wst.chr		0	0,0,0	Objects/characters/player/female/em092_pl_f_g/em092_pl_f_g_wst.mtl	0	0,0,0		metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
522699	5	objects/characters/player/female/em092_pl_f_g/em092_pl_f_g_leg.chr		0	0,0,0	objects/characters/player/female/em092_pl_f_g/em092_pl_f_g_leg.mtl	0	0,0,0		metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
111731	1	objects/characters/player/male/em025_pl_m_k/em025_pl_m_k_hat.chr		0	0,0,0	Objects/characters/player/male/em025_u02_pl_m_k/em025_u02_pl_m_k_hat.mtl	0	0,0,0		metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
211731	2	objects/characters/player/male/em025_pl_m_k/em025_pl_m_k_arm.chr		0	0,0,0	Objects/characters/player/male/em025_u02_pl_m_k/em025_u02_pl_m_k_arm.mtl	0	0,0,0		metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
311731	3	objects/characters/player/male/em025_pl_m_k/em025_pl_m_k_body.chr		0	0,0,0	Objects/characters/player/male/em025_u02_pl_m_k/em025_u02_pl_m_k_body.mtl	0	0,0,0		metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
411731	4	objects/characters/player/male/em025_pl_m_k/em025_pl_m_k_wst.chr		0	0,0,0	Objects/characters/player/male/em025_u02_pl_m_k/em025_u02_pl_m_k_wst.mtl	0	0,0,0		metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
511731	5	objects/characters/player/male/em025_pl_m_k/em025_pl_m_k_leg.chr		0	0,0,0	Objects/characters/player/male/em025_u02_pl_m_k/em025_u02_pl_m_k_leg.mtl	0	0,0,0		metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
121731	1	objects/characters/player/female/em025_pl_f_k/em025_pl_f_k_hat.chr		0	0,0,0	Objects/characters/player/female/em025_u02_pl_f_k/em025_u02_pl_f_k_hat.mtl	0	0,0,0		metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
221731	2	objects/characters/player/female/em025_pl_f_k/em025_pl_f_k_arm.chr		0	0,0,0	Objects/characters/player/female/em025_u02_pl_f_k/em025_u02_pl_f_k_arm.mtl	0	0,0,0		metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
321731	3	objects/characters/player/female/em025_pl_f_k/em025_pl_f_k_body.chr		0	0,0,0	Objects/characters/player/female/em025_u02_pl_f_k/em025_u02_pl_f_k_body.mtl	0	0,0,0		metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
421731	4	objects/characters/player/female/em025_pl_f_k/em025_pl_f_k_wst.chr		0	0,0,0	Objects/characters/player/female/em025_u02_pl_f_k/em025_u02_pl_f_k_wst.mtl	0	0,0,0		metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
521731	5	objects/characters/player/female/em025_pl_f_k/em025_pl_f_k_leg.chr		0	0,0,0	Objects/characters/player/female/em025_u02_pl_f_k/em025_u02_pl_f_k_leg.mtl	0	0,0,0		metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
112731	1	objects/characters/player/male/em025_pl_m_g/em025_pl_m_g_hat.chr		0	0,0,0	Objects/characters/player/male/em025_u02_pl_m_g/em025_u02_pl_m_g_hat.mtl	0	0,0,0		metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
212731	2	objects/characters/player/male/em025_pl_m_g/em025_pl_m_g_arm.chr		0	0,0,0	Objects/characters/player/male/em025_u02_pl_m_g/em025_u02_pl_m_g_arm.mtl	0	0,0,0		metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
312731	3	objects/characters/player/male/em025_pl_m_g/em025_pl_m_g_body.chr		0	0,0,0	Objects/characters/player/male/em025_u02_pl_m_g/em025_u02_pl_m_g_body.mtl	0	0,0,0		metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
412731	4	objects/characters/player/male/em025_pl_m_g/em025_pl_m_g_wst.chr		0	0,0,0	Objects/characters/player/male/em025_u02_pl_m_g/em025_u02_pl_m_g_wst.mtl	0	0,0,0		metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
512731	5	objects/characters/player/male/em025_pl_m_g/em025_pl_m_g_leg.chr		0	0,0,0	Objects/characters/player/male/em025_u02_pl_m_g/em025_u02_pl_m_g_leg.mtl	0	0,0,0		metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
122731	1	objects/characters/player/female/em025_pl_f_g/em025_pl_f_g_hat.chr		0	0,0,0	Objects/characters/player/female/em025_u02_pl_f_g/em025_u02_pl_f_g_hat.mtl	0	0,0,0		metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
222731	2	objects/characters/player/female/em025_pl_f_g/em025_pl_f_g_arm.chr		0	0,0,0	Objects/characters/player/female/em025_u02_pl_f_g/em025_u02_pl_f_g_arm.mtl	0	0,0,0		metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
322731	3	objects/characters/player/female/em025_pl_f_g/em025_pl_f_g_body.chr		0	0,0,0	Objects/characters/player/female/em025_u02_pl_f_g/em025_u02_pl_f_g_body.mtl	0	0,0,0		metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
422731	4	objects/characters/player/female/em025_pl_f_g/em025_pl_f_g_wst.chr		0	0,0,0	Objects/characters/player/female/em025_u02_pl_f_g/em025_u02_pl_f_g_wst.mtl	0	0,0,0		metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
522731	5	objects/characters/player/female/em025_pl_f_g/em025_pl_f_g_leg.chr		0	0,0,0	Objects/characters/player/female/em025_u02_pl_f_g/em025_u02_pl_f_g_leg.mtl	0	0,0,0		metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
111739	1	objects/characters/player/male/Em030_pl_m_k/Em030_pl_m_k_hat.chr		0	0,0,0	Objects/characters/player/male/Em030_u01_pl_m_k/Em030_u01_pl_m_k_hat.mtl	0	0,0,0		metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
211739	2	objects/characters/player/male/Em030_pl_m_k/Em030_pl_m_k_arm.chr		0	0,0,0	Objects/characters/player/male/Em030_u01_pl_m_k/Em030_u01_pl_m_k_arm.mtl	0	0,0,0		metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
311739	3	objects/characters/player/male/Em030_pl_m_k/Em030_pl_m_k_body.chr		0	0,0,0	Objects/characters/player/male/Em030_u01_pl_m_k/Em030_u01_pl_m_k_body.mtl	0	0,0,0		metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
411739	4	objects/characters/player/male/Em030_pl_m_k/Em030_pl_m_k_wst.chr		0	0,0,0	Objects/characters/player/male/Em030_u01_pl_m_k/Em030_u01_pl_m_k_wst.mtl	0	0,0,0		metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
511739	5	objects/characters/player/male/Em030_pl_m_k/Em030_pl_m_k_leg.chr		0	0,0,0	Objects/characters/player/male/Em030_u01_pl_m_k/Em030_u01_pl_m_k_leg.mtl	0	0,0,0		metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
121739	1	objects/characters/player/female/Em030_pl_f_k/Em030_pl_f_k_hat.chr		0	0,0,0	Objects/characters/player/female/Em030_u01_pl_f_k/Em030_u01_pl_f_k_hat.mtl	0	0,0,0		metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
221739	2	objects/characters/player/female/Em030_pl_f_k/Em030_pl_f_k_arm.chr		0	0,0,0	Objects/characters/player/female/Em030_u01_pl_f_k/Em030_u01_pl_f_k_arm.mtl	0	0,0,0		metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
321739	3	objects/characters/player/female/Em030_pl_f_k/Em030_pl_f_k_body.chr		0	0,0,0	Objects/characters/player/female/Em030_u01_pl_f_k/Em030_u01_pl_f_k_body.mtl	0	0,0,0		metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
421739	4	objects/characters/player/female/Em030_pl_f_k/Em030_pl_f_k_wst.chr		0	0,0,0	Objects/characters/player/female/Em030_u01_pl_f_k/Em030_u01_pl_f_k_wst.mtl	0	0,0,0		metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
521739	5	objects/characters/player/female/Em030_pl_f_k/Em030_pl_f_k_leg.chr		0	0,0,0	Objects/characters/player/female/Em030_u01_pl_f_k/Em030_u01_pl_f_k_leg.mtl	0	0,0,0		metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
112739	1	objects/characters/player/male/Em030_pl_m_g/Em030_pl_m_g_hat.chr		0	0,0,0	Objects/characters/player/male/Em030_u01_pl_m_g/Em030_u01_pl_m_g_hat.mtl	0	0,0,0		metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
212739	2	objects/characters/player/male/Em030_pl_m_g/Em030_pl_m_g_arm.chr		0	0,0,0	Objects/characters/player/male/Em030_u01_pl_m_g/Em030_u01_pl_m_g_arm.mtl	0	0,0,0		metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
312739	3	objects/characters/player/male/Em030_pl_m_g/Em030_pl_m_g_body.chr		0	0,0,0	Objects/characters/player/male/Em030_u01_pl_m_g/Em030_u01_pl_m_g_body.mtl	0	0,0,0		metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
412739	4	objects/characters/player/male/Em030_pl_m_g/Em030_pl_m_g_wst.chr		0	0,0,0	Objects/characters/player/male/Em030_u01_pl_m_g/Em030_u01_pl_m_g_wst.mtl	0	0,0,0		metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
512739	5	objects/characters/player/male/Em030_pl_m_k/Em030_pl_m_k_leg.chr		0	0,0,0	Objects/characters/player/male/Em030_u01_pl_m_k/Em030_u01_pl_m_k_leg.mtl	0	0,0,0		metal		0,0,0	0,0,0	1		0		0,0,0	0,0,0	1		0
