#TSV
#============Begin of sheet============
@Sheet=开箱子
开包物品ID	开包物品名称	消耗材料	开包时间	道具添加模式	随机物品组Min	随机物品组Max	绑定类型	重复选择物品组	物品组ID	相对概率	随机物品次数Min	随机物品次数Max
6799	119	0	0	0					
6799	122	0	0	0					
6799	125	0	0	0					
6799	128	0	0	0					
6799	131	0	0	0					
6799	134	0	0	0					
6799	137	0	0	0					
6799	140	0	0	0					
6799	143	0	0	0					
6799	146	0	0	0					
6799	149	0	0	0					
6799	152	0	0	0					
6799	155	0	0	0					
6799	158	0	0	0					
6799	161	0	0	0					
6799	164	0	0	0					
6799	167	0	0	0					
6799	170	0	0	0					
6799	173	0	0	0					
6799	176	0	0	0					
6799	179	0	0	0					
6799	187	0	0	0					
6799	190	0	0	0					
6799	193	0	0	0					
6799	196	0	0	0					
6799	199	0	0	0					
6799	202	0	0	0					
6799	205	0	0	0					
6799	208	0	0	0					
6799	235	0	0	0					
6799	238	0	0	0					
6799	241	0	0	0					
6799	247	0	0	0					
6799	4471	0	0	0					
6799	4474	0	0	0					
6800	21421	0	0	0					
6801	21422	0	0	0					
6802	21423	0	0	0					
6803	21424	0	0	0					
6804	21425	0	0	0					
6805	24958	0	0	0					
6806	15	0	0	0					
6807	1853	0	0	0					
6808	21206	0	0	0					
6809	6011	0	0	0					
6810	6001	0	0	0					
6811	1587	0	0	0					
6812	1587	0	0	0					
6813	21206	0	0	0					
6814	3232	0	0	0					
6815	40176	0	0	0					
6816	92025	0	0	0					
6817	93060	0	0	0					
6818	93065	0	0	0					
6819	1	0	0	0					
6820	15	0	0	0					
6821	21206	0	0	0					
6822	40004	0	0	0					
6825	1587	0	0	0					
6826	16001	0	0	0					
6827	40099	0	0	0					
6828	40043	0	0	0					
6829	276	0	0	0					
6830	277	0	0	0					
6835	3090	0	0	0					
6836	40142	0	0	0					
6837	40152	0	0	0					
6838	40062	0	0	0					
6839	40063	0	0	0					
6840	1587	0	0	0					
6841	1587	0	0	0					
6845	3236	0	0	0					
6846	21206	0	0	0					
6847	4863	0	0	0					
6848	40300	0	0	0					
6849	13	0	0	0					
6855	3237	0	0	0					
6856	21206	0	0	0					
6857	40043	0	0	0					
6858	40300	0	0	0					
6859	29	0	0	0					
6860	1587	0	0	0					
6865	3090	0	0	0					
6866	21206	0	0	0					
6867	1587	0	0	0					
6868	1857	0	0	0					
6869	1587	0	0	0					
6875	3236	0	0	0					
6876	21206	0	0	0					
6877	4863	0	0	0					
6878	40300	0	0	0					
6879	7	0	0	0					
6885	3237	0	0	0					
6886	21206	0	0	0					
6887	40099	0	0	0					
6888	40300	0	0	0					
6889	6	0	0	0					
6890	1587	0	0	0					
6895	3090	0	0	0					
6896	21206	0	0	0					
6897	1587	0	0	0					
6898	1861	0	0	0					
6899	1587	0	0	0					
6905	3236	0	0	0					
6906	21206	0	0	0					
6907	4863	0	0	0					
6908	40300	0	0	0					
6909	7	0	0	0					
6915	3237	0	0	0					
6916	21206	0	0	0					
6917	40143	0	0	0					
6918	40300	0	0	0					
6919	6	0	0	0					
6920	1587	0	0	0					
6925	3090	0	0	0					
6926	21206	0	0	0					
6927	24980	0	0	0					
6928	1865	0	0	0					
6929	1587	0	0	0					
6935	3236	0	0	0					
6936	21206	0	0	0					
6937	4863	0	0	0					
6938	40300	0	0	0					
6939	25	0	0	0					
6945	3237	0	0	0					
6946	21206	0	0	0					
6947	4833	0	0	0					
6948	40300	0	0	0					
6949	1845	0	0	0					
6950	1587	0	0	0					
6955	3090	0	0	0					
6956	21206	0	0	0					
6957	1587	0	0	0					
6958	40063	0	0	0					
6959	1587	0	0	0					
6965	3238	0	0	0					
6966	21206	0	0	0					
6967	4863	0	0	0					
6968	40300	0	0	0					
6969	40063	0	0	0					
6975	3238	0	0	0					
6976	21206	0	0	0					
6977	4863	0	0	0					
6978	40300	0	0	0					
6979	13	0	0	0					
6980	40063	0	0	0					
6981	1587	0	0	0					
6982	1587	0	0	0					
6985	3239	0	0	0					
6986	21206	0	0	0					
6987	1588	0	0	0					
6988	4863	0	0	0					
6989	40063	0	0	0					
6990	1587	0	0	0					
6991	1587	0	0	0					
6992	1845	0	0	0					
6995	3242	0	0	0					
6996	40018	0	0	0					
6997	40204	0	0	0					
7005	21206	0	0	0					
7006	40063	0	0	0					
7007	1	0	0	0					
7008	15	0	0	0					
7009	276	0	0	0					
7015	31	0	0	0					
7016	21094	0	0	0					
7017	40052	0	0	0					
7018	1587	0	0	0					
7019	1587	0	0	0					
7025	21206	0	0	0					
7026	21446	0	0	0					
7027	276	0	0	0					
7028	277	0	0	0					
7029	40178	0	0	0					
7035	1587	0	0	0					
7036	21094	0	0	0					
7037	40052	0	0	0					
7045	24980	0	0	0					
7046	21421	0	0	0					
7047	40043	0	0	0					
7055	1920	0	0	0					
7056	19998	0	0	0					
7057	6	0	0	0					
7058	7	0	0	0					
7059	40072	0	0	0					
7065	275	0	0	0					
7066	273	0	0	0					
7067	276	0	0	0					
7068	16001	0	0	0					
7075	21444	0	0	0					
7076	21421	0	0	0					
7077	21451	0	0	0					
7078	19994	0	0	0					
7079	15	0	0	0					
7080	21447	0	0	0					
7085	40071	0	0	0					
7086	40142	0	0	0					
7087	6101	0	0	0					
7088	6102	0	0	0					
7089	25	0	0	0					
7090	21206	0	0	0					
7095	40004	0	0	0					
7096	40125	0	0	0					
7097	2535	0	0	0					
7098	2536	0	0	0					
7105	40072	0	0	0					
7106	40057	0	0	0					
7107	1	0	0	0					
7108	40152	0	0	0					
7109	19998	0	0	0					
7115	40142	0	0	0					
7116	40143	0	0	0					
7117	40179	0	0	0					
7118	1587	0	0	0					
7119	3	0	0	0					
7120	31	0	0	0					
7125	40176	0	0	0					
7126	24958	0	0	0					
7127	40043	0	0	0					
7128	40145	0	0	0					
7129	276	0	0	0					
7130	277	0	0	0					
7135	21206	0	0	0					
7136	40063	0	0	0					
7137	3	0	0	0					
7138	31	0	0	0					
7139	277	0	0	0					
7145	21421	0	0	0					
7146	6101	0	0	0					
7147	276	0	0	0					
7148	277	0	0	0					
7149	40072	0	0	0					
7155	21206	0	0	0					
7156	1587	0	0	0					
7157	6102	0	0	0					
7158	276	0	0	0					
7159	277	0	0	0					
7160	40178	0	0	0					
7165	21444	0	0	0					
7166	21421	0	0	0					
7167	19994	0	0	0					
7168	40057	0	0	0					
7169	21447	0	0	0					
7170	40177	0	0	0					
7175	21206	0	0	0					
7176	40062	0	0	0					
7177	40063	0	0	0					
7178	6001	0	0	0					
7179	6011	0	0	0					
7185	1	0	0	0					
7186	15	0	0	0					
7187	276	0	0	0					
7188	277	0	0	0					
7189	3	0	0	0					
7195	21444	0	0	0					
7196	21421	0	0	0					
7197	19994	0	0	0					
7198	15	0	0	0					
7199	21447	0	0	0					
7205	40099	0	0	0					
7206	19995	0	0	0					
7207	21446	0	0	0					
7208	21451	0	0	0					
7209	1853	0	0	0					
7210	21447	0	0	0					
7215	21206	0	0	0					
7216	40062	0	0	0					
7217	40063	0	0	0					
7218	1	0	0	0					
7219	15	0	0	0					
7225	1	0	0	0					
7226	15	0	0	0					
7227	1857	0	0	0					
7228	1861	0	0	0					
7229	3	0	0	0					
7235	21206	0	0	0					
7236	29	0	0	0					
7237	40063	0	0	0					
7238	6	0	0	0					
7239	7	0	0	0					
7245	40204	0	0	0					
7246	21444	0	0	0					
7247	3	0	0	0					
7248	31	0	0	0					
7249	40177	0	0	0					
7250	760210	0	0	0					
7251	760220	0	0	0					
7252	760230	0	0	0					
7253	760240	0	0	0					
7254	760250	0	0	0					
7255	760211	0	0	0					
7256	760221	0	0	0					
7257	760231	0	0	0					
7258	760241	0	0	0					
7259	760251	0	0	0					
7260	764610	0	0	0					
7261	764620	0	0	0					
7262	764630	0	0	0					
7263	764640	0	0	0					
7264	764650	0	0	0					
7265	764611	0	0	0					
7266	764621	0	0	0					
7267	764631	0	0	0					
7268	764641	0	0	0					
7269	764651	0	0	0					
7270	774610	0	0	0					
7271	774620	0	0	0					
7272	774630	0	0	0					
7273	774640	0	0	0					
7274	774650	0	0	0					
7275	774611	0	0	0					
7276	774621	0	0	0					
7277	774631	0	0	0					
7278	774641	0	0	0					
7279	774651	0	0	0					
7280	774613	0	0	0					
7281	774623	0	0	0					
7282	774633	0	0	0					
7283	774643	0	0	0					
7284	774653	0	0	0					
7285	21206	0	0	0					
7286	40063	0	0	0					
7287	1	0	0	0					
7288	15	0	0	0					
7289	277	0	0	0					
7290	21206	0	0	0					
7291	40143	0	0	0					
7292	405	0	0	0					
7293	21447	0	0	0					
7294	21421	0	0	0					
7295	16001	0	0	0					
7296	276	0	0	0					
7297	277	0	0	0					
7298	1587	0	0	0					
7299	21422	0	0	0					
7300	16001	0	0	0					
7301	276	0	0	0					
7302	277	0	0	0					
7303	1587	0	0	0					
7304	21422	0	0	0					
7305	19994	0	0	0					
7306	1857	0	0	0					
7307	1861	0	0	0					
7308	1587	0	0	0					
7309	3094	0	0	0					
7310	21206	0	0	0					
7311	1587	0	0	0					
7312	1857	0	0	0					
7313	1587	0	0	0					
7314	24980	0	0	0					
7315	21206	0	0	0					
7316	40300	0	0	0					
7317	21206	0	0	0					
7318	405	0	0	0					
7319	21206	0	0	0					
7320	1587	0	0	0					
7321	21206	0	0	0					
7322	21421	0	0	0					
7323	21206	0	0	0					
7324	395	0	0	0					
7325	21206	0	0	0					
7326	21444	0	0	0					
7327	3	0	0	0					
7328	30	0	0	0					
7329	1587	0	0	0					
7330	1587	0	0	0					
7331	19994	0	0	0					
7332	19995	0	0	0					
7333	4833	0	0	0					
7334	4863	0	0	0					
7335	443	0	0	0					
7336	3250	0	0	0					
7337	81008	0	0	0					
7338	21446	0	0	0					
7339	21444	0	0	0					
7340	21454	0	0	0					
7341	1587	0	0	0					
7342	4833	0	0	0					
7343	40143	0	0	0					
7344	21206	0	0	0					
7345	19998	0	0	0					
7346	25120	0	0	0					
7347	40100	0	0	0					
7348	21206	0	0	0					
7349	19998	0	0	0					
7350	25120	0	0	0					
7351	40100	0	0	0					
7352	21206	0	0	0					
7353	19998	0	0	0					
7354	25120	0	0	0					
7355	40100	0	0	0					
7356	21206	0	0	0					
7357	19998	0	0	0					
7358	25120	0	0	0					
7359	40100	0	0	0					
7360	21206	0	0	0					
7361	19998	0	0	0					
7362	25120	0	0	0					
7363	40100	0	0	0					
7364	21206	0	0	0					
7365	19998	0	0	0					
7366	25120	0	0	0					
7367	40100	0	0	0					
7368	21206	0	0	0					
7369	19998	0	0	0					
7370	25120	0	0	0					
7371	40100	0	0	0					
7372	21206	0	0	0					
7373	19998	0	0	0					
7374	25120	0	0	0					
7375	40100	0	0	0					
7376	21206	0	0	0					
7377	19998	0	0	0					
7378	25120	0	0	0					
7379	40100	0	0	0					
7380	21206	0	0	0					
7381	21421	0	0	0					
7382	24980	0	0	0					
7383	21455	0	0	0					
7384	21206	0	0	0					
7385	21421	0	0	0					
7386	24980	0	0	0					
7387	21455	0	0	0					
7388	21206	0	0	0					
7389	21422	0	0	0					
7390	24980	0	0	0					
7391	21455	0	0	0					
7392	21206	0	0	0					
7393	21422	0	0	0					
7394	24980	0	0	0					
7395	21455	0	0	0					
7396	21206	0	0	0					
7397	21423	0	0	0					
7398	24980	0	0	0					
7399	21455	0	0	0					
7400	21206	0	0	0					
7401	21423	0	0	0					
7402	24980	0	0	0					
7403	21458	0	0	0					
7404	21206	0	0	0					
7405	21424	0	0	0					
7406	24980	0	0	0					
7407	21458	0	0	0					
7408	21206	0	0	0					
7409	21424	0	0	0					
7410	24980	0	0	0					
7411	21458	0	0	0					
7412	21206	0	0	0					
7413	21425	0	0	0					
7414	24980	0	0	0					
7415	21458	0	0	0					
7416	775811	0	0	0					
7417	1587	0	0	0					
7418	1853	0	0	0					
7419	405	0	0	0					
7420	21457	0	0	0					
7421	80300	0	0	0					
7422	80300	0	0	0					
7423	775911	0	0	0					
7424	1587	0	0	0					
7425	1853	0	0	0					
7426	405	0	0	0					
7427	80300	0	0	0					
7428	21454	0	0	0					
7429	21457	0	0	0					
7429	0	0	0	0					
7430	80300	0	0	0					
7430	0	0	0	0					
7431	21454	0	0	0					
7431	21454	0	0	0					
7432	771313	0	0	0					
7433	40178	0	0	0					
7434	21206	0	0	0					
7435	22225	0	0	0					
7435	22226	0	0	0					
7435	22227	0	0	0					
7435	22228	0	0	0					
7435	22229	0	0	0					
7435	22230	0	0	0					
7436	3284	0	0	0					
7437	3285	0	0	0					
7438	21206	0	0	0					
7439	24980	0	0	0					
7439	0	0	0	0					
7440	1587	0	0	0					
7440	1587	0	0	0					
7440	1587	0	0	0					
7440	40152	0	0	0					
7440	40099	0	0	0					
7440	21421	0	0	0					
7440	21422	0	0	0					
7440	21423	0	0	0					
7440	21424	0	0	0					
7440	24980	0	0	0					
7441	1587	0	0	0					
7441	1587	0	0	0					
7442	21206	0	0	0					
7442	19998	0	0	0					
7442	3	0	0	0					
7442	31	0	0	0					
7443	776911	0	0	0					
7443	777011	0	0	0					
7443	21206	0	0	0					
7443	21206	0	0	0					
7443	21447	0	0	0					
7443	21454	0	0	0					
7443	21454	0	0	0					
7443	776913	0	0	0					
7443	777013	0	0	0					
7444	40018	0	0	0					
7445	776413	0	0	0					
7446	21455	0	0	0					
7447	21206	0	0	0					
7448	21421	0	0	0					
7449	19995	0	0	0					
7450	40057	0	0	0					
7451	21447	0	0	0					
7452	40176	0	0	0					
7453	19994	0	0	0					
7454	40043	0	0	0					
7455	40099	0	0	0					
7456	1857	0	0	0					
7457	1861	0	0	0					
7458	6	0	0	0					
7459	7	0	0	0					
7460	1587	0	0	0					
7461	40062	0	0	0					
7462	24958	0	0	0					
7463	40145	0	0	0					
7464	29	0	0	0					
7511	75011	0	0	0					
7512	75012	0	0	0					
7513	75013	0	0	0					
7514	75014	0	0	0					
7515	75015	0	0	0					
7516	82501	0	0	0					
7521	75021	0	0	0					
7522	75022	0	0	0					
7523	75023	0	0	0					
7524	75024	0	0	0					
7525	75025	0	0	0					
7526	82502	0	0	0					
7531	75031	0	0	0					
7532	75032	0	0	0					
7533	75033	0	0	0					
7534	75034	0	0	0					
7535	75035	0	0	0					
7536	82503	0	0	0					
7541	75041	0	0	0					
7542	75042	0	0	0					
7543	75043	0	0	0					
7544	75044	0	0	0					
7545	75045	0	0	0					
7546	82504	0	0	0					
7551	75051	0	0	0					
7552	75052	0	0	0					
7553	75053	0	0	0					
7554	75054	0	0	0					
7555	75055	0	0	0					
7556	82505	0	0	0					
7561	75061	0	0	0					
7562	75062	0	0	0					
7563	75063	0	0	0					
7564	75064	0	0	0					
7565	75065	0	0	0					
7566	82506	0	0	0					
7571	75071	0	0	0					
7572	75072	0	0	0					
7573	75073	0	0	0					
7574	75074	0	0	0					
7575	75075	0	0	0					
7576	82507	0	0	0					
7581	75081	0	0	0					
7582	75082	0	0	0					
7583	75083	0	0	0					
7584	75084	0	0	0					
7585	75085	0	0	0					
7586	82508	0	0	0					
7591	75091	0	0	0					
7592	75092	0	0	0					
7593	75093	0	0	0					
7594	75094	0	0	0					
7595	75095	0	0	0					
7596	82509	0	0	0					
7601	75101	0	0	0					
7602	75102	0	0	0					
7603	75103	0	0	0					
7604	75104	0	0	0					
7605	75105	0	0	0					
7606	82510	0	0	0					
7611	75111	0	0	0					
7612	75112	0	0	0					
7613	75113	0	0	0					
7614	75114	0	0	0					
7615	75115	0	0	0					
7616	82511	0	0	0					
7621	75121	0	0	0					
7622	75122	0	0	0					
7623	75123	0	0	0					
7624	75124	0	0	0					
7625	75125	0	0	0					
7626	82512	0	0	0					
7631	75131	0	0	0					
7632	75132	0	0	0					
7633	75133	0	0	0					
7634	75134	0	0	0					
7635	75135	0	0	0					
7636	82513	0	0	0					
7641	75141	0	0	0					
7642	75142	0	0	0					
7643	75143	0	0	0					
7644	75144	0	0	0					
7645	75145	0	0	0					
7646	82514	0	0	0					
7651	75151	0	0	0					
7652	75152	0	0	0					
7653	75153	0	0	0					
7654	75154	0	0	0					
7655	75155	0	0	0					
7656	82515	0	0	0					
7661	75161	0	0	0					
7662	75162	0	0	0					
7663	75163	0	0	0					
7664	75164	0	0	0					
7665	75165	0	0	0					
7666	82516	0	0	0					
7671	75171	0	0	0					
7672	75172	0	0	0					
7673	75173	0	0	0					
7674	75174	0	0	0					
7675	75175	0	0	0					
7676	82517	0	0	0					
7681	75181	0	0	0					
7682	75182	0	0	0					
7683	75183	0	0	0					
7684	75184	0	0	0					
7685	75185	0	0	0					
7686	82518	0	0	0					
7691	75191	0	0	0					
7692	75192	0	0	0					
7693	75193	0	0	0					
7694	75194	0	0	0					
7695	75195	0	0	0					
7696	82519	0	0	0					
7697	1587	0	0	0					
7698	25120	0	0	0					
7699	21454	0	0	0					
7711	75201	0	0	0					
7712	75202	0	0	0					
7713	75203	0	0	0					
7714	75204	0	0	0					
7715	75205	0	0	0					
7716	82520	0	0	0					
7717	3479	0	0	0					
7718	3480	0	0	0					
7719	289	0	0	0					
7719	48	0	0	0					
7719	40043	0	0	0					
7719	1857	0	0	0					
7719	405	0	0	0					
7719	1587	0	0	0					
7719	24980	0	0	0					
7719	21206	0	0	0					
7719	4863	0	0	0					
7719	405103	0	0	0					
7719	405023	0	0	0					
7720	777113	0	0	0					
7721	777123	0	0	0					
7722	777133	0	0	0					
7723	777143	0	0	0					
7724	777153	0	0	0					
7725	92128	0	0	0					
7726	93323	0	0	0					
7727	93328	0	0	0					
7728	21206	0	0	0					
7729	405	0	0	0					
7730	21206	0	0	0					
7731	405	0	0	0					
7732	21206	0	0	0					
7733	405	0	0	0					
7734	21206	0	0	0					
7735	405	0	0	0					
7736	21206	0	0	0					
7737	21466	0	0	0					
7738	21206	0	0	0					
7739	21465	0	0	0					
7740	21206	0	0	0					
7741	2701	0	0	0					
7741	2702	0	0	0					
7741	2703	0	0	0					
7741	2704	0	0	0					
7741	2705	0	0	0					
7741	2706	0	0	0					
7741	2707	0	0	0					
7741	2708	0	0	0					
7741	2709	0	0	0					
7741	2710	0	0	0					
7741	2711	0	0	0					
7741	2712	0	0	0					
7741	2713	0	0	0					
7741	2714	0	0	0					
7741	2715	0	0	0					
7741	2716	0	0	0					
7741	2717	0	0	0					
7741	2718	0	0	0					
7741	2719	0	0	0					
7741	2720	0	0	0					
7741	2721	0	0	0					
7741	2722	0	0	0					
7741	2723	0	0	0					
7741	2724	0	0	0					
7741	2725	0	0	0					
7741	2726	0	0	0					
7741	2727	0	0	0					
7741	2728	0	0	0					
7741	2729	0	0	0					
7741	2730	0	0	0					
7741	2731	0	0	0					
7741	2732	0	0	0					
7741	2733	0	0	0					
7741	2734	0	0	0					
7741	2735	0	0	0					
7741	2736	0	0	0					
7741	2737	0	0	0					
7741	2738	0	0	0					
7742	21206	0	0	0					
7743	2701	0	0	0					
7743	2702	0	0	0					
7743	2703	0	0	0					
7743	2704	0	0	0					
7743	2705	0	0	0					
7743	2706	0	0	0					
7743	2707	0	0	0					
7743	2708	0	0	0					
7743	2709	0	0	0					
7743	2710	0	0	0					
7743	2711	0	0	0					
7743	2712	0	0	0					
7743	2713	0	0	0					
7743	2714	0	0	0					
7743	2715	0	0	0					
7743	2716	0	0	0					
7743	2717	0	0	0					
7743	2718	0	0	0					
7743	2719	0	0	0					
7743	2720	0	0	0					
7743	2721	0	0	0					
7743	2722	0	0	0					
7743	2723	0	0	0					
7743	2724	0	0	0					
7743	2725	0	0	0					
7743	2726	0	0	0					
7743	2727	0	0	0					
7743	2728	0	0	0					
7743	2729	0	0	0					
7743	2730	0	0	0					
7743	2731	0	0	0					
7743	2732	0	0	0					
7743	2733	0	0	0					
7743	2734	0	0	0					
7743	2735	0	0	0					
7743	2736	0	0	0					
7743	2737	0	0	0					
7743	2738	0	0	0					
7744	3578	0	0	0					
7744	3582	0	0	0					
7744	3586	0	0	0					
7744	3594	0	0	0					
7744	3602	0	0	0					
7744	3606	0	0	0					
7744	3610	0	0	0					
7744	3630	0	0	0					
7744	3634	0	0	0					
7744	3638	0	0	0					
7744	3642	0	0	0					
7744	3646	0	0	0					
7744	3650	0	0	0					
7744	3654	0	0	0					
7744	3658	0	0	0					
7744	3662	0	0	0					
7744	3666	0	0	0					
7744	3671	0	0	0					
7744	3681	0	0	0					
7744	3686	0	0	0					
7744	3691	0	0	0					
7744	3696	0	0	0					
7744	3701	0	0	0					
7744	3711	0	0	0					
7744	3716	0	0	0					
7744	3721	0	0	0					
7744	3726	0	0	0					
7744	3731	0	0	0					
7744	3736	0	0	0					
7744	3741	0	0	0					
7744	3756	0	0	0					
7744	3761	0	0	0					
7744	3766	0	0	0					
7744	3771	0	0	0					
7744	3776	0	0	0					
7744	3786	0	0	0					
7744	3791	0	0	0					
7744	3796	0	0	0					
7744	3800	0	0	0					
7745	21206	0	0	0					
7746	3578	0	0	0					
7746	3582	0	0	0					
7746	3586	0	0	0					
7746	3594	0	0	0					
7746	3602	0	0	0					
7746	3606	0	0	0					
7746	3610	0	0	0					
7746	3630	0	0	0					
7746	3634	0	0	0					
7746	3638	0	0	0					
7746	3642	0	0	0					
7746	3646	0	0	0					
7746	3650	0	0	0					
7746	3654	0	0	0					
7746	3658	0	0	0					
7746	3662	0	0	0					
7746	3666	0	0	0					
7746	3671	0	0	0					
7746	3681	0	0	0					
7746	3686	0	0	0					
7746	3691	0	0	0					
7746	3696	0	0	0					
7746	3701	0	0	0					
7746	3711	0	0	0					
7746	3716	0	0	0					
7746	3721	0	0	0					
7746	3726	0	0	0					
7746	3731	0	0	0					
7746	3736	0	0	0					
7746	3741	0	0	0					
7746	3756	0	0	0					
7746	3761	0	0	0					
7746	3766	0	0	0					
7746	3771	0	0	0					
7746	3776	0	0	0					
7746	3786	0	0	0					
7746	3791	0	0	0					
7746	3796	0	0	0					
7746	3800	0	0	0					
7747	21206	0	0	0					
7748	25	0	0	0					
7749	3	0	0	0					
7750	31	0	0	0					
7751	30	0	0	0					
7752	16001	0	0	0					
7753	2701	0	0	0					
7753	2702	0	0	0					
7753	2703	0	0	0					
7753	2704	0	0	0					
7753	2705	0	0	0					
7753	2706	0	0	0					
7753	2707	0	0	0					
7753	2708	0	0	0					
7753	2709	0	0	0					
7753	2710	0	0	0					
7753	2711	0	0	0					
7753	2712	0	0	0					
7753	2713	0	0	0					
7753	2714	0	0	0					
7753	2715	0	0	0					
7753	2716	0	0	0					
7753	2717	0	0	0					
7753	2718	0	0	0					
7753	2719	0	0	0					
7753	2720	0	0	0					
7753	2721	0	0	0					
7753	2722	0	0	0					
7753	2723	0	0	0					
7753	2724	0	0	0					
7753	2725	0	0	0					
7753	2726	0	0	0					
7753	2727	0	0	0					
7753	2728	0	0	0					
7753	2729	0	0	0					
7753	2730	0	0	0					
7753	2731	0	0	0					
7753	2732	0	0	0					
7753	2733	0	0	0					
7753	2734	0	0	0					
7753	2735	0	0	0					
7753	2736	0	0	0					
7753	2737	0	0	0					
7753	2738	0	0	0					
7754	3578	0	0	0					
7754	3582	0	0	0					
7754	3586	0	0	0					
7754	3594	0	0	0					
7754	3602	0	0	0					
7754	3606	0	0	0					
7754	3610	0	0	0					
7754	3630	0	0	0					
7754	3634	0	0	0					
7754	3638	0	0	0					
7754	3642	0	0	0					
7754	3646	0	0	0					
7754	3650	0	0	0					
7754	3654	0	0	0					
7754	3658	0	0	0					
7754	3662	0	0	0					
7754	3666	0	0	0					
7754	3671	0	0	0					
7754	3681	0	0	0					
7754	3686	0	0	0					
7754	3691	0	0	0					
7754	3696	0	0	0					
7754	3701	0	0	0					
7754	3711	0	0	0					
7754	3716	0	0	0					
7754	3721	0	0	0					
7754	3726	0	0	0					
7754	3731	0	0	0					
7754	3736	0	0	0					
7754	3741	0	0	0					
7754	3756	0	0	0					
7754	3761	0	0	0					
7754	3766	0	0	0					
7754	3771	0	0	0					
7754	3776	0	0	0					
7754	3786	0	0	0					
7754	3791	0	0	0					
7754	3796	0	0	0					
7754	3800	0	0	0					
7755	21447	0	0	0					
7756	21454	0	0	0					
7757	25100	0	0	0					
7758	58122	0	0	0					
7758	57122	0	0	0					
7758	53132	0	0	0					
7758	52136	0	0	0					
7758	50132	0	0	0					
7758	51132	0	0	0					
7758	54132	0	0	0					
7758	59132	0	0	0					
7758	55132	0	0	0					
7758	56122	0	0	0					
7759	13	0	0	0					
7760	40063	0	0	0					
7761	21206	0	0	0					
7762	1	0	0	0					
7763	15	0	0	0					
7764	40300	0	0	0					
7765	21206	0	0	0					
7766	21451	0	0	0					
7767	1853	0	0	0					
7768	19994	0	0	0					
7769	19995	0	0	0					
7770	21466	0	0	0					
7771	25	0	0	0					
7772	29	0	0	0					
7773	40043	0	0	0					
7774	1587	0	0	0					
7775	1587	0	0	0					
7776	31	0	0	0					
7777	21094	0	0	0					
7778	40052	0	0	0					
7779	395	0	0	0					
7780	1587	0	0	0					
7781	21466	0	0	0					
7782	21465	0	0	0					
7783	21462	0	0	0					
7784	21451	0	0	0					
7785	21454	0	0	0					
7786	763410	0	0	0					
7787	763420	0	0	0					
7788	763430	0	0	0					
7789	763440	0	0	0					
7790	763450	0	0	0					
7791	24980	0	0	0					
7792	1587	0	0	0					
7793	19998	0	0	0					
7794	24958	0	0	0					
7795	40043	0	0	0					
7796	6101	0	0	0					
7797	6102	0	0	0					
7798	276	0	0	0					
7799	40062	0	0	0					
7800	40142	0	0	0					
7801	21447	0	0	0					
7802	40177	0	0	0					
7803	40274	0	0	0					
7804	1587	0	0	0					
7805	21206	0	0	0					
7806	29	0	0	0					
7807	1447	0	0	0					
7808	21206	0	0	0					
7809	1447	0	0	0					
7810	25100	0	0	0					
7811	21206	0	0	0					
7812	1587	0	0	0					
7813	1447	0	0	0					
7814	21206	0	0	0					
7815	1587	0	0	0					
7816	21206	0	0	0					
7817	24980	0	0	0					
7818	1447	0	0	0					
7819	21206	0	0	0					
7820	21454	0	0	0					
7821	1447	0	0	0					
7822	21206	0	0	0					
7823	19998	0	0	0					
7824	21206	0	0	0					
7825	21465	0	0	0					
7826	1447	0	0	0					
7827	21206	0	0	0					
7828	24980	0	0	0					
7829	21206	0	0	0					
7830	1587	0	0	0					
7831	1447	0	0	0					
7832	21206	0	0	0					
7833	21465	0	0	0					
7834	1447	0	0	0					
7835	21206	0	0	0					
7836	21465	0	0	0					
7837	1447	0	0	0					
7838	1448	0	0	0					
7839	777813	0	0	0					
7840	777823	0	0	0					
7841	777833	0	0	0					
7842	777843	0	0	0					
7843	777853	0	0	0					
7844	1432	0	0	0					
7845	1432	0	0	0					
7846	777613	0	0	0					
7847	777623	0	0	0					
7848	777633	0	0	0					
7849	777643	0	0	0					
7850	777653	0	0	0					
7851	413223	0	0	0					
7852	40018	0	0	0					
7853	777713	0	0	0					
7854	777723	0	0	0					
7855	777733	0	0	0					
7856	777743	0	0	0					
7857	777753	0	0	0					
7858	3671	0	0	0					
7859	3701	0	0	0					
7860	3691	0	0	0					
7861	3672	0	0	0					
7862	3702	0	0	0					
7863	3692	0	0	0					
7900	22578	0	0	0					
7900	22579	0	0	0					
7900	22580	0	0	0					
7900	22581	0	0	0					
7900	22582	0	0	0					
7900	22583	0	0	0					
7901	22475	0	0	0					
7901	22476	0	0	0					
7901	22477	0	0	0					
7901	22478	0	0	0					
7901	22479	0	0	0					
7901	22480	0	0	0					
7901	22481	0	0	0					
7902	22547	0	0	0					
7902	22548	0	0	0					
7902	22549	0	0	0					
7902	22550	0	0	0					
7902	22551	0	0	0					
7902	22552	0	0	0					
7903	22531	0	0	0					
7903	22532	0	0	0					
7903	22533	0	0	0					
7903	22534	0	0	0					
7903	22535	0	0	0					
7903	22536	0	0	0					
7903	22537	0	0	0					
7903	22538	0	0	0					
7904	22488	0	0	0					
7904	22489	0	0	0					
7904	22490	0	0	0					
7904	22491	0	0	0					
7904	22492	0	0	0					
7904	22493	0	0	0					
