#TSV
#============Begin of sheet============
@Sheet=VIP保底奖励策略
VIP奖励索引ID	道具ID	道具名称	道具数量	相对概率	对应关卡	绑定类型
4	19998	1	1		2	2000
4	21454	2	2		2	10000
5	21444	1	2		3	0
5	21444	1	1		3	0
5	21444	1	1		3	0
5	19994	1	1		2	10000
5	1587	4	4		2	1500
5	1123	2	3	1	2	10000
5	21451	1	1		2	10000
5	19998	1	1		2	2000
5	21454	2	2		2	10000
6	21446	1	1		3	0
6	21446	1	1		3	0
6	19994	1	1		2	10000
6	1587	4	4		2	1500
6	1123	2	3	1	2	10000
6	21451	1	1		2	10000
6	19998	1	1		2	2000
6	21454	2	2		2	10000
7	21446	1	2		3	0
7	21446	1	1		3	0
7	21446	1	1		3	0
7	19994	1	1		2	10000
7	1587	4	4		2	1500
7	1123	2	3	1	2	10000
7	21451	1	1		2	10000
7	19998	1	1		2	2000
7	21454	2	2		2	10000
8	21446	1	2		3	0
8	21446	1	1		3	0
8	21446	1	1		3	0
8	19994	1	1		2	10000
8	1587	4	4		2	1500
8	1123	2	3	1	2	10000
8	21451	1	1		2	10000
8	19998	1	1		2	2000
8	21454	2	2		2	10000
9	21446	1	2		3	0
9	21446	1	1		3	0
9	21446	1	1		3	0
9	19994	1	1		2	10000
9	1587	4	4		2	1500
9	1123	2	3	1	2	10000
9	21451	1	1		2	10000
9	19998	1	1		2	2000
9	21454	2	2		2	10000
10	21446	1	2		3	0
10	21446	1	1		3	0
10	21446	1	1		3	0
10	19994	1	1		2	10000
10	1587	4	4		2	1500
10	1123	2	3	1	2	10000
10	21451	1	1		2	10000
10	19998	1	1		2	2000
10	21454	2	2		2	10000
11	21444	1	1		3	0
11	21444	1	1		3	0
11	19995	1	1		2	10000
11	1587	4	4		2	1500
11	1123	2	3	1	2	10000
11	21451	1	1		2	10000
11	19998	1	1		2	2000
11	21454	2	2		2	10000
12	1121	1	2	1	2	10000
13	1122	1	2	1	2	10000
14	1121	2	3	1	2	10000
15	16001	1	1		2	2000
15	1122	2	3	1	2	10000
16	1121	1	2	1	2	10000
16	1102	1	1	1	2	10000
17	1122	1	2	1	2	10000
17	1103	1	1	1	2	10000
18	1122	1	2	1	2	10000
18	1103	1	1	1	2	10000
19	1301	1	1	1	3	3000
19	19998	1	1		2	1000
19	1304	8	8	1	2	10000
21	1004	1	1	1	3	10000
22	1303	1	1	1	3	10000
22	1304	16	16	1	2	10000
23	2667	10	10		2	10000
23	1201	1	1	1	2	10000
23	2575	3	3		2	10000
23	1202	3	3	1	0	10000
23	21451	1	1		2	10000
23	19998	1	1		2	2000
23	21454	2	2		2	10000
24	2668	10	10		2	10000
24	1201	1	1	1	2	10000
24	2576	3	3		2	10000
24	1202	3	3	1	0	10000
24	21451	1	1		2	10000
24	19998	1	1		2	2000
24	21454	2	2		2	10000
25	2669	10	10		2	10000
25	1201	1	1	1	2	10000
25	2577	3	3		2	10000
25	1202	3	3	1	0	10000
25	21451	1	1		2	10000
25	19998	1	1		2	2000
25	21454	2	2		2	10000
26	2670	10	10		2	10000
26	1201	1	1	1	2	10000
26	2578	3	3		2	10000
26	1202	3	3	1	0	10000
26	21451	1	1		2	10000
26	19998	1	1		2	2000
26	21454	2	2		2	10000
27	2671	10	10		2	10000
27	1201	1	1	1	2	10000
27	2579	3	3		2	10000
27	1202	3	3	1	0	10000
27	21451	1	1		2	10000
27	19998	1	1		2	2000
27	21454	2	2		2	10000
28	2667	15	15		2	10000
28	1201	3	3	1	2	10000
28	2575	3	3		2	10000
28	2580	3	3		2	10000
28	1203	3	3	1	0	10000
28	21451	1	1		2	10000
28	19998	1	1		2	2000
28	21454	2	2		2	10000
29	2668	15	15		2	10000
29	1201	3	3	1	2	10000
29	2576	3	3		2	10000
29	2581	3	3		2	10000
29	1203	3	3	1	0	10000
29	21451	1	1		2	10000
29	19998	1	1		2	2000
29	21454	2	2		2	10000
30	2669	15	15		2	10000
30	1201	3	3	1	2	10000
30	2577	3	3		2	10000
30	2582	3	3		2	10000
30	1203	3	3	1	0	10000
30	21451	1	1		2	10000
30	19998	1	1		2	2000
30	21454	2	2		2	10000
31	2670	15	15		2	10000
31	1201	3	3	1	2	10000
31	2578	3	3		2	10000
31	2583	3	3		2	10000
31	1203	3	3	1	0	10000
31	21451	1	1		2	10000
31	19998	1	1		2	2000
31	21454	2	2		2	10000
32	2671	15	15		2	10000
32	1201	3	3	1	2	10000
32	2579	3	3		2	10000
32	2584	3	3		2	10000
32	1203	3	3	1	0	10000
32	21451	1	1		2	10000
32	19998	1	1		2	2000
32	21454	2	2		2	10000
33	2667	20	20		2	10000
33	1201	6	6	1	2	10000
33	2575	3	3		2	10000
33	2580	3	3		2	10000
33	2585	3	3		2	10000
33	1204	3	3	1	0	10000
33	21451	1	1		2	10000
33	19998	1	1		2	2000
33	21454	2	2		2	10000
34	2668	20	20		2	10000
34	1201	6	6	1	2	10000
34	2576	3	3		2	10000
34	2581	3	3		2	10000
34	2586	3	3		2	10000
34	1204	3	3	1	0	10000
34	21451	1	1		2	10000
34	19998	1	1		2	2000
34	21454	2	2		2	10000
35	2669	20	20		2	10000
35	1201	6	6	1	2	10000
35	2577	3	3		2	10000
35	2582	3	3		2	10000
35	2587	3	3		2	10000
35	1204	3	3	1	0	10000
35	21451	1	1		2	10000
35	19998	1	1		2	2000
35	21454	2	2		2	10000
36	2670	20	20		2	10000
36	1201	6	6	1	2	10000
36	2578	3	3		2	10000
36	2583	3	3		2	10000
36	2588	3	3		2	10000
36	1204	3	3	1	0	10000
36	21451	1	1		2	10000
36	19998	1	1		2	2000
36	21454	2	2		2	10000
37	2671	20	20		2	10000
37	1201	6	6	1	2	10000
37	2579	3	3		2	10000
37	2584	3	3		2	10000
37	2589	3	3		2	10000
37	1204	3	3	1	0	10000
37	21451	1	1		2	10000
37	19998	1	1		2	2000
37	21454	2	2		2	10000
38	2667	25	25		2	10000
38	1201	10	10	1	2	10000
38	2575	3	3		2	10000
38	2580	3	3		2	10000
38	2585	3	3		2	10000
38	2590	3	3		2	10000
38	1205	3	3	1	0	10000
38	21451	1	1		2	10000
38	19998	1	1		2	2000
38	21454	2	2		2	10000
39	2668	25	25		2	10000
39	1201	10	10	1	2	10000
39	2576	3	3		2	10000
39	2581	3	3		2	10000
39	2586	3	3		2	10000
39	2591	3	3		2	10000
39	1205	3	3	1	0	10000
39	21451	1	1		2	10000
39	19998	1	1		2	2000
39	21454	2	2		2	10000
40	2669	25	25		2	10000
40	1201	10	10	1	2	10000
40	2577	3	3		2	10000
40	2582	3	3		2	10000
40	2587	3	3		2	10000
40	2592	3	3		2	10000
40	1205	3	3	1	0	10000
40	21451	1	1		2	10000
40	19998	1	1		2	2000
40	21454	2	2		2	10000
41	2670	25	25		2	10000
41	1201	10	10	1	2	10000
41	2578	3	3		2	10000
41	2583	3	3		2	10000
41	2588	3	3		2	10000
41	2593	3	3		2	10000
41	1205	3	3	1	0	10000
41	21451	1	1		2	10000
41	19998	1	1		2	2000
41	21454	2	2		2	10000
42	2671	25	25		2	10000
42	1201	10	10	1	2	10000
42	2579	3	3		2	10000
42	2584	3	3		2	10000
42	2589	3	3		2	10000
42	2594	3	3		2	10000
42	1205	3	3	1	0	10000
42	21451	1	1		2	10000
42	19998	1	1		2	2000
42	21454	2	2		2	10000
43	21446	1	1		3	0
43	21446	1	1		3	0
43	19995	1	1		2	10000
43	1587	4	4		2	1500
43	1123	2	3	1	2	10000
43	21451	1	1		2	10000
43	19998	1	1		2	2000
43	21454	2	2		2	10000
44	19995	1	1		2	10000
44	1123	2	3	1	2	10000
44	21451	1	1		2	10000
44	20008	1	1		2	10000
45	19998	1	1		2	1000
46	1123	1	2	1	2	10000
47	1123	2	3	1	2	10000
48	1301	1	1	1	2	5000
48	1302	3	3	1	2	10000
48	1304	32	32	1	2	10000
48	40325	1	1		2	10000
49	1302	3	3	1	2	10000
49	1304	16	16	1	2	10000
50	21455	1	2		3	0
50	21455	1	1		3	0
50	21455	1	1		3	0
50	19995	1	1		2	10000
50	16002	1	1		2	10000
50	1587	4	4		2	1500
50	1123	2	3	1	2	10000
50	21451	1	1		2	10000
50	19998	1	1		2	2000
50	21454	2	2		2	10000
51	21455	2	3		3	0
51	21455	2	2		3	0
51	21455	1	1		3	0
51	19995	1	1		2	10000
51	16002	1	1		2	10000
51	1587	4	4		2	1500
51	1123	2	3	1	2	10000
51	21451	1	1		2	10000
51	19998	1	1		2	2000
51	21454	2	2		2	10000
52	21455	1	1		3	0
52	21455	1	1		3	0
52	19995	1	1		2	10000
52	16002	1	1		2	10000
52	1587	4	4		2	1500
52	1123	2	3	1	2	10000
52	21451	1	1		2	10000
52	19998	1	1		2	2000
52	21454	2	2		2	10000
53	19995	1	1		2	10000
53	1124	1	2	1	2	10000
53	21451	0	1		2	10000
53	19998	1	1		2	2000
53	21454	2	2		2	10000
54	19995	1	1		2	10000
54	1124	2	3	1	2	10000
54	21451	0	1		2	10000
54	19998	1	1		2	2000
54	21454	2	2		2	10000
55	21462	1	1		2	10000
55	1587	4	4		2	1500
55	1124	2	3	1	2	10000
55	21451	1	1		2	10000
55	19998	1	1		2	2000
55	21454	4	4		2	10000
56	21463	1	1		2	10000
56	1587	4	4		2	3000
56	1124	2	3	1	2	10000
56	21451	1	2		2	10000
56	19998	1	1		2	2000
56	1113	1	1	1	2	1500
56	21454	4	4		2	10000
57	21463	1	1		2	10000
57	1587	4	4		2	1500
57	1124	2	3	1	2	10000
57	21451	1	1		2	10000
57	19998	1	1		2	2000
57	21454	4	4		2	10000
59	1122	2	3	1	2	10000
60	19995	1	1		2	10000
60	1124	2	3	1	2	10000
60	21451	1	1		2	10000
60	21454	4	4		2	10000
61	21462	1	1		2	10000
61	1124	2	3	1	2	10000
61	21451	1	2		2	10000
61	21454	6	6		2	10000
62	21462	1	1		2	10000
62	1124	1	2	1	2	10000
62	21451	1	1		2	10000
62	19998	1	1		2	2000
62	21454	3	3		2	10000
63	21462	1	1		2	10000
63	1124	2	3	1	2	10000
63	21451	1	1		2	10000
63	19998	1	1		2	2000
63	21454	3	3		2	10000
64	21463	2	2		2	10000
64	1587	4	4		2	5000
64	1124	2	3	1	2	10000
64	21451	2	2		2	10000
64	20008	1	1		2	10000
65	1008	1	1	1	2	10000
66	21463	1	1		2	10000
66	1124	1	2	1	2	10000
66	21451	0	1		2	10000
66	19998	1	1		2	2000
66	21454	2	2		2	10000
67	21463	1	1		2	10000
67	1124	2	3	1	2	10000
67	21451	1	1		2	10000
67	19998	1	1		2	2000
67	21454	3	3		2	10000
68	1587	2	2		2	1500
68	1124	2	3	1	2	10000
68	21451	1	1		2	10000
68	19998	1	1		2	2000
68	21454	3	3		2	10000
69	1587	4	4		2	1500
69	1124	2	3	1	2	10000
69	21451	1	1		2	10000
69	19998	1	1		2	2000
69	21454	4	4		2	10000
70	1587	4	4		2	3000
70	1124	2	3	1	2	10000
70	21451	1	2		2	10000
70	19998	1	1		2	2000
70	21454	4	4		2	10000
71	1587	4	4		2	5000
71	1124	2	3	1	2	10000
71	21451	2	2		2	10000
71	20008	1	1		2	10000
72	1587	4	4		2	3000
72	1124	2	3	1	2	10000
72	21451	1	2		2	10000
72	19998	1	1		2	2000
72	21454	4	4		2	10000
72	1594	1	2		2	10000
73	21454	1	1		2	10000
73	1587	1	1		2	10000
73	21113	1	1		2	10000
73	21086	1	1		2	10000
73	19998	1	1		2	10000
74	21454	2	2		2	10000
74	1587	1	1		2	10000
74	21114	1	1		2	10000
74	21087	1	1		2	10000
74	19998	1	1		2	10000
75	21454	3	3		2	10000
75	1587	2	2		2	10000
75	21115	1	1		2	10000
75	21118	1	1		2	10000
75	19998	1	1		2	10000
76	21454	4	4		2	10000
76	1587	2	2		2	10000
76	21116	1	1		2	10000
76	21119	1	1		2	10000
76	19998	1	1		2	10000
77	21454	1	1		2	10000
77	1587	1	1		2	10000
77	21113	1	1		2	10000
77	21086	1	1		2	10000
77	19998	1	1		2	10000
78	21454	2	2		2	10000
78	1587	1	1		2	10000
78	21114	1	1		2	10000
78	21087	1	1		2	10000
78	19998	1	1		2	10000
79	21454	4	4		2	10000
79	1587	2	2		2	10000
79	21115	1	1		2	10000
79	21118	1	1		2	10000
79	19998	1	1		2	10000
80	21454	5	5		2	10000
80	1587	3	3		2	10000
80	21116	1	1		2	10000
80	21119	1	1		2	10000
80	19998	1	1		2	10000
81	21454	8	8		2	10000
101138	3300	1	1		2	10000
140115	10198	1	1		2	10000
140115	10198	1	1		2	2000
140801	21454	1	1		2	10000
140802	24980	2	2		2	10000
140802	21454	1	1		2	10000
140803	24980	2	2		2	10000
140803	21454	1	1		2	10000
140803	21458	1	1		2	10000
140804	1587	1	1		2	10000
140804	21454	1	1		2	10000
140805	24980	2	2		2	10000
140805	21454	2	2		2	10000
140805	1588	2	2		2	10000
300252	21453	1	3		2	10000
300651	5386	1	1		3	5000
301152	10038	1	1		2	0
82	21454	3	3		2	10000
82	1587	2	2		2	10000
85	23457	2	2		2	10000
82	21451	3	3		2	10000
83	21454	3	3		2	10000
83	1587	2	2		2	10000
83	23458	3	3		2	10000
83	21451	6	6		2	10000
84	21454	6	6		2	10000
84	1587	3	3		2	10000
84	21117	1	1		2	10000
84	21120	1	1		2	10000
84	19998	1	1		2	10000
86	21454	2	2		2	10000
86	1587	1	1		2	10000
86	21114	1	1		2	10000
86	21087	1	1		2	10000
86	19998	1	1		2	10000
86	20009	1	1		2	10000
87	21454	3	3		2	10000
87	1587	2	2		2	10000
87	21115	1	1		2	10000
87	21118	1	1		2	10000
87	19998	1	1		2	10000
87	20009	2	2		2	10000
88	21454	4	4		2	10000
88	1587	2	2		2	10000
88	21116	1	1		2	10000
88	21119	1	1		2	10000
88	19998	1	1		2	10000
88	20009	3	3		2	10000
89	21454	6	6		2	10000
89	1587	3	3		2	10000
89	21117	1	1		2	10000
89	21120	1	1		2	10000
89	19998	1	1		2	10000
89	20009	6	6		2	10000
#============End of sheet============

#============Begin of sheet============
@Sheet=奖励加成关系配置
奖励类型	评价加成	等级加成衰减	每日首胜加成	VIP收益加成	防沉迷衰减	buff加成	网吧TGP加成	安全反外挂惩罚	挂机惩罚	躺尸玩家惩罚	好友组队加成	狩猎券增幅加成	活动期间关卡首胜加成	被挂机奖励	猫车银币惩罚
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
3	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0
4	0	0	1	1	1	0	0	1	1	1	0	1	1	1	0
5	0	0	0	0	1	0	0	1	1	1	1	0	1	0	0
6	0	0	0	0	1	0	0	1	1	1	0	0	0	0	0
7	1	0	1	1	1	1	1	1	1	1	1	1	0	0	0
8	0	0	0	1	1	0	0	1	1	1	1	1	0	0	0
9	0	0	0	1	1	0	0	1	1	1	1	1	0	0	0
10	0	0	0	1	1	0	0	1	1	1	1	1	0	0	0
11	0	0	0	0	1	0	0	1	1	1	0	0	0	0	0
12	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
#============End of sheet============

#============Begin of sheet============
@Sheet=宝箱
宝箱ID	等级min	等级max	评价	使用武器	物品ID	数量min	数量max	绑定类型	相对概率	是否可重复	残兵分值min	残兵分值max
0	0	999	B,A,S,SS		0	0	0	3	10000	1		
1	0	999	B,A,S,SS		1	3	5	3	10000	1		
2	40	999	B,A,S,SS		9	1	1	3	10000	1		
3	0	999	B,A,S,SS		10	1	1	3	10000	1		
4	0	999	B,A,S,SS	1	2	1	1	3	10000	1		
5	0	999	B,A,S,SS	1,2,3,4	2	1	1	3	20	1		
6	0	999	B,A,S,SS		5	2	2	3	20	1		
7	0	999	B,A,S,SS		0	1	1	3	80	1		
7	0	999	B,A,S,SS		0	1	1	3	80	1		
1001	0	999	B,A,S,SS		19998	1	1	3	100	1		
10211	0	999	B,A,S,SS		15006	1	1	3	20	1		
10211	0	999	B,A,S,SS		15007	1	1	3	20	1		
10211	0	999	B,A,S,SS		15008	1	1	3	20	1		
10212	40	999	B,A,S,SS		15009	1	1	3	80	1		
10213	0	0	B,A,S,SS		15010	1	1	3	80	1		
10213	0	0	B,A,S,SS		15006	1	1	3	100	1		
10221	0	999	B,A,S,SS		15021	1	1	3	20	1		
10221	0	999	B,A,S,SS		15022	1	1	3	20	1		
10221	0	999	B,A,S,SS		15023	1	1	3	20	1		
10222	40	999	B,A,S,SS		15024	1	1	3	80	1		
10223	0	0	B,A,S,SS		15025	1	1	3	80	1		
10223	0	0	B,A,S,SS		15021	1	1	3	100	1		
10231	0	999	B,A,S,SS		15038	1	1	3	20	1		
10231	0	999	B,A,S,SS		15037	1	1	3	20	1		
10231	0	999	B,A,S,SS		15036	1	1	3	20	1		
10232	40	999	B,A,S,SS		15039	1	1	3	80	1		
10233	0	0	B,A,S,SS		15040	1	1	3	80	1		
10233	0	0	B,A,S,SS		15038	1	1	3	100	1		
10241	0	999	B,A,S,SS		15052	1	1	3	20	1		
10241	0	999	B,A,S,SS		15053	1	1	3	20	1		
10241	0	999	B,A,S,SS		15054	1	1	3	20	1		
10242	40	999	B,A,S,SS		15055	1	1	3	80	1		
10243	0	0	B,A,S,SS		15056	1	1	3	80	1		
10243	0	0	B,A,S,SS		15057	1	1	3	100	1		
10251	0	999	B,A,S,SS		15070	1	1	3	20	1		
10251	0	999	B,A,S,SS		15071	1	1	3	20	1		
10251	0	999	B,A,S,SS		15072	1	1	3	20	1		
10252	40	999	B,A,S,SS		15073	1	1	3	80	1		
10253	0	0	B,A,S,SS		15074	1	1	3	80	1		
10253	0	0	B,A,S,SS		15075	1	1	3	100	1		
10261	0	999	B,A,S,SS		15088	1	1	3	20	1		
10261	0	999	B,A,S,SS		15089	1	1	3	20	1		
10261	0	999	B,A,S,SS		15090	1	1	3	20	1		
10262	40	999	B,A,S,SS		15091	1	1	3	80	1		
10263	0	0	B,A,S,SS		15092	1	1	3	80	1		
10263	0	0	B,A,S,SS		15093	1	1	3	100	1		
10271	0	999	B,A,S,SS		15124	1	1	3	20	1		
10271	0	999	B,A,S,SS		15125	1	1	3	20	1		
10271	0	999	B,A,S,SS		15126	1	1	3	20	1		
10272	40	999	B,A,S,SS		15127	1	1	3	80	1		
10273	0	0	B,A,S,SS		15128	1	1	3	80	1		
10273	0	0	B,A,S,SS		15129	1	1	3	100	1		
10281	0	999	B,A,S,SS		15106	1	1	3	20	1		
10281	0	999	B,A,S,SS		15107	1	1	3	20	1		
10281	0	999	B,A,S,SS		15108	1	1	3	20	1		
10282	40	999	B,A,S,SS		15109	1	1	3	80	1		
10283	0	0	B,A,S,SS		15110	1	1	3	80	1		
10283	0	0	B,A,S,SS		15111	1	1	3	100	1		
10291	0	999	B,A,S,SS		15142	1	1	3	20	1		
10291	0	999	B,A,S,SS		15143	1	1	3	20	1		
10291	0	999	B,A,S,SS		15144	1	1	3	20	1		
10292	40	999	B,A,S,SS		15145	1	1	3	80	1		
10293	0	0	B,A,S,SS		15146	1	1	3	80	1		
10293	0	0	B,A,S,SS		15147	1	1	3	100	1		
10301	0	999	B,A,S,SS		15160	1	1	3	20	1		
10301	0	999	B,A,S,SS		15161	1	1	3	20	1		
10301	0	999	B,A,S,SS		15162	1	1	3	20	1		
10302	40	999	B,A,S,SS		15163	1	1	3	80	1		
10303	0	0	B,A,S,SS		15164	1	1	3	80	1		
10303	0	0	B,A,S,SS		15165	1	1	3	100	1		
10311	0	999	B,A,S,SS		15178	1	1	3	20	1		
10311	0	999	B,A,S,SS		15179	1	1	3	20	1		
10311	0	999	B,A,S,SS		15180	1	1	3	20	1		
10312	40	999	B,A,S,SS		15181	1	1	3	80	1		
10313	0	0	B,A,S,SS		15182	1	1	3	80	1		
10313	0	0	B,A,S,SS		15183	1	1	3	100	1		
10321	0	999	B,A,S,SS		15196	1	1	3	20	1		
10321	0	999	B,A,S,SS		15197	1	1	3	20	1		
10321	0	999	B,A,S,SS		15198	1	1	3	20	1		
10322	40	999	B,A,S,SS		15199	1	1	3	80	1		
10323	0	0	B,A,S,SS		15200	1	1	3	80	1		
10323	0	0	B,A,S,SS		15356	1	1	3	100	1		
10331	0	999	B,A,S,SS		15214	1	1	3	20	1		
10331	0	999	B,A,S,SS		15215	1	1	3	20	1		
10331	0	999	B,A,S,SS		15216	1	1	3	20	1		
10332	40	999	B,A,S,SS		15217	1	1	3	80	1		
10333	0	0	B,A,S,SS		15218	1	1	3	80	1		
10333	0	0	B,A,S,SS		15219	1	1	3	100	1		
10341	0	999	B,A,S,SS		15250	1	1	3	20	1		
10341	0	999	B,A,S,SS		15251	1	1	3	20	1		
10341	0	999	B,A,S,SS		15252	1	1	3	20	1		
10342	40	999	B,A,S,SS		15253	1	1	3	80	1		
10343	0	0	B,A,S,SS		15254	1	1	3	80	1		
10343	0	0	B,A,S,SS		15255	1	1	3	100	1		
10351	0	999	B,A,S,SS		15443	1	1	3	20	1		
10351	0	999	B,A,S,SS		15444	1	1	3	20	1		
10351	0	999	B,A,S,SS		15445	1	1	3	20	1		
10352	40	999	B,A,S,SS		15446	1	1	3	80	1		
10353	0	0	B,A,S,SS		15447	1	1	3	80	1		
10353	0	0	B,A,S,SS		15448	1	1	3	100	1		
10361	0	999	B,A,S,SS		15232	1	1	3	20	1		
10361	0	999	B,A,S,SS		15233	1	1	3	20	1		
10361	0	999	B,A,S,SS		15234	1	1	3	20	1		
10362	40	999	B,A,S,SS		15235	1	1	3	80	1		
10363	0	0	B,A,S,SS		15236	1	1	3	80	1		
10363	0	0	B,A,S,SS		15237	1	1	3	100	1		
10371	0	999	B,A,S,SS		15268	1	1	3	20	1		
10371	0	999	B,A,S,SS		15269	1	1	3	20	1		
10371	0	999	B,A,S,SS		15270	1	1	3	20	1		
10372	40	999	B,A,S,SS		15271	1	1	3	80	1		
10373	0	0	B,A,S,SS		15272	1	1	3	80	1		
10373	0	0	B,A,S,SS		15273	1	1	3	100	1		
10381	0	999	B,A,S,SS		15473	1	1	3	20	1		
10381	0	999	B,A,S,SS		15474	1	1	3	20	1		
10381	0	999	B,A,S,SS		15475	1	1	3	20	1		
10382	40	999	B,A,S,SS		15476	1	1	3	80	1		
10382	40	999	B,A,S,SS		15477	1	1	3	80	1		
10383	0	0	B,A,S,SS		15478	1	1	3	100	1		
10391	0	999	B,A,S,SS		21232	1	1	3	20	1		
10391	0	999	B,A,S,SS		21233	1	1	3	20	1		
10391	0	999	B,A,S,SS		21234	1	1	3	20	1		
10392	40	999	B,A,S,SS		21235	1	1	3	80	1		
10392	40	999	B,A,S,SS		21236	1	1	3	80	1		
10393	0	0	B,A,S,SS		21237	1	1	3	100	1		
10401	0	999	B,A,S,SS		21250	1	1	3	20	1		
10401	0	999	B,A,S,SS		21251	1	1	3	20	1		
10401	0	999	B,A,S,SS		21252	1	1	3	20	1		
10402	40	999	B,A,S,SS		21253	1	1	3	80	1		
10402	40	999	B,A,S,SS		21254	1	1	3	80	1		
10403	0	0	B,A,S,SS		21255	1	1	3	100	1		
10411	0	999	B,A,S,SS		21273	1	1	3	20	1		
10411	0	999	B,A,S,SS		21269	1	1	3	20	1		
10411	0	999	B,A,S,SS		21270	1	1	3	20	1		
10412	40	999	B,A,S,SS		15404	1	1	3	80	1		
10412	40	999	B,A,S,SS		21272	1	1	3	80	1		
10413	0	0	B,A,S,SS		21268	1	1	3	100	1		
10421	0	999	B,A,S,SS		15653	1	1	3	20	1		
10421	0	999	B,A,S,SS		15654	1	1	3	20	1		
10421	0	999	B,A,S,SS		15655	1	1	3	20	1		
10422	40	999	B,A,S,SS		15656	1	1	3	80	1		
10422	40	999	B,A,S,SS		15657	1	1	3	80	1		
10423	0	0	B,A,S,SS		15658	1	1	3	100	1		
10433	0	0	B,A,S,SS		16021	1	1	3	20	1		
10433	0	0	B,A,S,SS		16022	1	1	3	20	1		
10433	0	0	B,A,S,SS		16023	1	1	3	20	1		
10432	40	999	B,A,S,SS		16024	1	1	3	80	1		
10432	40	999	B,A,S,SS		16025	1	1	3	80	1		
10433	0	0	B,A,S,SS		16026	1	1	3	100	1		
10442	40	999	B,A,S,SS		16087	1	1	3	20	1		
10442	40	999	B,A,S,SS		16088	1	1	3	20	1		
10443	0	0	B,A,S,SS		16089	1	1	3	20	1		
10443	0	0	B,A,S,SS		16090	1	1	3	80	1		
10443	0	0	B,A,S,SS		16091	1	1	3	80	1		
10443	0	0	B,A,S,SS		16092	1	1	3	100	1		
10452	40	999	B,A,S,SS		15503	1	1	3	20	1		
10452	40	999	B,A,S,SS		15504	1	1	3	20	1		
10453	0	0	B,A,S,SS		15505	1	1	3	20	1		
10453	0	0	B,A,S,SS		15506	1	1	3	80	1		
10453	0	0	B,A,S,SS		15507	1	1	3	80	1		
10453	0	0	B,A,S,SS		15508	1	1	3	100	1		
10462	40	999	B,A,S,SS		15593	1	1	3	20	1		
10462	40	999	B,A,S,SS		15594	1	1	3	20	1		
10463	0	0	B,A,S,SS		15595	1	1	3	20	1		
10463	0	0	B,A,S,SS		15596	1	1	3	80	1		
10463	0	0	B,A,S,SS		15597	1	1	3	80	1		
10463	0	0	B,A,S,SS		15598	1	1	3	100	1		
10472	40	999	B,A,S,SS		15563	1	1	3	20	1		
10472	40	999	B,A,S,SS		15564	1	1	3	20	1		
10473	0	0	B,A,S,SS		15565	1	1	3	20	1		
10473	0	0	B,A,S,SS		15566	1	1	3	80	1		
10473	0	0	B,A,S,SS		15567	1	1	3	80	1		
10473	0	0	B,A,S,SS		15568	1	1	3	100	1		
10482	40	999	B,A,S,SS		21214	1	1	3	20	1		
10482	40	999	B,A,S,SS		21215	1	1	3	20	1		
10483	0	0	B,A,S,SS		21216	1	1	3	20	1		
10483	0	0	B,A,S,SS		15416	1	1	3	80	1		
10483	0	0	B,A,S,SS		21218	1	1	3	80	1		
10483	0	0	B,A,S,SS		21219	1	1	3	100	1		
10492	40	999	B,A,S,SS		16106	1	1	3	20	1		
10492	40	999	B,A,S,SS		16107	1	1	3	20	1		
10493	0	0	B,A,S,SS		16108	1	1	3	20	1		
10493	0	0	B,A,S,SS		16109	1	1	3	80	1		
10493	0	0	B,A,S,SS		16110	1	1	3	80	1		
10493	0	0	B,A,S,SS		16111	1	1	3	100	1		
10502	40	999	B,A,S,SS		16125	1	1	3	20	1		
10502	40	999	B,A,S,SS		16126	1	1	3	20	1		
10503	0	0	B,A,S,SS		16127	1	1	3	20	1		
10503	0	0	B,A,S,SS		16128	1	1	3	80	1		
10503	0	0	B,A,S,SS		16129	1	1	3	80	1		
10503	0	0	B,A,S,SS		16136	1	1	3	100	1		
10513	0	0	B,A,S,SS		16039	1	1	3	20	1		
10513	0	0	B,A,S,SS		16040	1	1	3	20	1		
10513	0	0	B,A,S,SS		16041	1	1	3	20	1		
10512	40	999	B,A,S,SS		16042	1	1	3	80	1		
10512	40	999	B,A,S,SS		16043	1	1	3	80	1		
10513	0	0	B,A,S,SS		16044	1	1	3	100	1		
10522	40	999	B,A,S,SS		15533	1	1	3	20	1		
10522	40	999	B,A,S,SS		15534	1	1	3	20	1		
10523	0	0	B,A,S,SS		15535	1	1	3	20	1		
10523	0	0	B,A,S,SS		15536	1	1	3	80	1		
10523	0	0	B,A,S,SS		15537	1	1	3	80	1		
10523	0	0	B,A,S,SS		15538	1	1	3	100	1		
10532	40	999	B,A,S,SS		15623	1	1	3	20	1		
10532	40	999	B,A,S,SS		15624	1	1	3	20	1		
10533	0	0	B,A,S,SS		15625	1	1	3	20	1		
10533	0	0	B,A,S,SS		15626	1	1	3	80	1		
10533	0	0	B,A,S,SS		15627	1	1	3	80	1		
10533	0	0	B,A,S,SS		15201	1	1	3	100	1		
10542	40	999	B,A,S,SS		15683	1	1	3	20	1		
10542	40	999	B,A,S,SS		15684	1	1	3	20	1		
