#TSV
#============Begin of sheet============
@Sheet=DynamiteDamage
等级	关卡模式	难度	人对怪爆破伤系数	怪对人爆破伤系数
60281	炎轰龙		1	10000	200	1	1	0.4	1	1	1	1	1	1	1	1
60281	炎轰龙		2	10000	300	1	1	0.4	1	1	1	1	1	1	1	1
60281	炎轰龙		3	10000	600	1	1	0.4	1	1	1	1	1	1	1	1
60282	轰龙雪山		1	10000	200	1	1	0.4	1	1	1	1	1	1	1	1
60282	轰龙雪山		2	10000	300	1	1	0.4	1	1	1	1	1	1	1	1
60282	轰龙雪山		3	10000	600	1	1	0.4	1	1	1	1	1	1	1	1
60284	轰龙EX		1	10000	200	1	1	0.4	1	0.85	1	1	1	1	1	1
60284	轰龙EX		2	10000	300	1	1	0.4	1	0.85	1	1	1	1	1	1
60284	轰龙EX		3	10000	600	1	1	0.4	1	0.85	1	1	1	1	1	1
60285	奇烈轰龙		1	34346	200	1	1	0.4	1	1	1	1	1	1	1	1
60285	奇烈轰龙		2	62929	300	1	1	0.4	1	1	1	1	1	1	1	1
60285	奇烈轰龙		3	142461	600	1	1	0.4	1	1	1	1	1	1	1	1
60290	熔岩龙		1	10000	200	1	1	0.42	1	0.9	1	1	1	1	1	1
60290	熔岩龙		2	10000	300	1	1	0.42	1	0.9	1	1	1	1	1	1
60290	熔岩龙		3	10000	600	1	1	0.42	1	0.9	1	1	1	1	1	1
60300	角龙		1	27545	408	1	1	0.41	1	1.06	1	1	1	1	1	1
60300	角龙		2	32380	522	1	1	0.41	1	1.06	1	1	1	1	1	1
60300	角龙		3	56665	901	1	1	0.41	1	1.06	1	1	1	1	1	1
60301	黑角龙		1	27545	408	1	1	0.5	1	1	1	1	1	1	1	1
60301	黑角龙		2	32380	522	1	1	0.5	1	1	1	1	1	1	1	1
60301	黑角龙		3	56665	901	1	1	0.5	1	1	1	1	1	1	1	1
60302	奇烈黑角龙		1	27545	408	1	1	0.55	1	1	1	1	1	1	1	1
60302	奇烈黑角龙		2	32380	522	1	1	0.55	1	1	1	1	1	1	1	1
60302	奇烈黑角龙		3	56665	901	1	1	0.55	1	1	1	1	1	1	1	1
60310	钢龙		1	11100	100	1	1	0.31	1	0.82	1	1	1	1	1	1
60310	钢龙		2	11100	100	1	1	0.31	1	0.82	1	1	1	1	1	1
60310	钢龙		3	11100	100	1	1	0.31	1	0.82	1	1	1	1	1	1
60311	锈钢龙		1	27545	408	1	1	0.3	1	1.2	1	1	1	1	1	1
60311	锈钢龙		2	32380	522	1	1	0.3	1	1.2	1	1	1	1	1	1
60311	锈钢龙		3	56665	901	1	1	0.3	1	1.2	1	1	1	1	1	1
60316	分裂龙卷		1	500	408	1	1	1	1	1.2	1	1	1	1	1	0
60316	分裂龙卷		2	800	522	1	1	1	1	1.2	1	1	1	1	1	0
60316	分裂龙卷		3	1000	901	1	1	1	1	1.2	1	1	1	1	1	0
60317	白龙卷		1	500	408	1	1	1	1	1.2	1	1	1	1	1	0
60317	白龙卷		2	800	522	1	1	1	1	1.2	1	1	1	1	1	0
60317	白龙卷		3	1000	901	1	1	1	1	1.2	1	1	1	1	1	0
60318	黑龙卷小		1	500	408	1	1	1	1	1.2	1	1	1	1	1	0
60318	黑龙卷小		2	800	522	1	1	1	1	1.2	1	1	1	1	1	0
60318	黑龙卷小		3	1000	901	1	1	1	1	1.2	1	1	1	1	1	0
60319	黑龙卷大		1	500	408	1	1	1	1	1.2	1	1	1	1	1	0
60319	黑龙卷大		2	800	522	1	1	1	1	1.2	1	1	1	1	1	0
60319	黑龙卷大		3	1000	901	1	1	1	1	1.2	1	1	1	1	1	0
60330	霞龙		1	27545	408	1	1	0.35	1	1	1	1	1	1	1	1
60330	霞龙		2	32380	522	1	1	0.35	1	1	1	1	1	1	1	1
60330	霞龙		3	56665	901	1	1	0.35	1	1	1	1	1	1	1	1
60336	疲劳球		1	500	100	1	1	1	1	1	1	1	1	1	1	0
60336	疲劳球		2	800	100	1	1	1	1	1	1	1	1	1	1	0
60336	疲劳球		3	1000	100	1	1	1	1	1	1	1	1	1	1	0
60337	酸性球		1	500	100	1	1	1	1	1	1	1	1	1	1	0
60337	酸性球		2	800	100	1	1	1	1	1	1	1	1	1	1	0
60337	酸性球		3	1000	100	1	1	1	1	1	1	1	1	1	1	0
60338	大毒液球		1	500	100	1	1	1	1	1	1	1	1	1	1	0
60338	大毒液球		2	800	100	1	1	1	1	1	1	1	1	1	1	0
60338	大毒液球		3	1000	100	1	1	1	1	1	1	1	1	1	1	0
60339	毒液球		1	500	100	1	1	1	1	1	1	1	1	1	1	0
60339	毒液球		2	800	100	1	1	1	1	1	1	1	1	1	1	0
60339	毒液球		3	1000	100	1	1	1	1	1	1	1	1	1	1	0
60340	雄响狼		1	8350	89	1	1	0.39	1	1	1	1	1	1	1	1
60340	雄响狼		2	17399	111	1	1	0.39	1	1	1	1	1	1	1	1
60340	雄响狼		3	39051	209	1	1	0.39	1	1	1	1	1	1	1	1
60341	雌响狼		1	8350	89	1	1	0.39	1	1	1	1	1	1	1	1
60341	雌响狼		2	17399	111	1	1	0.39	1	1	1	1	1	1	1	1
60341	雌响狼		3	39051	209	1	1	0.39	1	1	1	1	1	1	1	1
60350	麒麟		1	27545	408	1	1	0.39	1	1	1	1	1	1	1	1
60350	麒麟		2	32380	522	1	1	0.39	1	1	1	1	1	1	1	1
60350	麒麟		3	56665	901	1	1	0.39	1	1	1	1	1	1	1	1
60360	棘龙		1	16700	89	1	1	0.5	1	1	1	1	1	1	1	1
60360	棘龙		2	34798	111	1	1	0.5	1	1	1	1	1	1	1	1
60360	棘龙		3	78102	209	1	1	0.5	1	1	1	1	1	1	1	1
60361	茶棘龙		1	16700	89	1	1	0.5	1	1	1	1	1	1	1	1
60361	茶棘龙		2	34798	111	1	1	0.5	1	1	1	1	1	1	1	1
60361	茶棘龙		3	78102	209	1	1	0.5	1	1	1	1	1	1	1	1
60370	浮岳龙		1	10000	200	1	1	4	1	1	1	1	1	1	1	0
60370	浮岳龙		2	10000	300	1	1	4	1	1	1	1	1	1	1	0
60370	浮岳龙		3	10000	600	1	1	4	1	1	1	1	1	1	1	0
60371	浮岳龙触手		1	10000	200	1	1	7	1	1	1	1	1	1	1	0
60371	浮岳龙触手		2	10000	300	1	1	7	1	1	1	1	1	1	1	0
60371	浮岳龙触手		3	10000	600	1	1	7	1	1	1	1	1	1	1	0
60380	炎妃龙		1	27545	408	1	1	0.35	1	1.2	1	1	1	1	1	1
60380	炎妃龙		2	32380	522	1	1	0.35	1	1.2	1	1	1	1	1	1
60380	炎妃龙		3	56665	901	1	1	0.35	1	1.2	1	1	1	1	1	1
60389	炎妃龙粉尘		1	500	100	1	1	1	0.7	0.8	1	1	1	1	1	0
60389	炎妃龙粉尘		2	800	100	1	1	1	0.7	0.8	1	1	1	1	1	0
60389	炎妃龙粉尘		3	1000	100	1	1	1	0.7	0.8	1	1	1	1	1	0
60390	凯龙		1	10000	200	1	1	0.4	1	0.9	1	1	1	1	1	1
60390	凯龙		2	10000	300	1	1	0.4	1	0.9	1	1	1	1	1	1
60390	凯龙		3	10000	600	1	1	0.4	1	0.9	1	1	1	1	1	1
60391	黑铠龙		1	10000	200	1	1	0.43	1	1	1	1	1	1	1	1
60391	黑铠龙		2	10000	300	1	1	0.43	1	1	1	1	1	1	1	1
60391	黑铠龙		3	10000	600	1	1	0.43	1	1	1	1	1	1	1	1
60400	炎王龙		1	27545	408	1	1	0.35	1	1.2	1	1	1	1	1	1
60400	炎王龙		2	32380	522	1	1	0.35	1	1.2	1	1	1	1	1	1
60400	炎王龙		3	56665	901	1	1	0.35	1	1.2	1	1	1	1	1	1
60409	炎王龙粉尘		1	500	100	1	1	1	0.7	0.8	1	1	1	1	1	0
60409	炎王龙粉尘		2	800	100	1	1	1	0.7	0.8	1	1	1	1	1	0
60409	炎王龙粉尘		3	1000	100	1	1	1	0.7	0.8	1	1	1	1	1	0
60410	老山龙		1	10000	100	1	1	7	1	2	1	1	1	1	1	0
60410	老山龙		2	10000	100	1	1	7	1	2	1	1	1	1	1	0
60410	老山龙		3	10000	100	1	1	7	1	2	1	1	1	1	1	0
60420	金狮子		1	8350	89	1	1	0.45	1	0.8	1	1	1	1	1	1
60420	金狮子		2	17399	111	1	1	0.45	1	0.8	1	1	1	1	1	1
60420	金狮子		3	39051	209	1	1	0.45	1	0.8	1	1	1	1	1	1
60421	激昂金狮子		1	12458	89	1	1	0.45	1	0.8	1	1	1	1	1	1
60421	激昂金狮子		2	26099	111	1	1	0.45	1	0.8	1	1	1	1	1	1
60421	激昂金狮子		3	58577	209	1	1	0.45	1	0.8	1	1	1	1	1	1
60440	舞雷龙		1	8350	89	1	1	0.5	1	1	1	1	1	1	1	1
60440	舞雷龙		2	17399	111	1	1	0.5	1	1	1	1	1	1	1	1
60440	舞雷龙		3	39051	209	1	1	0.5	1	1	1	1	1	1	1	1
60441	冥雷龙		1	12458	134	1	1	0.5	1	1	1	1	1	1	1	1
60441	冥雷龙		2	26099	167	1	1	0.5	1	1	1	1	1	1	1	1
60441	冥雷龙		3	58577	314	1	1	0.5	1	1	1	1	1	1	1	1
60450	霸龙		1	8350	89	1	1	0.5	1	1	1	1	1	1	1	0
60450	霸龙		2	17399	111	1	1	0.5	1	1	1	1	1	1	1	0
60450	霸龙		3	39051	209	1	1	0.5	1	1	1	1	1	1	1	0
60459	霸龙炎爆		1	8350	89	1	1	0.5	1	1	1	1	1	1	1	0
60459	霸龙炎爆		2	17399	111	1	1	0.5	1	1	1	1	1	1	1	0
60459	霸龙炎爆		3	39051	209	1	1	0.5	1	1	1	1	1	1	1	0
60460	墨麒麟		1	27545	408	1	1	0.39	1	1	1	1	1	1	1	1
60460	墨麒麟		2	32380	522	1	1	0.39	1	1	1	1	1	1	1	1
60460	墨麒麟		3	56665	901	1	1	0.39	1	1	1	1	1	1	1	1
60470	劫龙		1	8350	89	1	1	0.4	1	1	1	1	1	1	1	1
60470	劫龙		2	17399	111	1	1	0.4	1	1	1	1	1	1	1	1
60470	劫龙		3	39051	209	1	1	0.4	1	1	1	1	1	1	1	1
60479	劫龙发福版		1	8350	89	1	1	0.4	1	1	1	1	1	1	1	1
60479	劫龙发福版		2	17399	111	1	1	0.4	1	1	1	1	1	1	1	1
60479	劫龙发福版		3	39051	209	1	1	0.4	1	1	1	1	1	1	1	1
60480	剑极狼		1	8350	89	1	1	0.39	1	0.75	1	1	1	1	1	1
60480	剑极狼		2	17399	111	1	1	0.39	1	0.75	1	1	1	1	1	1
60480	剑极狼		3	39051	209	1	1	0.39	1	0.75	1	1	1	1	1	1
60481	剑刹狼		1	8350	89	1	1	0.35	1	1	1	1	1	1	1	1
60481	剑刹狼		2	17399	111	1	1	0.35	1	1	1	1	1	1	1	1
60481	剑刹狼		3	39051	209	1	1	0.35	1	1	1	1	1	1	1	1
60490	电甲虫		1	8350	89	1	1	0.37	1	0.6	1	1	1	1	1	1
60490	电甲虫		2	17399	111	1	1	0.37	1	0.6	1	1	1	1	1	1
60490	电甲虫		3	39051	209	1	1	0.37	1	0.6	1	1	1	1	1	1
60491	绯甲虫		1	8350	89	1	1	0.37	1	1	1	1	1	1	1	1
60491	绯甲虫		2	17399	111	1	1	0.37	1	1	1	1	1	1	1	1
60491	绯甲虫		3	39051	209	1	1	0.37	1	1	1	1	1	1	1	1
60497	绯甲虫浮游炮		1	10000	200	1	1	0.6	0.8	1	1	1	1	1	1	0
60497	绯甲虫浮游炮		2	10000	300	1	1	0.6	0.8	1	1	1	1	1	1	0
60497	绯甲虫浮游炮		3	10000	600	1	1	0.6	0.8	1	1	1	1	1	1	0
60498	电甲虫负电球		1	10000	200	1	1	0.6	0.8	1	1	1	1	1	1	0
60498	电甲虫负电球		2	10000	300	1	1	0.6	0.8	1	1	1	1	1	1	0
60498	电甲虫负电球		3	10000	600	1	1	0.6	0.8	1	1	1	1	1	1	0
60499	电甲虫正电球		1	10000	200	1	1	0.6	0.8	1	1	1	1	1	1	0
60499	电甲虫正电球		2	10000	300	1	1	0.6	0.8	1	1	1	1	1	1	0
60499	电甲虫正电球		3	10000	600	1	1	0.6	0.8	1	1	1	1	1	1	0
60580	冰狐龙		1	10000	200	1	1	0.45	1	1	1	1	1	1	1	1
60580	冰狐龙		2	10000	300	1	1	0.45	1	1	1	1	1	1	1	1
60580	冰狐龙		3	10000	600	1	1	0.45	1	1	1	1	1	1	1	1
60620	蛮龙		1	8350	89	1	1	0.5	1	1	1	1	1	1	1	1
60620	蛮龙		2	17399	111	1	1	0.5	1	1	1	1	1	1	1	1
60620	蛮龙		3	39051	209	1	1	0.5	1	1	1	1	1	1	1	1
60630	狞龙		1	8350	89	1	1	0.5	1	1	1	1	1	1	1	1
60630	狞龙		2	17399	111	1	1	0.5	1	1	1	1	1	1	1	1
60630	狞龙		3	39051	209	1	1	0.5	1	1	1	1	1	1	1	1
60631	冰狞龙		1	12458	89	1	1	0.5	1	1	1	1	1	1	1	1
60631	冰狞龙		2	26099	111	1	1	0.5	1	1	1	1	1	1	1	1
60631	冰狞龙		3	58577	209	1	1	0.5	1	1	1	1	1	1	1	1
60639	狞龙子代		1	8350	89	1	1	0.4	1	1	1	1	1	1	1	0
60639	狞龙子代		2	17399	111	1	1	0.4	1	1	1	1	1	1	1	0
60639	狞龙子代		3	39051	209	1	1	0.4	1	1	1	1	1	1	1	0
60670	多壳蟹		1	34346	89	1	1	0.35	1	1	1	1	1	1	1	1
60670	多壳蟹		2	62929	111	1	1	0.35	1	1	1	1	1	1	1	1
60670	多壳蟹		3	142461	209	1	1	0.35	1	1	1	1	1	1	1	1
60710	倾雷鸟		1	34346	251	1	1	0.41	1	1.06	1	1	1	1	1	1
60710	倾雷鸟		2	62929	335	1	1	0.41	1	1.06	1	1	1	1	1	1
60710	倾雷鸟		3	142461	517	1	1	0.41	1	1.06	1	1	1	1	1	1
60800	黑穿龙		1	16700	89	1	1	0.5	1	1	1	1	1	1	1	1
60800	黑穿龙		2	34798	111	1	1	0.5	1	1	1	1	1	1	1	1
60800	黑穿龙		3	78102	209	1	1	0.5	1	1	1	1	1	1	1	1
60870	雷狼龙		1	8350	89	1	1	0.4	1	1	1	1	1	1	1	1
60870	雷狼龙		2	17399	111	1	1	0.4	1	1	1	1	1	1	1	1
60870	雷狼龙		3	39051	209	1	1	0.4	1	1	1	1	1	1	1	1
60871	狱狼龙		1	12458	89	1	1	0.4	1	1	1	1	1	1	1	1
60871	狱狼龙		2	26099	111	1	1	0.4	1	1	1	1	1	1	1	1
60871	狱狼龙		3	58577	209	1	1	0.4	1	1	1	1	1	1	1	1
60878	狱狼龙浮游炮		1	10000	200	1	1	0.6	0.8	1	1	1	1	1	1	0
60878	狱狼龙浮游炮		2	10000	300	1	1	0.6	0.8	1	1	1	1	1	1	0
60878	狱狼龙浮游炮		3	10000	600	1	1	0.6	0.8	1	1	1	1	1	1	0
60877	狱狼龙浮游炮2		1	10000	200	1	1	0.6	0.8	1	1	1	1	1	1	0
60877	狱狼龙浮游炮2		2	10000	300	1	1	0.6	0.8	1	1	1	1	1	1	0
60877	狱狼龙浮游炮2		3	10000	600	1	1	0.6	0.8	1	1	1	1	1	1	0
60879	新手雷狼龙		1	8350	89	1	1	0.5	1	1	1	1	1	1	1	0
60879	新手雷狼龙		2	17399	111	1	1	0.5	1	1	1	1	1	1	1	0
60879	新手雷狼龙		3	39051	209	1	1	0.5	1	1	1	1	1	1	1	0
60880	恐暴龙		1	8350	89	1	1	0.53	1	1	1	1	1	1	1	1
60880	恐暴龙		2	17399	111	1	1	0.53	1	1	1	1	1	1	1	1
60880	恐暴龙		3	39051	209	1	1	0.53	1	1	1	1	1	1	1	1
60881	奇烈恐暴龙		1	12525	89	1	1	0.53	1	1	1	1	1	1	1	1
60881	奇烈恐暴龙		2	26099	111	1	1	0.53	1	1	1	1	1	1	1	1
60881	奇烈恐暴龙		3	58577	209	1	1	0.53	1	1	1	1	1	1	1	1
60890	碎龙		1	8350	89	1	1	0.53	1	1	1	1	1	1	1	1
60890	碎龙		2	17399	111	1	1	0.53	1	1	1	1	1	1	1	1
60890	碎龙		3	39051	209	1	1	0.53	1	1	1	1	1	1	1	1
60896	碎龙_粘菌_小		1	500	100	1	1	1	1	1	1	1	1	1	1	1
60896	碎龙_粘菌_小		2	800	100	1	1	1	1	1	1	1	1	1	1	1
60896	碎龙_粘菌_小		3	1000	100	1	1	1	1	1	1	1	1	1	1	1
60897	碎龙_粘菌_大		1	500	100	1	1	1	1	1	1	1	1	1	1	1
60897	碎龙_粘菌_大		2	800	100	1	1	1	1	1	1	1	1	1	1	1
60897	碎龙_粘菌_大		3	1000	100	1	1	1	1	1	1	1	1	1	1	1
60900	冰牙龙		1	36257	369	1	1	0.38	1	1.2	1	1	1	1	1	1
60900	冰牙龙		2	46573	546	1	1	0.38	1	1.2	1	1	1	1	1	1
60900	冰牙龙		3	92358	1145	1	1	0.38	1	1.2	1	1	1	1	1	1
60910	爆锤龙		1	8350	89	1	1	0.35	1	1	1	1	1	1	1	1
60910	爆锤龙		2	17399	111	1	1	0.35	1	1	1	1	1	1	1	1
60910	爆锤龙		3	39051	209	1	1	0.35	1	1	1	1	1	1	1	1
60920	迅龙		1	8350	89	1	1	0.35	1	1	1	1	1	1	1	1
60920	迅龙		2	17399	111	1	1	0.35	1	1	1	1	1	1	1	1
60920	迅龙		3	39051	209	1	1	0.35	1	1	1	1	1	1	1	1
60921	奇烈迅龙		1	12525	89	1	1	0.35	1	1	1	1	1	1	1	1
60921	奇烈迅龙		2	26099	111	1	1	0.35	1	1	1	1	1	1	1	1
60921	奇烈迅龙		3	58577	209	1	1	0.35	1	1	1	1	1	1	1	1
60930	岚龙		1	12525	89	1	1	0.53	1	1	1	1	1	1	1	1
60930	岚龙		2	26099	111	1	1	0.53	1	1	1	1	1	1	1	1
60930	岚龙		3	58577	209	1	1	0.53	1	1	1	1	1	1	1	1
70001	胆小的精灵鹿		1	140	100	1	1	0.8	1	1	1	1	1	1	1	0
70001	胆小的精灵鹿		2	200	100	1	1	0.8	1	1	1	1	1	1	1	0
70001	胆小的精灵鹿		3	260	100	1	1	0.8	1	1	1	1	1	1	1	0
70002	河狸兽幼崽		1	3827	89	1	1	0.7	1000	1	1	1	1	1	1	0
70002	河狸兽幼崽		2	6524	111	1	1	0.7	1000	1	1	1	1	1	1	0
70002	河狸兽幼崽		3	9762	209	1	1	0.7	1000	1	1	1	1	1	1	0
70004	尾巴较软的河狸兽		1	3827	89	1	1	0.7	0.7	1	1	1	1	1	1	0
70004	尾巴较软的河狸兽		2	6524	111	1	1	0.7	0.7	1	1	1	1	1	1	0
70004	尾巴较软的河狸兽		3	9762	209	1	1	0.7	0.7	1	1	1	1	1	1	0
70005	菊花较软的电龙		1	10000	200	1	1	0.5	0.65	1	1	1	1	1	1	0
70005	菊花较软的电龙		2	10000	300	1	1	0.5	0.65	1	1	1	1	1	1	0
70005	菊花较软的电龙		3	10000	600	1	1	0.5	0.65	1	1	1	1	1	1	0
70006	凶恶的蓝速龙		1	180	20	1	1	0.8	1	0.3	1	1	1	1	1	0
70006	凶恶的蓝速龙		2	220	25	1	1	0.8	1	0.3	1	1	1	1	1	0
70006	凶恶的蓝速龙		3	250	23	1	1	0.8	1	0.3	1	1	1	1	1	0
70007	爱吃香蕉的桃毛兽		1	500	100	1	1	0.8	1.5	1	1	1	1	1	1	0
70007	爱吃香蕉的桃毛兽		2	800	100	1	1	0.8	1.5	1	1	1	1	1	1	0
70007	爱吃香蕉的桃毛兽		3	1000	100	1	1	0.8	1.5	1	1	1	1	1	1	0
70008	恼人的黄速龙		1	200	100	1	1	0.8	1.5	1	1	1	1	1	1	0
70008	恼人的黄速龙		2	280	100	1	1	0.8	1.5	1	1	1	1	1	1	0
70008	恼人的黄速龙		3	350	100	1	1	0.8	1.5	1	1	1	1	1	1	0
70009	恼人的蓝速龙		1	180	20	1	1	0.8	1.5	1	1	1	1	1	1	0
70009	恼人的蓝速龙		2	220	25	1	1	0.8	1.5	1	1	1	1	1	1	0
70009	恼人的蓝速龙		3	250	23	1	1	0.8	1.5	1	1	1	1	1	1	0
70010	休闲野猪		1	400	30	1	1	0.8	2	1	1	1	1	1	1	0
70010	休闲野猪		2	450	30	1	1	0.8	2	1	1	1	1	1	1	0
70010	休闲野猪		3	500	30	1	1	0.8	2	1	1	1	1	1	1	0
70011	爱吃香蕉的桃毛兽王		1	24185	251	1	1	0.65	0.65	1	1	1	1	1	1	0
70011	爱吃香蕉的桃毛兽王		2	36256	335	1	1	0.65	0.65	1	1	1	1	1	1	0
70011	爱吃香蕉的桃毛兽王		3	50158	517	1	1	0.65	0.65	1	1	1	1	1	1	0
70012	休闲盾蟹		1	500	100	1	1	1	1	0.8	1	1	1	1	1	0
70012	休闲盾蟹		2	800	100	1	1	1	1	0.8	1	1	1	1	1	0
70012	休闲盾蟹		3	1000	100	1	1	1	1	0.8	1	1	1	1	1	0
70013	休闲野猪		1	400	30	1	1	0.8	2	1	1	1	1	1	1	0
70013	休闲野猪		2	450	30	1	1	0.8	2	1	1	1	1	1	1	0
70013	休闲野猪		3	500	30	1	1	0.8	2	1	1	1	1	1	1	0
70014	盾蟹泡泡剧毒		1	500	100	1	1	1	1	0.8	1	1	1	1	1	0
70014	盾蟹泡泡剧毒		2	800	100	1	1	1	1	0.8	1	1	1	1	1	0
70014	盾蟹泡泡剧毒		3	1000	100	1	1	1	1	0.8	1	1	1	1	1	0
70015	迷你电龙		1	10000	200	1	1	0.5	0.35	1	1	1	1	1	1	0
70015	迷你电龙		2	10000	300	1	1	0.5	0.35	1	1	1	1	1	1	0
70015	迷你电龙		3	10000	600	1	1	0.5	0.35	1	1	1	1	1	1	0
70016	易麻痹的黄速龙王		1	8640	151	1	1	0.45	0.6	1	1	1	1	1	1	0
70016	易麻痹的黄速龙王		2	11270	201	1	1	0.45	0.6	1	1	1	1	1	1	0
70016	易麻痹的黄速龙王		3	17531	376	1	1	0.45	0.6	1	1	1	1	1	1	0
70017	迷你河狸兽		1	3827	89	1	1	0.7	0.7	1	1	1	1	1	1	0
70017	迷你河狸兽		2	6524	111	1	1	0.7	0.7	1	1	1	1	1	1	0
70017	迷你河狸兽		3	9762	209	1	1	0.7	0.7	1	1	1	1	1	1	0
70018	千层香菇猪01		1	110	100	1	1	0.8	0.8	1	1	1	1	1	1	0
70018	千层香菇猪01		2	120	100	1	1	0.8	0.8	1	1	1	1	1	1	0
70018	千层香菇猪01		3	130	100	1	1	0.8	0.8	1	1	1	1	1	1	0
70019	千层精灵鹿01		1	140	100	1	1	0.8	1	1	1	1	1	1	1	0
70019	千层精灵鹿01		2	200	100	1	1	0.8	0.8	1	1	1	1	1	1	0
70019	千层精灵鹿01		3	260	100	1	1	0.8	0.8	1	1	1	1	1	1	0
70020	千层香菇猪02		1	110	100	1	1	0.8	0.8	1	1	1	1	1	1	0
70020	千层香菇猪02		2	120	100	1	1	0.8	0.8	1	1	1	1	1	1	0
70020	千层香菇猪02		3	130	100	1	1	0.8	0.8	1	1	1	1	1	1	0
70021	千层精灵鹿02		1	140	100	1	1	0.8	1	1	1	1	1	1	1	0
70021	千层精灵鹿02		2	200	100	1	1	0.8	0.8	1	1	1	1	1	1	0
70021	千层精灵鹿02		3	260	100	1	1	0.8	0.8	1	1	1	1	1	1	0
70022	皮糙肉厚草食龙		1	550	100	1	1	0.8	100	1	1	1	1	1	1	0
70022	皮糙肉厚草食龙		2	600	100	1	1	0.8	100	1	1	1	1	1	1	0
70022	皮糙肉厚草食龙		3	600	100	1	1	0.8	100	1	1	1	1	1	1	0
70023	皮糙肉厚蓝速龙		1	180	20	1	1	0.8	100	1	1	1	1	1	1	0
70023	皮糙肉厚蓝速龙		2	220	25	1	1	0.8	100	1	1	1	1	1	1	0
70023	皮糙肉厚蓝速龙		3	250	23	1	1	0.8	100	1	1	1	1	1	1	0
70024	皮糙肉厚蓝速龙王		1	3827	89	1	1	0.5	500	2	1	1	1	1	1	0
70024	皮糙肉厚蓝速龙王		2	6524	111	1	1	0.5	500	2	1	1	1	1	1	0
70024	皮糙肉厚蓝速龙王		3	9762	209	1	1	0.5	500	2	1	1	1	1	1	0
70025	香菇猪		1	110	100	1	1	0.8	100	1	1	1	1	1	1	0
70025	香菇猪		2	120	100	1	1	0.8	100	1	1	1	1	1	1	0
70025	香菇猪		3	130	100	1	1	0.8	100	1	1	1	1	1	1	0
70026	吃下指南书的香菇猪		1	110	100	1	1	0.8	0.8	1	1	1	1	1	1	0
70026	吃下指南书的香菇猪		2	120	100	1	1	0.8	0.8	1	1	1	1	1	1	0
70026	吃下指南书的香菇猪		3	130	100	1	1	0.8	0.8	1	1	1	1	1	1	0
70027	头部较软的大怪鸟		1	8640	151	1	1	0.5	0.6	1	1	1	1	1	1	0
70027	头部较软的大怪鸟		2	11270	201	1	1	0.5	0.6	1	1	1	1	1	1	0
70027	头部较软的大怪鸟		3	17531	376	1	1	0.5	0.6	1	1	1	1	1	1	0
70028	诱惑的香菇猪		1	110	100	1	1	0.8	0.8	1	1	1	1	1	1	0
70028	诱惑的香菇猪		2	120	100	1	1	0.8	0.8	1	1	1	1	1	1	0
70028	诱惑的香菇猪		3	130	100	1	1	0.8	0.8	1	1	1	1	1	1	0
70029	PVP电龙		1	10000	200	1	1	1	40	1	1	1	1	1	1	0
70030	吃了真侧头的野猪		1	400	30	1	1	0.8	2	1	1	1	1	1	1	0
70030	吃了真侧头的野猪		2	450	30	1	1	0.8	2	1	1	1	1	1	1	0
70030	吃了真侧头的野猪		3	500	30	1	1	0.8	2	1	1	1	1	1	1	0
70031	PVP雌火龙		1	27545	408	1	1	0.6	2	3	1	1	1	1	1	0
70031	PVP雌火龙		2	32380	522	1	1	0.6	2	3	1	1	1	1	1	0
70031	PVP雌火龙		3	56665	901	1	1	0.6	2	3	1	1	1	1	1	0
70032	头部脆弱的镰蟹		1	80	500	1	1	0.55	0.08	1	1	1	1	1	1	0
70033	头部脆弱的雪狮子		1	100	500	1	1	0.75	1	1	1	1	1	1	1	0
70034	千层河狸兽03		1	3827	89	1	1	0.7	1	1	1	1	1	1	1	0
70034	千层河狸兽03		2	6524	111	1	1	0.7	1	1	1	1	1	1	1	0
70034	千层河狸兽03		3	9762	209	1	1	0.7	1	1	1	1	1	1	1	0
70035	千层沙龙王		1	36257	369	1	1	0.7	0.1	1	1	1	1	1	1	0
70035	千层沙龙王		2	46573	546	1	1	0.7	0.1	1	1	1	1	1	1	0
70035	千层沙龙王		3	92358	1145	1	1	0.7	0.1	1	1	1	1	1	1	0
70036	新手引导关香菇猪		1	110	100	1	1	0.8	0.8	1	1	1	1	1	1	0
70036	新手引导关香菇猪		2	120	100	1	1	0.8	0.8	1	1	1	1	1	1	0
70036	新手引导关香菇猪		3	130	100	1	1	0.8	0.8	1	1	1	1	1	1	0
70037	蚊子		1	100	100	1	1	0.6	0.3	1	1	1	1	1	1	0
70038	吃了陷阱的野猪		1	400	30	1	1	0.8	2	1	1	1	1	1	1	0
70039	吃了捕获玉的小蓝速龙		1	180	20	1	1	0.8	1.5	0.3	1	1	1	1	1	0
70040	初始能捕获的蓝速龙王		1	3827	89	1	1	0.65	0.7	1	1	1	1	1	1	0
70041	千层沙狸兽		1	130749	851	1	1	0.75	0.1	1	1	1	1	1	1	0
70041	千层沙狸兽		2	182468	1543	1	1	0.75	0.1	1	1	1	1	1	1	0
70041	千层沙狸兽		3	318634	3330	1	1	0.75	0.1	1	1	1	1	1	1	0
70055	[配信Raid]野猪		1	400	30	1	1	0.8	1.5	0.5	1	1	1	1	1	0
70055	[配信Raid]野猪		2	450	30	1	1	0.8	1.5	0.5	1	1	1	1	1	0
70055	[配信Raid]野猪		3	500	30	1	1	0.8	1.5	0.5	1	1	1	1	1	0
