#TSV
#============Begin of sheet============
@Sheet=技能珠
总表ID	物品名称	说明	物品等级	稀有度	图标ID	离开副本是否保留	RANK	物品主类	物品中类	物品子类	绑定类型	拥有上限	携带上限	堆叠上限	农场精算点数	可否摧毁	购买价格	出售价格	是否商城道具	可否分解	物品过期时间	物品过期Tag	模型资源(男)	模型资源(女)	角色等级需求	种族需求	星级职业需求	星级等级需求	需求技能1ID	需求技能1等级MIN	需求技能1等级MAX	需求技能2ID	需求技能2等级MIN	需求技能2等级MAX	猎团等级需求	宠物等级需求	性别需求	需求地区ID	需求LevelMode	需求关卡ID	物品使用次数	CD时间	共享CD组	CD下线是否保留	使用目标	动作技能	物品使用功能1名称	物品使用功能1参数1	物品使用功能1参数2	物品使用功能1参数3	物品使用功能2名称	物品使用功能2参数1	物品使用功能2参数2	物品使用功能2参数3	物品使用功能3名称	物品使用功能3参数1	物品使用功能3参数2	物品使用功能3参数3	物品使用功能4名称	物品使用功能4参数1	物品使用功能4参数2	物品使用功能4参数3	对应技能1ID	点数1	对应技能2ID	点数2	对应技能3ID	点数3	对应技能4ID	点数4	可否被偷窃	共享携带上限组ID	物品伤害信息	排序参数	镶嵌需求孔数	镶嵌需求装备等级Min	镶嵌需求装备等级Max	商城索引ID	素材分类_1	素材价值_1	素材分类_2	素材价值_2	素材分类_3	素材价值_3	素材分类_4	素材价值_4	素材分类_5	素材价值_5	素材分类_6	素材价值_6	素材分类_7	素材价值_7	素材分类_8	素材价值_8	素材分类_9	素材价值_9	素材分类_10	素材价值_10	副本中使用次数	随机狩猎奖励点	解绑道具	解绑道具数量
29164	拉弓珠【2】	"<BR><FONT COLOR=\"\#C6B262\">DISCARD</FONT>"	1	2	prop_sb_01	1	0	1	12	1	0	0	0	99		0	280	1	0	0	0		0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	-1	2	-1	0	0	0	0	0	29164			2		999																									
29165	拉弓珠【3】	"<BR><FONT COLOR=\"\#C6B262\">DISCARD</FONT>"	1	2	prop_sb_01	1	0	1	12	1	0	0	0	99		0	280	1	0	0	0		0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	-1	2	-1	0	0	0	0	0	29165			3		999																									
29166	牙兽珠【1】	"<FONT COLOR=\"\#68A16A\" >镶嵌到装备上：牙兽猎人+1，加护-1</FONT><BR><FONT COLOR=\"\#6285C6\" >来源：珠宝调和\n所需素材：明王原珠×1  战鬼河狸兽的刚爪×2  高级技能珠素材券×10</FONT><BR>"	1	2	prop_sb_02	1	0	1	12	1	0	0	0	99		0	280	1	0	0	0		0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	1	23	-1	0	0	0	0	0	29166			1	1	999																									
29167	牙兽珠【2】	"<FONT COLOR=\"\#68A16A\" >镶嵌到装备上：牙兽猎人+3，加护-1</FONT><BR><FONT COLOR=\"\#6285C6\" >来源：珠宝调和\n所需素材：明王原珠×1  剑极狼的重腕甲×2  高级技能珠素材券×15</FONT><BR>"	1	3	prop_sb_03	1	0	1	12	1	0	0	0	99		0	280	1	0	0	0		0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	3	23	-1	0	0	0	0	0	29167			2	1	999																									
29168	牙兽珠【3】	"<BR><FONT COLOR=\"\#C6B262\">DISCARD</FONT>"	1	2	prop_sb_01	1	0	1	12	1	0	0	0	99		0	280	1	0	0	0		0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	-1	2	-1	0	0	0	0	0	29168			3		999																									
29169	自防珠【1】	"<BR><FONT COLOR=\"\#C6B262\">DISCARD</FONT>"	1	2	prop_sb_01	1	0	1	12	1	0	0	0	99		0	280	1	0	0	0		0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	-1	2	-1	0	0	0	0	0	29169			1		999																									
29170	自防珠【2】	"<BR><FONT COLOR=\"\#C6B262\">DISCARD</FONT>"	1	2	prop_sb_01	1	0	1	12	1	0	0	0	99		0	280	1	0	0	0		0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	-1	2	-1	0	0	0	0	0	29170			2		999																									
29171	自防珠【3】	"<BR><FONT COLOR=\"\#C6B262\">DISCARD</FONT>"	1	2	prop_sb_01	1	0	1	12	1	0	0	0	99		0	280	1	0	0	0		0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	-1	2	-1	0	0	0	0	0	29171			3		999																									
29172	鸟龙珠【1】	"<FONT COLOR=\"\#68A16A\" >镶嵌到装备上：鸟龙猎人+1，加护-1</FONT><BR><FONT COLOR=\"\#6285C6\" >来源：珠宝调和\n所需素材：明王原珠×1  独耳黑狼鸟的钩爪×2  高级技能珠素材券×10</FONT><BR>"	1	2	prop_sb_02	1	0	1	12	1	0	0	0	99		0	280	1	0	0	0		0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76	1	23	-1	0	0	0	0	0	29172			1	1	999																									
29173	鸟龙珠【2】	"<FONT COLOR=\"\#68A16A\" >镶嵌到装备上：鸟龙猎人+3，加护-1</FONT><BR><FONT COLOR=\"\#6285C6\" >来源：珠宝调和\n所需素材：明王原珠×1  金眠鸟的赤金豪羽×2  高级技能珠素材券×15</FONT><BR>"	1	3	prop_sb_03	1	0	1	12	1	0	0	0	99		0	280	1	0	0	0		0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76	3	23	-1	0	0	0	0	0	29173			2	1	999																									
29174	鸟龙珠【3】	"<BR><FONT COLOR=\"\#C6B262\">DISCARD</FONT>"	1	2	prop_sb_01	1	0	1	12	1	0	0	0	99		0	280	1	0	0	0		0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	-1	2	-1	0	0	0	0	0	29174			3		999																									
29175	背水珠【1】	"<FONT COLOR=\"\#68A16A\" >镶嵌到装备上：孤注一掷+1，加护-1</FONT><BR><FONT COLOR=\"\#6285C6\" >来源：珠宝调和\n所需素材：般若原珠×1  紫毒鸟的重喙×2     </FONT><BR>"	1	2	prop_sb_01	1	0	1	12	1	0	0	0	99		0	280	1	0	0	0		0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	1	23	-1	0	0	0	0	0	29175			1	1	999																									
29176	背水珠【2】	"<FONT COLOR=\"\#68A16A\" >镶嵌到装备上：孤注一掷+3，加护-2</FONT><BR><FONT COLOR=\"\#6285C6\" >来源：珠宝调和\n所需素材：般若原珠×2  尾晶蝎的豪毛×1  高级技能珠素材券×15</FONT><BR>"	1	3	prop_sb_03	1	0	1	12	1	0	0	0	99		0	280	1	0	0	0		0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	3	23	-2	0	0	0	0	0	29176			2	1	999																									
29177	背水珠【3】	"<BR><FONT COLOR=\"\#C6B262\">DISCARD</FONT>"	1	2	prop_sb_01	1	0	1	12	1	0	0	0	99		0	280	1	0	0	0		0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	-1	2	-1	0	0	0	0	0	29177			3		999																									
29178	剑豪珠【1】	"<BR><FONT COLOR=\"\#C6B262\">DISCARD</FONT>"	1	2	prop_sb_01	1	0	1	12	1	0	0	0	99		0	280	1	0	0	0		0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	-1	2	-1	0	0	0	0	0	29178			1		999																									
29179	剑豪珠【2】	"<BR><FONT COLOR=\"\#C6B262\">DISCARD</FONT>"	1	2	prop_sb_01	1	0	1	12	1	0	0	0	99		0	280	1	0	0	0		0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	-1	2	-1	0	0	0	0	0	29179			2		999																									
29180	剑豪珠【3】	"<BR><FONT COLOR=\"\#C6B262\">DISCARD</FONT>"	1	2	prop_sb_01	1	0	1	12	1	0	0	0	99		0	280	1	0	0	0		0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	-1	2	-1	0	0	0	0	0	29180			3		999																									
29181	铁壁珠【1】	"<FONT COLOR=\"\#68A16A\" >镶嵌到装备上：防御性能+1，体术-1</FONT><BR><FONT COLOR=\"\#6285C6\" >来源：珠宝调和\n所需素材：修罗原珠×2  毒怪鸟的重喙×1     </FONT><BR>"	1	2	prop_sb_01	1	0	1	12	1	0	0	0	99		0	280	1	0	0	0		0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	1	32	-1	0	0	0	0	0	29181			1	1	999																									
29182	铁壁珠【2】	"<FONT COLOR=\"\#68A16A\" >镶嵌到装备上：防御性能+3，体术-1</FONT><BR><FONT COLOR=\"\#6285C6\" >来源：珠宝调和\n所需素材：修罗原珠×2  断刃一角龙的重壳×1  高级技能珠素材券×15</FONT><BR>"	1	3	prop_sb_03	1	0	1	12	1	0	0	0	99		0	280	1	0	0	0		0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	3	32	-1	0	0	0	0	0	29182			2	1	999																									
29183	铁壁珠【3】	"<FONT COLOR=\"\#68A16A\" >镶嵌到装备上：防御性能+5，体术-2</FONT><BR><FONT COLOR=\"\#6285C6\" ></FONT><BR>"	1	4	prop_sb_03	1	0	1	12	1	0	0	0	99		0	280	1	0	0	0		0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	5	32	-2	0	0	0	0	0	29183			3	1	999																									
29184	坚韧珠【1】	"<BR><FONT COLOR=\"\#C6B262\">DISCARD</FONT>"	1	2	prop_sb_01	1	0	1	12	1	0	0	0	99		0	280	1	0	0	0		0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	-1	2	-1	0	0	0	0	0	29184			1		999																									
29185	坚韧珠【2】	"<BR><FONT COLOR=\"\#C6B262\">DISCARD</FONT>"	1	2	prop_sb_01	1	0	1	12	1	0	0	0	99		0	280	1	0	0	0		0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	-1	2	-1	0	0	0	0	0	29185			2		999																									
29186	坚韧珠【3】	"<BR><FONT COLOR=\"\#C6B262\">DISCARD</FONT>"	1	2	prop_sb_01	1	0	1	12	1	0	0	0	99		0	280	1	0	0	0		0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	-1	2	-1	0	0	0	0	0	29186			3		999																									
29187	加榴珠【1】	"<FONT COLOR=\"\#68A16A\" >镶嵌到装备上：榴弹增加+1，快速装填-1</FONT><BR><FONT COLOR=\"\#6285C6\" >来源：珠宝调和\n所需素材：琉璃原珠×2  战鬼河狸兽的厚毛×1  高级技能珠素材券×15</FONT><BR>"	1	2	prop_sb_03	1	0	1	12	1	0	0	0	99		0	280	1	0	0	0		0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	1	35	-1	0	0	0	0	0	29187			1	1	999																									
29188	加榴珠【2】	"<BR><FONT COLOR=\"\#C6B262\">DISCARD</FONT>"	1	3	prop_sb_03	1	0	1	12	1	0	0	0	99		0	280	1	0	0	0		0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	3	35	-1	0	0	0	0	0	29188			2		999																									
29189	加榴珠【3】	"<BR><FONT COLOR=\"\#C6B262\">DISCARD</FONT>"	1	4	prop_sb_03	1	0	1	12	1	0	0	0	99		0	280	1	0	0	0		0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	5	35	-2	0	0	0	0	0	29189			3		999																									
29190	怒击珠【1】	"<BR><FONT COLOR=\"\#C6B262\">DISCARD</FONT>"	1	2	prop_sb_01	1	0	1	12	1	0	0	0	99		0	280	1	0	0	0		0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	-1	2	-1	0	0	0	0	0	29190			1		999																									
29191	怒击珠【2】	"<BR><FONT COLOR=\"\#C6B262\">DISCARD</FONT>"	1	2	prop_sb_01	1	0	1	12	1	0	0	0	99		0	280	1	0	0	0		0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	-1	2	-1	0	0	0	0	0	29191			2		999																									
29192	怒击珠【3】	"<BR><FONT COLOR=\"\#C6B262\">DISCARD</FONT>"	1	2	prop_sb_01	1	0	1	12	1	0	0	0	99		0	280	1	0	0	0		0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	-1	2	-1	0	0	0	0	0	29192			3		999																									
29193	伏击珠【1】	"<BR><FONT COLOR=\"\#C6B262\">DISCARD</FONT>"	1	2	prop_sb_01	1	0	1	12	1	0	0	0	99		0	280	1	0	0	0		0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	-1	2	-1	0	0	0	0	0	29193			1		999																									
29194	伏击珠【2】	"<BR><FONT COLOR=\"\#C6B262\">DISCARD</FONT>"	1	2	prop_sb_01	1	0	1	12	1	0	0	0	99		0	280	1	0	0	0		0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	-1	2	-1	0	0	0	0	0	29194			2		999																									
29195	伏击珠【3】	"<BR><FONT COLOR=\"\#C6B262\">DISCARD</FONT>"	1	2	prop_sb_01	1	0	1	12	1	0	0	0	99		0	280	1	0	0	0		0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	-1	2	-1	0	0	0	0	0	29195			3		999																									
29196	怒气珠【1】	"<BR><FONT COLOR=\"\#C6B262\">DISCARD</FONT>"	1	2	prop_sb_01	1	0	1	12	1	0	0	0	99		0	280	1	0	0	0		0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	-1	2	-1	0	0	0	0	0	29196			1		999																									
29197	怒气珠【2】	"<BR><FONT COLOR=\"\#C6B262\">DISCARD</FONT>"	1	2	prop_sb_01	1	0	1	12	1	0	0	0	99		0	280	1	0	0	0		0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	-1	2	-1	0	0	0	0	0	29197			2		999																									
29198	怒气珠【3】	"<BR><FONT COLOR=\"\#C6B262\">DISCARD</FONT>"	1	2	prop_sb_01	1	0	1	12	1	0	0	0	99		0	280	1	0	0	0		0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	-1	2	-1	0	0	0	0	0	29198			3		999																									
29199	飞龙珠【1】	"<FONT COLOR=\"\#68A16A\" >镶嵌到装备上：飞龙猎人+1，加护-1</FONT><BR><FONT COLOR=\"\#6285C6\" >来源：珠宝调和\n所需素材：明王原珠×1  砂岩龙的重壳×2  高级技能珠素材券×15</FONT><BR>"	1	2	prop_sb_03	1	0	1	12	1	0	0	0	99		0	280	1	0	0	0		0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	1	23	-1	0	0	0	0	0	29199			1	1	999																									
29200	飞龙珠【2】	"<BR><FONT COLOR=\"\#C6B262\">DISCARD</FONT>"	1	2	prop_sb_01	1	0	1	12	1	0	0	0	99		0	280	1	0	0	0		0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	-1	2	-1	0	0	0	0	0	29200			2		999																									
29201	飞龙珠【3】	"<BR><FONT COLOR=\"\#C6B262\">DISCARD</FONT>"	1	2	prop_sb_01	1	0	1	12	1	0	0	0	99		0	280	1	0	0	0		0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	-1	2	-1	0	0	0	0	0	29201			3		999																									
29202	匠珠【1】	"<BR><FONT COLOR=\"\#C6B262\">DISCARD</FONT>"	1	2	prop_sb_01	1	0	1	12	1	0	0	0	99		0	280	1	0	0	0		0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	-1	2	-1	0	0	0	0	0	29202			1		999																									
29203	匠珠【2】	"<FONT COLOR=\"\#68A16A\" >镶嵌到装备上：匠+1，锋利度-1</FONT><BR><FONT COLOR=\"\#6285C6\" >来源：珠宝调和\n所需素材：修罗原珠×2  魅惑色的刚翼×1  高级技能珠素材券×15</FONT><BR>"	1	3	prop_sb_03	1	0	1	12	1	0	0	0	99		0	280	1	0	0	0		0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109	1	69	-1	0	0	0	0	0	29203			2	1	999																									
29204	匠珠【3】	"<FONT COLOR=\"\#68A16A\" >镶嵌到装备上：匠+2，锋利度-1</FONT><BR><FONT COLOR=\"\#6285C6\" ></FONT><BR>"	1	4	prop_sb_03	1	0	1	12	1	0	0	0	99		0	280	1	0	0	0		0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109	2	69	-1	0	0	0	0	0	29204			3	1	999																									
29205	古龙珠【1】	"<FONT COLOR=\"\#68A16A\" >镶嵌到装备上：古龙猎人+1，加护-1</FONT><BR><FONT COLOR=\"\#6285C6\" >来源：珠宝调和\n所需素材：明王原珠×1  腐朽的厚龙鳞×2  高级技能珠素材券×15</FONT><BR>"	1	2	prop_sb_03	1	0	1	12	1	0	0	0	99		0	280	1	0	0	0		0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78	1	23	-1	0	0	0	0	0	29205			1	1	999																									
29206	古龙珠【2】	"<BR><FONT COLOR=\"\#C6B262\">DISCARD</FONT>"	1	2	prop_sb_01	1	0	1	12	1	0	0	0	99		0	280	1	0	0	0		0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	-1	2	-1	0	0	0	0	0	29206			2		999																									
29207	古龙珠【3】	"<BR><FONT COLOR=\"\#C6B262\">DISCARD</FONT>"	1	2	prop_sb_01	1	0	1	12	1	0	0	0	99		0	280	1	0	0	0		0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	-1	2	-1	0	0	0	0	0	29207			3		999																									
29208	耐暑珠【1】	"<FONT COLOR=\"\#68A16A\" >镶嵌到装备上：耐暑+2</FONT><BR><FONT COLOR=\"\#6285C6\" >来源：珠宝调和\n所需素材：阳翔原珠×1  沙龙王的刚牙×2     </FONT><BR>"	1	2	prop_sb_01	1	0	1	12	1	0	0	0	99		0	280	1	0	0	0		0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	2	0	0	0	0	0	0	0	29208			1	1	999																									
29209	耐暑珠【2】	"<FONT COLOR=\"\#68A16A\" >镶嵌到装备上：耐暑+5</FONT><BR><FONT COLOR=\"\#6285C6\" >来源：珠宝调和\n所需素材：阳翔原珠×1  烈焰的神龙爪×2  高级技能珠素材券×15</FONT><BR>"	1	3	prop_sb_03	1	0	1	12	1	0	0	0	99		0	280	1	0	0	0		0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	5	0	0	0	0	0	0	0	29209			2	1	999																									
29210	耐暑珠【3】	"<BR><FONT COLOR=\"\#C6B262\">DISCARD</FONT>"	1	2	prop_sb_01	1	0	1	12	1	0	0	0	99		0	280	1	0	0	0		0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	-1	2	-1	0	0	0	0	0	29210			3		999																									
29211	回避珠废【1】	"<BR><FONT COLOR=\"\#C6B262\">DISCARD</FONT>"	1	2	prop_sb_01	1	0	1	12	1	0	0	0	99		0	280	1	0	0	0		0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	-1	2	-1	0	0	0	0	0	29211			1		999																									
29212	回避珠废【2】	"<BR><FONT COLOR=\"\#C6B262\">DISCARD</FONT>"	1	2	prop_sb_01	1	0	1	12	1	0	0	0	99		0	280	1	0	0	0		0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	-1	2	-1	0	0	0	0	0	29212			2		999																									
29213	回避珠废【3】	"<BR><FONT COLOR=\"\#C6B262\">DISCARD</FONT>"	1	2	prop_sb_01	1	0	1	12	1	0	0	0	99		0	280	1	0	0	0		0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	-1	2	-1	0	0	0	0	0	29213			3		999																									
29214	鱼龙珠【1】	"<FONT COLOR=\"\#68A16A\" >镶嵌到装备上：鱼龙猎人+1，加护-1</FONT><BR><FONT COLOR=\"\#6285C6\" >来源：珠宝调和\n所需素材：明王原珠×1  沙龙王的大储砂袋×2  高级技能珠素材券×10</FONT><BR>"	1	2	prop_sb_02	1	0	1	12	1	0	0	0	99		0	280	1	0	0	0		0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79	1	23	-1	0	0	0	0	0	29214			1	1	999																									
29215	鱼龙珠【2】	"<FONT COLOR=\"\#68A16A\" >镶嵌到装备上：鱼龙猎人+3，加护-1</FONT><BR><FONT COLOR=\"\#6285C6\" >来源：珠宝调和\n所需素材：明王原珠×1  沙龙王的特等皮×2  高级技能珠素材券×15</FONT><BR>"	1	3	prop_sb_03	1	0	1	12	1	0	0	0	99		0	280	1	0	0	0		0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79	3	23	-1	0	0	0	0	0	29215			2	1	999																									
29216	鱼龙珠【3】	"<BR><FONT COLOR=\"\#C6B262\">DISCARD</FONT>"	1	2	prop_sb_01	1	0	1	12	1	0	0	0	99		0	280	1	0	0	0		0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	-1	2	-1	0	0	0	0	0	29216			3		999																									
29217	甲壳珠【1】	"<FONT COLOR=\"\#68A16A\" >镶嵌到装备上：甲壳猎人+1，加护-1</FONT><BR><FONT COLOR=\"\#6285C6\" >来源：珠宝调和\n所需素材：明王原珠×1  尾晶蝎的刚爪×2  高级技能珠素材券×10</FONT><BR>"	1	2	prop_sb_02	1	0	1	12	1	0	0	0	99		0	280	1	0	0	0		0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77	1	23	-1	0	0	0	0	0	29217			1	1	999																									
29218	甲壳珠【2】	"<FONT COLOR=\"\#68A16A\" >镶嵌到装备上：甲壳猎人+3，加护-1</FONT><BR><FONT COLOR=\"\#6285C6\" >来源：珠宝调和\n所需素材：明王原珠×1  灰晶蝎的刚爪×2  高级技能珠素材券×15</FONT><BR>"	1	3	prop_sb_03	1	0	1	12	1	0	0	0	99		0	280	1	0	0	0		0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77	3	23	-1	0	0	0	0	0	29218			2	1	999																									
29219	甲壳珠【3】	"<BR><FONT COLOR=\"\#C6B262\">DISCARD</FONT>"	1	2	prop_sb_01	1	0	1	12	1	0	0	0	99		0	280	1	0	0	0		0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	-1	2	-1	0	0	0	0	0	29219			3		999																									
29220	群食珠【1】	"<BR><FONT COLOR=\"\#C6B262\">DISCARD</FONT>"	1	2	prop_sb_01	1	0	1	12	1	0	0	0	99		0	280	1	0	0	0		0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	-1	2	-1	0	0	0	0	0	29220			1		999																									
