#TSV
#============Begin of sheet============
@Sheet=可选技能
技能ID	技能名称	技能组ID	是否未开放	类型ID	客户端分页ID	客户端分页名称	客户端分组ID	客户端分组名称	cost值	cost增量	被动技组	被动技能点数	被动技编号	是否默认激活	解锁赠送重置次数	需求银币	需求素材ID_1	需求素材数量_1	需求素材ID_2	需求素材数量_2	需求素材ID_3	需求素材数量_3	需求素材ID_4	需求素材数量_4	需求素材ID_5	需求素材数量_5	需求素材ID_6	需求素材数量_6	泛型素材类型_1	泛型素材点数_1	泛型素材类型_2	泛型素材点数_2	泛型素材类型_3	泛型素材点数_3	泛型素材类型_4	泛型素材点数_4	泛型素材类型_5	泛型素材点数_5	泛型素材类型_6	泛型素材点数_6	素材代币ID1	素材代币个数1	素材代币点数1	素材代币ID2	素材代币个数2	素材代币点数2	素材代币ID3	素材代币个数3	素材代币点数3	素材代币ID4	素材代币个数4	素材代币点数4	素材代币ID5	素材代币个数5	素材代币点数5	素材代币ID6	素材代币个数6	素材代币点数6
16167	Challenger +2	16		1	1	Attack	4	Special Skills	70	1	57	15	997	0	1	2000	21465	2											160	70	5	140									21474	4	10	21474	14	10												
16168	Anti-bacterial	16		1	2	Defense	4	Special Skills	30	1	58	10	169	0	1	1200													51	40											21474	4	10															
16169	Fortify	16		1	3	Status	4	Special Skills	60	1	59	10	170	0	1	2400	21465	5											151	90	5	180									21474	5	10	21474	18	10												
16170	Negate Mud/Snow	16		1	2	Defense	4	Special Skills	40	1	60	10	171	0	1	1600													55	45											21474	5	10															
16171	Windproof (Lo)	16		1	2	Defense	4	Special Skills	30	1	61	10	172	0	1	1200													144	50											21474	3	10															
16172	Windproof (Hi)	16		1	2	Defense	4	Special Skills	50	1	61	15	173	0	1	2000	21465	2											161	70	5	140									21474	4	10	21474	14	10												
16174	Marathon Runner +1	16		1	3	Status	2	Enhancement Skills	40	1	62	10	175	0	1	1600	21465	1											156	55											21474	3	10															
16179	Violent Strike	16		1	1	Attack	2	Enhancement Skills	30	1	65	10	180	0	1	1200													161	50	5	100									21474	3	10	21474	10	10												
16180	Wide-Range +1	16		1	3	Status	4	Special Skills	20	1	66	10	181	0	1	800													55	35											21474	4	10															
16181	Wide-Range +2	16		1	3	Status	4	Special Skills	30	1	66	15	182	0	1	1200													132	50											21474	3	10															
16182	Wide-Range +3	16		1	3	Status	4	Special Skills	40	1	66	20	183	0	1	1600	21465	1											146	55											21474	3	10															
16185	Assassin Tech +1	16		1	1	Attack	2	Enhancement Skills	40	1	68	10	186	0	1	1600	21465	1											157	55											21474	3	10															
16186	Assassin Tech +2	16		1	1	Attack	2	Enhancement Skills	60	1	68	15	187	0	1	2400	21465	5											158	90											21474	5	10															
16192	Wilderness Survival	16		1	3	Status	4	Special Skills	10	1	71	10	213	0	1	400													52	35											21474	4	10															
16196	Flying Wyvern Killer	16		1	1	Attack	4	Special Skills	40	1	75	10	217	0	1	1600	21465	1											155	27											21474	2	10															
16197	Bird Wyvern Killer	16		1	1	Attack	4	Special Skills	40	1	76	10	218	0	1	1600	21465	1											153	55											21474	3	10															
16198	Carapacean Killer	16		1	1	Attack	4	Special Skills	40	1	77	10	219	0	1	1600	21465	1											152	55											21474	3	10															
16199	Elder Dragon Killer	16		1	1	Attack	4	Special Skills	40	1	78	10	220	0	1	1600	21465	1											145	55											21474	3	10															
16200	Piscine Wyvern Killer	16		1	1	Attack	4	Special Skills	40	1	79	10	221	0	1	1600	21465	1											126	55											21474	3	10															
16201	Fanged Beast Killer	16		1	1	Attack	4	Special Skills	40	1	80	10	222	0	1	1600	21465	1											136	55											21474	3	10															
16204	KO	16		1	1	Attack	2	Enhancement Skills	50	1	83	10	225	0	1	2000	21465	1											150	60											21474	3	10															
16205	Tripping Power	16		1	1	Attack	2	Enhancement Skills	40	1	84	10	226	0	1	1600	21465	2											160	70	5	140									21474	4	10	21474	14	10												
16206	Heat Cancel	16		1	3	Status	2	Enhancement Skills	30	1	85	10	227	0	1	1200													54	40											21474	4	10															
16207	Cold Res	16		1	3	Status	2	Enhancement Skills	20	1	86	10	228	0	1	800													51	35											21474	4	10															
16208	Normal S Lv1 +5	16		1	1	Attack	2	Enhancement Skills	30	1	87	10	229	0	1	1200													151	50	5	100									21474	3	10	21474	10	10												
16209	Normal S Lv1/2 +3	16		1	1	Attack	2	Enhancement Skills	45	1	87	15	230	0	1	1800	21465	1											157	60											21474	3	10															
16210	Normal S Lv1/3 +3	16		1	1	Attack	2	Enhancement Skills	60	1	87	20	231	0	1	2400	21465	6											161	100	5	200									21474	5	10	21474	20	10												
16234	Gourmand	16		1	3	Status	4	Special Skills	10	1	110	10	234	0	1	400													51	35											21474	4	10															
16235	Unscathed	16		1	1	Attack	2	Enhancement Skills	70	1	111	10	235	0	1	2800	21465	5											159	45											21474	3	10															
16237	Water Res +1	16		1	2	Defense	3	Element	20	1	113	10	237	0	1	800													54	35											21474	4	10															
16238	Water Res +2	16		1	2	Defense	3	Element	40	1	113	15	238	0	1	1600													52	45											21474	5	10															
16241	Fire Res +1	16		1	2	Defense	3	Element	20	1	114	10	241	0	1	800													55	35											21474	4	10															
16242	Fire Res +2	16		1	2	Defense	3	Element	40	1	114	15	242	0	1	1600													55	45											21474	5	10															
16245	Thunder Res +1	16		1	2	Defense	3	Element	20	1	115	10	245	0	1	800													55	35											21474	4	10															
16246	Thunder Res +2	16		1	2	Defense	3	Element	40	1	115	15	246	0	1	1600													57	45											21474	5	10															
16249	Dragon Res +1	16		1	2	Defense	3	Element	20	1	116	10	249	0	1	800													53	35											21474	4	10															
16250	Dragon Res +2	16		1	2	Defense	3	Element	40	1	116	15	250	0	1	1600													56	22											21474	3	10															
16253	Ice Res +1	16		1	2	Defense	3	Element	20	1	117	10	253	0	1	800													55	35											21474	4	10															
16254	Ice Res +2	16		1	2	Defense	3	Element	40	1	117	15	254	0	1	1600													55	45											21474	5	10															
16261	Stun Lock	16		1	1	Attack	2	Enhancement Skills	50	1	120	10	261	0	1	2000	21465	1											156	60											21474	3	10															
16264	Recovery Up	16		1	2	Defense	4	Special Skills	20	1	123	10	264	0	1	800													55	35											21474	4	10															
16265	Recovery Up Large	16		1	2	Defense	4	Special Skills	30	1	123	15	265	0	1	1200													104	50											21474	3	10															
16267	Herbal Daren	16		1	3	Status	4	Special Skills	10	1	124	10	267	0	1	400													55	35											21474	4	10															
16289	Negate Bleeding	16		1	2	Defense	4	Special Skills	50	1	135	10	290	0	1	2000	21465	1											142	60											21474	3	10															
17001	Attack Up (S)	17		1	1	Attack	1	Basic Skills	20	1	1	10	1	0	1	800													52	35											21474	4	10															
17002	Attack Up (M)	17		1	1	Attack	1	Basic Skills	40	1	1	15	2	0	1	1600													55	45											21474	5	10															
17003	Attack Up (L)	17		1	1	Attack	1	Basic Skills	60	1	1	20	3	0	1	2400	21465	2											158	70											21474	4	10															
17004	Attack Up (XL)	17		1	1	Attack	1	Basic Skills	80	1	1	25	4	0	1	3200	21465	5											163	45	5	180									21474	3	10	21474	18	10												
17005	Attack Up (XXL)	17		1	1	Attack	1	Basic Skills	100	1	1	30	5	0	1	4000	21465	10											160	200	5	400									21474	10	10	21474	40	10												
17010	Defense Up (S)	17		1	2	Defense	1	Basic Skills	10	1	2	10	10	0	1	400													51	35											21474	4	10															
17011	Defense Up (M)	17		1	2	Defense	1	Basic Skills	20	1	2	15	11	0	1	800													53	35											21474	4	10															
17012	Defense Up (L)	17		1	2	Defense	1	Basic Skills	30	1	2	20	12	0	1	1200													129	50											21474	3	10															
17013	Defense Up (XL)	17		1	2	Defense	1	Basic Skills	40	1	2	25	13	0	1	1600													56	22											21474	3	10															
17014	Defense Up (XXL)	17		1	2	Defense	1	Basic Skills	50	1	2	30	14	0	1	2000	21465	2											151	70	5	140									21474	4	10	21474	14	10												
17019	Critical Eye +1	17		1	1	Attack	2	Enhancement Skills	20	1	3	10	19	0	1	800													52	35											21474	4	10															
17020	Critical Eye +2	17		1	1	Attack	2	Enhancement Skills	30	1	3	15	20	0	1	1200													53	40											21474	4	10															
17021	Critical Eye +3	17		1	1	Attack	2	Enhancement Skills	40	1	3	20	21	0	1	1600	21465	1											128	55											21474	3	10															
17022	Critical Eye +4	17		1	1	Attack	2	Enhancement Skills	50	1	3	25	22	0	1	2000	21465	2											157	70											21474	4	10															
17023	Critical Eye +5	17		1	1	Attack	2	Enhancement Skills	60	1	3	30	23	0	1	2400	21465	5											157	90											21474	5	10															
17029	Speed Eating	17		1	3	Status	2	Enhancement Skills	30	1	5	10	29	0	1	400													55	40											21474	4	10															
17034	Detect	17		1	3	Status	4	Special Skills	20	1	7	10	34	0	1	800													56	17											21474	2	10															
17037	Perception	17		1	3	Status	4	Special Skills	60	1	9	10	37	0	1	2400	21465	5											151	90	5	180									21474	5	10	21474	18	10												
17038	Health +1	17		1	2	Defense	1	Basic Skills	15	1	10	10	38	0	1	600													51	35											21474	4	10															
17039	Health +2	17		1	2	Defense	1	Basic Skills	30	1	10	15	39	0	1	1200													55	40											21474	4	10															
17040	Health +3	17		1	2	Defense	1	Basic Skills	45	1	10	20	40	0	1	1800	21465	1											138	60											21474	3	10															
17041	Health +4	17		1	2	Defense	1	Basic Skills	60	1	10	25	41	0	1	2400	21465	2											163	35	5	140									21474	2	10	21474	14	10												
17042	Health +5	17		1	2	Defense	1	Basic Skills	75	1	10	30	42	0	1	3000	21465	5											160	90	5	180									21474	5	10	21474	18	10												
17047	Rec Speed +1	17		1	2	Defense	2	Enhancement Skills	10	1	11	10	47	0	1	400													55	35											21474	4	10															
17048	Rec Speed +2	17		1	2	Defense	2	Enhancement Skills	20	1	11	15	48	0	1	800													51	35											21474	4	10															
17049	Rec Speed +3	17		1	2	Defense	2	Enhancement Skills	30	1	11	20	49	0	1	1200													158	50											21474	3	10															
17057	Water Atk +1	17		1	1	Attack	3	Element	20	1	13	10	57	0	1	800													52	35											21474	4	10															
17058	Water Atk +2	17		1	1	Attack	3	Element	40	1	13	15	58	0	1	1600	21465	1											124	55											21474	3	10															
17059	Water Atk +3	17		1	1	Attack	3	Element	60	1	13	20	59	0	1	2400	21465	2											163	35	5	140									21474	2	10	21474	14	10												
17061	Fire Atk +1	17		1	1	Attack	3	Element	20	1	14	10	61	0	1	800													55	35											21474	4	10															
17062	Fire Atk +2	17		1	1	Attack	3	Element	40	1	14	15	62	0	1	1600	21465	1											147	55											21474	3	10															
17063	Fire Atk +3	17		1	1	Attack	3	Element	60	1	14	20	63	0	1	2400	21465	2											156	70											21474	4	10															
17065	Thunder Atk +1	17		1	1	Attack	3	Element	20	1	15	10	65	0	1	800													57	35											21474	4	10															
17066	Thunder Atk +2	17		1	1	Attack	3	Element	40	1	15	15	66	0	1	1600	21465	1											143	55											21474	3	10															
17067	Thunder Atk +3	17		1	1	Attack	3	Element	60	1	15	20	67	0	1	2400	21465	2											143	70											21474	4	10															
17069	Dragon Atk +1	17		1	1	Attack	3	Element	20	1	16	10	69	0	1	800													56	17											21474	2	10															
17070	Dragon Atk +2	17		1	1	Attack	3	Element	40	1	16	15	70	0	1	1600	21465	1											134	55											21474	3	10															
17071	Dragon Atk +3	17		1	1	Attack	3	Element	60	1	16	20	71	0	1	2400	21465	2											147	70											21474	4	10															
17073	Ice Atk +1	17		1	1	Attack	3	Element	20	1	17	10	73	0	1	800													52	35											21474	4	10															
17074	Ice Atk +2	17		1	1	Attack	3	Element	40	1	17	15	74	0	1	1600	21465	1											154	27											21474	2	10															
17075	Ice Atk +3	17		1	1	Attack	3	Element	60	1	17	20	75	0	1	2400	21465	2											155	35											21474	2	10															
17077	Negate Paralysis	17		1	2	Defense	4	Special Skills	60	1	18	10	78	0	1	2400	21465	2											148	70											21474	4	10															
17079	Halve Stun	17		1	2	Defense	4	Special Skills	30	1	19	10	80	0	1	1200													55	40											21474	4	10															
17080	Negate Stun	17		1	2	Defense	4	Special Skills	60	1	19	15	81	0	1	2400	21465	2											160	70	5	140									21474	4	10	21474	14	10												
17082	Negate Sleep	17		1	2	Defense	4	Special Skills	50	1	20	10	84	0	1	2000	21465	2											152	70											21474	4	10															
17084	Halve Poison	17		1	2	Defense	4	Special Skills	20	1	21	10	86	0	1	800													52	35											21474	4	10															
17085	Negate Poison	17		1	2	Defense	4	Special Skills	40	1	21	15	87	0	1	1600	21465	2											161	70	5	140									21474	4	10	21474	14	10												
17091	Divine Blessing	17		1	2	Defense	2	Enhancement Skills	40	1	23	10	93	0	1	1600	21465	1											135	55											21474	3	10															
17098	Partbreaker	17		1	1	Attack	2	Enhancement Skills	50	1	25	10	100	0	1	2000	21465	5											157	90											21474	5	10															
17099	Destruction God	17		1	1	Attack	2	Enhancement Skills	80	1	25	15	101	0	1	3000	21465	8											160	150	5	300									21474	8	10	21474	30	10												
17100	Adrenaline +1	17		1	3	Status	2	Enhancement Skills	50	1	26	10	102	0	1	1600	21465	2											156	70											21474	4	10															
17106	Weakness Exploit	17		1	1	Attack	4	Special Skills	60	1	29	10	108	0	1	2400	21465	5											160	90	5	180									21474	5	10	21474	18	10												
17107	Pierce S Lv1 +3	17		1	1	Attack	2	Enhancement Skills	30	1	30	10	109	0	1	1200													159	25											21474	2	10															
17108	Pierce S Lv2 +3	17		1	1	Attack	2	Enhancement Skills	45	1	30	15	110	0	1	1800	21465	2											161	70	5	140									21474	4	10	21474	14	10												
17109	Pierce S Lv3 +3	17		1	1	Attack	2	Enhancement Skills	60	1	30	20	111	0	1	2400	21465	6											151	100	5	200									21474	5	10	21474	20	10												
17110	Halve Hunger	17		1	3	Status	4	Special Skills	15	1	31	10	112	0	1	600													55	35											21474	4	10															
17111	Negate Hunger	17		1	3	Status	4	Special Skills	30	1	31	20	113	0	1	1200													151	50	5	100									21474	3	10	21474	10	10												
17115	Constitution +3	17		1	2	Defense	2	Enhancement Skills	60	1	32	20	117	0	1	2400	21465	5											156	90											21474	5	10															
17118	Butterfly Form	17		1	3	Status	2	Enhancement Skills	60	1	33	10	120	0	1	2400	21465	2											134	70											21474	4	10															
17119	Pellet S Lv1 +2	17		1	1	Attack	2	Enhancement Skills	30	1	34	10	121	0	1	1200													161	50	5	100									21474	3	10	21474	10	10												
17120	Pellet S Lv2 +2	17		1	1	Attack	2	Enhancement Skills	45	1	34	15	122	0	1	1800	21465	2											163	35	5	140									21474	2	10	21474	14	10												
17121	Pellet S Lv3 +2	17		1	1	Attack	2	Enhancement Skills	60	1	34	20	123	0	1	2400	21465	6											157	100											21474	5	10															
17122	Reload Spd +1	17		1	1	Attack	2	Enhancement Skills	40	1	35	10	124	0	1	1600	21465	1											158	55											21474	3	10															
17127	Status Atk +1	17		1	1	Attack	2	Enhancement Skills	50	1	36	10	129	0	1	2000	21465	2											159	35											21474	2	10															
17131	Crag S Lv1 +2	17		1	1	Attack	2	Enhancement Skills	30	1	37	10	133	0	1	1200													156	50											21474	3	10															
17132	Crag S Lv2 +2	17		1	1	Attack	2	Enhancement Skills	45	1	37	15	134	0	1	1800	21465	2											151	70	5	140									21474	4	10	21474	14	10												
17133	Crag S Lv3 +2	17		1	1	Attack	2	Enhancement Skills	60	1	37	20	135	0	1	2400	21465	6											159	50											21474	3	10															
17134	Trap Master	17		1	3	Status	4	Special Skills	30	1	38	10	136	0	1	1200													56	20											21474	2	10															
17135	Normal/Rapid Up	17		1	1	Attack	2	Enhancement Skills	80	1	39	10	137	0	1	3200	21465	8											163	75	5	300									21474	4	10	21474	30	10												
17136	Pierce/Pierce Up	17		1	1	Attack	2	Enhancement Skills	60	1	40	10	138	0	1	2400	21465	5											160	90	5	180									21474	5	10	21474	18	10												
17137	Pellet/Spread Up	17		1	1	Attack	2	Enhancement Skills	60	1	41	10	139	0	1	2400	21465	5											157	90											21474	5	10															
17138	Tremor Res	17		1	2	Defense	4	Special Skills	50	1	42	10	140	0	1	2000	21465	2											158	70											21474	4	10															
17139	See Through +1	17		1	2	Defense	4	Special Skills	30	1	43	10	141	0	1	1200													55	40											21474	4	10															
17140	See Through +2	17		1	2	Defense	4	Special Skills	60	1	43	15	142	0	1	2400	21465	5											155	45											21474	3	10															
17141	Attract	17		1	1	Attack	4	Special Skills	40	1	44	10	143	0	1	2000	21465	1											127	55											21474	3	10															
17142	Use Sleep Coat	17		1	1	Attack	2	Enhancement Skills	60	1	45	10	144	0	1	2400	21465	5											151	90	5	180									21474	5	10	21474	18	10												
17143	Use Para Coat	17		1	1	Attack	2	Enhancement Skills	60	1	46	10	145	0	1	2400	21465	5											163	45	5	180									21474	3	10	21474	18	10												
17144	Use Poison Coat	17		1	1	Attack	2	Enhancement Skills	60	1	47	10	146	0	1	2400	21465	5											161	90	5	180									21474	5	10	21474	18	10												
17145	Sneak	17		1	3	Status	4	Special Skills	60	1	48	10	147	0	1	2400	21465	2											159	35											21474	2	10															
17147	Earplugs	17		1	2	Defense	4	Special Skills	60	1	49	10	149	0	1	2400	21465	5											163	45	5	180									21474	3	10	21474	18	10												
17155	Stam Recov +1	17		1	3	Status	2	Enhancement Skills	40	1	53	10	157	0	1	1600	21465	1											148	55											21474	3	10															
17160	Evade Dist +1	17		1	2	Defense	2	Enhancement Skills	60	1	54	10	162	0	1	2400	21465	5											160	90	5	180									21474	5	10	21474	18	10												
17162	Evasion +1	17		1	2	Defense	2	Enhancement Skills	60	1	55	10	164	0	1	2400	21465	5											156	90											21474	5	10															
17165	Guts	17		1	2	Defense	4	Special Skills	40	1	56	10	167	0	1	1600	21465	1											130	55											21474	3	10															
17166	Challenger +1	17		1	1	Attack	4	Special Skills	35	1	57	10	168	0	1	1000													51	40											21474	4	10															
17167	Challenger +2	17		1	1	Attack	4	Special Skills	70	1	57	15	997	0	1	2000	21465	2											160	70	5	140									21474	4	10	21474	14	10												
17168	Anti-bacterial	17		1	2	Defense	4	Special Skills	30	1	58	10	169	0	1	1200													51	40											21474	4	10															
17169	Fortify	17		1	3	Status	4	Special Skills	60	1	59	10	170	0	1	2400	21465	5											151	90	5	180									21474	5	10	21474	18	10												
17170	Negate Mud/Snow	17		1	2	Defense	4	Special Skills	40	1	60	10	171	0	1	1600													55	45											21474	5	10															
17171	Windproof (Lo)	17		1	2	Defense	4	Special Skills	30	1	61	10	172	0	1	1200													144	50											21474	3	10															
17172	Windproof (Hi)	17		1	2	Defense	4	Special Skills	50	1	61	15	173	0	1	2000	21465	2											161	70	5	140									21474	4	10	21474	14	10												
17174	Marathon Runner +1	17		1	3	Status	2	Enhancement Skills	40	1	62	10	175	0	1	1600	21465	1											156	55											21474	3	10															
17179	Violent Strike	17		1	1	Attack	2	Enhancement Skills	30	1	65	10	180	0	1	1200													161	50	5	100									21474	3	10	21474	10	10												
17180	Wide-Range +1	17		1	3	Status	4	Special Skills	20	1	66	10	181	0	1	800													55	35											21474	4	10															
17181	Wide-Range +2	17		1	3	Status	4	Special Skills	30	1	66	15	182	0	1	1200													132	50											21474	3	10															
17182	Wide-Range +3	17		1	3	Status	4	Special Skills	40	1	66	20	183	0	1	1600	21465	1											146	55											21474	3	10															
17185	Assassin Tech +1	17		1	1	Attack	2	Enhancement Skills	40	1	68	10	186	0	1	1600	21465	1											157	55											21474	3	10															
17186	Assassin Tech +2	17		1	1	Attack	2	Enhancement Skills	60	1	68	15	187	0	1	2400	21465	5											158	90											21474	5	10															
17192	Wilderness Survival	17		1	3	Status	4	Special Skills	10	1	71	10	213	0	1	400													52	35											21474	4	10															
17196	Flying Wyvern Killer	17		1	1	Attack	4	Special Skills	40	1	75	10	217	0	1	1600	21465	1											155	27											21474	2	10															
17197	Bird Wyvern Killer	17		1	1	Attack	4	Special Skills	40	1	76	10	218	0	1	1600	21465	1											153	55											21474	3	10															
17198	Carapacean Killer	17		1	1	Attack	4	Special Skills	40	1	77	10	219	0	1	1600	21465	1											152	55											21474	3	10															
17199	Elder Dragon Killer	17		1	1	Attack	4	Special Skills	40	1	78	10	220	0	1	1600	21465	1											145	55											21474	3	10															
17200	Piscine Wyvern Killer	17		1	1	Attack	4	Special Skills	40	1	79	10	221	0	1	1600	21465	1											126	55											21474	3	10															
17201	Fanged Beast Killer	17		1	1	Attack	4	Special Skills	40	1	80	10	222	0	1	1600	21465	1											136	55											21474	3	10															
17204	KO	17		1	1	Attack	2	Enhancement Skills	50	1	83	10	225	0	1	2000	21465	1											150	60											21474	3	10															
17205	Tripping Power	17		1	1	Attack	2	Enhancement Skills	40	1	84	10	226	0	1	1600	21465	2											160	70	5	140									21474	4	10	21474	14	10												
17206	Heat Cancel	17		1	3	Status	2	Enhancement Skills	30	1	85	10	227	0	1	1200													54	40											21474	4	10															
17207	Cold Res	17		1	3	Status	2	Enhancement Skills	20	1	86	10	228	0	1	800													51	35											21474	4	10															
17208	Normal S Lv1 +5	17		1	1	Attack	2	Enhancement Skills	30	1	87	10	229	0	1	1200													151	50	5	100									21474	3	10	21474	10	10												
17209	Normal S Lv1/2 +3	17		1	1	Attack	2	Enhancement Skills	45	1	87	15	230	0	1	1800	21465	1											157	60											21474	3	10															
17210	Normal S Lv1/3 +3	17		1	1	Attack	2	Enhancement Skills	60	1	87	20	231	0	1	2400	21465	6											161	100	5	200									21474	5	10	21474	20	10												
17234	Gourmand	17		1	3	Status	4	Special Skills	10	1	110	10	234	0	1	400													51	35											21474	4	10															
17235	Unscathed	17		1	1	Attack	2	Enhancement Skills	70	1	111	10	235	0	1	2800	21465	5											159	45											21474	3	10															
17237	Water Res +1	17		1	2	Defense	3	Element	20	1	113	10	237	0	1	800													54	35											21474	4	10															
17238	Water Res +2	17		1	2	Defense	3	Element	40	1	113	15	238	0	1	1600													52	45											21474	5	10															
17241	Fire Res +1	17		1	2	Defense	3	Element	20	1	114	10	241	0	1	800													55	35											21474	4	10															
17242	Fire Res +2	17		1	2	Defense	3	Element	40	1	114	15	242	0	1	1600													55	45											21474	5	10															
17245	Thunder Res +1	17		1	2	Defense	3	Element	20	1	115	10	245	0	1	800													55	35											21474	4	10															
17246	Thunder Res +2	17		1	2	Defense	3	Element	40	1	115	15	246	0	1	1600													57	45											21474	5	10															
17249	Dragon Res +1	17		1	2	Defense	3	Element	20	1	116	10	249	0	1	800													53	35											21474	4	10															
17250	Dragon Res +2	17		1	2	Defense	3	Element	40	1	116	15	250	0	1	1600													56	22											21474	3	10															
17253	Ice Res +1	17		1	2	Defense	3	Element	20	1	117	10	253	0	1	800													55	35											21474	4	10															
17254	Ice Res +2	17		1	2	Defense	3	Element	40	1	117	15	254	0	1	1600													55	45											21474	5	10															
17261	Stun Lock	17		1	1	Attack	2	Enhancement Skills	50	1	120	10	261	0	1	2000	21465	1											156	60											21474	3	10															
17264	Recovery Up	17		1	2	Defense	4	Special Skills	20	1	123	10	264	0	1	800													55	35											21474	4	10															
17265	Recovery Up Large	17		1	2	Defense	4	Special Skills	30	1	123	15	265	0	1	1200													104	50											21474	3	10															
17267	Herbal Daren	17		1	3	Status	4	Special Skills	10	1	124	10	267	0	1	400													55	35											21474	4	10															
17289	Negate Bleeding	17		1	2	Defense	4	Special Skills	50	1	135	10	290	0	1	2000	21465	1											142	60											21474	3	10															
18001	Attack Up (S)	18		1	1	Attack	1	Basic Skills	20	1	1	10	1	0	1	800													52	35											21474	4	10															
18002	Attack Up (M)	18		1	1	Attack	1	Basic Skills	40	1	1	15	2	0	1	1600													55	45											21474	5	10															
18003	Attack Up (L)	18		1	1	Attack	1	Basic Skills	60	1	1	20	3	0	1	2400	21465	2											158	70											21474	4	10															
18004	Attack Up (XL)	18		1	1	Attack	1	Basic Skills	80	1	1	25	4	0	1	3200	21465	5											163	45	5	180									21474	3	10	21474	18	10												
18005	Attack Up (XXL)	18		1	1	Attack	1	Basic Skills	100	1	1	30	5	0	1	4000	21465	10											160	200	5	400									21474	10	10	21474	40	10												
18010	Defense Up (S)	18		1	2	Defense	1	Basic Skills	10	1	2	10	10	0	1	400													51	35											21474	4	10															
18011	Defense Up (M)	18		1	2	Defense	1	Basic Skills	20	1	2	15	11	0	1	800													53	35											21474	4	10															
18012	Defense Up (L)	18		1	2	Defense	1	Basic Skills	30	1	2	20	12	0	1	1200													129	50											21474	3	10															
18013	Defense Up (XL)	18		1	2	Defense	1	Basic Skills	40	1	2	25	13	0	1	1600													56	22											21474	3	10															
18014	Defense Up (XXL)	18		1	2	Defense	1	Basic Skills	50	1	2	30	14	0	1	2000	21465	2											151	70	5	140									21474	4	10	21474	14	10												
18019	Critical Eye +1	18		1	1	Attack	2	Enhancement Skills	20	1	3	10	19	0	1	800													52	35											21474	4	10															
18020	Critical Eye +2	18		1	1	Attack	2	Enhancement Skills	30	1	3	15	20	0	1	1200													53	40											21474	4	10															
18021	Critical Eye +3	18		1	1	Attack	2	Enhancement Skills	40	1	3	20	21	0	1	1600	21465	1											128	55											21474	3	10															
18022	Critical Eye +4	18		1	1	Attack	2	Enhancement Skills	50	1	3	25	22	0	1	2000	21465	2											157	70											21474	4	10															
18023	Critical Eye +5	18		1	1	Attack	2	Enhancement Skills	60	1	3	30	23	0	1	2400	21465	5											157	90											21474	5	10															
18029	Speed Eating	18		1	3	Status	2	Enhancement Skills	30	1	5	10	29	0	1	400													55	40											21474	4	10															
18034	Detect	18		1	3	Status	4	Special Skills	20	1	7	10	34	0	1	800													56	17											21474	2	10															
18037	Perception	18		1	3	Status	4	Special Skills	60	1	9	10	37	0	1	2400	21465	5											151	90	5	180									21474	5	10	21474	18	10												
18038	Health +1	18		1	2	Defense	1	Basic Skills	15	1	10	10	38	0	1	600													51	35											21474	4	10															
18039	Health +2	18		1	2	Defense	1	Basic Skills	30	1	10	15	39	0	1	1200													55	40											21474	4	10															
18040	Health +3	18		1	2	Defense	1	Basic Skills	45	1	10	20	40	0	1	1800	21465	1											138	60											21474	3	10															
18041	Health +4	18		1	2	Defense	1	Basic Skills	60	1	10	25	41	0	1	2400	21465	2											163	35	5	140									21474	2	10	21474	14	10												
18042	Health +5	18		1	2	Defense	1	Basic Skills	75	1	10	30	42	0	1	3000	21465	5											160	90	5	180									21474	5	10	21474	18	10												
18047	Rec Speed +1	18		1	2	Defense	2	Enhancement Skills	10	1	11	10	47	0	1	400													55	35											21474	4	10															
18048	Rec Speed +2	18		1	2	Defense	2	Enhancement Skills	20	1	11	15	48	0	1	800													51	35											21474	4	10															
18049	Rec Speed +3	18		1	2	Defense	2	Enhancement Skills	30	1	11	20	49	0	1	1200													158	50											21474	3	10															
18057	Water Atk +1	18		1	1	Attack	3	Element	20	1	13	10	57	0	1	800													52	35											21474	4	10															
18058	Water Atk +2	18		1	1	Attack	3	Element	40	1	13	15	58	0	1	1600	21465	1											124	55											21474	3	10															
18059	Water Atk +3	18		1	1	Attack	3	Element	60	1	13	20	59	0	1	2400	21465	2											163	35	5	140									21474	2	10	21474	14	10												
18061	Fire Atk +1	18		1	1	Attack	3	Element	20	1	14	10	61	0	1	800													55	35											21474	4	10															
18062	Fire Atk +2	18		1	1	Attack	3	Element	40	1	14	15	62	0	1	1600	21465	1											147	55											21474	3	10															
18063	Fire Atk +3	18		1	1	Attack	3	Element	60	1	14	20	63	0	1	2400	21465	2											156	70											21474	4	10															
18065	Thunder Atk +1	18		1	1	Attack	3	Element	20	1	15	10	65	0	1	800													57	35											21474	4	10															
18066	Thunder Atk +2	18		1	1	Attack	3	Element	40	1	15	15	66	0	1	1600	21465	1											143	55											21474	3	10															
18067	Thunder Atk +3	18		1	1	Attack	3	Element	60	1	15	20	67	0	1	2400	21465	2											143	70											21474	4	10															
18069	Dragon Atk +1	18		1	1	Attack	3	Element	20	1	16	10	69	0	1	800													56	17											21474	2	10															
18070	Dragon Atk +2	18		1	1	Attack	3	Element	40	1	16	15	70	0	1	1600	21465	1											134	55											21474	3	10															
18071	Dragon Atk +3	18		1	1	Attack	3	Element	60	1	16	20	71	0	1	2400	21465	2											147	70											21474	4	10															
